Time (s);WE(1).Potential (V);WE(1).Current (A);Corrected time (s);Index;Current range;Overload
53.5944208646871;0.45526123046875;0.39801025390625;0;1;100 mA;Current overload
53.6044208646618;0.45062255859375;0.207000732421875;0.00999999997475243;2;100 mA;
53.6144208646366;0.450592041015625;0.147796630859375;0.0199999999495049;3;100 mA;
53.6244208646114;0.45050048828125;0.115142822265625;0.0299999999242573;4;100 mA;
53.6344208645861;0.450592041015625;0.09368896484375;0.0399999998990097;5;100 mA;
53.6444208645609;0.45074462890625;0.078643798828125;0.0499999998737621;6;100 mA;
53.6544208645356;0.45062255859375;0.066558837890625;0.0599999998485146;7;100 mA;
53.6644208645104;0.450592041015625;0.0577392578125;0.069999999823267;8;100 mA;
53.6744208644851;0.450653076171875;0.050384521484375;0.0799999997980194;9;100 mA;
53.6844208644599;0.450439453125;0.0445281982421875;0.0899999997727718;10;100 mA;
53.6944208644346;0.450408935546875;0.0396820068359375;0.0999999997475243;11;100 mA;
53.7044208644094;0.450531005859375;0.0351043701171875;0.109999999722277;12;100 mA;
53.7144208643841;0.4505615234375;0.0316864013671875;0.119999999697029;13;100 mA;
53.7244208643589;0.450531005859375;0.028564453125;0.129999999671782;14;100 mA;
53.7344208643336;0.45068359375;0.0255706787109375;0.139999999646534;15;100 mA;
53.7444208643084;0.450653076171875;0.023602294921875;0.149999999621286;16;100 mA;
53.7544208642831;0.45050048828125;0.021575927734375;0.159999999596039;17;100 mA;
53.7644208642579;0.45062255859375;0.0197906494140625;0.169999999570791;18;100 mA;
53.7744208642326;0.450592041015625;0.018524169921875;0.179999999545544;19;100 mA;
53.7844208642074;0.450653076171875;0.01697998046875;0.189999999520296;20;100 mA;
53.7944208641821;0.450653076171875;0.0159088134765625;0.199999999495049;21;100 mA;
53.8044208641569;0.450775146484375;0.014923095703125;0.209999999469801;22;100 mA;
53.8144208641316;0.45068359375;0.0137725830078125;0.219999999444553;23;100 mA;
53.8244208641064;0.45050048828125;0.0132415771484375;0.229999999419306;24;100 mA;
53.8344208640812;0.450592041015625;0.012347412109375;0.239999999394058;25;100 mA;
53.8444208640559;0.45050048828125;0.0116058349609375;0.249999999368811;26;100 mA;
53.8544208640307;0.450408935546875;0.0112030029296875;0.259999999343563;27;100 mA;
53.8644208640054;0.450592041015625;0.010302734375;0.269999999318316;28;100 mA;
53.8744208639802;0.450592041015625;0.0098541259765625;0.279999999293068;29;100 mA;
53.8844208639549;0.450531005859375;0.0093414306640625;0.28999999926782;30;100 mA;
53.8944208639297;0.45062255859375;0.00872802734375;0.299999999242573;31;100 mA;
53.9044208639044;0.450531005859375;0.008489990234375;0.309999999217325;32;100 mA;
53.9144208638792;0.450469970703125;0.0079437255859375;0.319999999192078;33;100 mA;
53.9244208638539;0.450592041015625;0.0075927734375;0.32999999916683;34;100 mA;
53.9344208638287;0.45062255859375;0.0073394775390625;0.339999999141583;35;100 mA;
53.9444208638034;0.450714111328125;0.00677490234375;0.349999999116335;36;100 mA;
53.9544208637782;0.45068359375;0.0065826416015625;0.359999999091087;37;100 mA;
53.9644208637529;0.45074462890625;0.0063079833984375;0.36999999906584;38;100 mA;
53.9744208637277;0.45074462890625;0.005810546875;0.379999999040592;39;100 mA;
53.9844208637024;0.450531005859375;0.0058319091796875;0.389999999015345;40;100 mA;
53.9944208636772;0.450653076171875;0.0055450439453125;0.399999998990097;41;100 mA;
54.0044208636519;0.450408935546875;0.00526123046875;0.40999999896485;42;100 mA;
54.0144208636267;0.450439453125;0.00526123046875;0.419999998939602;43;100 mA;
54.0244208636014;0.45062255859375;0.0048797607421875;0.429999998914354;44;100 mA;
54.0344208635762;0.450653076171875;0.0048004150390625;0.439999998889107;45;100 mA;
54.044420863551;0.450531005859375;0.0046966552734375;0.449999998863859;46;100 mA;
54.0544208635257;0.450653076171875;0.0043365478515625;0.459999998838612;47;100 mA;
54.0644208635005;0.450653076171875;0.004400634765625;0.469999998813364;48;100 mA;
54.0744208634752;0.450531005859375;0.00413818359375;0.479999998788116;49;100 mA;
54.08442086345;0.4505615234375;0.0040618896484375;0.489999998762869;50;100 mA;
54.0944208634247;0.450653076171875;0.00406494140625;0.499999998737621;51;100 mA;
54.1044208633995;0.450714111328125;0.00384979248046875;0.509999998712374;52;100 mA;
54.1144208633742;0.45074462890625;0.0037994384765625;0.519999998687126;53;100 mA;
54.124420863349;0.45074462890625;0.003751220703125;0.529999998661879;54;100 mA;
54.1344208633237;0.450775146484375;0.00349090576171875;0.539999998636631;55;100 mA;
54.1444208632985;0.45062255859375;0.0036126708984375;0.549999998611383;56;100 mA;
54.1544208632732;0.450714111328125;0.0033953857421875;0.559999998586136;57;100 mA;
54.164420863248;0.45062255859375;0.00338531494140625;0.569999998560888;58;100 mA;
54.1744208632227;0.450531005859375;0.00339874267578125;0.579999998535641;59;100 mA;
54.1844208631975;0.450653076171875;0.0032373046875;0.589999998510393;60;100 mA;
54.1944208631722;0.450714111328125;0.00319488525390625;0.599999998485146;61;100 mA;
54.204420863147;0.450531005859375;0.0032183837890625;0.609999998459898;62;100 mA;
54.2144208631217;0.45062255859375;0.00297454833984375;0.61999999843465;63;100 mA;
54.2244208630965;0.4505615234375;0.00309844970703125;0.629999998409403;64;100 mA;
54.2344208630713;0.450531005859375;0.00296539306640625;0.639999998384155;65;100 mA;
54.244420863046;0.45050048828125;0.00297027587890625;0.649999998358908;66;100 mA;
54.2544208630208;0.45062255859375;0.00304840087890625;0.65999999833366;67;100 mA;
54.2644208629955;0.450836181640625;0.00281768798828125;0.669999998308413;68;100 mA;
54.2744208629703;0.45074462890625;0.00289031982421875;0.679999998283165;69;100 mA;
54.284420862945;0.450775146484375;0.0028497314453125;0.689999998257917;70;100 mA;
54.2944208629198;0.450775146484375;0.00268768310546875;0.69999999823267;71;100 mA;
54.3044208628945;0.45062255859375;0.002923583984375;0.709999998207422;72;100 mA;
54.3144208628693;0.45068359375;0.00272247314453125;0.719999998182175;73;100 mA;
54.324420862844;0.45068359375;0.002713623046875;0.729999998156927;74;100 mA;
54.3344208628188;0.450531005859375;0.002864990234375;0.73999999813168;75;100 mA;
54.3444208627935;0.45068359375;0.00260528564453125;0.749999998106432;76;100 mA;
54.3544208627683;0.45074462890625;0.00264984130859375;0.759999998081184;77;100 mA;
54.364420862743;0.45062255859375;0.00266998291015625;0.769999998055937;78;100 mA;
54.3744208627178;0.45062255859375;0.0024908447265625;0.779999998030689;79;100 mA;
54.3844208626925;0.450592041015625;0.00271636962890625;0.789999998005442;80;100 mA;
54.3944208626673;0.45050048828125;0.00249542236328125;0.799999997980194;81;100 mA;
54.404420862642;0.45050048828125;0.00250396728515625;0.809999997954947;82;100 mA;
54.4144208626168;0.45074462890625;0.00260040283203125;0.819999997929699;83;100 mA;
54.4244208625915;0.45074462890625;0.0023455810546875;0.829999997904451;84;100 mA;
54.4344208625663;0.45068359375;0.00245361328125;0.839999997879204;85;100 mA;
54.4444208625411;0.4508056640625;0.00246429443359375;0.849999997853956;86;100 mA;
54.4544208625158;0.45086669921875;0.00230377197265625;0.859999997828709;87;100 mA;
54.4644208624906;0.450592041015625;0.00247161865234375;0.869999997803461;88;100 mA;
54.4744208624653;0.45074462890625;0.002322998046875;0.879999997778214;89;100 mA;
54.4844208624401;0.45074462890625;0.00233154296875;0.889999997752966;90;100 mA;
54.4944208624148;0.450531005859375;0.00243621826171875;0.899999997727718;91;100 mA;
54.5044208623896;0.45062255859375;0.00222747802734375;0.909999997702471;92;100 mA;
54.5144208623643;0.45074462890625;0.002401123046875;0.919999997677223;93;100 mA;
