Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range;Cutoffs
138.799704649564;0.079071044921875;0;1;0.149932861328125;100 mA;
138.801004649561;0.095672607421875;0.00129999999671782;2;0.149993896484375;100 mA;
138.802304649558;0.106475830078125;0.00259999999343563;3;0.149993896484375;100 mA;
138.803604649555;0.114593505859375;0.00389999999015345;4;0.1500244140625;100 mA;
138.804904649551;0.12109375;0.00519999998687126;5;0.149993896484375;100 mA;
138.806204649548;0.126556396484375;0.00649999998358908;6;0.149932861328125;100 mA;
138.807504649545;0.131256103515625;0.00779999998030689;7;0.149993896484375;100 mA;
138.808804649541;0.135406494140625;0.00909999997702471;8;0.149993896484375;100 mA;
138.810104649538;0.139129638671875;0.0103999999737425;9;0.149993896484375;100 mA;
138.811404649535;0.1424560546875;0.0116999999704603;10;0.149993896484375;100 mA;
138.812704649532;0.145538330078125;0.0129999999671782;11;0.14996337890625;100 mA;
138.814004649528;0.14837646484375;0.014299999963896;12;0.1500244140625;100 mA;
138.815304649525;0.1510009765625;0.0155999999606138;13;0.149993896484375;100 mA;
138.816604649522;0.153472900390625;0.0168999999573316;14;0.149993896484375;100 mA;
138.817904649518;0.15576171875;0.0181999999540494;15;0.14996337890625;100 mA;
138.819204649515;0.157958984375;0.0194999999507672;16;0.1500244140625;100 mA;
138.820504649512;0.160064697265625;0.020799999947485;17;0.149932861328125;100 mA;
138.821804649509;0.16204833984375;0.0220999999442029;18;0.149993896484375;100 mA;
138.823104649505;0.16387939453125;0.0233999999409207;19;0.149993896484375;100 mA;
138.824404649502;0.16571044921875;0.0246999999376385;20;0.149993896484375;100 mA;
138.825704649499;0.16741943359375;0.0259999999343563;21;0.150054931640625;100 mA;
138.827004649496;0.169036865234375;0.0272999999310741;22;0.1500244140625;100 mA;
138.828304649492;0.170623779296875;0.0285999999277919;23;0.14996337890625;100 mA;
138.829604649489;0.172119140625;0.0298999999245098;24;0.149993896484375;100 mA;
138.830904649486;0.173583984375;0.0311999999212276;25;0.149993896484375;100 mA;
138.832204649482;0.175018310546875;0.0324999999179454;26;0.1500244140625;100 mA;
138.833504649479;0.1763916015625;0.0337999999146632;27;0.14996337890625;100 mA;
138.834804649476;0.177734375;0.035099999911381;28;0.150054931640625;100 mA;
138.836104649473;0.179046630859375;0.0363999999080988;29;0.14996337890625;100 mA;
138.837404649469;0.1802978515625;0.0376999999048167;30;0.1500244140625;100 mA;
138.838704649466;0.1815185546875;0.0389999999015345;31;0.1500244140625;100 mA;
138.840004649463;0.182708740234375;0.0402999998982523;32;0.149993896484375;100 mA;
138.841304649459;0.183868408203125;0.0415999998949701;33;0.149993896484375;100 mA;
