Scan;Index;Time (s);WE(1).Potential (V);WE(1).Current (A);Current range
1;1;5.90019798510343;0.00296630859374999;0.0011474609375;100 mA
1;2;5.90629798508803;0.0054779052734375;0.0012353515625;100 mA
1;3;5.91239798507263;0.00791320800781251;0.001318359375;100 mA
1;4;5.91849798505723;0.0103729248046875;0.0013885498046875;100 mA
1;5;5.92459798504183;0.0128021240234375;0.00142181396484375;100 mA
1;6;5.93069798502643;0.015264892578125;0.001456298828125;100 mA
1;7;5.93679798501103;0.017706298828125;0.001512451171875;100 mA
1;8;5.94289798499562;0.020159912109375;0.00154510498046875;100 mA
1;9;5.94899798498022;0.022607421875;0.0015625;100 mA
1;10;5.95509798496482;0.0250518798828125;0.0015911865234375;100 mA
1;11;5.96119798494942;0.0274993896484375;0.00161102294921875;100 mA
1;12;5.96729798493402;0.029986572265625;0.00163818359375;100 mA
1;13;5.97339798491862;0.03243408203125;0.0016534423828125;100 mA
1;14;5.97949798490322;0.0348724365234375;0.00166961669921875;100 mA
1;15;5.98559798488782;0.0373565673828125;0.00167877197265625;100 mA
1;16;5.99169798487242;0.0397796630859375;0.00169586181640625;100 mA
1;17;5.99779798485702;0.0422149658203125;0.00171142578125;100 mA
1;18;6.00389798484161;0.0446868896484375;0.0017205810546875;100 mA
1;19;6.00999798482621;0.047149658203125;0.0017431640625;100 mA
1;20;6.01609798481081;0.0496124267578125;0.00175628662109375;100 mA
1;21;6.02219798479541;0.05194091796875;0.00177276611328125;100 mA
1;22;6.02829798478001;0.054443359375;0.0017779541015625;100 mA
1;23;6.03439798476461;0.05694580078125;0.0017901611328125;100 mA
1;24;6.04049798474921;0.059417724609375;0.00179656982421875;100 mA
1;25;6.04659798473381;0.061798095703125;0.001805419921875;100 mA
1;26;6.05269798471841;0.064239501953125;0.00182098388671875;100 mA
1;27;6.05879798470301;0.066680908203125;0.00182830810546875;100 mA
1;28;6.0648979846876;0.069183349609375;0.0018206787109375;100 mA
1;29;6.0709979846722;0.0716552734375;0.0018438720703125;100 mA
1;30;6.0770979846568;0.074066162109375;0.00184906005859375;100 mA
1;31;6.0831979846414;0.0765380859375;0.00185516357421875;100 mA
1;32;6.089297984626;0.0789794921875;0.00187347412109375;100 mA
1;33;6.0953979846106;0.0814208984375;0.0018756103515625;100 mA
1;34;6.1014979845952;0.083831787109375;0.00189483642578125;100 mA
1;35;6.1075979845798;0.0863037109375;0.00188323974609375;100 mA
1;36;6.1136979845644;0.088775634765625;0.00190185546875;100 mA
1;37;6.119797984549;0.09124755859375;0.00192291259765625;100 mA
1;38;6.12589798453359;0.0936279296875;0.00192047119140625;100 mA
1;39;6.13199798451819;0.0960693359375;0.0019244384765625;100 mA
1;40;6.13809798450279;0.098541259765625;0.0019427490234375;100 mA
1;41;6.14419798448739;0.101043701171875;0.0019573974609375;100 mA
1;42;6.15029798447199;0.10345458984375;0.00196868896484375;100 mA
1;43;6.15639798445659;0.10589599609375;0.0019757080078125;100 mA
1;44;6.16249798444119;0.10833740234375;0.00197601318359375;100 mA
1;45;6.16859798442579;0.11090087890625;0.00199310302734375;100 mA
1;46;6.17469798441039;0.11322021484375;0.00199554443359375;100 mA
1;47;6.18079798439499;0.115753173828125;0.00201019287109375;100 mA
1;48;6.18689798437958;0.118133544921875;0.0020233154296875;100 mA
1;49;6.19299798436418;0.12060546875;0.002032470703125;100 mA
1;50;6.19909798434878;0.12310791015625;0.002037353515625;100 mA
1;51;6.20519798433338;0.12554931640625;0.00206298828125;100 mA
1;52;6.21129798431798;0.127960205078125;0.00207000732421875;100 mA
1;53;6.21739798430258;0.1304931640625;0.002076416015625;100 mA
1;54;6.22349798428718;0.132843017578125;0.00208740234375;100 mA
1;55;6.22959798427178;0.135345458984375;0.00209014892578125;100 mA
1;56;6.23569798425638;0.13775634765625;0.002117919921875;100 mA
1;57;6.24179798424097;0.1402587890625;0.0021142578125;100 mA
1;58;6.24789798422557;0.142730712890625;0.00212677001953125;100 mA
1;59;6.25399798421017;0.145172119140625;0.0021478271484375;100 mA
1;60;6.26009798419477;0.1475830078125;0.00214813232421875;100 mA
1;61;6.26619798417937;0.1500244140625;0.0021795654296875;100 mA
1;62;6.27229798416397;0.15252685546875;0.00217987060546875;100 mA
1;63;6.27839798414857;0.154937744140625;0.002196044921875;100 mA
1;64;6.28449798413317;0.15740966796875;0.00221649169921875;100 mA
1;65;6.29059798411777;0.159820556640625;0.00221893310546875;100 mA
1;66;6.29669798410237;0.16229248046875;0.00222320556640625;100 mA
1;67;6.30279798408696;0.16473388671875;0.00225860595703125;100 mA
1;68;6.30889798407156;0.167236328125;0.0022735595703125;100 mA
1;69;6.31499798405616;0.169677734375;0.00227691650390625;100 mA
1;70;6.32109798404076;0.172088623046875;0.00229736328125;100 mA
1;71;6.32719798402536;0.174530029296875;0.0022967529296875;100 mA
1;72;6.33329798400996;0.177001953125;0.00232635498046875;100 mA
1;73;6.33939798399456;0.179443359375;0.00233856201171875;100 mA
1;74;6.34549798397916;0.181854248046875;0.002352294921875;100 mA
1;75;6.35159798396376;0.184417724609375;0.00237762451171875;100 mA
1;76;6.35769798394836;0.186798095703125;0.00236297607421875;100 mA
1;77;6.36379798393295;0.18927001953125;0.00239013671875;100 mA
1;78;6.36989798391755;0.191741943359375;0.00241607666015625;100 mA
1;79;6.37599798390215;0.194244384765625;0.0024212646484375;100 mA
1;80;6.38209798388675;0.196624755859375;0.0024517822265625;100 mA
1;81;6.38819798387135;0.199127197265625;0.00247039794921875;100 mA
1;82;6.39429798385595;0.201568603515625;0.0024609375;100 mA
1;83;6.40039798384055;0.2039794921875;0.002493896484375;100 mA
1;84;6.40649798382515;0.206451416015625;0.0024969482421875;100 mA
1;85;6.41259798380975;0.2088623046875;0.00252044677734375;100 mA
1;86;6.41869798379435;0.21136474609375;0.00254730224609375;100 mA
1;87;6.42479798377894;0.213775634765625;0.002548828125;100 mA
1;88;6.43089798376354;0.216278076171875;0.0025653076171875;100 mA
1;89;6.43699798374814;0.218780517578125;0.0025738525390625;100 mA
1;90;6.44309798373274;0.221099853515625;0.00259674072265625;100 mA
1;91;6.44919798371734;0.22357177734375;0.0026177978515625;100 mA
1;92;6.45529798370194;0.226043701171875;0.0026336669921875;100 mA
1;93;6.46139798368654;0.228515625;0.00264801025390625;100 mA
1;94;6.46749798367114;0.23095703125;0.002664794921875;100 mA
1;95;6.47359798365574;0.233428955078125;0.00267333984375;100 mA
1;96;6.47969798364034;0.23583984375;0.0026959228515625;100 mA
1;97;6.48579798362493;0.23828125;0.0027166748046875;100 mA
1;98;6.49189798360953;0.24072265625;0.0027288818359375;100 mA
1;99;6.49799798359413;0.243255615234375;0.0027496337890625;100 mA
1;100;6.50409798357873;0.24566650390625;0.0027581787109375;100 mA
1;101;6.51019798356333;0.24810791015625;0.00277069091796875;100 mA
1;102;6.51629798354793;0.250518798828125;0.0028094482421875;100 mA
1;103;6.52239798353253;0.252960205078125;0.00280487060546875;100 mA
1;104;6.52849798351713;0.25543212890625;0.002816162109375;100 mA
