Scan;Index;Time (s);WE(1).Potential (V);WE(1).Current (A);Current range;Overload
4;5158;48.3146678780172;0.590667724609375;0.15863037109375;1 A;
4;5159;48.3227978779967;0.593170166015625;0.158111572265625;1 A;
4;5160;48.3309278779761;0.595550537109375;0.157470703125;1 A;
4;5161;48.3390578779556;0.597991943359375;0.156982421875;1 A;
4;5162;48.3471878779351;0.6004638671875;0.1563720703125;1 A;
4;5163;48.3553178779146;0.6029052734375;0.155853271484375;1 A;
4;5164;48.363447877894;0.6053466796875;0.155303955078125;1 A;
4;5165;48.3715778778735;0.60772705078125;0.15484619140625;1 A;
4;5166;48.379707877853;0.610198974609375;0.154327392578125;1 A;
4;5167;48.3878378778325;0.612579345703125;0.15386962890625;1 A;
4;5168;48.3959678778119;0.615142822265625;0.153289794921875;1 A;
4;5169;48.4040978777914;0.61749267578125;0.15283203125;1 A;
4;5170;48.4122278777709;0.61993408203125;0.15234375;1 A;
4;5171;48.4203578777503;0.6224365234375;0.151885986328125;1 A;
4;5172;48.4284878777298;0.62481689453125;0.151397705078125;1 A;
4;5173;48.4366178777093;0.627288818359375;0.15093994140625;1 A;
4;5174;48.4447478776888;0.6297607421875;0.15045166015625;1 A;
4;5175;48.4528778776682;0.63214111328125;0.150054931640625;1 A;
4;5176;48.4610078776477;0.6346435546875;0.14959716796875;1 A;
4;5177;48.4691378776272;0.63702392578125;0.149200439453125;1 A;
4;5178;48.4772678776067;0.6395263671875;0.148773193359375;1 A;
4;5179;48.4853978775861;0.64190673828125;0.1484375;1 A;
4;5180;48.4935278775656;0.644287109375;0.148040771484375;1 A;
4;5181;48.5016578775451;0.646728515625;0.147674560546875;1 A;
4;5182;48.5097878775246;0.64923095703125;0.147308349609375;1 A;
4;5183;48.517917877504;0.65167236328125;0.14703369140625;1 A;
4;5184;48.5260478774835;0.654083251953125;0.14666748046875;1 A;
4;5185;48.534177877463;0.656494140625;0.1463623046875;1 A;
4;5186;48.5423078774425;0.658966064453125;0.146026611328125;1 A;
4;5187;48.5504378774219;0.661407470703125;0.145660400390625;1 A;
4;5188;48.5585678774014;0.663848876953125;0.145355224609375;1 A;
4;5189;48.5666978773809;0.666229248046875;0.14501953125;1 A;
4;5190;48.5748278773603;0.668670654296875;0.14471435546875;1 A;
4;5191;48.5829578773398;0.671142578125;0.144378662109375;1 A;
4;5192;48.5910878773193;0.673583984375;0.144134521484375;1 A;
4;5193;48.5992178772988;0.676055908203125;0.143829345703125;1 A;
4;5194;48.6073478772782;0.6785888671875;0.143646240234375;1 A;
4;5195;48.6154778772577;0.680938720703125;0.143341064453125;1 A;
4;5196;48.6236078772372;0.683319091796875;0.143096923828125;1 A;
4;5197;48.6317378772167;0.685760498046875;0.142852783203125;1 A;
4;5198;48.6398678771961;0.688232421875;0.142547607421875;1 A;
4;5199;48.6479978771756;0.690643310546875;0.142303466796875;1 A;
4;5200;48.6561278771551;0.693145751953125;0.14208984375;1 A;
4;5201;48.6642578771346;0.695556640625;0.141876220703125;1 A;
4;5202;48.672387877114;0.697998046875;0.14178466796875;1 A;
4;5203;48.6805178770935;0.700469970703125;0.141571044921875;1 A;
4;5204;48.688647877073;0.702880859375;0.1414794921875;1 A;
4;5205;48.6967778770525;0.70526123046875;0.14129638671875;1 A;
4;5206;48.7049078770319;0.707794189453125;0.14117431640625;1 A;
4;5207;48.7130378770114;0.710113525390625;0.1409912109375;1 A;
4;5208;48.7211678769909;0.712615966796875;0.140899658203125;1 A;
4;5209;48.7292978769703;0.71502685546875;0.1407470703125;1 A;
4;5210;48.7374278769498;0.71746826171875;0.14068603515625;1 A;
4;5211;48.7455578769293;0.720001220703125;0.140594482421875;1 A;
4;5212;48.7536878769088;0.72235107421875;0.14056396484375;1 A;
4;5213;48.7618178768882;0.72479248046875;0.14044189453125;1 A;
4;5214;48.7699478768677;0.727264404296875;0.140472412109375;1 A;
4;5215;48.7780778768472;0.729705810546875;0.140380859375;1 A;
4;5216;48.7862078768267;0.732086181640625;0.14044189453125;1 A;
4;5217;48.7943378768061;0.734588623046875;0.140411376953125;1 A;
4;5218;48.8024678767856;0.736968994140625;0.14044189453125;1 A;
4;5219;48.8105978767651;0.73944091796875;0.140472412109375;1 A;
4;5220;48.8187278767446;0.741912841796875;0.1405029296875;1 A;
4;5221;48.826857876724;0.74432373046875;0.1405029296875;1 A;
4;5222;48.8349878767035;0.746734619140625;0.140625;1 A;
4;5223;48.843117876683;0.749176025390625;0.14068603515625;1 A;
4;5224;48.8512478766625;0.751953125;0.140838623046875;1 A;
4;5225;48.8593778766419;0.75469970703125;0.140960693359375;1 A;
4;5226;48.8675078766214;0.7568359375;0.141143798828125;1 A;
4;5227;48.8756378766009;0.75897216796875;0.14129638671875;1 A;
4;5228;48.8837678765804;0.76141357421875;0.14141845703125;1 A;
4;5229;48.8918978765598;0.76385498046875;0.141632080078125;1 A;
4;5230;48.9000278765393;0.7666015625;0.141845703125;1 A;
4;5231;48.9081578765188;0.76904296875;0.14208984375;1 A;
4;5232;48.9162878764982;0.77178955078125;0.142242431640625;1 A;
4;5233;48.9244178764777;0.77362060546875;0.142486572265625;1 A;
4;5234;48.9325478764572;0.77667236328125;0.142822265625;1 A;
4;5235;48.9406778764367;0.77880859375;0.143096923828125;1 A;
4;5236;48.9488078764161;0.78125;0.143402099609375;1 A;
4;5237;48.9569378763956;0.78399658203125;0.143768310546875;1 A;
4;5238;48.9650678763751;0.7855224609375;0.1441650390625;1 A;
4;5239;48.9731978763546;0.78826904296875;0.144561767578125;1 A;
4;5240;48.981327876334;0.791015625;0.14501953125;1 A;
4;5241;48.9894578763135;0.79345703125;0.145477294921875;1 A;
4;5242;48.997587876293;0.79559326171875;0.14593505859375;1 A;
4;5243;49.0057178762725;0.79833984375;0.14599609375;1 A;
4;5244;49.0138478762519;0.79620361328125;0.1439208984375;1 A;
4;5245;49.0219778762314;0.79376220703125;0.1424560546875;1 A;
4;5246;49.0301078762109;0.791015625;0.1409912109375;1 A;
4;5247;49.0382378761904;0.78887939453125;0.139678955078125;1 A;
4;5248;49.0463678761698;0.78643798828125;0.138275146484375;1 A;
4;5249;49.0544978761493;0.78399658203125;0.13702392578125;1 A;
4;5250;49.0626278761288;0.78155517578125;0.1358642578125;1 A;
4;5251;49.0707578761082;0.77911376953125;0.134613037109375;1 A;
4;5252;49.0788878760877;0.7769775390625;0.13348388671875;1 A;
4;5253;49.0870178760672;0.7745361328125;0.13238525390625;1 A;
4;5254;49.0951478760467;0.7720947265625;0.131317138671875;1 A;
4;5255;49.1032778760261;0.76934814453125;0.13031005859375;1 A;
4;5256;49.1114078760056;0.7672119140625;0.129302978515625;1 A;
4;5257;49.1195378759851;0.76416015625;0.12835693359375;1 A;
4;5258;49.1276678759646;0.7623291015625;0.1273193359375;1 A;
4;5259;49.135797875944;0.7598876953125;0.12640380859375;1 A;
4;5260;49.1439278759235;0.7568359375;0.125457763671875;1 A;
4;5261;49.152057875903;0.75469970703125;0.12457275390625;1 A;
4;5262;49.1601878758825;0.751953125;0.1236572265625;1 A;
4;5263;49.1683178758619;0.74969482421875;0.122833251953125;1 A;
4;5264;49.1764478758414;0.747283935546875;0.121917724609375;1 A;
4;5265;49.1845778758209;0.744842529296875;0.121124267578125;1 A;
4;5266;49.1927078758004;0.74237060546875;0.12030029296875;1 A;
4;5267;49.2008378757798;0.739959716796875;0.1195068359375;1 A;
4;5268;49.2089678757593;0.73748779296875;0.118682861328125;1 A;
4;5269;49.2170978757388;0.735015869140625;0.117950439453125;1 A;
4;5270;49.2252278757182;0.732635498046875;0.1171875;1 A;
4;5271;49.2333578756977;0.730194091796875;0.116455078125;1 A;
4;5272;49.2414878756772;0.727691650390625;0.115692138671875;1 A;
4;5273;49.2496178756567;0.72528076171875;0.114990234375;1 A;
4;5274;49.2577478756361;0.72283935546875;0.1142578125;1 A;
4;5275;49.2658778756156;0.720428466796875;0.11358642578125;1 A;
4;5276;49.2740078755951;0.717987060546875;0.112884521484375;1 A;
4;5277;49.2821378755746;0.715484619140625;0.112213134765625;1 A;
4;5278;49.290267875554;0.71307373046875;0.111602783203125;1 A;
4;5279;49.2983978755335;0.710693359375;0.110931396484375;1 A;
4;5280;49.306527875513;0.708282470703125;0.1103515625;1 A;
4;5281;49.3146578754925;0.70574951171875;0.109710693359375;1 A;
4;5282;49.3227878754719;0.703369140625;0.109130859375;1 A;
4;5283;49.3309178754514;0.700927734375;0.1085205078125;1 A;
4;5284;49.3390478754309;0.698455810546875;0.10797119140625;1 A;
4;5285;49.3471778754104;0.696044921875;0.107330322265625;1 A;
4;5286;49.3553078753898;0.693603515625;0.1068115234375;1 A;
4;5287;49.3634378753693;0.691131591796875;0.106231689453125;1 A;
4;5288;49.3715678753488;0.688751220703125;0.105743408203125;1 A;
4;5289;49.3796978753282;0.686279296875;0.1051025390625;1 A;
4;5290;49.3878278753077;0.683807373046875;0.1046142578125;1 A;
4;5291;49.3959578752872;0.681427001953125;0.10406494140625;1 A;
4;5292;49.4040878752667;0.678924560546875;0.10357666015625;1 A;
4;5293;49.4122178752461;0.676544189453125;0.10302734375;1 A;
4;5294;49.4203478752256;0.674041748046875;0.1025390625;1 A;
4;5295;49.4284778752051;0.671722412109375;0.10198974609375;1 A;
4;5296;49.4366078751846;0.669219970703125;0.101531982421875;1 A;
4;5297;49.444737875164;0.666778564453125;0.101043701171875;1 A;
4;5298;49.4528678751435;0.664276123046875;0.10052490234375;1 A;
4;5299;49.460997875123;0.661895751953125;0.0999755859375;1 A;
4;5300;49.4691278751025;0.659454345703125;0.09954833984375;1 A;
4;5301;49.4772578750819;0.65704345703125;0.09906005859375;1 A;
4;5302;49.4853878750614;0.65460205078125;0.09857177734375;1 A;
4;5303;49.4935178750409;0.65216064453125;0.098052978515625;1 A;
4;5304;49.5016478750204;0.649688720703125;0.097564697265625;1 A;
4;5305;49.5097778749998;0.6473388671875;0.097076416015625;1 A;
4;5306;49.5179078749793;0.644805908203125;0.096588134765625;1 A;
4;5307;49.5260378749588;0.642364501953125;0.09613037109375;1 A;
4;5308;49.5341678749382;0.639923095703125;0.09564208984375;1 A;
4;5309;49.5422978749177;0.637603759765625;0.09521484375;1 A;
4;5310;49.5504278748972;0.635101318359375;0.094757080078125;1 A;
4;5311;49.5585578748767;0.632598876953125;0.0943603515625;1 A;
4;5312;49.5666878748561;0.6302490234375;0.093902587890625;1 A;
4;5313;49.5748178748356;0.62774658203125;0.093475341796875;1 A;
4;5314;49.5829478748151;0.6253662109375;0.093017578125;1 A;
4;5315;49.5910778747946;0.62286376953125;0.092620849609375;1 A;
4;5316;49.599207874774;0.62042236328125;0.092193603515625;1 A;
4;5317;49.6073378747535;0.61798095703125;0.091766357421875;1 A;
4;5318;49.615467874733;0.61553955078125;0.09130859375;1 A;
4;5319;49.6235978747125;0.61309814453125;0.09088134765625;1 A;
4;5320;49.6317278746919;0.61065673828125;0.0904541015625;1 A;
4;5321;49.6398578746714;0.608306884765625;0.09002685546875;1 A;
4;5322;49.6479878746509;0.605865478515625;0.089599609375;1 A;
4;5323;49.6561178746304;0.603424072265625;0.08917236328125;1 A;
4;5324;49.6642478746098;0.6009521484375;0.08868408203125;1 A;
4;5325;49.6723778745893;0.598541259765625;0.0882568359375;1 A;
4;5326;49.6805078745688;0.596038818359375;0.08782958984375;1 A;
4;5327;49.6886378745482;0.593597412109375;0.08740234375;1 A;
4;5328;49.6967678745277;0.59124755859375;0.08697509765625;1 A;
4;5329;49.7048978745072;0.588775634765625;0.0865478515625;1 A;
4;5330;49.7130278744867;0.5863037109375;0.086090087890625;1 A;
4;5331;49.7211578744661;0.583831787109375;0.085693359375;1 A;
4;5332;49.7292878744456;0.581512451171875;0.085235595703125;1 A;
4;5333;49.7374178744251;0.579010009765625;0.084808349609375;1 A;
4;5334;49.7455478744046;0.576629638671875;0.084381103515625;1 A;
4;5335;49.753677874384;0.57415771484375;0.083984375;1 A;
4;5336;49.7618078743635;0.57171630859375;0.083526611328125;1 A;
4;5337;49.769937874343;0.569305419921875;0.083099365234375;1 A;
4;5338;49.7780678743225;0.566802978515625;0.082611083984375;1 A;
4;5339;49.7861978743019;0.564361572265625;0.08221435546875;1 A;
4;5340;49.7943278742814;0.56195068359375;0.08172607421875;1 A;
4;5341;49.8024578742609;0.55950927734375;0.081298828125;1 A;
4;5342;49.8105878742404;0.55706787109375;0.080780029296875;1 A;
