Time (s);WE(1).Potential (V);WE(1).Current (A);Corrected time (s);Index;Current range
3.64528899079653;0.399688720703125;0.0091827392578125;0;1;100 mA
3.65528899077128;0.39971923828125;0.006646728515625;0.00999999997475243;2;100 mA
3.66528899074603;0.399688720703125;0.0054168701171875;0.0199999999495049;3;100 mA
3.67528899072079;0.399658203125;0.0046661376953125;0.0299999999242573;4;100 mA
3.68528899069554;0.39971923828125;0.0041473388671875;0.0399999998990097;5;100 mA
3.69528899067029;0.399749755859375;0.003765869140625;0.0499999998737621;6;100 mA
3.70528899064504;0.399749755859375;0.00346527099609375;0.0599999998485146;7;100 mA
3.7152889906198;0.399749755859375;0.00322357177734375;0.069999999823267;8;100 mA
3.72528899059455;0.399749755859375;0.00302490234375;0.0799999997980194;9;100 mA
3.7352889905693;0.3997802734375;0.00285400390625;0.0899999997727718;10;100 mA
3.74528899054405;0.3997802734375;0.00270965576171875;0.0999999997475243;11;100 mA
3.75528899051881;0.399810791015625;0.002584228515625;0.109999999722277;12;100 mA
3.76528899049356;0.3997802734375;0.00247161865234375;0.119999999697029;13;100 mA
3.77528899046831;0.399810791015625;0.0023748779296875;0.129999999671782;14;100 mA
3.78528899044306;0.399749755859375;0.0022845458984375;0.139999999646534;15;100 mA
3.79528899041782;0.399749755859375;0.00220458984375;0.149999999621286;16;100 mA
3.80528899039257;0.399749755859375;0.0021331787109375;0.159999999596039;17;100 mA
3.81528899036732;0.399810791015625;0.00206573486328125;0.169999999570791;18;100 mA
3.82528899034207;0.399749755859375;0.00200439453125;0.179999999545544;19;100 mA
3.83528899031683;0.3997802734375;0.0019476318359375;0.189999999520296;20;100 mA
3.84528899029158;0.399749755859375;0.0018951416015625;0.199999999495049;21;100 mA
3.85528899026633;0.399810791015625;0.001846923828125;0.209999999469801;22;100 mA
3.86528899024108;0.39971923828125;0.00180145263671875;0.219999999444553;23;100 mA
3.87528899021584;0.399749755859375;0.00176025390625;0.229999999419306;24;100 mA
3.88528899019059;0.3997802734375;0.00171844482421875;0.239999999394058;25;100 mA
3.89528899016534;0.399688720703125;0.0016827392578125;0.249999999368811;26;100 mA
3.90528899014009;0.399749755859375;0.00164825439453125;0.259999999343563;27;100 mA
3.91528899011485;0.3997802734375;0.00161346435546875;0.269999999318316;28;100 mA
3.9252889900896;0.399749755859375;0.00158447265625;0.279999999293068;29;100 mA
3.93528899006435;0.39971923828125;0.00155181884765625;0.28999999926782;30;100 mA
3.9452889900391;0.3997802734375;0.00152618408203125;0.299999999242573;31;100 mA
3.95528899001386;0.399810791015625;0.00149932861328125;0.309999999217325;32;100 mA
3.96528898998861;0.399749755859375;0.00147186279296875;0.319999999192078;33;100 mA
3.97528898996336;0.399810791015625;0.001448974609375;0.32999999916683;34;100 mA
3.98528898993811;0.399810791015625;0.00142364501953125;0.339999999141583;35;100 mA
3.99528898991286;0.399810791015625;0.0014019775390625;0.349999999116335;36;100 mA
4.00528898988762;0.399749755859375;0.00138214111328125;0.359999999091087;37;100 mA
4.01528898986237;0.399749755859375;0.00136077880859375;0.36999999906584;38;100 mA
4.02528898983712;0.399749755859375;0.00134307861328125;0.379999999040592;39;100 mA
4.03528898981187;0.39971923828125;0.001322021484375;0.389999999015345;40;100 mA
4.04528898978663;0.39984130859375;0.00130523681640625;0.399999998990097;41;100 mA
4.05528898976138;0.3997802734375;0.00128814697265625;0.40999999896485;42;100 mA
4.06528898973613;0.3997802734375;0.00127197265625;0.419999998939602;43;100 mA
4.07528898971088;0.399749755859375;0.0012579345703125;0.429999998914354;44;100 mA
4.08528898968564;0.399749755859375;0.0012396240234375;0.439999998889107;45;100 mA
4.09528898966039;0.3997802734375;0.0012255859375;0.449999998863859;46;100 mA
4.10528898963514;0.3997802734375;0.00121185302734375;0.459999998838612;47;100 mA
4.11528898960989;0.399810791015625;0.0011962890625;0.469999998813364;48;100 mA
4.12528898958465;0.3997802734375;0.00118408203125;0.479999998788116;49;100 mA
4.1352889895594;0.3997802734375;0.00116912841796875;0.489999998762869;50;100 mA
4.14528898953415;0.3997802734375;0.00115692138671875;0.499999998737621;51;100 mA
4.1552889895089;0.3997802734375;0.00114532470703125;0.509999998712374;52;100 mA
4.16528898948366;0.399749755859375;0.0011328125;0.519999998687126;53;100 mA
4.17528898945841;0.399749755859375;0.001123046875;0.529999998661879;54;100 mA
4.18528898943316;0.3997802734375;0.00111114501953125;0.539999998636631;55;100 mA
4.19528898940791;0.39971923828125;0.00110015869140625;0.549999998611383;56;100 mA
4.20528898938267;0.399749755859375;0.00109130859375;0.559999998586136;57;100 mA
4.21528898935742;0.399749755859375;0.00108062744140625;0.569999998560888;58;100 mA
4.22528898933217;0.399749755859375;0.0010723876953125;0.579999998535641;59;100 mA
4.23528898930692;0.399749755859375;0.0010589599609375;0.589999998510393;60;100 mA
4.24528898928168;0.3997802734375;0.0010516357421875;0.599999998485146;61;100 mA
4.25528898925643;0.399749755859375;0.00104278564453125;0.609999998459898;62;100 mA
4.26528898923118;0.3997802734375;0.00103271484375;0.61999999843465;63;100 mA
4.27528898920593;0.3997802734375;0.00102569580078125;0.629999998409403;64;100 mA
4.28528898918069;0.399810791015625;0.00101470947265625;0.639999998384155;65;100 mA
4.29528898915544;0.399749755859375;0.00100616455078125;0.649999998358908;66;100 mA
4.30528898913019;0.39971923828125;0.000999755859375;0.65999999833366;67;100 mA
4.31528898910494;0.399749755859375;0.00099212646484375;0.669999998308413;68;100 mA
4.3252889890797;0.3997802734375;0.000986328125;0.679999998283165;69;100 mA
4.33528898905445;0.399749755859375;0.0009765625;0.689999998257917;70;100 mA
4.3452889890292;0.399688720703125;0.00097015380859375;0.69999999823267;71;100 mA
4.35528898900395;0.399810791015625;0.000963745117187501;0.709999998207422;72;100 mA
4.3652889889787;0.39971923828125;0.000956115722656251;0.719999998182175;73;100 mA
4.37528898895346;0.3997802734375;0.000949707031249999;0.729999998156927;74;100 mA
4.38528898892821;0.3997802734375;0.00094268798828125;0.73999999813168;75;100 mA
4.39528898890296;0.3997802734375;0.00093658447265625;0.749999998106432;76;100 mA
4.40528898887771;0.3997802734375;0.00092987060546875;0.759999998081184;77;100 mA
4.41528898885247;0.399810791015625;0.000922546386718751;0.769999998055937;78;100 mA
4.42528898882722;0.39971923828125;0.00091888427734375;0.779999998030689;79;100 mA
4.43528898880197;0.3997802734375;0.000910339355468751;0.789999998005442;80;100 mA
4.44528898877672;0.3997802734375;0.0009063720703125;0.799999997980194;81;100 mA
4.45528898875148;0.399810791015625;0.000900878906249999;0.809999997954947;82;100 mA
