Scan;Index;Time (s);WE(1).Potential (V);WE(1).Current (A);Baseline corrected WE(1).Current (A);Current range;Overload
1;1;6.19356498436275;0.0029296875;0.003277587890625;;1 A;
1;2;6.19600498435659;0.0054046630859375;0.00456848144531249;;1 A;
1;3;6.19844498435043;0.00783691406250001;0.0055389404296875;;1 A;
1;4;6.20088498434427;0.0102813720703125;0.0065338134765625;;1 A;
1;5;6.20332498433811;0.0127197265625;0.00734558105468749;;1 A;
1;6;6.20576498433195;0.01517333984375;0.008197021484375;;1 A;
1;7;6.20820498432579;0.0176300048828125;0.008984375;;1 A;
1;8;6.21064498431963;0.020037841796875;0.009906005859375;;1 A;
1;9;6.21308498431347;0.0224884033203125;0.0107391357421875;;1 A;
1;10;6.21552498430731;0.0249298095703125;0.0115325927734375;;1 A;
1;11;6.21796498430115;0.027362060546875;0.0124176025390625;;1 A;
1;12;6.22040498429499;0.0297882080078125;0.0131805419921875;;1 A;
1;13;6.22284498428883;0.0322357177734375;0.01400146484375;;1 A;
1;14;6.22528498428267;0.034698486328125;0.01484375;;1 A;
1;15;6.22772498427651;0.0371124267578125;0.015802001953125;;1 A;
1;16;6.23016498427035;0.0395599365234375;0.0167510986328125;;1 A;
1;17;6.23260498426419;0.042010498046875;0.01763916015625;;1 A;
1;18;6.23504498425802;0.04444580078125;0.018597412109375;;1 A;
1;19;6.23748498425186;0.046893310546875;0.0194580078125;;1 A;
1;20;6.2399249842457;0.04931640625;0.0204742431640625;;1 A;
1;21;6.24236498423954;0.051727294921875;0.02147216796875;;1 A;
1;22;6.24480498423338;0.054168701171875;0.022576904296875;;1 A;
1;23;6.24724498422722;0.0565185546875;0.02366943359375;;1 A;
1;24;6.24968498422106;0.058990478515625;0.0247955322265625;;1 A;
1;25;6.2521249842149;0.06146240234375;0.02587890625;;1 A;
1;26;6.25456498420874;0.063934326171875;0.02706298828125;;1 A;
1;27;6.25700498420258;0.0662841796875;0.0282745361328125;;1 A;
1;28;6.25944498419642;0.068756103515625;0.02940673828125;;1 A;
1;29;6.26188498419026;0.07122802734375;0.0308990478515625;;1 A;
1;30;6.2643249841841;0.07366943359375;0.032159423828125;;1 A;
1;31;6.26676498417794;0.076080322265625;0.0335113525390625;;1 A;
1;32;6.26920498417178;0.078582763671875;0.0348297119140625;;1 A;
1;33;6.27164498416562;0.080963134765625;0.0362091064453125;;1 A;
1;34;6.27408498415946;0.08343505859375;0.037786865234375;;1 A;
1;35;6.2765249841533;0.085845947265625;0.0392547607421875;;1 A;
1;36;6.27896498414714;0.088287353515625;0.0409423828125;;1 A;
1;37;6.28140498414098;0.090728759765625;0.04259033203125;;1 A;
1;38;6.28384498413482;0.093231201171875;0.0442108154296875;;1 A;
1;39;6.28628498412866;0.095611572265625;0.0458343505859375;;1 A;
1;40;6.2887249841225;0.09808349609375;0.0474884033203125;;1 A;
1;41;6.29116498411634;0.100494384765625;0.0494140625;;1 A;
1;42;6.29360498411017;0.102935791015625;0.0511474609375;;1 A;
1;43;6.29604498410401;0.105377197265625;0.053253173828125;;1 A;
1;44;6.29848498409785;0.107879638671875;0.055206298828125;;1 A;
