Scan;Index;Time (s);WE(1).Potential (V);WE(1).Current (A);Baseline corrected WE(1).Current (A);Current range;Overload
1;1;5.99899798485399;0.00290832519531251;0.00243530273437501;0.00655735879418685;1 A;
1;2;6.00387798484167;0.0053741455078125;0.00321350097656251;0.00733555618475147;1 A;
1;3;6.00875798482934;0.00781860351562499;0.003887939453125;0.00800999381706901;1 A;
1;4;6.01363798481702;0.010235595703125;0.00455322265624999;0.00867527618543495;1 A;
1;5;6.0185179848047;0.0126800537109375;0.00513916015625;0.00926121284119;1 A;
1;6;6.02339798479238;0.0151397705078125;0.0056793212890625;0.00980137312448759;1 A;
1;7;6.02827798478006;0.01756591796875;0.0062591552734375;0.0103812062709416;1 A;
1;8;6.03315798476774;0.020013427734375;0.00679626464843749;0.0109183148006426;1 A;
1;9;6.03803798475542;0.0224609375;0.0073089599609375;0.0114310092678437;1 A;
1;10;6.0429179847431;0.0248992919921875;0.00785217285156251;0.0119742213163317;1 A;
1;11;6.04779798473078;0.0273406982421875;0.00847778320312501;0.0125998308247032;1 A;
1;12;6.05267798471846;0.0297882080078125;0.009014892578125;0.0131369393544043;1 A;
1;13;6.05755798470614;0.0322113037109375;0.00958862304687499;0.0137106689862872;1 A;
1;14;6.06243798469382;0.0346466064453125;0.010198974609375;0.0143210197077043;1 A;
1;15;6.06731798468149;0.0370941162109375;0.010784912109375;0.0149069563624053;1 A;
1;16;6.07219798466917;0.039544677734375;0.011322021484375;0.0154440648910524;1 A;
1;17;6.07707798465685;0.041973876953125;0.0119598388671875;0.0160818814348899;1 A;
1;18;6.08195798464453;0.0444183349609375;0.01259765625;0.0167196979734574;1 A;
1;19;6.08683798463221;0.046856689453125;0.0131866455078125;0.0173086863891329;1 A;
1;20;6.09171798461989;0.0493011474609375;0.0138916015625;0.0180136415995755;1 A;
1;21;6.09659798460757;0.05169677734375;0.0146209716796875;0.0187430108893818;1 A;
1;22;6.10147798459525;0.0540771484375;0.0153594970703125;0.0194815354578957;1 A;
1;23;6.10635798458293;0.056488037109375;0.01595458984375;0.0200766273986821;1 A;
1;24;6.11123798457061;0.05902099609375;0.0167510986328125;0.0208731353129339;1 A;
1;25;6.11611798455829;0.06146240234375;0.0175537109375;0.0216757467744305;1 A;
1;26;6.12099798454597;0.063873291015625;0.0182861328125;0.0224081678167794;1 A;
1;27;6.12587798453364;0.06634521484375;0.0190704345703125;0.023192468720861;1 A;
1;28;6.13075798452132;0.068756103515625;0.0199676513671875;0.024089684685085;1 A;
1;29;6.135637984509;0.0711669921875;0.020849609375;0.0249716418602464;1 A;
1;30;6.14051798449668;0.073638916015625;0.021734619140625;0.0258566507721405;1 A;
1;31;6.14539798448436;0.0760498046875;0.022686767578125;0.0268087983769894;1 A;
1;32;6.15027798447204;0.07855224609375;0.023638916015625;0.0277609459502187;1 A;
1;33;6.15515798445972;0.080963134765625;0.024444580078125;0.0285666091800676;1 A;
1;34;6.1600379844474;0.0833740234375;0.025494384765625;0.0296164130349165;1 A;
1;35;6.16491798443508;0.08587646484375;0.0265960693359375;0.0307180967409583;1 A;
1;36;6.16979798442276;0.0882568359375;0.0275848388671875;0.0317068654500971;1 A;
1;37;6.17467798441044;0.090728759765625;0.028717041015625;0.0328390667448037;1 A;
1;38;6.17955798439812;0.0931396484375;0.0299163818359375;0.0340384067324652;1 A;
1;39;6.1844379843858;0.095611572265625;0.0311370849609375;0.0352591090037343;1 A;
1;40;6.18931798437347;0.097991943359375;0.0321014404296875;0.0362234636503731;1 A;
1;41;6.19419798436115;0.100494384765625;0.0333740234375;0.0374960457939149;1 A;
1;42;6.19907798434883;0.102935791015625;0.034722900390625;0.0388449219038489;1 A;
1;43;6.20395798433651;0.1053466796875;0.0359344482421875;0.0400564689227603;1 A;
1;44;6.20883798432419;0.107757568359375;0.037237548828125;0.0413595686760467;1 A;
1;45;6.21371798431187;0.1102294921875;0.0387786865234375;0.0429007055176284;1 A;
1;46;6.21859798429955;0.112640380859375;0.0402618408203125;0.0443838589818523;1 A;
1;47;6.22347798428723;0.115142822265625;0.0414886474609375;0.0456106647582066;1 A;
1;48;6.22835798427491;0.117462158203125;0.0431396484375;0.0472616649337377;1 A;
1;49;6.23323798426259;0.1199951171875;0.0446502685546875;0.0487722841761145;1 A;
1;50;6.23811798425027;0.122406005859375;0.0461090087890625;0.0502310235778384;1 A;
1;51;6.24299798423795;0.1248779296875;0.0476348876953125;0.0517569016303576;1 A;
1;52;6.24787798422562;0.127349853515625;0.0495574951171875;0.0536795081985017;1 A;
1;53;6.2527579842133;0.129730224609375;0.051177978515625;0.055299990774828;1 A;
1;54;6.25763798420098;0.132171630859375;0.0528564453125;0.0569784567285121;1 A;
1;55;6.26251798418866;0.134613037109375;0.0548095703125;0.0589315808853211;1 A;
1;56;6.26739798417634;0.137054443359375;0.056549072265625;0.0606710819952551;1 A;
1;57;6.27227798416402;0.139495849609375;0.058074951171875;0.0621969600583142;1 A;
1;58;6.2771579841517;0.1419677734375;0.059814453125;0.0639364611577083;1 A;
1;59;6.28203798413938;0.144317626953125;0.06182861328125;0.065950620502387;1 A;
1;60;6.28691798412706;0.146820068359375;0.06353759765625;0.0676596040131163;1 A;
1;61;6.29179798411474;0.14923095703125;0.06549072265625;0.0696127281804652;1 A;
1;62;6.29667798410242;0.15167236328125;0.0677490234375;0.0718710281185242;1 A;
1;63;6.3015579840901;0.154052734375;0.06988525390625;0.074007257765163;1 A;
1;64;6.30643798407777;0.1566162109375;0.07159423828125;0.0757162412548125;1 A;
1;65;6.31131798406545;0.15899658203125;0.0740966796875;0.0782186818389513;1 A;
1;66;6.31619798405313;0.161407470703125;0.07647705078125;0.0805990521000502;1 A;
1;67;6.32107798404081;0.16387939453125;0.078643798828125;0.0827657992931944;1 A;
1;68;6.32595798402849;0.16632080078125;0.0809326171875;0.0850546168093784;1 A;
1;69;6.33083798401617;0.168792724609375;0.083770751953125;0.0878927507212725;1 A;
1;70;6.33571798400385;0.171173095703125;0.08636474609375;0.0904867440397863;1 A;
1;71;6.34059798399153;0.173614501953125;0.088714599609375;0.0928365967122204;1 A;
1;72;6.34547798397921;0.1761474609375;0.091583251953125;0.0957052481811597;1 A;
1;73;6.35035798396689;0.178466796875;0.094207763671875;0.0983297590988783;1 A;
1;74;6.35523798395457;0.180938720703125;0.096710205078125;0.100832199651397;1 A;
1;75;6.36011798394225;0.183380126953125;0.09942626953125;0.103548263261332;1 A;
1;76;6.36499798392992;0.185821533203125;0.102569580078125;0.106691572965016;1 A;
1;77;6.3698779839176;0.188262939453125;0.105377197265625;0.109499189309325;1 A;
1;78;6.37475798390528;0.190704345703125;0.108245849609375;0.112367840809884;1 A;
1;79;6.37963798389296;0.193084716796875;0.11151123046875;0.115633220847147;1 A;
1;80;6.38451798388064;0.19561767578125;0.114501953125;0.118623942628587;1 A;
1;81;6.38939798386832;0.198028564453125;0.117034912109375;0.121156900780311;1 A;
1;82;6.394277983856;0.200439453125;0.120208740234375;0.12433072807266;1 A;
1;83;6.39915798384368;0.202880859375;0.12353515625;0.127657143245094;1 A;
1;84;6.40403798383136;0.20538330078125;0.12646484375;0.130586829880823;1 A;
1;85;6.40891798381904;0.207763671875;0.129730224609375;0.133852209918087;1 A;
1;86;6.41379798380672;0.210235595703125;0.1334228515625;0.137544836017481;1 A;
1;87;6.4186779837944;0.212646484375;0.136688232421875;0.140810216044205;1 A;
1;88;6.42355798378208;0.215057373046875;0.13946533203125;0.143587314820929;1 A;
1;89;6.42843798376975;0.217529296875;0.143096923828125;0.147218905764073;1 A;
1;90;6.43331798375743;0.219970703125;0.146331787109375;0.150453768202132;1 A;
1;91;6.43819798374511;0.222412109375;0.149383544921875;0.153505525171441;1 A;
1;92;6.44307798373279;0.224853515625;0.152618408203125;0.1567403876095;1 A;
1;93;6.44795798372047;0.227264404296875;0.15655517578125;0.160677154354974;1 A;
1;94;6.45283798370815;0.229705810546875;0.159942626953125;0.164064604683658;1 A;
1;95;6.45771798369583;0.232177734375;0.16302490234375;0.167146879220552;1 A;
1;96;6.46259798368351;0.234588623046875;0.1668701171875;0.170992093231651;1 A;
1;97;6.46747798367119;0.237030029296875;0.170166015625;0.17428799082596;1 A;
1;98;6.47235798365887;0.239532470703125;0.17303466796875;0.177156642305439;1 A;
