Scan;Index;Time (s);WE(1).Potential (V);WE(1).Current (A);Baseline corrected WE(1).Current (A);Current range;Overload
1;1;6.15783398445296;0.0029266357421875;0.0034332275390625;;1 A;
1;2;6.16054398444612;0.00538024902343751;0.00458984375;;1 A;
1;3;6.16325398443928;0.00782470703125;0.005474853515625;;1 A;
1;4;6.16596398443244;0.0102386474609375;0.006396484375;;1 A;
1;5;6.1686739844256;0.0126861572265625;0.0072784423828125;;1 A;
1;6;6.17138398441875;0.0151275634765625;0.00803527832031251;;1 A;
1;7;6.17409398441191;0.0175750732421875;0.008819580078125;;1 A;
1;8;6.17680398440507;0.020013427734375;0.0094940185546875;;1 A;
1;9;6.17951398439823;0.022454833984375;0.0102783203125;;1 A;
1;10;6.18222398439138;0.0248809814453125;0.0110809326171875;;1 A;
1;11;6.18493398438454;0.027337646484375;0.011920166015625;;1 A;
1;12;6.1876439843777;0.0297637939453125;0.0126800537109375;;1 A;
1;13;6.19035398437086;0.03218994140625;0.0135284423828125;;1 A;
1;14;6.19306398436402;0.0346588134765625;0.014306640625;;1 A;
1;15;6.19577398435717;0.0370880126953125;0.0150421142578125;;1 A;
1;16;6.19848398435033;0.03951416015625;0.016015625;;1 A;
1;17;6.20119398434349;0.04195556640625;0.0168212890625;;1 A;
1;18;6.20390398433665;0.04439697265625;0.0177947998046875;;1 A;
1;19;6.20661398432981;0.0468292236328125;0.0186492919921875;;1 A;
1;20;6.20932398432296;0.049261474609375;0.0196136474609375;;1 A;
1;21;6.21203398431612;0.05157470703125;0.0204315185546875;;1 A;
1;22;6.21474398430928;0.054046630859375;0.02152099609375;;1 A;
1;23;6.21745398430244;0.056549072265625;0.0224212646484375;;1 A;
1;24;6.2201639842956;0.0589599609375;0.0236572265625;;1 A;
1;25;6.22287398428875;0.061370849609375;0.02462158203125;;1 A;
1;26;6.22558398428191;0.0638427734375;0.0258392333984375;;1 A;
1;27;6.22829398427507;0.066253662109375;0.0267913818359375;;1 A;
1;28;6.23100398426823;0.06866455078125;0.0280242919921875;;1 A;
1;29;6.23371398426139;0.071136474609375;0.029119873046875;;1 A;
1;30;6.23642398425454;0.073577880859375;0.03050537109375;;1 A;
1;31;6.2391339842477;0.07598876953125;0.03177490234375;;1 A;
1;32;6.24184398424086;0.0784912109375;0.0331695556640625;;1 A;
1;33;6.24455398423402;0.080902099609375;0.0343475341796875;;1 A;
1;34;6.24726398422717;0.08331298828125;0.0357177734375;;1 A;
1;35;6.24997398422033;0.085784912109375;0.037066650390625;;1 A;
1;36;6.25268398421349;0.088226318359375;0.0388092041015625;;1 A;
1;37;6.25539398420665;0.0906982421875;0.040277099609375;;1 A;
1;38;6.25810398419981;0.09307861328125;0.041888427734375;;1 A;
1;39;6.26081398419296;0.095550537109375;0.0433563232421875;;1 A;
1;40;6.26352398418612;0.09796142578125;0.04495849609375;;1 A;
1;41;6.26623398417928;0.100433349609375;0.0466949462890625;;1 A;
1;42;6.26894398417244;0.10284423828125;0.0485137939453125;;1 A;
1;43;6.2716539841656;0.10528564453125;0.05035400390625;;1 A;
1;44;6.27436398415875;0.10772705078125;0.052276611328125;;1 A;
1;45;6.27707398415191;0.110137939453125;0.054107666015625;;1 A;
1;46;6.27978398414507;0.112548828125;0.0560302734375;;1 A;
1;47;6.28249398413823;0.115020751953125;0.058013916015625;;1 A;
1;48;6.28520398413139;0.117401123046875;0.0601806640625;;1 A;
1;49;6.28791398412454;0.119873046875;0.062469482421875;;1 A;
1;50;6.2906239841177;0.122314453125;0.064544677734375;;1 A;
1;51;6.29333398411086;0.124786376953125;0.06671142578125;;1 A;
1;52;6.29604398410402;0.12725830078125;0.0689697265625;;1 A;
1;53;6.29875398409717;0.129638671875;0.071441650390625;;1 A;
1;54;6.30146398409033;0.132080078125;0.07379150390625;;1 A;
1;55;6.30417398408349;0.13446044921875;0.076446533203125;;1 A;
1;56;6.30688398407665;0.13702392578125;0.078887939453125;;1 A;
1;57;6.30959398406981;0.13934326171875;0.081573486328125;;1 A;
1;58;6.31230398406296;0.141845703125;0.0841064453125;;1 A;
1;59;6.31501398405612;0.144287109375;0.08697509765625;;1 A;
1;60;6.31772398404928;0.146728515625;0.0894775390625;;1 A;
1;61;6.32043398404244;0.149139404296875;0.092681884765625;;1 A;
1;62;6.3231439840356;0.151580810546875;0.0953369140625;;1 A;
1;63;6.32585398402875;0.1539306640625;0.098419189453125;;1 A;
1;64;6.32856398402191;0.156524658203125;0.10101318359375;;1 A;
1;65;6.33127398401507;0.15887451171875;0.10394287109375;;1 A;
1;66;6.33398398400823;0.16131591796875;0.10662841796875;;1 A;
1;67;6.33669398400139;0.163787841796875;0.10986328125;;1 A;
1;68;6.33940398399454;0.166259765625;0.11248779296875;;1 A;
1;69;6.3421139839877;0.168670654296875;0.115509033203125;;1 A;
1;70;6.34482398398086;0.171112060546875;0.11785888671875;;1 A;
1;71;6.34753398397402;0.17352294921875;0.12109375;;1 A;
1;72;6.35024398396718;0.17596435546875;0.1241455078125;;1 A;
1;73;6.35295398396033;0.178436279296875;0.1280517578125;;1 A;
1;74;6.35566398395349;0.180816650390625;0.13153076171875;;1 A;
1;75;6.35837398394665;0.183319091796875;0.135345458984375;;1 A;
1;76;6.36108398393981;0.185699462890625;0.138519287109375;;1 A;
1;77;6.36379398393296;0.18817138671875;0.142242431640625;;1 A;
1;78;6.36650398392612;0.19061279296875;0.146148681640625;;1 A;
1;79;6.36921398391928;0.19305419921875;0.150421142578125;;1 A;
1;80;6.37192398391244;0.195465087890625;0.154388427734375;;1 A;
1;81;6.3746339839056;0.197906494140625;0.1583251953125;;1 A;
1;82;6.37734398389875;0.20037841796875;0.162139892578125;;1 A;
1;83;6.38005398389191;0.20281982421875;0.166015625;;1 A;
1;84;6.38276398388507;0.20526123046875;0.170257568359375;;1 A;
1;85;6.38547398387823;0.2076416015625;0.174530029296875;;1 A;
1;86;6.38818398387139;0.210113525390625;0.17889404296875;;1 A;
1;87;6.39089398386454;0.212554931640625;0.1829833984375;;1 A;
1;88;6.3936039838577;0.2149658203125;0.1871337890625;;1 A;
1;89;6.39631398385086;0.2174072265625;0.191162109375;;1 A;
1;90;6.39902398384402;0.219879150390625;0.19573974609375;;1 A;
1;91;6.40173398383718;0.222320556640625;0.19989013671875;;1 A;
1;92;6.40444398383033;0.224761962890625;0.204498291015625;;1 A;
1;93;6.40715398382349;0.2271728515625;0.2086181640625;;1 A;
1;94;6.40986398381665;0.229644775390625;0.21307373046875;;1 A;
1;95;6.41257398380981;0.232025146484375;0.21697998046875;;1 A;
1;96;6.41528398380296;0.23443603515625;0.221405029296875;;1 A;
1;97;6.41799398379612;0.23687744140625;0.225494384765625;;1 A;
1;98;6.42070398378928;0.2393798828125;0.230377197265625;;1 A;
1;99;6.42341398378244;0.24176025390625;0.234375;;1 A;
1;100;6.4261239837756;0.2442626953125;0.238983154296875;;1 A;
1;101;6.42883398376875;0.246673583984375;0.24249267578125;;1 A;
1;102;6.43154398376191;0.2491455078125;0.2469482421875;;1 A;
1;103;6.43425398375507;0.251556396484375;0.250732421875;;1 A;
1;104;6.43696398374823;0.253997802734375;0.25567626953125;;1 A;
1;105;6.43967398374139;0.2564697265625;0.25946044921875;;1 A;
1;106;6.44238398373454;0.25885009765625;0.2637939453125;;1 A;
1;107;6.4450939837277;0.261322021484375;0.26702880859375;;1 A;
1;108;6.44780398372086;0.2637939453125;0.27105712890625;;1 A;
1;109;6.45051398371402;0.266204833984375;0.2747802734375;;1 A;
1;110;6.45322398370718;0.268585205078125;0.279266357421875;;1 A;
1;111;6.45593398370033;0.2711181640625;0.282867431640625;;1 A;
1;112;6.45864398369349;0.273468017578125;0.2867431640625;;1 A;
1;113;6.46135398368665;0.275970458984375;0.28955078125;;1 A;
1;114;6.46406398367981;0.27838134765625;0.29302978515625;;1 A;
