Scan;Index;Time (s);WE(1).Potential (V);WE(1).Current (A);Baseline corrected WE(1).Current (A);Current range
1;1;6.0292509847776;0.00293579101562499;0.003094482421875;;1 A
1;2;6.03738098475708;0.0053558349609375;0.00364074707031251;;1 A
1;3;6.04551098473655;0.0077972412109375;0.00414123535156249;;1 A
1;4;6.05364098471603;0.0102264404296875;0.00455627441406251;;1 A
1;5;6.0617709846955;0.0126800537109375;0.00501098632812499;;1 A
1;6;6.06990098467497;0.0151214599609375;0.00537719726562499;;1 A
1;7;6.07803098465445;0.0175445556640625;0.00580749511718751;;1 A
1;8;6.08616098463392;0.0199859619140625;0.0061492919921875;;1 A
1;9;6.09429098461339;0.022454833984375;0.00658264160156249;;1 A
1;10;6.10242098459287;0.0248748779296875;0.0069580078125;;1 A
1;11;6.11055098457234;0.0273193359375;0.007403564453125;;1 A
1;12;6.11868098455182;0.0297454833984375;0.00775756835937499;;1 A
1;13;6.12681098453129;0.0321990966796875;0.00823059082031249;;1 A
1;14;6.13494098451076;0.0346405029296875;0.00859985351562501;;1 A
1;15;6.14307098449024;0.03707275390625;0.00910339355468751;;1 A
1;16;6.15120098446971;0.0395172119140625;0.00946960449218751;;1 A
1;17;6.15933098444918;0.0419403076171875;0.010015869140625;;1 A
1;18;6.16746098442866;0.0443817138671875;0.010400390625;;1 A
1;19;6.17559098440813;0.0468414306640625;0.0109588623046875;;1 A
1;20;6.18372098438761;0.049267578125;0.0114013671875;;1 A
1;21;6.19185098436708;0.051666259765625;0.011944580078125;;1 A
1;22;6.19998098434655;0.054107666015625;0.01243896484375;;1 A
1;23;6.20811098432603;0.0565185546875;0.0130096435546875;;1 A
1;24;6.2162409843055;0.05902099609375;0.0135650634765625;;1 A
1;25;6.22437098428497;0.061431884765625;0.014093017578125;;1 A
1;26;6.23250098426445;0.0638427734375;0.014801025390625;;1 A
1;27;6.24063098424392;0.0662841796875;0.0152587890625;;1 A
1;28;6.2487609842234;0.0687255859375;0.01600341796875;;1 A
1;29;6.25689098420287;0.0711669921875;0.0165435791015625;;1 A
1;30;6.26502098418234;0.073577880859375;0.0173370361328125;;1 A
1;31;6.27315098416182;0.0760498046875;0.01788330078125;;1 A
1;32;6.28128098414129;0.078460693359375;0.0187347412109375;;1 A
1;33;6.28941098412076;0.08087158203125;0.019354248046875;;1 A
1;34;6.29754098410024;0.083404541015625;0.02022705078125;;1 A
1;35;6.30567098407971;0.085693359375;0.02091064453125;;1 A
1;36;6.31380098405918;0.088226318359375;0.021795654296875;;1 A
1;37;6.32193098403866;0.090667724609375;0.0225830078125;;1 A
1;38;6.33006098401813;0.093109130859375;0.023443603515625;;1 A
1;39;6.33819098399761;0.0955810546875;0.0243255615234375;;1 A
1;40;6.34632098397708;0.09808349609375;0.025250244140625;;1 A
1;41;6.35445098395655;0.10040283203125;0.026129150390625;;1 A
1;42;6.36258098393603;0.102874755859375;0.027154541015625;;1 A
1;43;6.3707109839155;0.1053466796875;0.028076171875;;1 A
1;44;6.37884098389497;0.1077880859375;0.0291839599609375;;1 A
1;45;6.38697098387445;0.110198974609375;0.0301513671875;;1 A
1;46;6.39510098385392;0.11260986328125;0.031341552734375;;1 A
1;47;6.4032309838334;0.115081787109375;0.03231201171875;;1 A
1;48;6.41136098381287;0.11749267578125;0.0336273193359375;;1 A
1;49;6.41949098379234;0.1199951171875;0.034649658203125;;1 A
1;50;6.42762098377182;0.122406005859375;0.03599853515625;;1 A
1;51;6.43575098375129;0.124786376953125;0.0371063232421875;;1 A
1;52;6.44388098373076;0.127288818359375;0.038555908203125;;1 A
1;53;6.45201098371024;0.12969970703125;0.0396820068359375;;1 A
1;54;6.46014098368971;0.132171630859375;0.0412322998046875;;1 A
1;55;6.46827098366919;0.13458251953125;0.042315673828125;;1 A
1;56;6.47640098364866;0.13702392578125;0.0439300537109375;;1 A
1;57;6.48453098362813;0.139434814453125;0.045050048828125;;1 A
1;58;6.49266098360761;0.141876220703125;0.046624755859375;;1 A
1;59;6.50079098358708;0.144317626953125;0.0478302001953125;;1 A
1;60;6.50892098356655;0.146759033203125;0.0494354248046875;;1 A
1;61;6.51705098354603;0.149200439453125;0.0509033203125;;1 A
1;62;6.5251809835255;0.151611328125;0.05255126953125;;1 A
1;63;6.53331098350498;0.154052734375;0.054290771484375;;1 A
1;64;6.54144098348445;0.156524658203125;0.05596923828125;;1 A
1;65;6.54957098346392;0.158905029296875;0.057891845703125;;1 A
1;66;6.5577009834434;0.161407470703125;0.059478759765625;;1 A
1;67;6.56583098342287;0.163818359375;0.061676025390625;;1 A
1;68;6.57396098340234;0.166259765625;0.063232421875;;1 A
1;69;6.58209098338182;0.168670654296875;0.06561279296875;;1 A
1;70;6.59022098336129;0.171173095703125;0.067138671875;;1 A
1;71;6.59835098334077;0.17352294921875;0.069671630859375;;1 A
1;72;6.60648098332024;0.175994873046875;0.07135009765625;;1 A
1;73;6.61461098329971;0.178497314453125;0.07373046875;;1 A
1;74;6.62274098327919;0.180908203125;0.07562255859375;;1 A
1;75;6.63087098325866;0.183349609375;0.078094482421875;;1 A
1;76;6.63900098323813;0.18572998046875;0.080169677734375;;1 A
1;77;6.64713098321761;0.18817138671875;0.082611083984375;;1 A
1;78;6.65526098319708;0.190643310546875;0.084686279296875;;1 A
1;79;6.66339098317655;0.19305419921875;0.08721923828125;;1 A
1;80;6.67152098315603;0.19549560546875;0.089508056640625;;1 A
1;81;6.6796509831355;0.197998046875;0.092071533203125;;1 A
1;82;6.68778098311498;0.20037841796875;0.094268798828125;;1 A
1;83;6.69591098309445;0.202880859375;0.0970458984375;;1 A
1;84;6.70404098307392;0.205322265625;0.0992431640625;;1 A
1;85;6.7121709830534;0.20770263671875;0.1021728515625;;1 A
1;86;6.72030098303287;0.210174560546875;0.1043701171875;;1 A
1;87;6.72843098301234;0.212554931640625;0.107330322265625;;1 A
1;88;6.73656098299182;0.2149658203125;0.109588623046875;;1 A
1;89;6.74469098297129;0.217498779296875;0.11273193359375;;1 A
1;90;6.75282098295077;0.21990966796875;0.114898681640625;;1 A
1;91;6.76095098293024;0.222320556640625;0.118133544921875;;1 A
1;92;6.76908098290971;0.22479248046875;0.120330810546875;;1 A
1;93;6.77721098288919;0.227203369140625;0.12359619140625;;1 A
1;94;6.78534098286866;0.22967529296875;0.125885009765625;;1 A
1;95;6.79347098284813;0.23211669921875;0.129119873046875;;1 A
1;96;6.80160098282761;0.234527587890625;0.131378173828125;;1 A
1;97;6.80973098280708;0.2369384765625;0.1346435546875;;1 A
1;98;6.81786098278656;0.239349365234375;0.13702392578125;;1 A
1;99;6.82599098276603;0.241790771484375;0.1400146484375;;1 A
1;100;6.8341209827455;0.2442626953125;0.142578125;;1 A
1;101;6.84225098272498;0.2467041015625;0.14532470703125;;1 A
1;102;6.85038098270445;0.2491455078125;0.148193359375;;1 A
1;103;6.85851098268392;0.2515869140625;0.15069580078125;;1 A
1;104;6.8666409826634;0.25408935546875;0.15374755859375;;1 A
1;105;6.87477098264287;0.256439208984375;0.155914306640625;;1 A
1;106;6.88290098262235;0.2589111328125;0.159088134765625;;1 A
1;107;6.89103098260182;0.2613525390625;0.16119384765625;;1 A
1;108;6.89916098258129;0.2637939453125;0.164337158203125;;1 A
1;109;6.90729098256077;0.2662353515625;0.16632080078125;;1 A
1;110;6.91542098254024;0.26861572265625;0.16949462890625;;1 A
1;111;6.92355098251971;0.271087646484375;0.171417236328125;;1 A
1;112;6.93168098249919;0.2735595703125;0.174346923828125;;1 A
1;113;6.93981098247866;0.2760009765625;0.176361083984375;;1 A
1;114;6.94794098245814;0.2784423828125;0.179107666015625;;1 A
1;115;6.95607098243761;0.280853271484375;0.181060791015625;;1 A
1;116;6.96420098241708;0.2833251953125;0.183624267578125;;1 A
1;117;6.97233098239656;0.28570556640625;0.185546875;;1 A
1;118;6.98046098237603;0.2882080078125;0.1878662109375;;1 A
1;119;6.9885909823555;0.29058837890625;0.18975830078125;;1 A
1;120;6.99672098233498;0.2930908203125;0.19207763671875;;1 A
1;121;7.00485098231445;0.29547119140625;0.193756103515625;;1 A
1;122;7.01298098229393;0.297882080078125;0.1959228515625;;1 A
1;123;7.0211109822734;0.300384521484375;0.19732666015625;;1 A
1;124;7.02924098225287;0.302734375;0.199615478515625;;1 A
1;125;7.03737098223235;0.305206298828125;0.20068359375;;1 A
1;126;7.04550098221182;0.307708740234375;0.202850341796875;;1 A
1;127;7.05363098219129;0.310150146484375;0.203857421875;;1 A
1;128;7.06176098217077;0.312530517578125;0.205810546875;;1 A
1;129;7.06989098215024;0.31494140625;0.20660400390625;;1 A
1;130;7.07802098212971;0.317474365234375;0.208648681640625;;1 A
1;131;7.08615098210919;0.31988525390625;0.209320068359375;;1 A
1;132;7.09428098208866;0.322265625;0.2109375;;1 A
1;133;7.10241098206814;0.32476806640625;0.211517333984375;;1 A
1;134;7.11054098204761;0.327178955078125;0.21307373046875;;1 A
1;135;7.11867098202708;0.329620361328125;0.2135009765625;;1 A
1;136;7.12680098200656;0.332061767578125;0.214813232421875;;1 A
1;137;7.13493098198603;0.33453369140625;0.215057373046875;;1 A
1;138;7.1430609819655;0.336944580078125;0.216217041015625;;1 A
1;139;7.15119098194498;0.33935546875;0.216461181640625;;1 A
1;140;7.15932098192445;0.341827392578125;0.21728515625;;1 A
1;141;7.16745098190393;0.34429931640625;0.21759033203125;;1 A
1;142;7.1755809818834;0.3466796875;0.217987060546875;;1 A
1;143;7.18371098186287;0.34912109375;0.218231201171875;;1 A
1;144;7.19184098184235;0.351593017578125;0.218292236328125;;1 A
1;145;7.19997098182182;0.354034423828125;0.21875;;1 A
1;146;7.20810098180129;0.356475830078125;0.218414306640625;;1 A
1;147;7.21623098178077;0.358856201171875;0.2188720703125;;1 A
1;148;7.22436098176024;0.361328125;0.21844482421875;;1 A
1;149;7.23249098173972;0.36376953125;0.218841552734375;;1 A
1;150;7.24062098171919;0.366241455078125;0.217987060546875;;1 A
1;151;7.24875098169866;0.368621826171875;0.2183837890625;;1 A
1;152;7.25688098167814;0.37109375;0.217529296875;;1 A
1;153;7.26501098165761;0.373504638671875;0.2176513671875;;1 A
1;154;7.27314098163708;0.37591552734375;0.216888427734375;;1 A
1;155;7.28127098161656;0.378387451171875;0.216705322265625;;1 A
1;156;7.28940098159603;0.380828857421875;0.2159423828125;;1 A
1;157;7.29753098157551;0.383270263671875;0.215576171875;;1 A
1;158;7.30566098155498;0.385711669921875;0.214813232421875;;1 A
1;159;7.31379098153445;0.38812255859375;0.214385986328125;;1 A
1;160;7.32192098151393;0.390594482421875;0.21356201171875;;1 A
1;161;7.3300509814934;0.393035888671875;0.21295166015625;;1 A
1;162;7.33818098147287;0.395416259765625;0.21209716796875;;1 A
1;163;7.34631098145235;0.397918701171875;0.211517333984375;;1 A
1;164;7.35444098143182;0.400360107421875;0.210540771484375;;1 A
1;165;7.3625709814113;0.402740478515625;0.2099609375;;1 A
1;166;7.37070098139077;0.4052734375;0.208892822265625;;1 A
1;167;7.37883098137024;0.407684326171875;0.208251953125;;1 A
1;168;7.38696098134972;0.41009521484375;0.2071533203125;;1 A
1;169;7.39509098132919;0.41253662109375;0.206512451171875;;1 A
1;170;7.40322098130866;0.415008544921875;0.205322265625;;1 A
1;171;7.41135098128814;0.41741943359375;0.20465087890625;;1 A
1;172;7.41948098126761;0.419830322265625;0.20343017578125;;1 A
1;173;7.42761098124708;0.422271728515625;0.20269775390625;;1 A
1;174;7.43574098122656;0.424713134765625;0.201416015625;;1 A
1;175;7.44387098120603;0.427154541015625;0.20068359375;;1 A
1;176;7.45200098118551;0.429595947265625;0.199432373046875;;1 A
1;177;7.46013098116498;0.432098388671875;0.19866943359375;;1 A
1;178;7.46826098114445;0.434539794921875;0.1973876953125;;1 A
1;179;7.47639098112393;0.4368896484375;0.196563720703125;;1 A
1;180;7.4845209811034;0.439361572265625;0.195343017578125;;1 A
1;181;7.49265098108287;0.44183349609375;0.1944580078125;;1 A
1;182;7.50078098106235;0.444244384765625;0.19329833984375;;1 A
1;183;7.50891098104182;0.4466552734375;0.192291259765625;;1 A
1;184;7.5170409810213;0.44915771484375;0.19122314453125;;1 A
1;185;7.52517098100077;0.451568603515625;0.190155029296875;;1 A
1;186;7.53330098098024;0.45404052734375;0.189117431640625;;1 A
1;187;7.54143098095972;0.456451416015625;0.18792724609375;;1 A
1;188;7.54956098093919;0.458892822265625;0.186981201171875;;1 A
1;189;7.55769098091866;0.4613037109375;0.185760498046875;;1 A
1;190;7.56582098089814;0.4637451171875;0.18487548828125;;1 A
1;191;7.57395098087761;0.466217041015625;0.18353271484375;;1 A
1;192;7.58208098085709;0.468658447265625;0.182647705078125;;1 A
1;193;7.59021098083656;0.4710693359375;0.181396484375;;1 A
1;194;7.59834098081603;0.473480224609375;0.180511474609375;;1 A
