Time (s);WE(1).Potential (V);WE(1).Current (A);Corrected time (s);Index;Current range
44.885514886675;-0.101226806640625;-0.63385009765625;0;1;1 A
44.8955148866497;-0.100189208984375;-0.385772705078125;0.00999999997475243;2;1 A
44.9055148866245;-0.09991455078125;-0.273773193359375;0.0199999999495049;3;1 A
44.9155148865992;-0.09991455078125;-0.2054443359375;0.0299999999242573;4;1 A
44.925514886574;-0.099822998046875;-0.157958984375;0.0399999998990097;5;1 A
44.9355148865487;-0.099884033203125;-0.1229248046875;0.0499999998737621;6;1 A
44.9455148865235;-0.099853515625;-0.09765625;0.0599999998485146;7;1 A
44.9555148864982;-0.0999755859375;-0.0792236328125;0.069999999823267;8;1 A
44.965514886473;-0.09991455078125;-0.06549072265625;0.0799999997980194;9;1 A
44.9755148864477;-0.099853515625;-0.054443359375;0.0899999997727718;10;1 A
44.9855148864225;-0.09991455078125;-0.046356201171875;0.0999999997475243;11;1 A
44.9955148863972;-0.099884033203125;-0.039337158203125;0.109999999722277;12;1 A
45.005514886372;-0.09991455078125;-0.034112548828125;0.119999999697029;13;1 A
45.0155148863468;-0.099822998046875;-0.0296783447265625;0.129999999671782;14;1 A
45.0255148863215;-0.099884033203125;-0.0265655517578125;0.139999999646534;15;1 A
45.0355148862963;-0.099945068359375;-0.0237945556640625;0.149999999621286;16;1 A
45.045514886271;-0.0997314453125;-0.02161865234375;0.159999999596039;17;1 A
45.0555148862458;-0.099822998046875;-0.019903564453125;0.169999999570791;18;1 A
45.0655148862205;-0.099822998046875;-0.0184661865234375;0.179999999545544;19;1 A
45.0755148861953;-0.09979248046875;-0.0175140380859375;0.189999999520296;20;1 A
45.08551488617;-0.099853515625;-0.0164581298828125;0.199999999495049;21;1 A
45.0955148861448;-0.099884033203125;-0.0160064697265625;0.209999999469801;22;1 A
45.1055148861195;-0.0999755859375;-0.01514892578125;0.219999999444553;23;1 A
45.1155148860943;-0.099853515625;-0.0146026611328125;0.229999999419306;24;1 A
45.125514886069;-0.099945068359375;-0.014312744140625;0.239999999394058;25;1 A
45.1355148860438;-0.099822998046875;-0.0139251708984375;0.249999999368811;26;1 A
45.1455148860185;-0.09979248046875;-0.0139007568359375;0.259999999343563;27;1 A
45.1555148859933;-0.099884033203125;-0.013592529296875;0.269999999318316;28;1 A
45.165514885968;-0.099884033203125;-0.0135772705078125;0.279999999293068;29;1 A
45.1755148859428;-0.099853515625;-0.0133697509765625;0.28999999926782;30;1 A
45.1855148859175;-0.099853515625;-0.013116455078125;0.299999999242573;31;1 A
45.1955148858923;-0.09991455078125;-0.0131195068359375;0.309999999217325;32;1 A
45.205514885867;-0.099822998046875;-0.012689208984375;0.319999999192078;33;1 A
45.2155148858418;-0.09979248046875;-0.0127227783203125;0.32999999916683;34;1 A
45.2255148858166;-0.09991455078125;-0.0123291015625;0.339999999141583;35;1 A
45.2355148857913;-0.099853515625;-0.01226806640625;0.349999999116335;36;1 A
45.2455148857661;-0.09991455078125;-0.0125732421875;0.359999999091087;37;1 A
45.2555148857408;-0.09991455078125;-0.0123565673828125;0.36999999906584;38;1 A
45.2655148857156;-0.09991455078125;-0.0125152587890625;0.379999999040592;39;1 A
45.2755148856903;-0.099822998046875;-0.0123779296875;0.389999999015345;40;1 A
45.2855148856651;-0.099761962890625;-0.012567138671875;0.399999998990097;41;1 A
45.2955148856398;-0.099884033203125;-0.01246337890625;0.40999999896485;42;1 A
45.3055148856146;-0.09979248046875;-0.012384033203125;0.419999998939602;43;1 A
45.3155148855893;-0.09979248046875;-0.012744140625;0.429999998914354;44;1 A
45.3255148855641;-0.09991455078125;-0.0124908447265625;0.439999998889107;45;1 A
45.3355148855388;-0.09991455078125;-0.01268310546875;0.449999998863859;46;1 A
45.3455148855136;-0.09991455078125;-0.0124664306640625;0.459999998838612;47;1 A
45.3555148854883;-0.09991455078125;-0.012451171875;0.469999998813364;48;1 A
45.3655148854631;-0.099853515625;-0.0123748779296875;0.479999998788116;49;1 A
45.3755148854378;-0.099822998046875;-0.0122589111328125;0.489999998762869;50;1 A
45.3855148854126;-0.099761962890625;-0.012469482421875;0.499999998737621;51;1 A
45.3955148853873;-0.099884033203125;-0.012310791015625;0.509999998712374;52;1 A
45.4055148853621;-0.09991455078125;-0.01236572265625;0.519999998687126;53;1 A
45.4155148853368;-0.099853515625;-0.0122467041015625;0.529999998661879;54;1 A
45.4255148853116;-0.099853515625;-0.012237548828125;0.539999998636631;55;1 A
45.4355148852864;-0.099884033203125;-0.0123779296875;0.549999998611383;56;1 A
45.4455148852611;-0.099761962890625;-0.012200927734375;0.559999998586136;57;1 A
45.4555148852359;-0.09979248046875;-0.012310791015625;0.569999998560888;58;1 A
45.4655148852106;-0.099884033203125;-0.0121612548828125;0.579999998535641;59;1 A
45.4755148851854;-0.099853515625;-0.012213134765625;0.589999998510393;60;1 A
45.4855148851601;-0.099945068359375;-0.0123443603515625;0.599999998485146;61;1 A
