,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,E / V,e / (A s-1/2)
1952,,,,,,,,0.126251,-0.0012665
1953,,,,,,,,0.125153,-0.00127112
1954,,,,,,,,0.124146,-0.00128518
1955,,,,,,,,0.123077,-0.00131048
1956,,,,,,,,0.121887,-0.00132492
1957,,,,,,,,0.12088,-0.00132818
1958,,,,,,,,0.119812,-0.00133877
1959,,,,,,,,0.118744,-0.00135915
1960,,,,,,,,0.117676,-0.00137278
1961,,,,,,,,0.116669,-0.00137824
1962,,,,,,,,0.115509,-0.00139413
1963,,,,,,,,0.114441,-0.00141778
1964,,,,,,,,0.113403,-0.00142934
1965,,,,,,,,0.112335,-0.00143559
1966,,,,,,,,0.111267,-0.0014494
1967,,,,,,,,0.110138,-0.00146804
1968,,,,,,,,0.10907,-0.0014801
1969,,,,,,,,0.108002,-0.00148309
1970,,,,,,,,0.107025,-0.00149126
1971,,,,,,,,0.105957,-0.0015128
1972,,,,,,,,0.104828,-0.00153073
1973,,,,,,,,0.10376,-0.00153661
1974,,,,,,,,0.102722,-0.00154725
1975,,,,,,,,0.101593,-0.00156883
1976,,,,,,,,0.100555,-0.0015883
1977,,,,,,,,0.0995178,-0.00159132
1978,,,,,,,,0.0984802,-0.00159687
1979,,,,,,,,0.0974121,-0.00162357
1980,,,,,,,,0.096344,-0.00164798
1981,,,,,,,,0.0952148,-0.00164141
1982,,,,,,,,0.0941772,-0.00163287
1983,,,,,,,,0.0931091,-0.00167735
1984,,,,,,,,0.0921021,-0.00171382
1985,,,,,,,,0.0909424,-0.00168369
1986,,,,,,,,0.0899048,-0.0016819
1987,,,,,,,,0.0888062,-0.00173419
1988,,,,,,,,0.0878296,-0.0017399
1989,,,,,,,,0.0867615,-0.00170736
1990,,,,,,,,0.0856628,-0.00171182
1991,,,,,,,,0.0845947,-0.00176238
1992,,,,,,,,0.0834656,-0.00178553
1993,,,,,,,,0.0823975,-0.0017603
1994,,,,,,,,0.0813293,-0.00177917
1995,,,,,,,,0.0802612,-0.00182717
1996,,,,,,,,0.0791931,-0.00182453
1997,,,,,,,,0.0781555,-0.00181565
1998,,,,,,,,0.0770874,-0.00183507
1999,,,,,,,,0.0760193,-0.00185633
2000,,,,,,,,0.0749207,-0.00187152
2001,,,,,,,,0.0739136,-0.00187285
2002,,,,,,,,0.0727844,-0.0018763
2003,,,,,,,,0.0717468,-0.00188895
2004,,,,,,,,0.0706482,-0.00189839
2005,,,,,,,,0.0696411,-0.00189613
2006,,,,,,,,0.0685425,-0.00189937
2007,,,,,,,,0.0674438,-0.00192338
2008,,,,,,,,0.0663757,-0.00193937
2009,,,,,,,,0.0653687,-0.00193758
2010,,,,,,,,0.06427,-0.00194872
2011,,,,,,,,0.0632629,-0.00196944
2012,,,,,,,,0.0620422,-0.00197732
2013,,,,,,,,0.0610352,-0.00197235
2014,,,,,,,,0.0600281,-0.00197851
2015,,,,,,,,0.0589294,-0.00200233
2016,,,,,,,,0.0578613,-0.00200755
2017,,,,,,,,0.0567627,-0.00200065
2018,,,,,,,,0.0557556,-0.0020129
2019,,,,,,,,0.0546875,-0.00203416
2020,,,,,,,,0.0536194,-0.0020391
2021,,,,,,,,0.0524902,-0.00203413
2022,,,,,,,,0.0515137,-0.00204468
2023,,,,,,,,0.0503845,-0.00205947
2024,,,,,,,,0.0492798,-0.00205537
2025,,,,,,,,0.0482208,-0.00205096
2026,,,,,,,,0.0471802,-0.00206494
2027,,,,,,,,0.0460999,-0.00208547
2028,,,,,,,,0.0450012,-0.00207291
2029,,,,,,,,0.0439697,-0.00207978
2030,,,,,,,,0.0428986,-0.00211875
2031,,,,,,,,0.0418121,-0.00210147
2032,,,,,,,,0.0407318,-0.002087
2033,,,,,,,,0.0396881,-0.00210299
2034,,,,,,,,0.03862,-0.00211207
2035,,,,,,,,0.0375244,-0.00211937
2036,,,,,,,,0.0364319,-0.0021091
2037,,,,,,,,0.0353943,-0.00212173
2038,,,,,,,,0.0343353,-0.00214047
2039,,,,,,,,0.0332245,-0.00211613
2040,,,,,,,,0.0321869,-0.00211097
2041,,,,,,,,0.0311066,-0.00211414
2042,,,,,,,,0.0300659,-0.0021084
2043,,,,,,,,0.0289825,-0.0021171
2044,,,,,,,,0.0279114,-0.00211423
2045,,,,,,,,0.0268585,-0.00210339
2046,,,,,,,,0.0258057,-0.0021088
2047,,,,,,,,0.024704,-0.00212457
2048,,,,,,,,0.0236328,-0.002117
2049,,,,,,,,0.0225983,-0.00210221
2050,,,,,,,,0.021524,-0.00211254
2051,,,,,,,,0.0204102,-0.0021233
2052,,,,,,,,0.0193604,-0.00210949
2053,,,,,,,,0.0183197,-0.00209667
2054,,,,,,,,0.0172455,-0.00210509
2055,,,,,,,,0.0161438,-0.00211276
2056,,,,,,,,0.0150909,-0.00210268
2057,,,,,,,,0.014035,-0.00209536
2058,,,,,,,,0.0129791,-0.00210499
2059,,,,,,,,0.0118683,-0.0021084
2060,,,,,,,,0.0108093,-0.0020968
2061,,,,,,,,0.00977478,-0.00208945
2062,,,,,,,,0.00870361,-0.00209557
2063,,,,,,,,0.00762634,-0.00209959
2064,,,,,,,,0.00654602,-0.00209008
2065,,,,,,,,0.00550232,-0.00208181
2066,,,,,,,,0.00444031,-0.00208386
2067,,,,,,,,0.00333557,-0.00208426
2068,,,,,,,,0.0022583,-0.00207445
2069,,,,,,,,0.00122375,-0.00206527
2070,,,,,,,,0.000152588,-0.00206785
2071,,,,,,,,-0.000930786,-0.00207087
2072,,,,,,,,-0.002005,-0.0020579
2073,,,,,,,,-0.0030426,-0.00204449
2074,,,,,,,,-0.00409546,-0.00203546
2075,,,,,,,,-0.0052124,-0.00204758
2076,,,,,,,,-0.00627441,-0.00206132
2077,,,,,,,,-0.00727539,-0.00202628
2078,,,,,,,,-0.00838013,-0.00200272
2079,,,,,,,,-0.0094696,-0.00202397
2080,,,,,,,,-0.0105164,-0.00200946
2081,,,,,,,,-0.0115509,-0.00195894
2082,,,,,,,,-0.0126465,-0.00195835
2083,,,,,,,,-0.0136871,-0.00200687
2084,,,,,,,,-0.0147858,-0.00199417
2085,,,,,,,,-0.0158173,-0.00192947
2086,,,,,,,,-0.0168945,-0.00194981
2087,,,,,,,,-0.0179901,-0.00198235
2088,,,,,,,,-0.0190643,-0.0019412
2089,,,,,,,,-0.0200867,-0.00190351
2090,,,,,,,,-0.021167,-0.00191951
2091,,,,,,,,-0.0222626,-0.00193087
2092,,,,,,,,-0.0233124,-0.00188808
2093,,,,,,,,-0.0243591,-0.00187012
2094,,,,,,,,-0.0254578,-0.00190217
2095,,,,,,,,-0.0265045,-0.00189327
2096,,,,,,,,-0.0275696,-0.00186474
2097,,,,,,,,-0.0286377,-0.00186318
2098,,,,,,,,-0.0296875,-0.00185842
2099,,,,,,,,-0.0307709,-0.00184714
2100,,,,,,,,-0.0318359,-0.00183267
2101,,,,,,,,-0.0328735,-0.00182161
2102,,,,,,,,-0.0339478,-0.00181645
2103,,,,,,,,-0.0350311,-0.00180861
2104,,,,,,,,-0.0360962,-0.00179205
2105,,,,,,,,-0.0371429,-0.00177961
2106,,,,,,,,-0.0382324,-0.00177543
2107,,,,,,,,-0.0393372,-0.00176835
2108,,,,,,,,-0.0403717,-0.00175287
2109,,,,,,,,-0.0414032,-0.00174241
2110,,,,,,,,-0.0424866,-0.001742
2111,,,,,,,,-0.0435455,-0.00173309
2112,,,,,,,,-0.0446503,-0.00171146
2113,,,,,,,,-0.0456787,-0.00169572
2114,,,,,,,,-0.0467346,-0.00169341
2115,,,,,,,,-0.0478455,-0.00168492
2116,,,,,,,,-0.0488953,-0.00166431
2117,,,,,,,,-0.0499878,-0.00165451
2118,,,,,,,,-0.0510254,-0.00165482
2119,,,,,,,,-0.0520935,-0.0016417
2120,,,,,,,,-0.0532227,-0.00161789
2121,,,,,,,,-0.0541687,-0.00160654
2122,,,,,,,,-0.0552979,-0.00161348
2123,,,,,,,,-0.0563965,-0.00159172
2124,,,,,,,,-0.0574341,-0.00155557
2125,,,,,,,,-0.0585022,-0.0015672
2126,,,,,,,,-0.0596008,-0.00157819
2127,,,,,,,,-0.0606079,-0.00154743
2128,,,,,,,,-0.061676,-0.00153083
2129,,,,,,,,-0.0628052,-0.0015395
2130,,,,,,,,-0.0638428,-0.0015428
2131,,,,,,,,-0.0649414,-0.001516
2132,,,,,,,,-0.065979,-0.00148875
2133,,,,,,,,-0.0670776,-0.00149621
2134,,,,,,,,-0.0680847,-0.00148646
2135,,,,,,,,-0.0691833,-0.0014511
2136,,,,,,,,-0.0702515,-0.00143848
2137,,,,,,,,-0.0712891,-0.00143902
2138,,,,,,,,-0.0723877,-0.00143388
2139,,,,,,,,-0.0733948,-0.00142521
2140,,,,,,,,-0.0745239,-0.00140807
2141,,,,,,,,-0.0755615,-0.00139631
2142,,,,,,,,-0.0765991,-0.00139246
2143,,,,,,,,-0.0777283,-0.00138013
2144,,,,,,,,-0.0787964,-0.00135933
2145,,,,,,,,-0.079834,-0.00134997
2146,,,,,,,,-0.0808105,-0.00134784
2147,,,,,,,,-0.0819702,-0.00133374
2148,,,,,,,,-0.0830383,-0.00131617
2149,,,,,,,,-0.0840759,-0.00131048
2150,,,,,,,,-0.0851135,-0.00130572
2151,,,,,,,,-0.0862427,-0.00128998
2152,,,,,,,,-0.0873718,-0.00127305
2153,,,,,,,,-0.0883484,-0.00126762
2154,,,,,,,,-0.0894165,-0.00126376
2155,,,,,,,,-0.0905151,-0.00124919
2156,,,,,,,,-0.0915527,-0.00123601
2157,,,,,,,,-0.0926819,-0.00123155
2158,,,,,,,,-0.0936279,-0.00122456
2159,,,,,,,,-0.0947876,-0.00121049
2160,,,,,,,,-0.0958557,-0.00119825
2161,,,,,,,,-0.0968933,-0.00119413
2162,,,,,,,,-0.0979919,-0.00118928
2163,,,,,,,,-0.098999,-0.00117503
2164,,,,,,,,-0.100128,-0.00116141
2165,,,,,,,,-0.101135,-0.00115519
2166,,,,,,,,-0.102234,-0.00114894
2167,,,,,,,,-0.103271,-0.00113533
2168,,,,,,,,-0.10434,-0.00112792
2169,,,,,,,,-0.105438,-0.0011178
2170,,,,,,,,-0.106445,-0.00109789
2171,,,,,,,,-0.107605,-0.00109403
2172,,,,,,,,-0.108612,-0.00109269
2173,,,,,,,,-0.10965,-0.00107836
2174,,,,,,,,-0.110779,-0.00107308
2175,,,,,,,,-0.111847,-0.00107445
2176,,,,,,,,-0.112946,-0.0010673
2177,,,,,,,,-0.113983,-0.00104912
2178,,,,,,,,-0.115051,-0.00103483
2179,,,,,,,,-0.116119,-0.00103569
2180,,,,,,,,-0.117157,-0.00102642
2181,,,,,,,,-0.118225,-0.00100783
2182,,,,,,,,-0.119263,-0.00100514
2183,,,,,,,,-0.120422,-0.00100504
2184,,,,,,,,-0.121429,-0.000993359
2185,,,,,,,,-0.122498,-0.000988698
2186,,,,,,,,-0.123505,-0.000986518
2187,,,,,,,,-0.124573,-0.000973549
2188,,,,,,,,-0.125671,-0.000961698
2189,,,,,,,,-0.126709,-0.000955388
2190,,,,,,,,-0.127838,-0.000946001
2191,,,,,,,,-0.128876,-0.000932997
2192,,,,,,,,-0.129913,-0.00092492
2193,,,,,,,,-0.130981,-0.000924241
2194,,,,,,,,-0.13208,-0.00092009
2195,,,,,,,,-0.133209,-0.000910175
2196,,,,,,,,-0.134186,-0.000905591
2197,,,,,,,,-0.135284,-0.000903799
2198,,,,,,,,-0.136322,-0.000896777
2199,,,,,,,,-0.137451,-0.00088772
2200,,,,,,,,-0.138489,-0.00088001
2201,,,,,,,,-0.139557,-0.000875216
2202,,,,,,,,-0.140656,-0.000868594
2203,,,,,,,,-0.141693,-0.00085869
2204,,,,,,,,-0.1427,-0.000852236
2205,,,,,,,,-0.143768,-0.000848769
2206,,,,,,,,-0.144867,-0.000842907
2207,,,,,,,,-0.145905,-0.000834692
2208,,,,,,,,-0.147034,-0.000827507
2209,,,,,,,,-0.148102,-0.000824227
2210,,,,,,,,-0.14917,-0.000820331
2211,,,,,,,,-0.150208,-0.000812789
2212,,,,,,,,-0.151276,-0.000808208
2213,,,,,,,,-0.152374,-0.000807067
2214,,,,,,,,-0.153412,-0.000802953
2215,,,,,,,,-0.154449,-0.000793947
2216,,,,,,,,-0.155548,-0.000783702
2217,,,,,,,,-0.156647,-0.000785202
2218,,,,,,,,-0.157684,-0.000788095
2219,,,,,,,,-0.158752,-0.000775155
2220,,,,,,,,-0.15976,-0.000768226
2221,,,,,,,,-0.160889,-0.0007744
2222,,,,,,,,-0.161957,-0.000768392
2223,,,,,,,,-0.163055,-0.000749707
2224,,,,,,,,-0.164063,-0.000743742
2225,,,,,,,,-0.165161,-0.000755177
2226,,,,,,,,-0.166229,-0.000750699
2227,,,,,,,,-0.167267,-0.000732713
2228,,,,,,,,-0.168304,-0.000732742
2229,,,,,,,,-0.169373,-0.000740032
2230,,,,,,,,-0.170471,-0.000732143
2231,,,,,,,,-0.17157,-0.000719518
2232,,,,,,,,-0.172607,-0.00072333
2233,,,,,,,,-0.173645,-0.000726602
2234,,,,,,,,-0.174744,-0.000715361
2235,,,,,,,,-0.175812,-0.000709052
2236,,,,,,,,-0.17688,-0.000707939
2237,,,,,,,,-0.177917,-0.000703873
2238,,,,,,,,-0.178986,-0.000698919
2239,,,,,,,,-0.180023,-0.000692983
2240,,,,,,,,-0.181091,-0.000690014
2241,,,,,,,,-0.18219,-0.000687716
2242,,,,,,,,-0.183289,-0.000684581
2243,,,,,,,,-0.184265,-0.000681141
2244,,,,,,,,-0.185364,-0.000677415
2245,,,,,,,,-0.186432,-0.000676025
2246,,,,,,,,-0.187531,-0.00067325
2247,,,,,,,,-0.188568,-0.000668734
2248,,,,,,,,-0.189667,-0.000667396
2249,,,,,,,,-0.190704,-0.000668065
2250,,,,,,,,-0.191803,-0.000665421
2251,,,,,,,,-0.192841,-0.00066045
2252,,,,,,,,-0.193909,-0.000657638
2253,,,,,,,,-0.195068,-0.000656373
2254,,,,,,,,-0.196075,-0.000651723
2255,,,,,,,,-0.197144,-0.000646775
2256,,,,,,,,-0.198151,-0.00064744
2257,,,,,,,,-0.19928,-0.000648656
2258,,,,,,,,-0.200317,-0.000646818
2259,,,,,,,,-0.201416,-0.000643737
2260,,,,,,,,-0.202484,-0.000642784
2261,,,,,,,,-0.203522,-0.000641471
2262,,,,,,,,-0.20462,-0.000634919
2263,,,,,,,,-0.205658,-0.00063348
2264,,,,,,,,-0.206726,-0.000638197
2265,,,,,,,,-0.207794,-0.000634385
2266,,,,,,,,-0.208862,-0.000629392
2267,,,,,,,,-0.209961,-0.000630974
2268,,,,,,,,-0.210968,-0.000634145
2269,,,,,,,,-0.212036,-0.000634375
2270,,,,,,,,-0.213135,-0.000630693
2271,,,,,,,,-0.214172,-0.000631192
2272,,,,,,,,-0.215271,-0.000632268
2273,,,,,,,,-0.216278,-0.000626758
2274,,,,,,,,-0.217346,-0.00062454
2275,,,,,,,,-0.218445,-0.000628094
2276,,,,,,,,-0.219482,-0.000631142
2277,,,,,,,,-0.220551,-0.000631875
2278,,,,,,,,-0.221619,-0.000629573
2279,,,,,,,,-0.222748,-0.000627864
2280,,,,,,,,-0.223846,-0.000628895
2281,,,,,,,,-0.224884,-0.000631467
2282,,,,,,,,-0.225891,-0.000632303
2283,,,,,,,,-0.226929,-0.000631863
2284,,,,,,,,-0.228058,-0.000633827
2285,,,,,,,,-0.229126,-0.00063552
2286,,,,,,,,-0.230225,-0.000633607
2287,,,,,,,,-0.231232,-0.000633985
2288,,,,,,,,-0.23233,-0.000639044
2289,,,,,,,,-0.233368,-0.000641518
2290,,,,,,,,-0.234497,-0.000639931
2291,,,,,,,,-0.235535,-0.000640133
2292,,,,,,,,-0.236542,-0.00064341
2293,,,,,,,,-0.237579,-0.000646346
2294,,,,,,,,-0.238708,-0.000646859
2295,,,,,,,,-0.239807,-0.000648758
2296,,,,,,,,-0.240875,-0.000652888
2297,,,,,,,,-0.242004,-0.00065421
2298,,,,,,,,-0.24295,-0.00065416
2299,,,,,,,,-0.244049,-0.000657642
2300,,,,,,,,-0.245056,-0.000662661
2301,,,,,,,,-0.246155,-0.000666912
2302,,,,,,,,-0.247162,-0.000669858
2303,,,,,,,,-0.248322,-0.000673269
2304,,,,,,,,-0.249359,-0.000678338
2305,,,,,,,,-0.250397,-0.000683254
2306,,,,,,,,-0.251434,-0.000686896
2307,,,,,,,,-0.252563,-0.000692348
2308,,,,,,,,-0.253632,-0.000696279
2309,,,,,,,,-0.2547,-0.00069969
2310,,,,,,,,-0.255768,-0.000706696
2311,,,,,,,,-0.256805,-0.000709912
2312,,,,,,,,-0.257904,-0.000713465
2313,,,,,,,,-0.258972,-0.000722452
2314,,,,,,,,-0.26001,-0.000728891
2315,,,,,,,,-0.261108,-0.000730993
2316,,,,,,,,-0.262115,-0.000733716
2317,,,,,,,,-0.263245,-0.000743194
2318,,,,,,,,-0.264282,-0.000752675
2319,,,,,,,,-0.26535,-0.000756302
2320,,,,,,,,-0.266449,-0.000765536
2321,,,,,,,,-0.267487,-0.000777296
2322,,,,,,,,-0.268585,-0.000782515
2323,,,,,,,,-0.269562,-0.000784597
2324,,,,,,,,-0.27066,-0.000791494
2325,,,,,,,,-0.271729,-0.00080063
2326,,,,,,,,-0.272858,-0.000805231
2327,,,,,,,,-0.273865,-0.000811306
2328,,,,,,,,-0.274963,-0.000820347
2329,,,,,,,,-0.276031,-0.000826345
2330,,,,,,,,-0.27713,-0.000830358
2331,,,,,,,,-0.278107,-0.000835772
2332,,,,,,,,-0.279266,-0.000843799
2333,,,,,,,,-0.280273,-0.000851862
2334,,,,,,,,-0.281342,-0.000859915
2335,,,,,,,,-0.28241,-0.000869842
2336,,,,,,,,-0.283478,-0.000880271
2337,,,,,,,,-0.284576,-0.000888949
2338,,,,,,,,-0.285614,-0.000895793
2339,,,,,,,,-0.286682,-0.000902292
2340,,,,,,,,-0.287781,-0.00091042
2341,,,,,,,,-0.288818,-0.000918888
2342,,,,,,,,-0.289886,-0.000925301
2343,,,,,,,,-0.290955,-0.000932906
2344,,,,,,,,-0.292023,-0.000943319
2345,,,,,,,,-0.29306,-0.000952097
2346,,,,,,,,-0.294159,-0.000955735
2347,,,,,,,,-0.295227,-0.000989874
2348,,,,,,,,-0.296295,-0.00102417
2349,,,,,,,,-0.297394,-0.000986154
2350,,,,,,,,-0.298401,-0.000878372
2351,,,,,,,,-0.2995,-0.000722012
2352,,,,,,,,-0.298431,-0.000541198
2353,,,,,,,,-0.297333,-0.000357993
2354,,,,,,,,-0.296326,-0.000204734
2355,,,,,,,,-0.295197,-0.000135259
2356,,,,,,,,-0.294067,-0.00011017
2357,,,,,,,,-0.293091,-7.78365e-05
2358,,,,,,,,-0.291992,-4.75958e-05
2359,,,,,,,,-0.290924,-2.94674e-05
2360,,,,,,,,-0.289856,-1.56864e-05
2361,,,,,,,,-0.288818,3.87675e-06
2362,,,,,,,,-0.28775,2.33301e-05
2363,,,,,,,,-0.286652,3.61465e-05
2364,,,,,,,,-0.285614,4.5068e-05
2365,,,,,,,,-0.284576,5.13129e-05
2366,,,,,,,,-0.283508,6.01446e-05
2367,,,,,,,,-0.28244,6.04945e-05
2368,,,,,,,,-0.281342,6.2104e-05
2369,,,,,,,,-0.280273,6.92229e-05
2370,,,,,,,,-0.279236,7.44289e-05
2371,,,,,,,,-0.278107,7.55691e-05
2372,,,,,,,,-0.27713,7.58596e-05
2373,,,,,,,,-0.276062,7.73706e-05
2374,,,,,,,,-0.274933,7.85252e-05
2375,,,,,,,,-0.273895,7.78041e-05
2376,,,,,,,,-0.272858,7.65453e-05
2377,,,,,,,,-0.27179,7.58948e-05
2378,,,,,,,,-0.270752,7.55172e-05
2379,,,,,,,,-0.269623,7.37215e-05
2380,,,,,,,,-0.268524,7.15615e-05
2381,,,,,,,,-0.267487,7.20916e-05
2382,,,,,,,,-0.266418,7.31598e-05
2383,,,,,,,,-0.26535,6.96745e-05
2384,,,,,,,,-0.264282,6.48641e-05
2385,,,,,,,,-0.263214,6.35235e-05
2386,,,,,,,,-0.262177,6.18274e-05
2387,,,,,,,,-0.261047,5.87848e-05
2388,,,,,,,,-0.26001,5.78151e-05
2389,,,,,,,,-0.258911,5.95974e-05
2390,,,,,,,,-0.257935,5.78202e-05
2391,,,,,,,,-0.256805,5.09551e-05
2392,,,,,,,,-0.255737,4.78128e-05
2393,,,,,,,,-0.2547,4.96558e-05
2394,,,,,,,,-0.253662,4.94736e-05
2395,,,,,,,,-0.252563,4.78557e-05
2396,,,,,,,,-0.251556,4.77935e-05
2397,,,,,,,,-0.250427,4.59689e-05
2398,,,,,,,,-0.249359,4.11376e-05
2399,,,,,,,,-0.248322,3.73335e-05
2400,,,,,,,,-0.247253,3.72668e-05
2401,,,,,,,,-0.246185,3.90472e-05
2402,,,,,,,,-0.245117,3.52953e-05
2403,,,,,,,,-0.24408,3.2223e-05
2404,,,,,,,,-0.24295,3.37671e-05
2405,,,,,,,,-0.241852,3.04981e-05
2406,,,,,,,,-0.240875,2.7534e-05
2407,,,,,,,,-0.239807,2.96625e-05
2408,,,,,,,,-0.238708,3.01893e-05
2409,,,,,,,,-0.237671,2.70373e-05
2410,,,,,,,,-0.236633,2.22175e-05
2411,,,,,,,,-0.235535,2.24311e-05
2412,,,,,,,,-0.234406,2.55973e-05
2413,,,,,,,,-0.233368,2.50965e-05
2414,,,,,,,,-0.232361,2.5603e-05
2415,,,,,,,,-0.231262,2.56647e-05
2416,,,,,,,,-0.230194,2.31385e-05
2417,,,,,,,,-0.229095,2.23839e-05
2418,,,,,,,,-0.228058,2.36721e-05
2419,,,,,,,,-0.22699,2.41725e-05
2420,,,,,,,,-0.225952,2.42647e-05
2421,,,,,,,,-0.224854,2.45947e-05
2422,,,,,,,,-0.223816,2.28503e-05
2423,,,,,,,,-0.222748,1.90585e-05
2424,,,,,,,,-0.221649,1.97087e-05
2425,,,,,,,,-0.220612,2.44164e-05
2426,,,,,,,,-0.219543,2.68554e-05
2427,,,,,,,,-0.218445,2.60328e-05
2428,,,,,,,,-0.217407,2.4336e-05
2429,,,,,,,,-0.21637,2.43666e-05
2430,,,,,,,,-0.21524,2.51685e-05
2431,,,,,,,,-0.214172,2.569e-05
2432,,,,,,,,-0.213104,2.7271e-05
2433,,,,,,,,-0.212067,2.95991e-05
2434,,,,,,,,-0.210999,3.11937e-05
2435,,,,,,,,-0.209869,3.14362e-05
2436,,,,,,,,-0.208862,3.20599e-05
2437,,,,,,,,-0.207825,3.55492e-05
2438,,,,,,,,-0.206726,3.83957e-05
2439,,,,,,,,-0.205688,3.85864e-05
2440,,,,,,,,-0.20462,3.85333e-05
2441,,,,,,,,-0.203522,3.86859e-05
2442,,,,,,,,-0.202454,4.01777e-05
2443,,,,,,,,-0.201385,4.17975e-05
2444,,,,,,,,-0.200317,4.38239e-05
2445,,,,,,,,-0.199249,4.76994e-05
2446,,,,,,,,-0.198181,5.01983e-05
2447,,,,,,,,-0.197113,5.13578e-05
2448,,,,,,,,-0.196075,5.21434e-05
2449,,,,,,,,-0.194977,5.77461e-05
2450,,,,,,,,-0.193909,6.70741e-05
2451,,,,,,,,-0.192871,6.62546e-05
2452,,,,,,,,-0.191772,6.20107e-05
2453,,,,,,,,-0.190704,6.93468e-05
2454,,,,,,,,-0.189636,7.49487e-05
2455,,,,,,,,-0.188599,6.81771e-05
2456,,,,,,,,-0.187561,6.76207e-05
2457,,,,,,,,-0.186493,7.85345e-05
2458,,,,,,,,-0.185364,8.53591e-05
2459,,,,,,,,-0.184326,8.09146e-05
2460,,,,,,,,-0.183258,7.88282e-05
2461,,,,,,,,-0.18222,8.99713e-05
2462,,,,,,,,-0.181091,9.54471e-05
2463,,,,,,,,-0.180054,9.05992e-05
2464,,,,,,,,-0.178986,9.54192e-05
2465,,,,,,,,-0.177948,0.000103916
2466,,,,,,,,-0.17688,0.000106882
2467,,,,,,,,-0.175781,0.000107972
2468,,,,,,,,-0.174744,0.00010998
2469,,,,,,,,-0.173706,0.00011589
2470,,,,,,,,-0.172729,0.00012121
2471,,,,,,,,-0.171539,0.000123783
2472,,,,,,,,-0.170441,0.000127052
2473,,,,,,,,-0.169342,0.000132396
2474,,,,,,,,-0.168335,0.000137514
2475,,,,,,,,-0.167267,0.000140551
2476,,,,,,,,-0.166199,0.000143547
2477,,,,,,,,-0.1651,0.000150761
2478,,,,,,,,-0.164032,0.00015725
2479,,,,,,,,-0.163055,0.000157598
2480,,,,,,,,-0.161926,0.000159179
2481,,,,,,,,-0.160889,0.00016637
2482,,,,,,,,-0.15979,0.000172317
2483,,,,,,,,-0.158752,0.000175354
2484,,,,,,,,-0.157745,0.000181099
2485,,,,,,,,-0.156586,0.000191118
2486,,,,,,,,-0.155548,0.000196879
2487,,,,,,,,-0.154449,0.000196777
2488,,,,,,,,-0.153442,0.00020192
2489,,,,,,,,-0.152283,0.000212206
2490,,,,,,,,-0.151245,0.00021705
2491,,,,,,,,-0.150208,0.00021841
2492,,,,,,,,-0.149139,0.000225063
2493,,,,,,,,-0.148071,0.000234355
2494,,,,,,,,-0.146973,0.000238727
2495,,,,,,,,-0.145966,0.000239995
2496,,,,,,,,-0.144867,0.000251574
2497,,,,,,,,-0.143829,0.000259495
2498,,,,,,,,-0.142822,0.000253618
2499,,,,,,,,-0.141663,0.000261099
2500,,,,,,,,-0.140625,0.000277273
2501,,,,,,,,-0.139496,0.00027981
2502,,,,,,,,-0.138489,0.000283895
2503,,,,,,,,-0.13739,0.000298618
2504,,,,,,,,-0.136322,0.000309288
2505,,,,,,,,-0.135284,0.000309953
2506,,,,,,,,-0.134216,0.000309746
2507,,,,,,,,-0.133148,0.000321835
2508,,,,,,,,-0.13208,0.000333363
2509,,,,,,,,-0.131042,0.000334531
2510,,,,,,,,-0.129913,0.000342722
2511,,,,,,,,-0.128876,0.000355125
2512,,,,,,,,-0.127838,0.000358259
2513,,,,,,,,-0.12677,0.000366332
2514,,,,,,,,-0.125671,0.000376212
2515,,,,,,,,-0.124664,0.000379744
2516,,,,,,,,-0.123627,0.000389489
2517,,,,,,,,-0.122467,0.000401997
2518,,,,,,,,-0.12149,0.000407237
2519,,,,,,,,-0.120361,0.000410447
2520,,,,,,,,-0.119293,0.000421676
2521,,,,,,,,-0.118195,0.000435665
2522,,,,,,,,-0.117126,0.000442408
2523,,,,,,,,-0.116058,0.00044641
2524,,,,,,,,-0.115021,0.000456164
2525,,,,,,,,-0.113953,0.000466717
2526,,,,,,,,-0.112854,0.000472406
2527,,,,,,,,-0.111816,0.000479218
2528,,,,,,,,-0.110748,0.000492715
2529,,,,,,,,-0.10965,0.000506177
2530,,,,,,,,-0.108612,0.000512215
2531,,,,,,,,-0.107574,0.000516282
2532,,,,,,,,-0.106537,0.000526426
2533,,,,,,,,-0.105377,0.000538777
2534,,,,,,,,-0.10434,0.000547385
2535,,,,,,,,-0.103302,0.000554461
2536,,,,,,,,-0.102203,0.000564377
2537,,,,,,,,-0.101196,0.000578103
2538,,,,,,,,-0.100037,0.000587683
2539,,,,,,,,-0.0990601,0.000592034
2540,,,,,,,,-0.0979614,0.000604167
2541,,,,,,,,-0.0968628,0.000621335
2542,,,,,,,,-0.0957947,0.000637686
2543,,,,,,,,-0.0947571,0.000638212
2544,,,,,,,,-0.0937195,0.000630531
2545,,,,,,,,-0.0926819,0.000654043
2546,,,,,,,,-0.0915527,0.000681249
2547,,,,,,,,-0.0904846,0.000671933
2548,,,,,,,,-0.089447,0.000676268
2549,,,,,,,,-0.0884094,0.000716199
2550,,,,,,,,-0.0872498,0.000734169
2551,,,,,,,,-0.0862427,0.000712078
2552,,,,,,,,-0.0851746,0.000717235
