,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,E / V,e / (A s-1/2)
641,,,,,,,,0.174316,0.00137097
642,,,,,,,,0.175385,0.00136346
643,,,,,,,,0.176422,0.0013569
644,,,,,,,,0.177582,0.00134078
645,,,,,,,,0.178589,0.00132584
646,,,,,,,,0.179626,0.00132146
647,,,,,,,,0.180756,0.00131684
648,,,,,,,,0.181793,0.00129886
649,,,,,,,,0.182831,0.00128026
650,,,,,,,,0.18396,0.00127209
651,,,,,,,,0.184998,0.00126319
652,,,,,,,,0.186035,0.00124975
653,,,,,,,,0.187103,0.00123954
654,,,,,,,,0.188202,0.00123606
655,,,,,,,,0.18924,0.00122891
656,,,,,,,,0.190338,0.00121265
657,,,,,,,,0.191376,0.00120109
658,,,,,,,,0.192474,0.00119665
659,,,,,,,,0.193573,0.00118905
660,,,,,,,,0.194611,0.00117695
661,,,,,,,,0.195679,0.00116549
662,,,,,,,,0.196747,0.00115775
663,,,,,,,,0.197815,0.00114851
664,,,,,,,,0.198883,0.00113573
665,,,,,,,,0.199951,0.00112668
666,,,,,,,,0.20108,0.00112152
667,,,,,,,,0.202026,0.00111235
668,,,,,,,,0.203156,0.00109961
669,,,,,,,,0.204224,0.0010903
670,,,,,,,,0.205353,0.00108059
671,,,,,,,,0.206329,0.00107528
672,,,,,,,,0.207458,0.00107471
673,,,,,,,,0.208496,0.00106085
674,,,,,,,,0.209564,0.00104627
675,,,,,,,,0.210663,0.00104676
676,,,,,,,,0.2117,0.00104083
677,,,,,,,,0.212769,0.0010213
678,,,,,,,,0.213806,0.00101042
679,,,,,,,,0.214935,0.0010128
680,,,,,,,,0.215973,0.00101026
681,,,,,,,,0.217041,0.000995638
682,,,,,,,,0.21814,0.000988949
683,,,,,,,,0.219177,0.000994426
684,,,,,,,,0.220245,0.000984531
685,,,,,,,,0.221313,0.000962179
686,,,,,,,,0.222412,0.000956364
687,,,,,,,,0.22345,0.000951962
688,,,,,,,,0.224518,0.000940684
689,,,,,,,,0.225616,0.000937821
690,,,,,,,,0.226654,0.000936776
691,,,,,,,,0.227692,0.00093067
692,,,,,,,,0.228821,0.000922398
693,,,,,,,,0.229797,0.000915362
694,,,,,,,,0.230927,0.000910298
695,,,,,,,,0.231964,0.000903744
696,,,,,,,,0.233063,0.0008948
697,,,,,,,,0.2341,0.000889788
698,,,,,,,,0.235199,0.000885916
699,,,,,,,,0.236298,0.000879856
700,,,,,,,,0.237366,0.000874579
701,,,,,,,,0.238464,0.00087145
702,,,,,,,,0.239502,0.000868591
703,,,,,,,,0.240509,0.000862183
704,,,,,,,,0.241608,0.000851395
705,,,,,,,,0.242676,0.000843939
706,,,,,,,,0.243744,0.000841715
707,,,,,,,,0.244873,0.000839713
708,,,,,,,,0.245911,0.000835254
709,,,,,,,,0.246948,0.000830711
710,,,,,,,,0.248047,0.000827379
711,,,,,,,,0.249146,0.000820863
712,,,,,,,,0.250153,0.000812617
713,,,,,,,,0.25119,0.000808191
714,,,,,,,,0.252258,0.000806851
715,,,,,,,,0.253357,0.000802331
716,,,,,,,,0.254425,0.000794154
717,,,,,,,,0.255524,0.000793579
718,,,,,,,,0.256622,0.000801573
719,,,,,,,,0.25766,0.000797987
720,,,,,,,,0.258667,0.000785134
721,,,,,,,,0.259705,0.000783026
722,,,,,,,,0.260864,0.000781635
723,,,,,,,,0.261902,0.000767989
724,,,,,,,,0.263,0.000759703
725,,,,,,,,0.264008,0.000765043
726,,,,,,,,0.265076,0.000769167
727,,,,,,,,0.266235,0.000760382
728,,,,,,,,0.267242,0.000748973
729,,,,,,,,0.268311,0.00075064
730,,,,,,,,0.269379,0.00075307
731,,,,,,,,0.270477,0.00074672
732,,,,,,,,0.271515,0.000745516
733,,,,,,,,0.272552,0.000747995
734,,,,,,,,0.273682,0.000745159
735,,,,,,,,0.27475,0.000742386
736,,,,,,,,0.275726,0.000738322
737,,,,,,,,0.276855,0.000733138
738,,,,,,,,0.277954,0.000731151
739,,,,,,,,0.278992,0.000726033
740,,,,,,,,0.28006,0.000716625
741,,,,,,,,0.281189,0.00071102
742,,,,,,,,0.282227,0.000709684
743,,,,,,,,0.283234,0.000708781
744,,,,,,,,0.284363,0.000706489
745,,,,,,,,0.2854,0.000704359
746,,,,,,,,0.286499,0.00070481
747,,,,,,,,0.287537,0.000702621
748,,,,,,,,0.288574,0.000698001
749,,,,,,,,0.289703,0.000698712
750,,,,,,,,0.29071,0.000700755
751,,,,,,,,0.29187,0.000696979
752,,,,,,,,0.292847,0.000691121
753,,,,,,,,0.293945,0.000688511
754,,,,,,,,0.295074,0.000687047
755,,,,,,,,0.296143,0.000683607
756,,,,,,,,0.29715,0.000682732
757,,,,,,,,0.298218,0.000687911
758,,,,,,,,0.299255,0.000690186
759,,,,,,,,0.300415,0.000687125
760,,,,,,,,0.301514,0.000684694
761,,,,,,,,0.302521,0.000685676
762,,,,,,,,0.30365,0.000688532
763,,,,,,,,0.304626,0.000687752
764,,,,,,,,0.30575600000000003,0.000691594
765,,,,,,,,0.306793,0.000696679
766,,,,,,,,0.307861,0.000691379
767,,,,,,,,0.308899,0.00069162
768,,,,,,,,0.309937,0.000697614
769,,,,,,,,0.311096,0.000693843
770,,,,,,,,0.312134,0.000691069
771,,,,,,,,0.313202,0.000689733
772,,,,,,,,0.31427,0.000689876
773,,,,,,,,0.315369,0.000690763
774,,,,,,,,0.316406,0.00068701
775,,,,,,,,0.317566,0.00069049
776,,,,,,,,0.318604,0.000692673
777,,,,,,,,0.319641,0.000686346
778,,,,,,,,0.320648,0.000685687
779,,,,,,,,0.321777,0.000687447
780,,,,,,,,0.322906,0.000687851
781,,,,,,,,0.323944,0.000695074
782,,,,,,,,0.324982,0.00070193
783,,,,,,,,0.32605,0.00070333
784,,,,,,,,0.327118,0.000704596
785,,,,,,,,0.328217,0.000709322
786,,,,,,,,0.329315,0.000711321
787,,,,,,,,0.330322,0.000708999
788,,,,,,,,0.331421,0.000707346
789,,,,,,,,0.332489,0.000710062
790,,,,,,,,0.333496,0.000713412
791,,,,,,,,0.334564,0.000715432
792,,,,,,,,0.335693,0.000718636
793,,,,,,,,0.336731,0.000724217
794,,,,,,,,0.337799,0.000728274
795,,,,,,,,0.338837,0.000729264
796,,,,,,,,0.339935,0.000731407
797,,,,,,,,0.341034,0.000736667
798,,,,,,,,0.342041,0.000742782
799,,,,,,,,0.343048,0.000745986
800,,,,,,,,0.344208,0.000746825
801,,,,,,,,0.345276,0.00075073
802,,,,,,,,0.346375,0.000755642
803,,,,,,,,0.347412,0.000754782
804,,,,,,,,0.34848,0.000754659
805,,,,,,,,0.349548,0.000760008
806,,,,,,,,0.350616,0.000766472
807,,,,,,,,0.351685,0.000769583
808,,,,,,,,0.352753,0.000772719
809,,,,,,,,0.353821,0.000782377
810,,,,,,,,0.354889,0.000794285
811,,,,,,,,0.355988,0.000792646
812,,,,,,,,0.357025,0.00078197
813,,,,,,,,0.358154,0.000785068
814,,,,,,,,0.359161,0.000797673
815,,,,,,,,0.360291,0.000797252
816,,,,,,,,0.361328,0.000794803
817,,,,,,,,0.362396,0.00081451
818,,,,,,,,0.363403,0.00082968
819,,,,,,,,0.364502,0.000822882
820,,,,,,,,0.36557,0.0008175
821,,,,,,,,0.366669,0.000827631
822,,,,,,,,0.367737,0.000840109
823,,,,,,,,0.368805,0.000837696
824,,,,,,,,0.369812,0.000839173
825,,,,,,,,0.370941,0.000857434
826,,,,,,,,0.372009,0.000865727
827,,,,,,,,0.373047,0.00086684
828,,,,,,,,0.374115,0.000876577
829,,,,,,,,0.375214,0.000885603
830,,,,,,,,0.376312,0.000890841
831,,,,,,,,0.377319,0.000892362
832,,,,,,,,0.378448,0.000895216
833,,,,,,,,0.379517,0.000902854
834,,,,,,,,0.380585,0.000913526
835,,,,,,,,0.381653,0.000921295
836,,,,,,,,0.38266,0.000927077
837,,,,,,,,0.383728,0.000935618
838,,,,,,,,0.384796,0.000942595
839,,,,,,,,0.385864,0.000944186
840,,,,,,,,0.386932,0.000948823
841,,,,,,,,0.388031,0.000963107
842,,,,,,,,0.389069,0.0009776
843,,,,,,,,0.390137,0.000984424
844,,,,,,,,0.391235,0.000991322
845,,,,,,,,0.392273,0.00100565
846,,,,,,,,0.393372,0.00101804
847,,,,,,,,0.39444,0.00102354
848,,,,,,,,0.395477,0.00103272
849,,,,,,,,0.396606,0.00104674
850,,,,,,,,0.397675,0.00105458
851,,,,,,,,0.398712,0.00105752
852,,,,,,,,0.39978,0.00106518
853,,,,,,,,0.400848,0.00107816
854,,,,,,,,0.401886,0.00108688
855,,,,,,,,0.402985,0.00109144
856,,,,,,,,0.404022,0.00110224
857,,,,,,,,0.405151,0.00112139
858,,,,,,,,0.406219,0.00112431
859,,,,,,,,0.407318,0.00112833
860,,,,,,,,0.408325,0.0011595
861,,,,,,,,0.409363,0.00117494
862,,,,,,,,0.410431,0.00116693
863,,,,,,,,0.41153,0.00117851
864,,,,,,,,0.412598,0.00120331
865,,,,,,,,0.413666,0.00121261
866,,,,,,,,0.414734,0.00120744
867,,,,,,,,0.415771,0.001217
868,,,,,,,,0.41687,0.00124702
869,,,,,,,,0.417877,0.00125661
870,,,,,,,,0.419067,0.00125833
871,,,,,,,,0.420074,0.00128193
872,,,,,,,,0.421112,0.00130594
873,,,,,,,,0.42218,0.00131711
874,,,,,,,,0.423248,0.00132692
875,,,,,,,,0.424408,0.0013341
876,,,,,,,,0.425385,0.0013458
877,,,,,,,,0.426483,0.00136686
878,,,,,,,,0.427582,0.00138243
879,,,,,,,,0.428619,0.00138911
880,,,,,,,,0.429657,0.0014037
881,,,,,,,,0.43075600000000003,0.00142721
882,,,,,,,,0.431824,0.00144174
883,,,,,,,,0.432922,0.0014487
884,,,,,,,,0.43399,0.00146575
885,,,,,,,,0.435028,0.00149248
886,,,,,,,,0.436157,0.00150522
887,,,,,,,,0.437225,0.00150871
888,,,,,,,,0.438232,0.00152433
889,,,,,,,,0.439301,0.00154598
890,,,,,,,,0.44046,0.00156074
891,,,,,,,,0.441376,0.00157297
892,,,,,,,,0.442444,0.00159635
893,,,,,,,,0.443604,0.00162596
894,,,,,,,,0.444672,0.00164316
895,,,,,,,,0.445709,0.00165242
896,,,,,,,,0.446808,0.00166973
897,,,,,,,,0.447845,0.00169184
898,,,,,,,,0.448914,0.00170836
899,,,,,,,,0.450043,0.00171925
900,,,,,,,,0.45108,0.00173827
901,,,,,,,,0.452118,0.00176535
902,,,,,,,,0.453186,0.00178486
903,,,,,,,,0.454254,0.00180387
904,,,,,,,,0.455383,0.00181215
905,,,,,,,,0.45639,0.00183137
906,,,,,,,,0.45755,0.00188096
907,,,,,,,,0.458527,0.00189762
908,,,,,,,,0.459564,0.00188545
909,,,,,,,,0.460663,0.00191874
910,,,,,,,,0.461761,0.00197086
911,,,,,,,,0.46286,0.00196899
912,,,,,,,,0.463837,0.00196322
913,,,,,,,,0.464935,0.00200516
914,,,,,,,,0.466095,0.00205303
915,,,,,,,,0.467072,0.00205888
916,,,,,,,,0.46814,0.0020598
917,,,,,,,,0.469116,0.0021138
918,,,,,,,,0.470215,0.0021599
919,,,,,,,,0.471283,0.00214867
920,,,,,,,,0.472321,0.00217356
921,,,,,,,,0.473419,0.0022265
922,,,,,,,,0.474518,0.00224571
923,,,,,,,,0.475616,0.00226445
924,,,,,,,,0.476624,0.00228928
925,,,,,,,,0.477661,0.00231113
926,,,,,,,,0.478729,0.00232402
927,,,,,,,,0.479828,0.00233688
928,,,,,,,,0.480896,0.00236426
929,,,,,,,,0.481995,0.00239926
930,,,,,,,,0.482971,0.00242788
931,,,,,,,,0.484131,0.00245328
932,,,,,,,,0.485138,0.00248454
933,,,,,,,,0.486176,0.00252255
934,,,,,,,,0.487335,0.00255534
935,,,,,,,,0.488373,0.0025769
936,,,,,,,,0.48941,0.00260505
937,,,,,,,,0.490479,0.002643
938,,,,,,,,0.491608,0.00266957
939,,,,,,,,0.492645,0.00268463
940,,,,,,,,0.493713,0.00271096
941,,,,,,,,0.494751,0.00275503
942,,,,,,,,0.49588,0.00278526
943,,,,,,,,0.496979,0.00279736
944,,,,,,,,0.497925,0.00282933
945,,,,,,,,0.499023,0.00287298
946,,,,,,,,0.500122,0.00290032
947,,,,,,,,0.50116,0.00292076
948,,,,,,,,0.502289,0.00295856
949,,,,,,,,0.503357,0.00300836
950,,,,,,,,0.504364,0.00303044
951,,,,,,,,0.505463,0.00304114
952,,,,,,,,0.50647,0.00311951
953,,,,,,,,0.507599,0.00319378
954,,,,,,,,0.508728,0.00317426
955,,,,,,,,0.509674,0.00318603
956,,,,,,,,0.510773,0.00326986
957,,,,,,,,0.511902,0.00328428
958,,,,,,,,0.51297,0.00326452
959,,,,,,,,0.514008,0.0032929
960,,,,,,,,0.515106,0.00336855
961,,,,,,,,0.516174,0.00342263
962,,,,,,,,0.517181,0.00340576
963,,,,,,,,0.51825,0.00344806
964,,,,,,,,0.519348,0.00353659
965,,,,,,,,0.520386,0.00355383
966,,,,,,,,0.521545,0.00357387
967,,,,,,,,0.522552,0.00361846
968,,,,,,,,0.523621,0.00365047
969,,,,,,,,0.524658,0.00370439
970,,,,,,,,0.525757,0.00374316
971,,,,,,,,0.526825,0.00376329
972,,,,,,,,0.527893,0.00380422
973,,,,,,,,0.528992,0.00385974
974,,,,,,,,0.53006,0.00389561
975,,,,,,,,0.531097,0.00391076
976,,,,,,,,0.532074,0.00394913
977,,,,,,,,0.533264,0.00400017
978,,,,,,,,0.534332,0.00402954
979,,,,,,,,0.5354,0.00404918
980,,,,,,,,0.536499,0.00409138
981,,,,,,,,0.537445,0.00414481
982,,,,,,,,0.538635,0.00417243
983,,,,,,,,0.539642,0.00419541
984,,,,,,,,0.540741,0.00425012
985,,,,,,,,0.541809,0.00430681
986,,,,,,,,0.542816,0.00434058
987,,,,,,,,0.543945,0.00437503
988,,,,,,,,0.544983,0.00442167
989,,,,,,,,0.546021,0.00446617
990,,,,,,,,0.54715,0.00449333
991,,,,,,,,0.548218,0.00452229
992,,,,,,,,0.549255,0.00456697
993,,,,,,,,0.550293,0.00462541
994,,,,,,,,0.551422,0.00467001
995,,,,,,,,0.55249,0.00470276
996,,,,,,,,0.553497,0.00474858
997,,,,,,,,0.554657,0.00476492
998,,,,,,,,0.555756,0.00482907
999,,,,,,,,0.556702,0.00491269
1000,,,,,,,,0.5578,0.00488745
1001,,,,,,,,0.558899,0.00491418
1002,,,,,,,,0.559937,0.00502379
1003,,,,,,,,0.561005,0.00503821
1004,,,,,,,,0.562103,0.00499598
1005,,,,,,,,0.563141,0.00505672
1006,,,,,,,,0.56424,0.00518542
1007,,,,,,,,0.565277,0.00522896
1008,,,,,,,,0.566315,0.00520314
1009,,,,,,,,0.567413,0.00526459
1010,,,,,,,,0.568481,0.00536646
1011,,,,,,,,0.56958,0.0053491
1012,,,,,,,,0.570557,0.0053274
1013,,,,,,,,0.571686,0.00543231
1014,,,,,,,,0.572784,0.00548194
1015,,,,,,,,0.573822,0.00547692
1016,,,,,,,,0.57489,0.00552083
1017,,,,,,,,0.575989,0.00554855
1018,,,,,,,,0.577087,0.00557759
1019,,,,,,,,0.578125,0.00562082
1020,,,,,,,,0.579102,0.00567233
1021,,,,,,,,0.580231,0.00572421
1022,,,,,,,,0.581329,0.00575263
1023,,,,,,,,0.582397,0.00578633
1024,,,,,,,,0.583405,0.00583585
1025,,,,,,,,0.584534,0.00587323
1026,,,,,,,,0.585663,0.00591277
1027,,,,,,,,0.586639,0.00594796
1028,,,,,,,,0.587646,0.00597905
1029,,,,,,,,0.588806,0.00601328
1030,,,,,,,,0.589874,0.00603852
1031,,,,,,,,0.590942,0.00607
1032,,,,,,,,0.591949,0.00611014
1033,,,,,,,,0.593079,0.00615086
1034,,,,,,,,0.594147,0.00617977
1035,,,,,,,,0.595154,0.00619132
1036,,,,,,,,0.596252,0.00621811
1037,,,,,,,,0.597351,0.00626054
1038,,,,,,,,0.598358,0.00628763
1039,,,,,,,,0.599487,0.00629473
1040,,,,,,,,0.600494,0.00631889
1041,,,,,,,,0.601624,0.00635479
1042,,,,,,,,0.602661,0.00636231
1043,,,,,,,,0.603729,0.00636709
1044,,,,,,,,0.604736,0.00639878
1045,,,,,,,,0.605804,0.00646952
1046,,,,,,,,0.606995,0.00643528
1047,,,,,,,,0.608002,0.00638184
1048,,,,,,,,0.60907,0.00652187
1049,,,,,,,,0.610168,0.00660277
1050,,,,,,,,0.611237,0.00652549
1051,,,,,,,,0.612335,0.00655276
1052,,,,,,,,0.613312,0.00666341
1053,,,,,,,,0.61441,0.00668377
1054,,,,,,,,0.615479,0.0065821
1055,,,,,,,,0.616547,0.00655802
1056,,,,,,,,0.617615,0.00668496
1057,,,,,,,,0.618713,0.00669057
1058,,,,,,,,0.619751,0.00660763
1059,,,,,,,,0.62088,0.00665534
1060,,,,,,,,0.621857,0.00673235
1061,,,,,,,,0.622955,0.00671037
1062,,,,,,,,0.624023,0.0066836
1063,,,,,,,,0.625122,0.00668504
1064,,,,,,,,0.626129,0.00669693
1065,,,,,,,,0.627228,0.00672235
1066,,,,,,,,0.628296,0.00673605
1067,,,,,,,,0.629364,0.00674153
1068,,,,,,,,0.630432,0.00676543
1069,,,,,,,,0.63147,0.00678354
1070,,,,,,,,0.632599,0.00677231
1071,,,,,,,,0.633667,0.00676093
1072,,,,,,,,0.634705,0.0067779
1073,,,,,,,,0.635742,0.00679711
1074,,,,,,,,0.636871,0.00679248
1075,,,,,,,,0.637909,0.00679118
1076,,,,,,,,0.638947,0.00680459
1077,,,,,,,,0.640045,0.00680221
1078,,,,,,,,0.641113,0.00678322
1079,,,,,,,,0.642151,0.00678751
1080,,,,,,,,0.64325,0.00680015
1081,,,,,,,,0.644348,0.00678996
1082,,,,,,,,0.645325,0.00677181
1083,,,,,,,,0.646423,0.00677549
1084,,,,,,,,0.647461,0.00679705
1085,,,,,,,,0.64859,0.0067925
1086,,,,,,,,0.649658,0.00678385
1087,,,,,,,,0.650665,0.00678885
1088,,,,,,,,0.651733,0.00677782
1089,,,,,,,,0.652863,0.00675949
1090,,,,,,,,0.653992,0.00674613
1091,,,,,,,,0.654907,0.00678727
1092,,,,,,,,0.656036,0.00678219
1093,,,,,,,,0.657166,0.00670116
1094,,,,,,,,0.658173,0.00674218
1095,,,,,,,,0.65918,0.00679283
1096,,,,,,,,0.660248,0.00671219
1097,,,,,,,,0.661407,0.00669369
1098,,,,,,,,0.662445,0.00676579
1099,,,,,,,,0.663544,0.0067817
1100,,,,,,,,0.664612,0.00669987
1101,,,,,,,,0.665649,0.00664472
1102,,,,,,,,0.666718,0.00670201
1103,,,,,,,,0.667694,0.00669321
1104,,,,,,,,0.668823,0.00660438
1105,,,,,,,,0.669922,0.00661441
1106,,,,,,,,0.671021,0.00665032
1107,,,,,,,,0.672028,0.00660962
1108,,,,,,,,0.673096,0.00659855
1109,,,,,,,,0.674225,0.00662041
1110,,,,,,,,0.675232,0.00660852
1111,,,,,,,,0.6763,0.00660417
1112,,,,,,,,0.677338,0.0066175
1113,,,,,,,,0.678406,0.00659582
1114,,,,,,,,0.679504,0.00654618
1115,,,,,,,,0.680511,0.00653177
1116,,,,,,,,0.681641,0.00654334
1117,,,,,,,,0.682739,0.00651987
1118,,,,,,,,0.683777,0.0064879
1119,,,,,,,,0.684814,0.00649322
1120,,,,,,,,0.685913,0.00650047
1121,,,,,,,,0.687012,0.00649138
1122,,,,,,,,0.688049,0.00647599
1123,,,,,,,,0.689087,0.00646688
1124,,,,,,,,0.690247,0.00645899
1125,,,,,,,,0.691254,0.00641659
1126,,,,,,,,0.692352,0.0063695
1127,,,,,,,,0.69339,0.00636642
1128,,,,,,,,0.694397,0.00637436
1129,,,,,,,,0.695526,0.00637332
1130,,,,,,,,0.696533,0.00636209
1131,,,,,,,,0.697601,0.00634146
1132,,,,,,,,0.69873,0.00632469
1133,,,,,,,,0.699707,0.00630168
1134,,,,,,,,0.700806,0.00626911
1135,,,,,,,,0.701965,0.00626408
1136,,,,,,,,0.703033,0.00627899
1137,,,,,,,,0.704041,0.00626231
1138,,,,,,,,0.705139,0.00623626
1139,,,,,,,,0.706146,0.00619718
1140,,,,,,,,0.707214,0.00621209
1141,,,,,,,,0.708313,0.00625009
1142,,,,,,,,0.70932,0.00616475
1143,,,,,,,,0.71048,0.00611384
1144,,,,,,,,0.711517,0.00617737
1145,,,,,,,,0.712555,0.00614094
1146,,,,,,,,0.713593,0.00605773
1147,,,,,,,,0.714691,0.00603387
1148,,,,,,,,0.715729,0.0060706
1149,,,,,,,,0.716827,0.00607667
1150,,,,,,,,0.717896,0.005983
1151,,,,,,,,0.718933,0.00598976
1152,,,,,,,,0.720032,0.00605617
1153,,,,,,,,0.72113,0.00600207
1154,,,,,,,,0.722168,0.00595283
1155,,,,,,,,0.723206,0.00596535
1156,,,,,,,,0.724335,0.00595306
1157,,,,,,,,0.725403,0.00592979
1158,,,,,,,,0.726349,0.0059062
1159,,,,,,,,0.727478,0.00589512
1160,,,,,,,,0.728577,0.00587518
1161,,,,,,,,0.729614,0.00584248
1162,,,,,,,,0.730652,0.00583489
1163,,,,,,,,0.73175,0.00583949
1164,,,,,,,,0.73291,0.00582412
1165,,,,,,,,0.733978,0.00580005
1166,,,,,,,,0.734955,0.00577086
1167,,,,,,,,0.735992,0.00574246
1168,,,,,,,,0.737122,0.00573325
1169,,,,,,,,0.738159,0.0057139
1170,,,,,,,,0.739197,0.005694
1171,,,,,,,,0.740295,0.00570076
1172,,,,,,,,0.741394,0.00568894
1173,,,,,,,,0.742371,0.00564729
1174,,,,,,,,0.7435,0.00562373
1175,,,,,,,,0.744507,0.00560759
1176,,,,,,,,0.745667,0.00558123
1177,,,,,,,,0.746704,0.00556138
1178,,,,,,,,0.747742,0.00553943
1179,,,,,,,,0.74884,0.00553529
1180,,,,,,,,0.749939,0.00553425
1181,,,,,,,,0.751343,0.00550358
1182,,,,,,,,0.751953,0.00549112
1183,,,,,,,,0.753479,0.00548383
1184,,,,,,,,0.7547,0.00543875
1185,,,,,,,,0.755615,0.00538681
1186,,,,,,,,0.756836,0.00538082
1187,,,,,,,,0.758362,0.00540252
1188,,,,,,,,0.758972,0.00535883
1189,,,,,,,,0.759888,0.00529244
1190,,,,,,,,0.761414,0.00529844
1191,,,,,,,,0.762024,0.0053011
1192,,,,,,,,0.762634,0.00522723
1193,,,,,,,,0.763855,0.00516856
1194,,,,,,,,0.765686,0.00519219
1195,,,,,,,,0.766907,0.00520119
1196,,,,,,,,0.767212,0.0051309
1197,,,,,,,,0.768433,0.0050966
1198,,,,,,,,0.769653,0.00513512
1199,,,,,,,,0.770569,0.00512197
1200,,,,,,,,0.77179,0.00505862
1201,,,,,,,,0.773315,0.00502716
1202,,,,,,,,0.773926,0.00500814
1203,,,,,,,,0.774841,0.00498269
1204,,,,,,,,0.775757,0.00495004
1205,,,,,,,,0.776978,0.00492466
1206,,,,,,,,0.777893,0.00492425
1207,,,,,,,,0.778809,0.00489489
1208,,,,,,,,0.780029,0.00485325
1209,,,,,,,,0.78125,0.00483174
1210,,,,,,,,0.782166,0.00480039
1211,,,,,,,,0.783081,0.00478821
1212,,,,,,,,0.784302,0.00477199
1213,,,,,,,,0.785828,0.00473759
1214,,,,,,,,0.786438,0.00473947
1215,,,,,,,,0.787659,0.00472554
1216,,,,,,,,0.789185,0.00468542
1217,,,,,,,,0.78949,0.00466514
1218,,,,,,,,0.79071,0.00463757
1219,,,,,,,,0.792236,0.00461906
1220,,,,,,,,0.792542,0.00458864
1221,,,,,,,,0.793762,0.00454994
1222,,,,,,,,0.794678,0.00455291
1223,,,,,,,,0.795593,0.00455757
1224,,,,,,,,0.797424,0.00453535
1225,,,,,,,,0.798035,0.00451865
1226,,,,,,,,0.799561,0.00451868
1227,,,,,,,,0.800781,0.00450116
1228,,,,,,,,0.801392,0.00446803
1229,,,,,,,,0.802917,0.00444871
1230,,,,,,,,0.803528,0.00444018
1231,,,,,,,,0.805054,0.00443904
1232,,,,,,,,0.806274,0.00443139
1233,,,,,,,,0.806274,0.00442998
1234,,,,,,,,0.8078,0.00441953
1235,,,,,,,,0.809021,0.00437575
1236,,,,,,,,0.810547,0.0043833
1237,,,,,,,,0.811157,0.00442042
1238,,,,,,,,0.812073,0.00441212
1239,,,,,,,,0.813293,0.00442877
1240,,,,,,,,0.814514,0.00449107
1241,,,,,,,,0.815735,0.00452951
1242,,,,,,,,0.816345,0.00452499
1243,,,,,,,,0.817871,0.00453338
1244,,,,,,,,0.818176,0.00459086
1245,,,,,,,,0.819702,0.00464492
1246,,,,,,,,0.820618,0.0046794
1247,,,,,,,,0.821838,0.00474383
1248,,,,,,,,0.822449,0.00482856
1249,,,,,,,,0.82428,0.00490131
1250,,,,,,,,0.82489,0.004959
1251,,,,,,,,0.826111,0.00504703
1252,,,,,,,,0.827026,0.0051441
1253,,,,,,,,0.827942,0.00523286
1254,,,,,,,,0.828857,0.00535948
1255,,,,,,,,0.830383,0.00547215
1256,,,,,,,,0.831299,0.00557069
1257,,,,,,,,0.83252,0.00571406
1258,,,,,,,,0.834045,0.00585103
1259,,,,,,,,0.834045,0.00599336
1260,,,,,,,,0.835876,0.00614231
1261,,,,,,,,0.836487,0.00627161
1262,,,,,,,,0.837402,0.00644605
1263,,,,,,,,0.838623,0.00662584
1264,,,,,,,,0.839844,0.00680954
1265,,,,,,,,0.841064,0.00702224
1266,,,,,,,,0.842285,0.00722736
1267,,,,,,,,0.843201,0.00743808
1268,,,,,,,,0.844116,0.00763608
1269,,,,,,,,0.845337,0.00778178
1270,,,,,,,,0.845947,0.00828303
1271,,,,,,,,0.846863,0.00881169
1272,,,,,,,,0.848389,0.00860547
1273,,,,,,,,0.849915,0.00766732
1274,,,,,,,,0.85083,0.00615684
1275,,,,,,,,0.849609,0.00431238
1276,,,,,,,,0.848389,0.00235403
1277,,,,,,,,0.847473,0.000652704
1278,,,,,,,,0.846558,-0.00023494
1279,,,,,,,,0.845032,-0.000655599
1280,,,,,,,,0.844421,-0.00119564
1281,,,,,,,,0.843201,-0.00171682
1282,,,,,,,,0.842285,-0.00210836
1283,,,,,,,,0.84137,-0.00242209
1284,,,,,,,,0.839539,-0.00275685
1285,,,,,,,,0.838623,-0.00305661
1286,,,,,,,,0.837708,-0.00330363
1287,,,,,,,,0.836487,-0.00349481
1288,,,,,,,,0.835876,-0.00370485
1289,,,,,,,,0.835266,-0.00392391
1290,,,,,,,,0.833435,-0.00404634
1291,,,,,,,,0.83252,-0.00415904
1292,,,,,,,,0.831299,-0.00428138
1293,,,,,,,,0.830383,-0.00437308
1294,,,,,,,,0.829163,-0.00443805
1295,,,,,,,,0.828857,-0.00448016
1296,,,,,,,,0.826721,-0.00454767
1297,,,,,,,,0.826416,-0.00460751
1298,,,,,,,,0.8255,-0.00462102
1299,,,,,,,,0.823975,-0.00462157
1300,,,,,,,,0.823059,-0.00459486
1301,,,,,,,,0.821838,-0.00456117
1302,,,,,,,,0.820007,-0.00450698
1303,,,,,,,,0.820007,-0.00444775
1304,,,,,,,,0.818481,-0.00442521
1305,,,,,,,,0.817261,-0.00438806
1306,,,,,,,,0.81665,-0.00431888
1307,,,,,,,,0.815735,-0.00422925
1308,,,,,,,,0.814514,-0.00412926
1309,,,,,,,,0.813599,-0.00402704
1310,,,,,,,,0.811768,-0.00389867
1311,,,,,,,,0.810852,-0.00378564
1312,,,,,,,,0.809937,-0.00367941
1313,,,,,,,,0.809021,-0.00357064
1314,,,,,,,,0.808105,-0.00345992
1315,,,,,,,,0.80719,-0.00334662
1316,,,,,,,,0.805969,-0.00325611
1317,,,,,,,,0.804443,-0.00314644
1318,,,,,,,,0.803528,-0.00303002
