,1 - Potential Applied / V,1 - Time / s,1 - Current / A,1 - Potential / V,2 - Potential Applied / V,2 - Time / s,2 - Current / A,2 - Potential / V ,3 - Potential Applied / V,3 - Time / s,3 - Current / A,3 - Potential / V,4 - Potential Applied / V,4 - Time / s,4 - Current / A,4 - Potential / V,5 - Potential Applied / V,5 - Time / s,5 - Current / A,5 - Potential / V,6 - Potential Applied / V,6 - Time / s,6 - Current / A,6 - Potential / V,7 - Potential Applied / V,7 - Time / s,7 - Current / A,7 - Potential / V,8 - Potential Applied / V,8 - Time / s,8 - Current / A,8 - Potential / V,9 - Potential Applied / V,9 - Time / s,9 - Current / A,9 - Potential / V,10 - Potential Applied / V,10 - Time / s,10 - Current / A,10 - Potential / V,11 - Potential Applied / V,11 - Time / s,11 - Current / A,11 - Potential / V,12 - Potential Applied / V,12 - Time / s,12 - Current / A,12 - Potential / V,13 - Potential Applied / V,13 - Time / s,13 - Current / A,13 - Potential / V
795,0.85022,59.5292,0.0746765,0.85083,0.85022,55.8314,0.0611572,0.851135,0.85022,47.2874,0.0438293,0.85022,0.85022,40.6081,0.0395966,0.85083,0.85022,37.9432,0.0375122,0.85083,0.85022,35.3151,0.0346039,0.850525,0.85022,33.9838,0.0334198,0.85022,0.85022,32.6252,0.0319397,0.85083,0.85022,31.2927,0.0324524,0.850525,0.85022,27.2895,0.032193,0.850525,0.85022,23.295,0.0327637,0.85083,0.85022,22.5586,0.0359344,0.85022,-0.0491333,70.7134,-0.00274017,-0.0488983
796,0.851288,59.5328,0.0749817,0.852051,0.851288,55.835,0.0612488,0.851746,0.851288,47.291,0.0439484,0.851746,0.851288,40.6117,0.0397156,0.85144,0.851288,37.9468,0.0376495,0.851135,0.851288,35.3187,0.0346924,0.851746,0.851288,33.9874,0.0336975,0.851746,0.851288,32.6288,0.0321106,0.85144,0.851288,31.2962,0.0326538,0.85144,0.851288,27.293,0.032428,0.852051,0.851288,23.2986,0.0329285,0.851746,0.849152,22.5622,0.0347443,0.849304,-0.0502014,70.7348,-0.00272095,-0.0499573
797,0.852356,59.5364,0.0750732,0.852966,0.852356,55.8386,0.061554,0.852966,0.852356,47.2946,0.0440887,0.853271,0.852356,40.6152,0.0399414,0.852661,0.852356,37.9504,0.0377869,0.852966,0.852356,35.3222,0.0349152,0.852966,0.852356,33.9909,0.0338562,0.852966,0.852356,32.6324,0.0323242,0.852966,0.852356,31.2998,0.0328339,0.852661,0.852356,27.2966,0.0325897,0.852661,0.852356,23.3022,0.0330841,0.852661,0.848083,22.5657,0.033963,0.848694,-0.0512695,70.7561,-0.00274017,-0.0510559
798,0.853424,59.5399,0.0755005,0.853882,0.853424,55.8421,0.0618286,0.854187,0.853424,47.2981,0.0443268,0.854187,0.853424,40.6188,0.0401154,0.853577,0.853424,37.9539,0.0379944,0.853882,0.853424,35.3258,0.0350922,0.854187,0.853424,33.9945,0.0339874,0.853577,0.853424,32.6359,0.0324249,0.854187,0.853424,31.3034,0.0329773,0.853882,0.853424,27.3001,0.0327362,0.853882,0.853424,23.3057,0.0332642,0.853882,0.847015,22.5693,0.0333374,0.847473,-0.0523376,70.7775,-0.00275635,-0.052124
799,0.854492,59.5435,0.0758972,0.855103,0.854492,55.8457,0.061615,0.855103,0.854492,47.3017,0.0443207,0.854492,0.854492,40.6223,0.040274,0.854797,0.854492,37.9575,0.0382355,0.855408,0.854492,35.3294,0.0352325,0.855103,0.854492,33.998,0.0341736,0.855408,0.854492,32.6395,0.0325867,0.854492,0.854492,31.3069,0.0332092,0.855103,0.854492,27.3037,0.0329071,0.855103,0.854492,23.3093,0.0335358,0.855103,0.845947,22.5728,0.032724,0.846252,-0.0534058,70.7989,-0.00273468,-0.0531921
800,0.85556,59.547,0.0759583,0.855713,0.85556,55.8492,0.0616455,0.855713,0.85556,47.3052,0.0444519,0.856323,0.85556,40.6259,0.040506,0.855713,0.85556,37.961,0.0383209,0.855713,0.85556,35.3329,0.0354034,0.855408,0.85556,34.0016,0.0343384,0.856018,0.85556,32.643,0.0327942,0.855713,0.85556,31.3105,0.0334534,0.856628,0.85556,27.3073,0.0330933,0.856323,0.85556,23.3128,0.03367,0.855713,0.844879,22.5764,0.0320465,0.845642,-0.0544739,70.8202,-0.00272736,-0.0542603
801,0.856628,59.5506,0.0758057,0.856934,0.856628,55.8528,0.0614624,0.857239,0.856628,47.3088,0.0446655,0.857239,0.856628,40.6295,0.0407379,0.856934,0.856628,37.9646,0.038559,0.857239,0.856628,35.3365,0.0356232,0.857239,0.856628,34.0052,0.0345062,0.857239,0.856628,32.6466,0.0329437,0.857239,0.856628,31.314,0.0335876,0.857544,0.856628,27.3108,0.0332764,0.857544,0.856628,23.3164,0.033847,0.856628,0.843811,22.58,0.0315216,0.843811,-0.055542,70.8416,-0.00275452,-0.0553284
802,0.857697,59.5542,0.0761719,0.858765,0.857697,55.8564,0.0614624,0.857544,0.857697,47.3124,0.0448883,0.857849,0.857697,40.633,0.04086,0.858154,0.857697,37.9682,0.0388153,0.857849,0.857697,35.34,0.0357544,0.858154,0.857697,34.0087,0.0347107,0.858154,0.857697,32.6502,0.0330414,0.858459,0.857697,31.3176,0.0337738,0.857239,0.857697,27.3144,0.0335419,0.858765,0.857697,23.32,0.0341309,0.857849,0.842743,22.5835,0.0310516,0.843201,-0.0566101,70.8629,-0.00274902,-0.0563965
803,0.858765,59.5577,0.0766602,0.859375,0.858765,55.8599,0.0615234,0.859375,0.858765,47.3159,0.04505,0.859375,0.858765,40.6366,0.0409424,0.85968,0.858765,37.9717,0.0389587,0.85907,0.858765,35.3436,0.0358948,0.85907,0.858765,34.0123,0.0348969,0.859375,0.858765,32.6537,0.0332581,0.85907,0.858765,31.3212,0.0340454,0.85907,0.858765,27.3179,0.033728,0.85968,0.858765,23.3235,0.0343445,0.859375,0.841675,22.5871,0.0305481,0.84198,-0.0576782,70.8843,-0.00273193,-0.0574036
804,0.859833,59.5613,0.0770264,0.859985,0.859833,55.8635,0.0618591,0.85968,0.859833,47.3195,0.0452728,0.859985,0.859833,40.6401,0.0412384,0.860291,0.859833,37.9753,0.0390778,0.859985,0.859833,35.3472,0.0361633,0.85968,0.859833,34.0158,0.0350433,0.860291,0.859833,32.6573,0.0335114,0.860596,0.859833,31.3247,0.0342682,0.85968,0.859833,27.3215,0.0338318,0.860291,0.859833,23.3271,0.034491,0.860291,0.840607,22.5906,0.0300812,0.841064,-0.0587463,70.9057,-0.00274414,-0.0584412
805,0.860901,59.5648,0.0776367,0.861206,0.860901,55.867,0.0621643,0.861206,0.860901,47.323,0.0455536,0.860901,0.860901,40.6437,0.0414856,0.861206,0.860901,37.9788,0.0393646,0.861511,0.860901,35.3507,0.0364014,0.860901,0.860901,34.0194,0.0352142,0.861511,0.860901,32.6608,0.0336365,0.861206,0.860901,31.3283,0.0344421,0.861511,0.860901,27.3251,0.0341217,0.861206,0.860901,23.3306,0.0347626,0.861816,0.839539,22.5942,0.0296509,0.840149,-0.0598145,70.927,-0.00274048,-0.0595398
806,0.861969,59.5684,0.0783691,0.861816,0.861969,55.8706,0.0626831,0.862427,0.861969,47.3266,0.0458069,0.862122,0.861969,40.6473,0.0416504,0.861816,0.861969,37.9824,0.0395874,0.862122,0.861969,35.3543,0.0365082,0.861816,0.861969,34.023,0.0355164,0.862732,0.861969,32.6644,0.0338593,0.862122,0.861969,31.3318,0.0346985,0.861511,0.861969,27.3286,0.0344452,0.862122,0.861969,23.3342,0.0350403,0.861816,0.83847,22.5978,0.0291809,0.838623,-0.0608826,70.9484,-0.00274323,-0.0606689
807,0.863037,59.572,0.0790405,0.863342,0.863037,55.8742,0.0632324,0.863647,0.863037,47.3302,0.0460114,0.863647,0.863037,40.6508,0.0419525,0.863037,0.863037,37.986,0.0397736,0.863647,0.863037,35.3578,0.0367798,0.863342,0.863037,34.0265,0.0357727,0.863647,0.863037,32.668,0.0341248,0.863647,0.863037,31.3354,0.0349792,0.863037,0.863037,27.3322,0.0346313,0.863342,0.863037,23.3378,0.0352234,0.863647,0.837402,22.6013,0.0288025,0.837708,-0.0619507,70.9697,-0.00274475,-0.0617371
808,0.864105,59.5755,0.0800171,0.864563,0.864105,55.8777,0.0635681,0.863953,0.864105,47.3337,0.046347,0.864258,0.864105,40.6544,0.0423035,0.864258,0.864105,37.9895,0.0400848,0.863953,0.864105,35.3614,0.0370453,0.864258,0.864105,34.0301,0.0359497,0.864258,0.864105,32.6715,0.0343292,0.864258,0.864105,31.339,0.0351746,0.864258,0.864105,27.3357,0.0348083,0.864868,0.864105,23.3413,0.0354889,0.864563,0.836334,22.6049,0.0284729,0.836792,-0.0630188,70.9911,-0.0027417,-0.0627747
809,0.865173,59.5791,0.0807495,0.865173,0.865173,55.8813,0.0638733,0.865784,0.865173,47.3373,0.0466888,0.865784,0.865173,40.6579,0.0425171,0.865784,0.865173,37.9931,0.0403534,0.865479,0.865173,35.365,0.0372772,0.865173,0.865173,34.0336,0.0361786,0.865479,0.865173,32.6751,0.0345154,0.865479,0.865173,31.3425,0.0354095,0.865479,0.865173,27.3393,0.035083,0.865479,0.865173,23.3449,0.0357941,0.865479,0.835266,22.6084,0.0280701,0.835876,-0.0640869,71.0125,-0.0027356,-0.0639038
810,0.866241,59.5826,0.0817261,0.865784,0.866241,55.8848,0.0639954,0.866394,0.866241,47.3408,0.046933,0.866089,0.866241,40.6615,0.0427856,0.866089,0.866241,37.9966,0.040567,0.866089,0.866241,35.3685,0.0375031,0.866699,0.866241,34.0372,0.0365234,0.866699,0.866241,32.6786,0.0348267,0.865784,0.866241,31.3461,0.0357269,0.866394,0.866241,27.3429,0.0354004,0.866699,0.866241,23.3484,0.0360352,0.866394,0.834198,22.612,0.0275879,0.834656,-0.065155,71.0338,-0.00273804,-0.0649109
811,0.86731,59.5862,0.0826111,0.867615,0.86731,55.8884,0.0645142,0.867615,0.86731,47.3444,0.0472107,0.867615,0.86731,40.6651,0.0431122,0.86792,0.86731,38.0002,0.0408813,0.86792,0.86731,35.3721,0.0378448,0.868225,0.86731,34.0408,0.0367706,0.86731,0.86731,32.6822,0.0351074,0.86792,0.86731,31.3496,0.0359406,0.86731,0.86731,27.3464,0.0356293,0.867615,0.86731,23.352,0.0362732,0.867615,0.83313,22.6156,0.0272827,0.834045,-0.0662231,71.0552,-0.00274109,-0.0659485
812,0.868378,59.5898,0.0830994,0.868835,0.868378,55.892,0.0649414,0.86853,0.868378,47.348,0.0476196,0.86853,0.868378,40.6686,0.0433716,0.86853,0.868378,38.0038,0.0412201,0.86853,0.868378,35.3756,0.0380981,0.868835,0.868378,34.0443,0.0369904,0.869141,0.868378,32.6858,0.0352692,0.86853,0.868378,31.3532,0.0361664,0.868225,0.868378,27.35,0.0358673,0.86853,0.868378,23.3556,0.0366272,0.86853,0.832062,22.6191,0.0269958,0.832214,-0.0672913,71.0766,-0.0027359,-0.0671082
813,0.869446,59.5933,0.0837097,0.869446,0.869446,55.8955,0.0654907,0.870056,0.869446,47.3515,0.0479553,0.870056,0.869446,40.6722,0.0436493,0.869751,0.869446,38.0073,0.0415161,0.870056,0.869446,35.3792,0.0383209,0.869446,0.869446,34.0479,0.0372742,0.869751,0.869446,32.6893,0.035556,0.869446,0.869446,31.3568,0.0365143,0.869751,0.869446,27.3535,0.0361786,0.869751,0.869446,23.3591,0.0369202,0.869751,0.830994,22.6227,0.026651,0.831604,-0.0683594,71.0979,-0.00272949,-0.0681152
814,0.870514,59.5969,0.0843811,0.871277,0.870514,55.8991,0.065979,0.870972,0.870514,47.3551,0.0482849,0.870361,0.870514,40.6757,0.0440857,0.870972,0.870514,38.0109,0.0418121,0.870972,0.870514,35.3828,0.0386993,0.870667,0.870514,34.0514,0.0375488,0.871277,0.870514,32.6929,0.0358978,0.870361,0.870514,31.3603,0.0368164,0.871277,0.870514,27.3571,0.0364929,0.870667,0.870514,23.3627,0.0371399,0.870667,0.829926,22.6262,0.0262817,0.830078,-0.0694275,71.1193,-0.00273193,-0.0690918
815,0.871582,59.6004,0.0845337,0.871277,0.871582,55.9026,0.0668335,0.871887,0.871582,47.3586,0.0487213,0.871887,0.871582,40.6793,0.0444397,0.872192,0.871582,38.0144,0.0422211,0.871582,0.871582,35.3863,0.0390259,0.871582,0.871582,34.055,0.037854,0.871887,0.871582,32.6964,0.0361816,0.872192,0.871582,31.3639,0.037027,0.872192,0.871582,27.3607,0.0367462,0.872192,0.871582,23.3662,0.0374695,0.872192,0.828857,22.6298,0.026004,0.829468,-0.0704956,71.1406,-0.00273376,-0.0702209
816,0.87265,59.604,0.0848694,0.872803,0.87265,55.9062,0.0673523,0.872498,0.87265,47.3622,0.0491638,0.872803,0.87265,40.6829,0.0446777,0.873413,0.87265,38.018,0.0425903,0.873413,0.87265,35.3899,0.0392303,0.873108,0.87265,34.0586,0.0382721,0.872803,0.87265,32.7,0.0364136,0.872803,0.87265,31.3674,0.0373932,0.872803,0.87265,27.3642,0.0370941,0.873108,0.87265,23.3698,0.037854,0.872498,0.827789,22.6334,0.0257294,0.828552,-0.0715637,71.162,-0.00272675,-0.0713196
817,0.873718,59.6076,0.0858765,0.874023,0.873718,55.9098,0.0680542,0.874329,0.873718,47.3658,0.0495483,0.874329,0.873718,40.6864,0.0450714,0.873718,0.873718,38.0216,0.0428589,0.873718,0.873718,35.3934,0.039624,0.874023,0.873718,34.0621,0.0385834,0.874329,0.873718,32.7036,0.036795,0.873718,0.873718,31.371,0.037738,0.874023,0.873718,27.3678,0.0373901,0.873718,0.873718,23.3734,0.0381561,0.874023,0.826721,22.6369,0.0253998,0.827332,-0.0726318,71.1834,-0.00272247,-0.0723267
818,0.874786,59.6111,0.0868225,0.874939,0.874786,55.9133,0.068512,0.875244,0.874786,47.3693,0.0499573,0.874634,0.874786,40.69,0.0455109,0.875244,0.874786,38.0251,0.0432739,0.874939,0.874786,35.397,0.0400665,0.874634,0.874786,34.0657,0.038855,0.874939,0.874786,32.7071,0.0370636,0.874939,0.874786,31.3746,0.0379974,0.875244,0.874786,27.3713,0.0376343,0.874634,0.874786,23.3769,0.038443,0.874634,0.825653,22.6405,0.0251282,0.825806,-0.0737,71.2047,-0.002724,-0.0734558
819,0.875854,59.6147,0.0882263,0.876465,0.875854,55.9169,0.0691833,0.876465,0.875854,47.3729,0.0505066,0.875854,0.875854,40.6935,0.0458801,0.87677,0.875854,38.0287,0.043689,0.876465,0.875854,35.4006,0.0404053,0.875854,0.875854,34.0692,0.0391876,0.876465,0.875854,32.7107,0.0373169,0.87616,0.875854,31.3781,0.0383057,0.87616,0.875854,27.3749,0.0380646,0.876465,0.875854,23.3805,0.0388855,0.875854,0.824585,22.644,0.0248566,0.82489,-0.0747681,71.2261,-0.00272339,-0.0745239
820,0.876923,59.6182,0.0890503,0.87738,0.876923,55.9204,0.069519,0.87738,0.876923,47.3764,0.0509033,0.877686,0.876923,40.6971,0.0462891,0.877075,0.876923,38.0322,0.0440216,0.877075,0.876923,35.4041,0.0407227,0.87738,0.876923,34.0728,0.0396576,0.877686,0.876923,32.7142,0.0377106,0.877075,0.876923,31.3817,0.0387482,0.87738,0.876923,27.3785,0.0384308,0.87738,0.876923,23.384,0.0392273,0.877075,0.823517,22.6476,0.02453,0.823669,-0.0758362,71.2475,-0.00271576,-0.0756226
821,0.877991,59.6218,0.0906372,0.878296,0.877991,55.924,0.0702515,0.878601,0.877991,47.38,0.0513916,0.877686,0.877991,40.7007,0.0468079,0.878296,0.877991,38.0358,0.0444641,0.878296,0.877991,35.4077,0.0411377,0.877991,0.877991,34.0764,0.0400757,0.877991,0.877991,32.7178,0.0380737,0.877991,0.877991,31.3852,0.0390564,0.878296,0.877991,27.382,0.0387207,0.878296,0.877991,23.3876,0.0395447,0.878296,0.822449,22.6512,0.024295,0.823059,-0.0769043,71.2688,-0.0027124,-0.0766907
822,0.879059,59.6254,0.0923462,0.878906,0.879059,55.9276,0.0712585,0.879211,0.879059,47.3836,0.0519409,0.879822,0.879059,40.7042,0.0472992,0.879211,0.879059,38.0394,0.044989,0.879517,0.879059,35.4112,0.0416229,0.879211,0.879059,34.0799,0.0403809,0.879211,0.879059,32.7214,0.0383301,0.878601,0.879059,31.3888,0.0393799,0.879517,0.879059,27.3856,0.0391113,0.879822,0.879059,23.3912,0.0400055,0.879211,0.821381,22.6547,0.024118,0.821838,-0.0779724,71.2902,-0.00271545,-0.0777588
823,0.880127,59.6289,0.0929565,0.880432,0.880127,55.9311,0.0718079,0.879822,0.880127,47.3871,0.0524902,0.880432,0.880127,40.7078,0.0477509,0.880432,0.880127,38.0429,0.0454376,0.880432,0.880127,35.4148,0.0420227,0.880432,0.880127,34.0835,0.0407257,0.880432,0.880127,32.7249,0.0386597,0.879822,0.880127,31.3924,0.039859,0.880432,0.880127,27.3891,0.039563,0.880432,0.880127,23.3947,0.0404022,0.880127,0.820313,22.6583,0.023819,0.820618,-0.0790405,71.3115,-0.0027124,-0.0786743
824,0.881195,59.6325,0.0944519,0.881348,0.881195,55.9347,0.0728455,0.881042,0.881195,47.3907,0.052948,0.881042,0.881195,40.7113,0.0483368,0.880737,0.881195,38.0465,0.0458496,0.881653,0.881195,35.4184,0.0425812,0.881653,0.881195,34.087,0.0412079,0.881348,0.881195,32.7285,0.0391296,0.881653,0.881195,31.3959,0.0401642,0.881653,0.881195,27.3927,0.0399017,0.881348,0.881195,23.3983,0.0407166,0.880737,0.819244,22.6618,0.0235107,0.819397,-0.0801086,71.3329,-0.00270477,-0.079834
825,0.882263,59.636,0.0958862,0.882568,0.882263,55.9382,0.0734253,0.882568,0.882263,47.3942,0.0535583,0.883179,0.882263,40.7149,0.048996,0.882568,0.882263,38.05,0.0464294,0.882263,0.882263,35.4219,0.0431122,0.882874,0.882263,34.0906,0.0416351,0.882263,0.882263,32.732,0.0395294,0.882263,0.882263,31.3995,0.0404602,0.882874,0.882263,27.3963,0.0402893,0.882568,0.882263,23.4018,0.0411682,0.882263,0.818176,22.6654,0.0233063,0.818481,-0.0811768,71.3543,-0.00270142,-0.0809326
826,0.883331,59.6396,0.0973206,0.883484,0.883331,55.9418,0.0741882,0.884094,0.883331,47.3978,0.0542297,0.883484,0.883331,40.7185,0.0495544,0.883484,0.883331,38.0536,0.0470428,0.884094,0.883331,35.4255,0.0435516,0.883484,0.883331,34.0942,0.0422607,0.883789,0.883331,32.7356,0.03992,0.883179,0.883331,31.403,0.0409027,0.883484,0.883331,27.3998,0.0407867,0.883789,0.883331,23.4054,0.041684,0.883789,0.817108,22.669,0.0231476,0.816956,-0.0822449,71.3756,-0.00270203,-0.0819702
827,0.884399,59.6432,0.098175,0.884705,0.884399,55.9454,0.0751648,0.884094,0.884399,47.4014,0.0548096,0.88501,0.884399,40.722,0.0502014,0.885315,0.884399,38.0572,0.0477356,0.88501,0.884399,35.429,0.0440216,0.884705,0.884399,34.0977,0.0426575,0.884399,0.884399,32.7392,0.0404358,0.884705,0.884399,31.4066,0.0414825,0.884094,0.884399,27.4034,0.0412415,0.884705,0.884399,23.409,0.0421082,0.884705,0.81604,22.6725,0.0228821,0.816345,-0.083313,71.397,-0.00269867,-0.0830383
828,0.885468,59.6467,0.0993347,0.885925,0.885468,55.9489,0.0761719,0.88562,0.885468,47.4049,0.0555115,0.885925,0.885468,40.7256,0.0507202,0.885925,0.885468,38.0607,0.0483734,0.885315,0.885468,35.4326,0.0446381,0.885925,0.885468,34.1013,0.0431061,0.88623,0.885468,32.7427,0.040918,0.88562,0.885468,31.4102,0.0419128,0.88623,0.885468,27.4069,0.0416321,0.885315,0.885468,23.4125,0.0424835,0.885315,0.814972,22.6761,0.0226471,0.81543,-0.0843811,71.4184,-0.00269348,-0.0841064
829,0.886536,59.6503,0.100311,0.886841,0.886536,55.9525,0.077179,0.887146,0.886536,47.4085,0.0561829,0.886536,0.886536,40.7291,0.0513611,0.886841,0.886536,38.0643,0.0490692,0.886536,0.886536,35.4362,0.0451691,0.886841,0.886536,34.1048,0.0436096,0.887451,0.886536,32.7463,0.0412567,0.887451,0.886536,31.4137,0.0422302,0.88623,0.886536,27.4105,0.042157,0.887146,0.886536,23.4161,0.0430603,0.886536,0.813904,22.6796,0.0224792,0.814514,-0.0854492,71.4397,-0.00268951,-0.0852051
830,0.887604,59.6538,0.102631,0.887451,0.887604,55.956,0.0779419,0.887451,0.887604,47.412,0.0569153,0.888367,0.887604,40.7327,0.0519104,0.888062,0.887604,38.0678,0.0496094,0.888062,0.887604,35.4397,0.0455872,0.888062,0.887604,34.1084,0.0443146,0.888062,0.887604,32.7498,0.0417725,0.887756,0.887604,31.4173,0.0427582,0.887756,0.887604,27.4141,0.0426941,0.887756,0.887604,23.4196,0.0435913,0.888367,0.812836,22.6832,0.0222839,0.813293,-0.0865173,71.4611,-0.00268982,-0.0862122
831,0.888672,59.6574,0.103485,0.888977,0.888672,55.9596,0.0791321,0.889587,0.888672,47.4156,0.0574951,0.888977,0.888672,40.7363,0.0527039,0.889587,0.888672,38.0714,0.0501404,0.888977,0.888672,35.4433,0.0462097,0.888672,0.888672,34.112,0.044809,0.889282,0.888672,32.7534,0.0423584,0.888672,0.888672,31.4208,0.0433228,0.889282,0.888672,27.4176,0.0430664,0.889282,0.888672,23.4232,0.043985,0.888977,0.811768,22.6868,0.0220673,0.812378,-0.0875854,71.4824,-0.00268341,-0.0872803
832,0.88974,59.661,0.105713,0.890503,0.88974,55.9632,0.0804443,0.889587,0.88974,47.4192,0.0584106,0.890198,0.88974,40.7398,0.0533752,0.890503,0.88974,38.075,0.0507813,0.889893,0.88974,35.4468,0.0468719,0.890503,0.88974,34.1155,0.0453003,0.889893,0.88974,32.757,0.0428802,0.890198,0.88974,31.4244,0.0437958,0.890198,0.88974,27.4212,0.0436249,0.889893,0.88974,23.4268,0.0445557,0.889893,0.810699,22.6903,0.021936,0.810852,-0.0886536,71.5038,-0.00267731,-0.0883484
833,0.890808,59.6645,0.107422,0.891113,0.890808,55.9667,0.0815125,0.891113,0.890808,47.4227,0.0592651,0.890808,0.890808,40.7434,0.0541382,0.891418,0.890808,38.0785,0.0515442,0.891113,0.890808,35.4504,0.0474792,0.890503,0.890808,34.1191,0.0459076,0.890808,0.890808,32.7605,0.0433899,0.891418,0.890808,31.428,0.0443481,0.891418,0.890808,27.4247,0.0442261,0.890808,0.890808,23.4303,0.0451691,0.890808,0.809631,22.6939,0.0217438,0.810242,-0.0897217,71.5252,-0.00267365,-0.0894165
834,0.891876,59.6681,0.109283,0.891724,0.891876,55.9703,0.0825806,0.892029,0.891876,47.4263,0.0600586,0.892334,0.891876,40.7469,0.0549622,0.892334,0.891876,38.0821,0.052124,0.892334,0.891876,35.454,0.048111,0.891724,0.891876,34.1226,0.0466919,0.892029,0.891876,32.7641,0.0441437,0.892639,0.891876,31.4315,0.044873,0.892334,0.891876,27.4283,0.0447632,0.892334,0.891876,23.4339,0.0457092,0.892334,0.808563,22.6974,0.0215027,0.808716,-0.0907898,71.5465,-0.00267212,-0.0904846
835,0.892944,59.6716,0.110718,0.89325,0.892944,55.9738,0.0835876,0.89325,0.892944,47.4298,0.0610352,0.893555,0.892944,40.7505,0.0556641,0.89325,0.892944,38.0856,0.0528564,0.892944,0.892944,35.4575,0.0488403,0.89325,0.892944,34.1262,0.04729,0.893555,0.892944,32.7676,0.0447296,0.89325,0.892944,31.4351,0.0453796,0.893555,0.892944,27.4319,0.0452271,0.892944,0.892944,23.4374,0.0462433,0.892944,0.807495,22.701,0.0213593,0.808105,-0.0918579,71.5679,-0.00266846,-0.0915527
836,0.894012,59.6752,0.112366,0.89447,0.894012,55.9774,0.0840149,0.894165,0.894012,47.4334,0.0620422,0.894165,0.894012,40.7541,0.0564575,0.894165,0.894012,38.0892,0.0536194,0.89447,0.894012,35.4611,0.0495209,0.894165,0.894012,34.1298,0.0479248,0.894775,0.894012,32.7712,0.0452118,0.894775,0.894012,31.4386,0.0460663,0.89386,0.894012,27.4354,0.045932,0.89447,0.894012,23.441,0.0469696,0.89447,0.806427,22.7046,0.0212555,0.806274,-0.092926,71.5892,-0.00266235,-0.0926514
837,0.895081,59.6788,0.113892,0.895386,0.895081,55.981,0.0853882,0.895386,0.895081,47.437,0.0628357,0.895691,0.895081,40.7576,0.057251,0.895081,0.895081,38.0928,0.0542603,0.895386,0.895081,35.4646,0.0501099,0.895386,0.895081,34.1333,0.0488892,0.895386,0.895081,32.7748,0.0459534,0.895386,0.895081,31.4422,0.0468689,0.895691,0.895081,27.439,0.0465759,0.895386,0.895081,23.4446,0.0475433,0.895386,0.805359,22.7081,0.0210114,0.805664,-0.0939941,71.6106,-0.00265625,-0.093689
838,0.896149,59.6823,0.116119,0.895996,0.896149,55.9845,0.086853,0.896301,0.896149,47.4405,0.0636902,0.896301,0.896149,40.7612,0.0580444,0.896912,0.896149,38.0963,0.0550537,0.896606,0.896149,35.4682,0.0509033,0.896301,0.896149,34.1369,0.0494904,0.896301,0.896149,32.7783,0.046582,0.896912,0.896149,31.4458,0.0474152,0.896301,0.896149,27.4425,0.0471191,0.896301,0.896149,23.4481,0.0481049,0.896606,0.804291,22.7117,0.0208557,0.805054,-0.0950623,71.632,-0.00265533,-0.0947571
839,0.897217,59.6859,0.11792,0.897827,0.897217,55.9881,0.087738,0.897522,0.897217,47.4441,0.0646362,0.897827,0.897217,40.7647,0.0588989,0.897827,0.897217,38.0999,0.0560608,0.897522,0.897217,35.4718,0.0518494,0.897827,0.897217,34.1404,0.0500793,0.897827,0.897217,32.7819,0.0472443,0.898132,0.897217,31.4493,0.047879,0.897827,0.897217,27.4461,0.0478455,0.897522,0.897217,23.4517,0.0488525,0.897522,0.803223,22.7152,0.020755,0.803528,-0.0961304,71.6533,-0.00265076,-0.0958252
840,0.898285,59.6894,0.119263,0.898132,0.898285,55.9916,0.0888672,0.899048,0.898285,47.4476,0.0655518,0.898132,0.898285,40.7683,0.0598755,0.898438,0.898285,38.1034,0.0571289,0.898438,0.898285,35.4753,0.0525818,0.898743,0.898285,34.144,0.0508118,0.899048,0.898285,32.7854,0.0479156,0.897522,0.898285,31.4529,0.0486176,0.898438,0.898285,27.4497,0.0485779,0.898743,0.898285,23.4552,0.0495392,0.898743,0.802155,22.7188,0.0206238,0.802917,-0.0971985,71.6747,-0.00264496,-0.0968933
841,0.899353,59.693,0.121185,0.899353,0.899353,55.9952,0.0904846,0.899963,0.899353,47.4512,0.0665588,0.899353,0.899353,40.7719,0.0610657,0.899963,0.899353,38.107,0.0579834,0.899963,0.899353,35.4789,0.0535583,0.899353,0.899353,34.1476,0.0515137,0.899048,0.899353,32.789,0.0487762,0.899658,0.899353,31.4564,0.0494507,0.899658,0.899353,27.4532,0.0492218,0.899658,0.899353,23.4588,0.0502319,0.899353,0.801086,22.7224,0.0204071,0.800781,-0.0982666,71.6961,-0.00264557,-0.0979614
842,0.900421,59.6966,0.123871,0.901184,0.900421,55.9988,0.0922852,0.900269,0.900421,47.4548,0.0676575,0.900879,0.900421,40.7754,0.0617371,0.900879,0.900421,38.1106,0.05896,0.900879,0.900421,35.4824,0.0544128,0.900574,0.900421,34.1511,0.0521851,0.900574,0.900421,32.7926,0.0494324,0.900574,0.900421,31.46,0.0501404,0.901184,0.900421,27.4568,0.0498962,0.900879,0.900421,23.4624,0.0508728,0.900879,0.800018,22.7259,0.020285,0.800171,-0.0993347,71.7174,-0.00262604,-0.0990601
