,1 - Potential Applied / V,1 - Time / s,1 - Current / A,1 - Potential / V,2 - Potential Applied / V,2 - Time / s,2 - Current / A,2 - Potential / V ,3 - Potential Applied / V,3 - Time / s,3 - Current / A,3 - Potential / V,4 - Potential Applied / V,4 - Time / s,4 - Current / A,4 - Potential / V,5 - Potential Applied / V,5 - Time / s,5 - Current / A,5 - Potential / V,6 - Potential Applied / V,6 - Time / s,6 - Current / A,6 - Potential / V,7 - Potential Applied / V,7 - Time / s,7 - Current / A,7 - Potential / V,8 - Potential Applied / V,8 - Time / s,8 - Current / A,8 - Potential / V,9 - Potential Applied / V,9 - Time / s,9 - Current / A,9 - Potential / V,10 - Potential Applied / V,10 - Time / s,10 - Current / A,10 - Potential / V,11 - Potential Applied / V,11 - Time / s,11 - Current / A,11 - Potential / V,12 - Potential Applied / V,12 - Time / s,12 - Current / A,12 - Potential / V,13 - Potential Applied / V,13 - Time / s,13 - Current / A,13 - Potential / V
0,0.00106812,56.699,0.0724792,0.0012146,0.00106812,53.0012,0.105988,0.00123596,0.00106812,44.4572,0.0319336,0.00123596,0.00106812,37.7779,0.0147949,0.00124512,0.00106812,35.113,0.0121338,0.00122681,0.00106812,32.4849,0.00930786,0.00122681,0.00106812,31.1536,0.00848083,0.00119629,0.00106812,29.795,0.00788574,0.00124207,0.00106812,28.4625,0.00772705,0.0012146,0.00106812,24.4593,0.00524597,0.00119324,0.00106812,20.4648,0.00119934,0.0012085,0.00106812,19.7284,0.00119934,0.00122681,0.00106812,53.7306,0.0017569,0.0012146
1,0.00213623,56.7026,0.0727844,0.00226135,0.00213623,53.0048,0.105896,0.00230103,0.00213623,44.4608,0.0316071,0.00232239,0.00213623,37.7815,0.0149231,0.00224915,0.00213623,35.1166,0.0121063,0.00229797,0.00213623,32.4885,0.00935059,0.00229492,0.00213623,31.1572,0.00858765,0.00227966,0.00213623,29.7986,0.00798035,0.0022644,0.00213623,28.466,0.00783081,0.00226746,0.00213623,24.4628,0.00533752,0.00228271,0.00213623,20.4684,0.00125732,0.00229187,0.00213623,19.732,0.0012207,0.00230408,0.00213623,53.752,0.00174622,0.00228882
2,0.00320435,56.7062,0.0729675,0.00332947,0.00320435,53.0084,0.105957,0.00333557,0.00320435,44.4644,0.0314728,0.00335999,0.00320435,37.785,0.0149994,0.00335388,0.00320435,35.1202,0.0121674,0.00334778,0.00320435,32.492,0.00947571,0.00335693,0.00320435,31.1607,0.00862427,0.00334778,0.00320435,29.8022,0.0080658,0.00333252,0.00320435,28.4696,0.00788879,0.00335388,0.00320435,24.4664,0.00534973,0.0033844,0.00320435,20.472,0.00127869,0.00336304,0.00320435,19.7355,0.00129089,0.00335083,0.00320435,53.7733,0.00179504,0.00332947
3,0.00427246,56.7097,0.0730896,0.00443115,0.00427246,53.0119,0.105927,0.00441895,0.00427246,44.4679,0.031308,0.00442505,0.00427246,37.7886,0.0150177,0.00443115,0.00427246,35.1237,0.0123199,0.00441284,0.00427246,32.4956,0.0095459,0.00441589,0.00427246,31.1643,0.00866699,0.004422,0.00427246,29.8057,0.00808411,0.00444031,0.00427246,28.4732,0.00796814,0.00440979,0.00427246,24.4699,0.00541992,0.00440063,0.00427246,20.4755,0.00135193,0.00439758,0.00427246,19.7391,0.00137024,0.00440674,0.00427246,53.7947,0.0018512,0.00439758
4,0.00534058,56.7133,0.0733032,0.00544128,0.00534058,53.0155,0.105804,0.00552673,0.00534058,44.4715,0.031076,0.00551453,0.00534058,37.7921,0.0150513,0.00550232,0.00534058,35.1273,0.0123657,0.00549927,0.00534058,32.4992,0.00954285,0.00552063,0.00534058,31.1678,0.00877991,0.00547485,0.00534058,29.8093,0.00814819,0.00548706,0.00534058,28.4767,0.00802612,0.00547485,0.00534058,24.4735,0.00552673,0.0054718,0.00534058,20.4791,0.00143738,0.00550537,0.00534058,19.7426,0.00139771,0.00550842,0.00534058,53.8161,0.00184448,0.00549622
5,0.00640869,56.7168,0.0735474,0.00656433,0.00640869,53.019,0.105774,0.00653687,0.00640869,44.475,0.0308533,0.00658875,0.00640869,37.7957,0.0151978,0.00652771,0.00640869,35.1308,0.0123596,0.00658264,0.00640869,32.5027,0.00966187,0.00656128,0.00640869,31.1714,0.00883789,0.00657654,0.00640869,29.8128,0.00826416,0.00654907,0.00640869,28.4803,0.00809631,0.00657349,0.00640869,24.4771,0.00557861,0.00657043,0.00640869,20.4826,0.00144958,0.00656433,0.00640869,19.7462,0.00144653,0.00655518,0.00640869,53.8374,0.00184906,0.00657959
6,0.00747681,56.7204,0.073761,0.00763245,0.00747681,53.0226,0.105865,0.00763245,0.00747681,44.4786,0.0307404,0.0076355,0.00747681,37.7993,0.0152649,0.00764771,0.00747681,35.1344,0.0124939,0.00762024,0.00747681,32.5063,0.00976868,0.00762939,0.00747681,31.175,0.00884094,0.00766296,0.00747681,29.8164,0.00829468,0.00763245,0.00747681,28.4838,0.00808411,0.00764771,0.00747681,24.4806,0.00557556,0.00763245,0.00747681,20.4862,0.00151672,0.00760803,0.00747681,19.7498,0.00154114,0.00761414,0.00747681,53.8588,0.00190552,0.00759888
7,0.00854492,56.724,0.0739136,0.00868225,0.00854492,53.0262,0.105713,0.00871582,0.00854492,44.4822,0.0306061,0.00870667,0.00854492,37.8028,0.0152771,0.00871887,0.00854492,35.138,0.012616,0.00870972,0.00854492,32.5098,0.00975342,0.00872498,0.00854492,31.1785,0.0089325,0.00870056,0.00854492,29.82,0.00829468,0.00870667,0.00854492,28.4874,0.00819702,0.00868835,0.00854492,24.4842,0.00569153,0.0086792,0.00854492,20.4898,0.00160828,0.00870056,0.00854492,19.7533,0.00159912,0.00869446,0.00854492,53.8801,0.00193481,0.0086792
8,0.00961304,56.7275,0.0741577,0.00975037,0.00961304,53.0297,0.10553,0.00975647,0.00961304,44.4857,0.0303619,0.00979004,0.00961304,37.8064,0.0153412,0.00975342,0.00961304,35.1415,0.012561,0.00979919,0.00961304,32.5134,0.0098175,0.00976257,0.00961304,31.1821,0.00904541,0.00975342,0.00961304,29.8235,0.00842285,0.00975647,0.00961304,28.491,0.00831604,0.00976257,0.00961304,24.4877,0.00576172,0.00976563,0.00961304,20.4933,0.0016571,0.00977478,0.00961304,19.7569,0.00161438,0.00976563,0.00961304,53.9015,0.00195526,0.00978088
9,0.0106812,56.7311,0.0743713,0.0108307,0.0106812,53.0333,0.105591,0.0107971,0.0106812,44.4893,0.0302277,0.0108276,0.0106812,37.8099,0.0154541,0.0108154,0.0106812,35.1451,0.0126709,0.0108154,0.0106812,32.517,0.00993652,0.0108154,0.0106812,31.1856,0.00905762,0.0108337,0.0106812,29.8271,0.00849609,0.0108063,0.0106812,28.4945,0.00831299,0.010849,0.0106812,24.4913,0.00577393,0.0108276,0.0106812,20.4969,0.00167542,0.0108093,0.0106812,19.7604,0.00167542,0.0108246,0.0106812,53.9229,0.00198242,0.0108368
10,0.0117493,56.7346,0.0745239,0.0118958,0.0117493,53.0368,0.105499,0.0118896,0.0117493,44.4928,0.03013,0.0119049,0.0117493,37.8135,0.0154785,0.011911,0.0117493,35.1486,0.0127899,0.0118866,0.0117493,32.5205,0.0100067,0.0119019,0.0117493,31.1892,0.00909424,0.0118774,0.0117493,29.8306,0.00852356,0.0119263,0.0117493,28.4981,0.00829773,0.0119019,0.0117493,24.4949,0.00586243,0.0118774,0.0117493,20.5004,0.00177917,0.0118866,0.0117493,19.764,0.00178223,0.0118988,0.0117493,53.9442,0.00201141,0.0118866
11,0.0128174,56.7382,0.0747681,0.0129395,0.0128174,53.0404,0.105347,0.012973,0.0128174,44.4964,0.0299347,0.0129974,0.0128174,37.8171,0.0155029,0.0129547,0.0128174,35.1522,0.012796,0.0129822,0.0128174,32.5241,0.0099823,0.0129669,0.0128174,31.1928,0.009198,0.0129608,0.0128174,29.8342,0.00858154,0.0129303,0.0128174,28.5016,0.00843506,0.0129486,0.0128174,24.4984,0.00594788,0.01297,0.0128174,20.504,0.00183716,0.0129822,0.0128174,19.7676,0.00178833,0.012973,0.0128174,53.9656,0.00203827,0.0129547
12,0.0138855,56.7418,0.0750732,0.0140167,0.0138855,53.044,0.105347,0.0140076,0.0138855,44.5,0.029776,0.0140381,0.0138855,37.8206,0.0156677,0.014032,0.0138855,35.1558,0.0128632,0.0140289,0.0138855,32.5276,0.0100861,0.0140442,0.0138855,31.1963,0.00926514,0.014035,0.0138855,29.8378,0.00868835,0.0140228,0.0138855,28.5052,0.00852356,0.0140442,0.0138855,24.502,0.00595703,0.0140533,0.0138855,20.5076,0.00184937,0.0140442,0.0138855,19.7711,0.00185547,0.0140228,0.0138855,53.987,0.00206299,0.0140381
13,0.0149536,56.7453,0.0751343,0.0151337,0.0149536,53.0475,0.105377,0.0151001,0.0149536,44.5035,0.0297455,0.0151062,0.0149536,37.8242,0.0157166,0.0151245,0.0149536,35.1593,0.0130096,0.0150818,0.0149536,32.5312,0.0101929,0.0151062,0.0149536,31.1999,0.00927734,0.0151123,0.0149536,29.8413,0.00872192,0.015094,0.0149536,28.5088,0.00855408,0.0151245,0.0149536,24.5055,0.00602417,0.015097,0.0149536,20.5111,0.0019165,0.0150848,0.0149536,19.7747,0.00193787,0.015094,0.0149536,54.0083,0.0020874,0.0151245
14,0.0160217,56.7489,0.0753784,0.0161407,0.0160217,53.0511,0.105255,0.0162048,0.0160217,44.5071,0.0296143,0.0161926,0.0160217,37.8277,0.0157074,0.0161926,0.0160217,35.1629,0.0130554,0.0161896,0.0160217,32.5348,0.010202,0.0162048,0.0160217,31.2034,0.00936279,0.0161682,0.0160217,29.8449,0.0087616,0.0161469,0.0160217,28.5123,0.00858459,0.0161652,0.0160217,24.5091,0.00611572,0.0161652,0.0160217,20.5147,0.00200806,0.0161652,0.0160217,19.7782,0.0019928,0.0161621,0.0160217,54.0297,0.00212006,0.0161652
15,0.0170898,56.7524,0.0757141,0.017218,0.0170898,53.0546,0.105164,0.0172363,0.0170898,44.5106,0.0293793,0.0172791,0.0170898,37.8313,0.0158478,0.0172241,0.0170898,35.1664,0.0130768,0.0172546,0.0170898,32.5383,0.0102722,0.0172302,0.0170898,31.207,0.0094574,0.0172455,0.0170898,29.8484,0.00884399,0.0172424,0.0170898,28.5159,0.00867004,0.017218,0.0170898,24.5127,0.00618286,0.0172485,0.0170898,20.5182,0.00203857,0.0172363,0.0170898,19.7818,0.00201111,0.0172455,0.0170898,54.051,0.00214935,0.0172241
16,0.018158,56.756,0.0758972,0.0183167,0.018158,53.0582,0.105194,0.0183075,0.018158,44.5142,0.0293579,0.0182892,0.018158,37.8349,0.0159454,0.0182983,0.018158,35.17,0.0131866,0.0182922,0.018158,32.5419,0.0103729,0.0183014,0.018158,31.2106,0.00945435,0.018335,0.018158,29.852,0.00892029,0.0183105,0.018158,28.5194,0.00871887,0.0183289,0.018158,24.5162,0.00618286,0.0183136,0.018158,20.5218,0.00207214,0.0183105,0.018158,19.7854,0.00209961,0.0182709,0.018158,54.0724,0.00217285,0.0183289
17,0.0192261,56.7596,0.0760803,0.0193726,0.0192261,53.0618,0.105133,0.0194,0.0192261,44.5178,0.0292633,0.0193695,0.0192261,37.8384,0.015918,0.0194183,0.0192261,35.1736,0.0132751,0.0193695,0.0192261,32.5454,0.0104034,0.0193878,0.0192261,31.2141,0.00953064,0.0193481,0.0192261,29.8556,0.00892029,0.0193878,0.0192261,28.523,0.00881042,0.0193512,0.0192261,24.5198,0.00627136,0.0193695,0.0192261,20.5254,0.00215759,0.0193817,0.0192261,19.7889,0.00216064,0.0193848,0.0192261,54.0938,0.00219666,0.0193756
18,0.0202942,56.7631,0.0763855,0.0204132,0.0202942,53.0653,0.10498,0.0204712,0.0202942,44.5213,0.0291016,0.0204681,0.0202942,37.842,0.0160553,0.0204559,0.0202942,35.1771,0.0133331,0.020459,0.0202942,32.549,0.0104462,0.0204498,0.0202942,31.2177,0.00961914,0.0204376,0.0202942,29.8591,0.00901489,0.0204315,0.0202942,28.5266,0.00882568,0.0204254,0.0202942,24.5233,0.00635986,0.020462,0.0202942,20.5289,0.00222778,0.0204407,0.0202942,19.7925,0.00216064,0.0204742,0.0202942,54.1151,0.00222626,0.0204132
19,0.0213623,56.7667,0.0766296,0.0215118,0.0213623,53.0689,0.10498,0.0214844,0.0213623,44.5249,0.0289703,0.0215302,0.0213623,37.8455,0.0162231,0.0214996,0.0213623,35.1807,0.0134125,0.0214935,0.0213623,32.5526,0.010553,0.0214996,0.0213623,31.2212,0.00967102,0.0215302,0.0213623,29.8627,0.0091217,0.0214996,0.0213623,28.5301,0.00889893,0.0215057,0.0213623,24.5269,0.00637512,0.0215363,0.0213623,20.5325,0.00223999,0.021521,0.0213623,19.796,0.00224915,0.0214874,0.0213623,54.1365,0.00225891,0.0214935
20,0.0224304,56.7702,0.0768127,0.0226105,0.0224304,53.0724,0.10495,0.0225769,0.0224304,44.5284,0.0289398,0.0225739,0.0224304,37.8491,0.0162537,0.0225983,0.0224304,35.1842,0.013562,0.0225616,0.0224304,32.5561,0.0106079,0.022583,0.0224304,31.2248,0.00968018,0.0226044,0.0224304,29.8662,0.00911865,0.0226044,0.0224304,28.5337,0.00890503,0.0225952,0.0224304,24.5305,0.00643616,0.0225891,0.0224304,20.536,0.00231323,0.0225739,0.0224304,19.7996,0.00233154,0.0225922,0.0224304,54.1579,0.00227997,0.0225922
21,0.0234985,56.7738,0.0770264,0.0236267,0.0234985,53.076,0.104675,0.0236725,0.0234985,44.532,0.0288269,0.0236694,0.0234985,37.8527,0.0162842,0.0236725,0.0234985,35.1878,0.0136047,0.0236572,0.0234985,32.5597,0.0106079,0.0236694,0.0234985,31.2284,0.00977783,0.0236633,0.0234985,29.8698,0.00913086,0.0236511,0.0234985,28.5372,0.00900879,0.0236237,0.0234985,24.534,0.00654907,0.0236145,0.0234985,20.5396,0.00239563,0.0236481,0.0234985,19.8032,0.00237122,0.0236664,0.0234985,54.1792,0.00230225,0.0236389
22,0.0245667,56.7774,0.077301,0.0247131,0.0245667,53.0796,0.104584,0.0247101,0.0245667,44.5356,0.0286926,0.0247467,0.0245667,37.8562,0.0163666,0.0247162,0.0245667,35.1914,0.0135834,0.024762,0.0245667,32.5632,0.0107086,0.0246979,0.0245667,31.2319,0.00986328,0.0247101,0.0245667,29.8734,0.00926208,0.0247131,0.0245667,28.5408,0.00909119,0.0247162,0.0245667,24.5376,0.00657959,0.0247253,0.0245667,20.5432,0.0024231,0.0247406,0.0245667,19.8067,0.00237122,0.0247314,0.0245667,54.2006,0.00233398,0.0246887
23,0.0256348,56.7809,0.0775146,0.0258026,0.0256348,53.0831,0.104584,0.0257904,0.0256348,44.5391,0.0286713,0.0257843,0.0256348,37.8598,0.0164398,0.0257935,0.0256348,35.1949,0.0136383,0.0257843,0.0256348,32.5668,0.010788,0.0257843,0.0256348,31.2355,0.00987549,0.0258118,0.0256348,29.8769,0.00932312,0.0257935,0.0256348,28.5444,0.00908508,0.0258118,0.0256348,24.5411,0.00661926,0.0257874,0.0256348,20.5467,0.00244751,0.025766,0.0256348,19.8103,0.00245972,0.0257751,0.0256348,54.2219,0.00236603,0.025766
24,0.0267029,56.7845,0.0776367,0.0268372,0.0267029,53.0867,0.104401,0.0268829,0.0267029,44.5427,0.0285797,0.0268646,0.0267029,37.8633,0.0164429,0.026886,0.0267029,35.1985,0.0137207,0.0268646,0.0267029,32.5704,0.0108276,0.0268799,0.0267029,31.239,0.00992432,0.0268524,0.0267029,29.8805,0.00931702,0.0268738,0.0267029,28.5479,0.00912476,0.0268341,0.0267029,24.5447,0.00670471,0.0268402,0.0267029,20.5503,0.00256042,0.0268311,0.0267029,19.8138,0.00255127,0.0268616,0.0267029,54.2433,0.0023877,0.0268707
25,0.027771,56.788,0.0780029,0.02789,0.027771,53.0902,0.104187,0.0279388,0.027771,44.5462,0.0284119,0.0279633,0.027771,37.8669,0.016452,0.0279205,0.027771,35.202,0.0137451,0.027951,0.027771,32.5739,0.0108459,0.0279297,0.027771,31.2426,0.0100433,0.0279327,0.027771,29.884,0.00940247,0.0279114,0.027771,28.5515,0.00924988,0.0279297,0.027771,24.5483,0.0067688,0.0278992,0.027771,20.5538,0.0026062,0.0279388,0.027771,19.8174,0.00254517,0.0279358,0.027771,54.2647,0.00240997,0.0279358
26,0.0288391,56.7916,0.0782776,0.0289764,0.0288391,53.0938,0.104218,0.0289581,0.0288391,44.5498,0.0283661,0.0289825,0.0288391,37.8705,0.0166077,0.0289795,0.0288391,35.2056,0.0137726,0.0289673,0.0288391,32.5775,0.0109467,0.0289886,0.0288391,31.2462,0.0100555,0.0290009,0.0288391,29.8876,0.00949707,0.0290039,0.0288391,28.555,0.0092804,0.0289978,0.0288391,24.5518,0.00675354,0.02901,0.0288391,20.5574,0.00260925,0.029007,0.0288391,19.821,0.00261841,0.0289825,0.0288391,54.286,0.00244324,0.0289795
27,0.0299072,56.7952,0.0783691,0.0300812,0.0299072,53.0974,0.104095,0.0300568,0.0299072,44.5534,0.0283661,0.0300568,0.0299072,37.874,0.0166077,0.0300903,0.0299072,35.2092,0.0138458,0.0300415,0.0299072,32.581,0.0110107,0.0300568,0.0299072,31.2497,0.0100616,0.030069,0.0299072,29.8912,0.00948792,0.0300629,0.0299072,28.5586,0.0092865,0.0300629,0.0299072,24.5554,0.00684204,0.0300385,0.0299072,20.561,0.00269165,0.0300507,0.0299072,19.8245,0.00271912,0.0300568,0.0299072,54.3074,0.00247284,0.0300476
28,0.0309753,56.7987,0.0786438,0.0311035,0.0309753,53.1009,0.103821,0.0311432,0.0309753,44.5569,0.0282745,0.0311493,0.0309753,37.8776,0.0166107,0.0311371,0.0309753,35.2127,0.0138519,0.031131,0.0309753,32.5846,0.0110321,0.0311371,0.0309753,31.2533,0.0101898,0.0311096,0.0309753,29.8947,0.00954895,0.0311005,0.0309753,28.5622,0.00936279,0.0311157,0.0309753,24.5589,0.00693359,0.0310913,0.0309753,20.5645,0.0027771,0.0311188,0.0309753,19.8281,0.00273132,0.0311279,0.0309753,54.3288,0.00249573,0.0311401
29,0.0320435,56.8023,0.0789795,0.0321625,0.0320435,53.1045,0.10376,0.0321533,0.0320435,44.5605,0.0281311,0.0322021,0.0320435,37.8811,0.0167572,0.0321869,0.0320435,35.2163,0.0138519,0.0321869,0.0320435,32.5882,0.0111053,0.0321716,0.0320435,31.2568,0.0102539,0.0322083,0.0320435,29.8983,0.0096283,0.0321838,0.0320435,28.5657,0.00944519,0.0321747,0.0320435,24.5625,0.00698242,0.0321747,0.0320435,20.5681,0.00277405,0.0322144,0.0320435,19.8316,0.002771,0.0321533,0.0320435,54.3501,0.0025177,0.032196
30,0.0331116,56.8058,0.0791321,0.0332733,0.0331116,53.108,0.103668,0.033255,0.0331116,44.564,0.0281372,0.0332458,0.0331116,37.8847,0.0168152,0.0332581,0.0331116,35.2198,0.0139648,0.0332458,0.0331116,32.5917,0.0111786,0.0332581,0.0331116,31.2604,0.0102112,0.0332855,0.0331116,29.9018,0.00967407,0.033252,0.0331116,28.5693,0.00943909,0.0332672,0.0331116,24.5661,0.00700378,0.0332581,0.0331116,20.5716,0.00283203,0.0332581,0.0331116,19.8352,0.00285339,0.0332397,0.0331116,54.3715,0.00255066,0.0332367
31,0.0341797,56.8094,0.0793457,0.0343292,0.0341797,53.1116,0.103455,0.0343475,0.0341797,44.5676,0.0280579,0.0343445,0.0341797,37.8883,0.0167969,0.0343475,0.0341797,35.2234,0.0140289,0.0343292,0.0341797,32.5953,0.011203,0.0343445,0.0341797,31.264,0.0103119,0.0342957,0.0341797,29.9054,0.00968628,0.0343262,0.0341797,28.5728,0.00953064,0.0342926,0.0341797,24.5696,0.00709534,0.0343292,0.0341797,20.5752,0.00292664,0.0343201,0.0341797,19.8388,0.00289612,0.0343445,0.0341797,54.3928,0.00258057,0.0343079
32,0.0352478,56.813,0.0796509,0.0353577,0.0352478,53.1152,0.10321,0.035379,0.0352478,44.5712,0.0278656,0.0354309,0.0352478,37.8918,0.0168976,0.035376,0.0352478,35.227,0.014035,0.0354095,0.0352478,32.5988,0.0112549,0.0353821,0.0352478,31.2675,0.0104034,0.035376,0.0352478,29.909,0.00977478,0.0353821,0.0352478,28.5764,0.00959167,0.0354034,0.0352478,24.5732,0.00715637,0.0354034,0.0352478,20.5788,0.0029541,0.0354004,0.0352478,19.8423,0.00291443,0.0354065,0.0352478,54.4142,0.00259857,0.0354156
33,0.0363159,56.8165,0.0798645,0.0364563,0.0363159,53.1187,0.103149,0.036441,0.0363159,44.5747,0.0279114,0.0364655,0.0363159,37.8954,0.0170135,0.0364532,0.0363159,35.2305,0.0140778,0.0364471,0.0363159,32.6024,0.0113403,0.0364502,0.0363159,31.2711,0.0104156,0.0364685,0.0363159,29.9125,0.00983276,0.0364807,0.0363159,28.58,0.00961914,0.0364868,0.0363159,24.5767,0.00714111,0.0364624,0.0363159,20.5823,0.00296936,0.0364777,0.0363159,19.8459,0.00299683,0.0364471,0.0363159,54.4356,0.00262695,0.0364624
34,0.037384,56.8201,0.0800476,0.0375366,0.037384,53.1223,0.102875,0.0375458,0.037384,44.5783,0.0278595,0.0375244,0.037384,37.8989,0.0170349,0.0375397,0.037384,35.2341,0.0142456,0.0375092,0.037384,32.606,0.0113647,0.0375366,0.037384,31.2746,0.010434,0.0375275,0.037384,29.9161,0.00983582,0.0375488,0.037384,28.5835,0.00964661,0.0375122,0.037384,24.5803,0.00722656,0.0375397,0.037384,20.5859,0.00307617,0.0375275,0.037384,19.8494,0.00307312,0.0375458,0.037384,54.4569,0.00265808,0.0375092
35,0.0384521,56.8236,0.0802917,0.0385651,0.0384521,53.1258,0.102631,0.0386078,0.0384521,44.5818,0.0277649,0.0386139,0.0384521,37.9025,0.017041,0.0386108,0.0384521,35.2376,0.0142578,0.038623,0.0384521,32.6095,0.0113831,0.0386139,0.0384521,31.2782,0.0105255,0.0385956,0.0384521,29.9196,0.00990601,0.0385895,0.0384521,28.5871,0.00973511,0.0385803,0.0384521,24.5839,0.00731506,0.0385925,0.0384521,20.5894,0.00312805,0.0385925,0.0384521,19.853,0.00307617,0.0386078,0.0384521,54.4783,0.00268463,0.0385773
36,0.0395203,56.8272,0.0805664,0.039682,0.0395203,53.1294,0.1026,0.0396515,0.0395203,44.5854,0.0277069,0.0396729,0.0395203,37.9061,0.0171478,0.0396667,0.0395203,35.2412,0.0143097,0.0396881,0.0395203,32.6131,0.0114899,0.0396545,0.0395203,31.2818,0.0105774,0.0397034,0.0395203,29.9232,0.0100098,0.039679,0.0395203,28.5906,0.00979919,0.0396881,0.0395203,24.5874,0.00731201,0.0397003,0.0395203,20.593,0.003125,0.0397125,0.0395203,19.8566,0.00310974,0.0396698,0.0395203,54.4996,0.00270233,0.0396973
37,0.0405884,56.8308,0.0807495,0.040744,0.0405884,53.133,0.102448,0.0407318,0.0405884,44.589,0.0276947,0.040741,0.0405884,37.9096,0.0172058,0.0407532,0.0405884,35.2448,0.0144196,0.0407318,0.0405884,32.6166,0.0115479,0.0407379,0.0405884,31.2853,0.0105927,0.0407532,0.0405884,29.9268,0.0100128,0.0407593,0.0405884,28.5942,0.00976257,0.0407806,0.0405884,24.591,0.00737,0.0407379,0.0405884,20.5966,0.00318604,0.0407532,0.0405884,19.8601,0.00319519,0.0407471,0.0405884,54.521,0.00273407,0.040741
38,0.0416565,56.8343,0.0809937,0.0417816,0.0416565,53.1365,0.102203,0.0418274,0.0416565,44.5925,0.0276123,0.0418396,0.0416565,37.9132,0.0171387,0.0418304,0.0416565,35.2483,0.0144775,0.0418213,0.0416565,32.6202,0.0115356,0.0418427,0.0416565,31.2889,0.010675,0.0417999,0.0416565,29.9303,0.0100525,0.0418091,0.0416565,28.5978,0.00983887,0.0418091,0.0416565,24.5945,0.00746155,0.0418274,0.0416565,20.6001,0.00327148,0.041806,0.0416565,19.8637,0.00324097,0.0418182,0.0416565,54.5424,0.00276581,0.041806
39,0.0427246,56.8379,0.0812988,0.042868,0.0427246,53.1401,0.10202,0.0428741,0.0427246,44.5961,0.0274719,0.0429077,0.0427246,37.9167,0.0172607,0.0428619,0.0427246,35.2519,0.0144806,0.0428925,0.0427246,32.6238,0.0115997,0.0428772,0.0427246,31.2924,0.0107544,0.0428894,0.0427246,29.9339,0.010141,0.042868,0.0427246,28.6013,0.00992737,0.0428864,0.0427246,24.5981,0.00750427,0.0428772,0.0427246,20.6037,0.00328979,0.0429169,0.0427246,19.8672,0.00322876,0.0428894,0.0427246,54.5637,0.00279205,0.042868
40,0.0437927,56.8414,0.0814819,0.0439575,0.0437927,53.1436,0.101959,0.0439392,0.0437927,44.5996,0.0274994,0.0439331,0.0437927,37.9203,0.0173615,0.0439331,0.0437927,35.2554,0.0145844,0.043927,0.0437927,32.6273,0.0117035,0.0439423,0.0437927,31.296,0.0107452,0.0439697,0.0437927,29.9374,0.0101837,0.0439728,0.0437927,28.6049,0.00993652,0.043988,0.0437927,24.6017,0.00750122,0.0439545,0.0437927,20.6072,0.00331421,0.0439545,0.0437927,19.8708,0.00332031,0.0439362,0.0437927,54.5851,0.00281067,0.0439636
41,0.0448608,56.845,0.0816345,0.0450348,0.0448608,53.1472,0.101746,0.0450195,0.0448608,44.6032,0.027536,0.0450195,0.0448608,37.9239,0.0173309,0.0450592,0.0448608,35.259,0.014682,0.0450165,0.0448608,32.6309,0.0117126,0.0450134,0.0448608,31.2996,0.0107849,0.0450012,0.0448608,29.941,0.0101807,0.0450592,0.0448608,28.6084,0.0099762,0.0450195,0.0448608,24.6052,0.00759583,0.0450104,0.0448608,20.6108,0.00340576,0.0450012,0.0448608,19.8744,0.00338745,0.0450287,0.0448608,54.6065,0.00283966,0.0450226
42,0.045929,56.8486,0.0819702,0.0460632,0.045929,53.1508,0.10144,0.0461273,0.045929,44.6068,0.0274872,0.0461273,0.045929,37.9274,0.0173981,0.0460907,0.045929,35.2626,0.014679,0.0461182,0.045929,32.6344,0.0117218,0.0460876,0.045929,31.3031,0.0108917,0.0460968,0.045929,29.9446,0.0102509,0.0460724,0.045929,28.612,0.0100647,0.0460754,0.045929,24.6088,0.00765381,0.0461151,0.045929,20.6144,0.00345764,0.0460907,0.045929,19.8779,0.0033905,0.0461029,0.045929,54.6278,0.00286835,0.0460754
43,0.0469971,56.8521,0.0822449,0.0471497,0.0469971,53.1543,0.10141,0.0471436,0.0469971,44.6103,0.0273285,0.0471741,0.0469971,37.931,0.0175201,0.0471497,0.0469971,35.2661,0.0147217,0.0471466,0.0469971,32.638,0.0118103,0.0471588,0.0469971,31.3067,0.0109161,0.0471649,0.0469971,29.9481,0.0103241,0.0471649,0.0469971,28.6156,0.0100922,0.047168,0.0469971,24.6123,0.00765991,0.0471497,0.0469971,20.6179,0.00346375,0.0472015,0.0469971,19.8815,0.00345764,0.0471344,0.0469971,54.6492,0.00289093,0.0471649
44,0.0480652,56.8557,0.0823669,0.0482452,0.0480652,53.1579,0.101257,0.0482269,0.0480652,44.6139,0.0274445,0.048233,0.0480652,37.9345,0.0175232,0.048233,0.0480652,35.2697,0.0147522,0.0482178,0.0480652,32.6416,0.0118744,0.048233,0.0480652,31.3102,0.0108887,0.0482269,0.0480652,29.9517,0.0103516,0.0482361,0.0480652,28.6191,0.0101013,0.0482483,0.0480652,24.6159,0.00772705,0.0482025,0.0480652,20.6215,0.00352173,0.0482086,0.0480652,19.885,0.00354004,0.0481934,0.0480652,54.6705,0.00291321,0.0482391
