,Potential applied / V,Time / s,WE(1).Current / A,WE(1).Potential / V,Scan,Index,e / (A/s1/2),BaseLine / (A s-1/2),Fcurve / (A/s1/2),Ecurve / (A/s1/2),Dcurve / (A/s1/2),e Reconstructed / (A/s1/2)
10,-0.6109619140625,235.284526405964,-0.0025970458984375,-0.609771728515625,3,10746,-0.000647095,-0.00014084937683805487,-309.37281758842437,-9.525599470213893e-06,-1.549739938098181e-09,-309.3729679649504
11,-0.612030029296875,235.30588840591,-0.002606201171875,-0.610931396484375,3,10747,-0.000681051,-0.0001490212126062096,-292.27054651805497,-9.885467570226846e-06,-1.6095878291693008e-09,-292.27070542634476
12,-0.61309814453125,235.327250405856,-0.0026123046875,-0.6119384765625,3,10748,-0.000618486,-0.0001561178192503827,-278.1874487883153,-1.0208991638128885e-05,-1.663433006372027e-09,-278.1876151167896
13,-0.614166259765625,235.348612405802,-0.00260009765624999,-0.613006591796875,3,10749,-0.000556011,-0.00016364451472546462,-263.991648400986,-1.056369468115135e-05,-1.7225111095569865e-09,-263.9918226109179
14,-0.615234375,235.369974405748,-0.0025970458984375,-0.614105224609375,3,10750,-0.0006083,-0.00017138626166271053,-250.14562451412863,-1.0941386887150332e-05,-1.785466901082844e-09,-250.14580684356264
15,-0.616302490234375,235.391336405694,-0.00260314941406251,-0.615142822265625,3,10751,-0.000634319,-0.00017869790567562934,-237.73630043301648,-1.1310480586510835e-05,-1.8470364471650001e-09,-237.73649044324978
16,-0.61737060546875,235.41269840564,-0.00260314941406251,-0.616180419921875,3,10752,-0.000606056,-0.00018600955673525685,-225.9425719791357,-1.169201869339124e-05,-1.9107292025132934e-09,-225.94276968262184
17,-0.618438720703125,235.434060405586,-0.00260009765624999,-0.6173095703125,3,10753,-0.000597369,-0.0001939663480879563,-213.77202889821135,-1.2121851683830443e-05,-1.9825399791661726e-09,-213.77223498839365
18,-0.6195068359375,235.455422405532,-0.00260009765624999,-0.61834716796875,3,10754,-0.00062765,-0.0002012779991475847,-203.1671307178795,-1.2530743704389991e-05,-2.0509054045354806e-09,-203.16734452867325
19,-0.620574951171875,235.476784405478,-0.00260314941406251,-0.619384765625,3,10755,-0.00059231,-0.0002085896502072122,-193.08832505767208,-1.2953419960794106e-05,-2.1216283261504764e-09,-193.0885466028639
20,-0.62164306640625,235.498146405424,-0.00258789062500001,-0.620452880859375,3,10756,-0.000365507,-0.00021611634568229413,-183.23510079618413,-1.3403415598753198e-05,-2.1969795856997424e-09,-183.2353303181424
21,-0.622711181640625,235.51950840537,-0.0025482177734375,-0.62158203125,3,10757,-0.000449993,-0.00022407313703499444,-173.36502333073238,-1.389612330611463e-05,-2.279548484640992e-09,-173.36526130227227
22,-0.623779296875,235.540870405316,-0.0025787353515625,-0.622650146484375,3,10758,-0.000702023,-0.00023159983251007637,-164.51827170312487,-1.4378845780882934e-05,-2.3605083988061774e-09,-164.51851768416367
23,-0.624847412109375,235.562232405263,-0.002593994140625,-0.6236572265625,3,10759,-0.000676102,-0.00023869643915424947,-156.5909354514034,-1.4849322657107043e-05,-2.439473946682204e-09,-156.59118899960467
24,-0.62591552734375,235.583594405209,-0.0025970458984375,-0.624725341796875,3,10760,-0.000646818,-0.0002462231346293314,-148.60015918951385,-1.536513327995785e-05,-2.5261137351889436e-09,-148.6004207803079
25,-0.626983642578125,235.604956405155,-0.0025970458984375,-0.62579345703125,3,10761,-0.000587313,-0.0002537498301044142,-141.01714922063093,-1.589884780949638e-05,-2.615830601572625e-09,-141.01741887192466
26,-0.6280517578125,235.626318405101,-0.002581787109375,-0.626861572265625,3,10762,-0.000373447,-0.0002612765255794961,-133.82109738491422,-1.6451086743607193e-05,-2.7087338305419624e-09,-133.82137511523527
27,-0.629119873046875,235.647680405047,-0.002545166015625,-0.6279296875,3,10763,-0.000491452,-0.0002688032281012876,-126.99225112767269,-1.702249256175077e-05,-2.8049366797784324e-09,-126.99253695619828
28,-0.63018798828125,235.669042404993,-0.002581787109375,-0.6290283203125,3,10764,-0.000719427,-0.0002765449679918231,-120.33167608502617,-1.7630918586938084e-05,-2.907453771072645e-09,-120.33197026382021
29,-0.631256103515625,235.690404404939,-0.0025909423828125,-0.630096435546875,3,10765,-0.000668794,-0.00028407167051361457,-114.19119052692875,-1.82432689353369e-05,-3.0107143162174077e-09,-114.19149284487891
30,-0.63232421875,235.711766404885,-0.002593994140625,-0.6312255859375,3,10766,-0.000579756,-0.0002920284618663149,-108.0402080378989,-1.8913730119288792e-05,-3.1238657310992437e-09,-108.04051898321477
31,-0.633392333984375,235.733128404831,-0.0025787353515625,-0.632232666015625,3,10767,-0.000535989,-0.0002991250614637793,-102.83428033556068,-1.95324512745452e-05,-3.2283675849478247e-09,-102.83459899630178
32,-0.63446044921875,235.754490404777,-0.0025787353515625,-0.63330078125,3,10768,-0.000548715,-0.0003066517569388612,-97.58668587011405,-2.0210781248575724e-05,-3.3430255283459613e-09,-97.58701273599527
33,-0.635528564453125,235.775852404723,-0.00257263183593751,-0.6343994140625,3,10769,-0.000550378,-0.00031439350387610625,-92.46838916724079,-2.093305261866974e-05,-3.465209233018209e-09,-92.46872449726249
34,-0.6365966796875,235.797214404669,-0.00257568359375,-0.635406494140625,3,10770,-0.000590312,-0.0003214901034735715,-88.01279103855647,-2.1617764027199356e-05,-3.5811299573152144e-09,-88.01313415000511
35,-0.637664794921875,235.818576404615,-0.0025787353515625,-0.63653564453125,3,10771,-0.000582686,-0.0003294469018729797,-83.2719209216551,-2.2412111238422826e-05,-3.7157193684919608e-09,-83.27227278438393
36,-0.63873291015625,235.839938404561,-0.0025787353515625,-0.6375732421875,3,10772,-0.000643389,-0.0003367585458858985,-79.14093419909872,-2.316773195774001e-05,-3.843851184656089e-09,-79.14129412922041
37,-0.639801025390625,235.861300404507,-0.002593994140625,-0.638671875,3,10773,-0.000658756,-0.0003445002928231444,-74.99009354945628,-2.399555589895669e-05,-3.9843394799462586e-09,-74.99046204928933
38,-0.640869140625,235.882662404454,-0.00258789062500001,-0.639678955078125,3,10774,-0.000516331,-0.0003515968924206088,-71.3766887578522,-2.478032323908699e-05,-4.117626524568611e-09,-71.37706513918548
39,-0.641937255859375,235.9040244044,-0.00256958007812499,-0.640777587890625,3,10775,-0.000525447,-0.00035933863935785383,-67.6330728385911,-2.5665698033486877e-05,-4.268120986913549e-09,-67.63345784719661
40,-0.64300537109375,235.925386404346,-0.0025787353515625,-0.64178466796875,3,10776,-0.000628453,-0.00036643523895531823,-64.37416678982481,-2.6505018449993674e-05,-4.410901295008903e-09,-64.37455973449313
