,Potential applied / V,Time / s,WE(1).Current / A,WE(1).Potential / V,Scan,Index
0,-0.998992919921875,31.993975919223,-0.002655029296875,-0.99822998046875,3,4497
1,-0.9979248046875,31.9993169192095,-0.00264923095703125,-0.997314453125,3,4498
2,-0.996856689453125,32.004657919196,-0.00264404296875,-0.99639892578125,3,4499
3,-0.99578857421875,32.0099989191825,-0.0026348876953125,-0.9954833984375,3,4500
4,-0.994720458984375,32.015339919169,-0.0026263427734375,-0.9942626953125,3,4501
5,-0.99365234375,32.0206809191556,-0.00262237548828125,-0.9930419921875,3,4502
6,-0.992584228515625,32.0260219191421,-0.00261505126953125,-0.9918212890625,3,4503
7,-0.99151611328125,32.0313629191286,-0.0026043701171875,-0.99090576171875,3,4504
8,-0.990447998046875,32.0367039191151,-0.002603759765625,-0.989990234375,3,4505
9,-0.9893798828125,32.0420449191016,-0.0025933837890625,-0.98846435546875,3,4506
10,-0.988311767578125,32.0473859190881,-0.0025836181640625,-0.98785400390625,3,4507
11,-0.98724365234375,32.0527269190746,-0.0025811767578125,-0.98663330078125,3,4508
12,-0.986175537109375,32.0580679190612,-0.0025677490234375,-0.98541259765625,3,4509
13,-0.985107421875,32.0634089190477,-0.00256500244140625,-0.9844970703125,3,4510
14,-0.984039306640625,32.0687499190342,-0.00255584716796875,-0.98358154296875,3,4511
15,-0.98297119140625,32.0740909190207,-0.00254730224609375,-0.9820556640625,3,4512
16,-0.981903076171875,32.0794319190072,-0.00254119873046875,-0.98114013671875,3,4513
17,-0.9808349609375,32.0847729189937,-0.00253509521484375,-0.98052978515625,3,4514
18,-0.979766845703125,32.0901139189803,-0.002529296875,-0.97930908203125,3,4515
19,-0.97869873046875,32.0954549189668,-0.0025177001953125,-0.97808837890625,3,4516
20,-0.977630615234375,32.1007959189533,-0.00250823974609375,-0.97686767578125,3,4517
21,-0.9765625,32.1061369189398,-0.0025042724609375,-0.97564697265625,3,4518
22,-0.975494384765625,32.1114779189263,-0.00249267578125,-0.9747314453125,3,4519
23,-0.97442626953125,32.1168189189128,-0.0024847412109375,-0.97412109375,3,4520
24,-0.973358154296875,32.1221599188993,-0.00247406005859375,-0.9735107421875,3,4521
25,-0.9722900390625,32.1275009188859,-0.0024658203125,-0.97137451171875,3,4522
26,-0.971221923828125,32.1328419188724,-0.00245941162109375,-0.97076416015625,3,4523
27,-0.97015380859375,32.1381829188589,-0.00244873046875,-0.96923828125,3,4524
28,-0.969085693359375,32.1435239188454,-0.00243743896484375,-0.96832275390625,3,4525
29,-0.968017578125,32.1488649188319,-0.0024298095703125,-0.9674072265625,3,4526
30,-0.966949462890625,32.1542059188184,-0.00242340087890625,-0.96649169921875,3,4527
31,-0.96588134765625,32.1595469188049,-0.00241058349609375,-0.965576171875,3,4528
32,-0.964813232421875,32.1648879187915,-0.00239593505859375,-0.96435546875,3,4529
33,-0.9637451171875,32.170228918778,-0.0023931884765625,-0.96343994140625,3,4530
34,-0.962677001953125,32.1755699187645,-0.0023822021484375,-0.96221923828125,3,4531
35,-0.96160888671875,32.180910918751,-0.00237060546875,-0.96038818359375,3,4532
36,-0.960540771484375,32.1862519187375,-0.0023638916015625,-0.95977783203125,3,4533
37,-0.95947265625,32.191592918724,-0.00234771728515625,-0.9588623046875,3,4534
38,-0.958404541015625,32.1969339187106,-0.002342529296875,-0.95794677734375,3,4535
39,-0.95733642578125,32.2022749186971,-0.0023333740234375,-0.95672607421875,3,4536
40,-0.956268310546875,32.2076159186836,-0.00231903076171875,-0.95550537109375,3,4537
41,-0.9552001953125,32.2129569186701,-0.00231170654296875,-0.95458984375,3,4538
42,-0.954132080078125,32.2182979186566,-0.0023016357421875,-0.9539794921875,3,4539
43,-0.95306396484375,32.2236389186431,-0.00229339599609375,-0.9521484375,3,4540
44,-0.951995849609375,32.2289799186296,-0.00228057861328125,-0.9515380859375,3,4541
45,-0.950927734375,32.2343209186162,-0.0022686767578125,-0.9503173828125,3,4542
46,-0.949859619140625,32.2396619186027,-0.0022613525390625,-0.94940185546875,3,4543
47,-0.94879150390625,32.2450029185892,-0.0022454833984375,-0.94879150390625,3,4544
48,-0.947723388671875,32.2503439185757,-0.0022381591796875,-0.94696044921875,3,4545
49,-0.9466552734375,32.2556849185622,-0.002222900390625,-0.94635009765625,3,4546
50,-0.945587158203125,32.2610259185487,-0.002210693359375,-0.94512939453125,3,4547
51,-0.94451904296875,32.2663669185353,-0.00220123291015625,-0.943603515625,3,4548
52,-0.943450927734375,32.2717079185218,-0.00218658447265625,-0.94268798828125,3,4549
53,-0.9423828125,32.2770489185083,-0.00217041015625,-0.94146728515625,3,4550
54,-0.941314697265625,32.2823899184948,-0.00216522216796875,-0.94085693359375,3,4551
55,-0.94024658203125,32.2877309184813,-0.00215057373046875,-0.9393310546875,3,4552
56,-0.939178466796875,32.2930719184678,-0.0021368408203125,-0.93841552734375,3,4553
57,-0.9381103515625,32.2984129184543,-0.0021197509765625,-0.93719482421875,3,4554
