"Figure 2 data (WE Area: 1.04 cm^2, scan rate: 0.3 V/s)",
Potential (V),Current Density (mA/cm^3)
1.03302,-3.130866601
1.0318,-3.133810215
1.03058,-3.119082493
1.02936,-3.104354771
1.02844,-3.069012099
1.02814,-3.092580314
1.02631,-3.060181256
1.02539,-3.039556655
1.02417,-3.018941705
1.02356,-3.039556655
1.02234,-2.992439527
1.02112,-2.983599033
1.0199,-2.992439527
1.01868,-2.998326755
1.01776,-2.965927697
1.01685,-2.968871311
1.01624,-2.965927697
1.0144,-2.936472253
1.01379,-2.898185967
1.01288,-2.939415867
1.01135,-2.889345473
1.01013,-2.868730523
1.00922,-2.854002801
1.0083,-2.868730523
1.00708,-2.827500623
1.00616,-2.800988793
1.00525,-2.800988793
1.00433,-2.77153335
1.00311,-2.750918399
1.0022,-2.739134292
1.00098,-2.706744885
1.00006,-2.671392562
0.99884,-2.644890383
0.99762,-2.641946769
0.996399,-2.597763604
0.995789,-2.553580438
0.994568,-2.541805981
0.993347,-2.52707826
0.992432,-2.465223758
0.991211,-2.456392915
0.990295,-2.423993858
0.98938,-2.403369256
0.988464,-2.359195742
0.986633,-2.356252128
0.985718,-2.329740298
0.985107,-2.294397626
0.983582,-2.285557132
0.982666,-2.273782676
0.98175,-2.220768668
0.980835,-2.20898456
0.979614,-2.191313224
0.979004,-2.16185778
0.977478,-2.132402337
0.975952,-2.12062788
0.975037,-2.114731001
0.973816,-2.0735011
0.973206,-2.058773378
0.971985,-2.0735011
0.971069,-2.017533827
0.969238,-2.00575937
0.968628,-2.023430706
0.967407,-1.999862491
0.966797,-1.967463433
0.965881,-1.976303927
0.964355,-1.967463433
0.963745,-1.932120761
0.96283,-1.905618583
0.961609,-1.943904869
0.960083,-1.923289919
0.959473,-1.902674968
0.957947,-1.887947246
0.957336,-1.879106753
0.955811,-1.852604574
0.9552,-1.820205517
0.953979,-1.820205517
0.953369,-1.781909579
0.951843,-1.720064729
0.950623,-1.734792451
0.949707,-1.699440127
0.948181,-1.649369734
0.947571,-1.614027061
0.946655,-1.611083447
0.94574,-1.578684389
0.944214,-1.552182211
0.943298,-1.537454489
0.942688,-1.507999045
0.941162,-1.493271324
0.939636,-1.475599988
0.938721,-1.46381588
0.937805,-1.440257315
0.93689,-1.413745486
0.935669,-1.419642365
0.934753,-1.39607415
0.933838,-1.369571971
0.932007,-1.35484425
0.931702,-1.366628357
0.930176,-1.322445192
0.929871,-1.316557963
0.92865,-1.337172914
0.927124,-1.310661084
0.926208,-1.292989748
0.924988,-1.284158906
0.923462,-1.290046134
0.923157,-1.278262026
0.921936,-1.269431184
0.920715,-1.269431184
0.919189,-1.248816233
0.918884,-1.228191632
0.917358,-1.23997574
0.916748,-1.222304404
0.915222,-1.186961732
0.914307,-1.184018118
0.913696,-1.186961732
0.912476,-1.178121238
0.91095,-1.15161906
0.91095,-1.154562674
0.909119,-1.148675446
0.908203,-1.128050844
0.906982,-1.116276388
0.905762,-1.101548666
0.904846,-1.080933716
0.904236,-1.0573655
0.90271,-1.072093222
0.901489,-1.042637778
0.900879,-1.01023872
0.899353,-1.001407878
0.898438,-0.998464264
0.897217,-0.960171222
0.895691,-0.954281098
0.895691,-0.942499886
0.89447,-0.94839001
0.89325,-0.907155284
0.892334,-0.92188204
0.890808,-0.898319616
0.889893,-0.874757191
0.888977,-0.857085855
0.888062,-0.874757191
0.886536,-0.833522465
0.885925,-0.807015461
0.88501,-0.815851129
0.883789,-0.812905585
0.882568,-0.795234249
0.881348,-0.795234249
0.880127,-0.795234249
0.878906,-0.777561947
0.878296,-0.765780735
0.877075,-0.774616403
0.87616,-0.765780735
0.875244,-0.739272766
0.873718,-0.759890611
0.872803,-0.762835191
0.871887,-0.739272766
0.870667,-0.736327222
0.870056,-0.756945067
0.86853,-0.733382642
0.86792,-0.724546009
0.865784,-0.733382642
0.865784,-0.72160143
0.864258,-0.72160143
0.863037,-0.700983584
0.861816,-0.706874673
0.861511,-0.689202372
0.860596,-0.67447658
0.85907,-0.689202372
0.857849,-0.665639947
0.856628,-0.642077523
0.856018,-0.63029631
0.854797,-0.639131978
0.853577,-0.612624974
0.852356,-0.583171461
0.852356,-0.600843762
0.85022,-0.580225916
0.848999,-0.568444704
0.848694,-0.556663491
0.847778,-0.559609036
0.846252,-0.541936735
0.845032,-0.527210943
0.844116,-0.538992155
0.842285,-0.536046611
0.84259,-0.509538642
0.841064,-0.521319854
0.839539,-0.527210943
0.838928,-0.494811885
0.837708,-0.506593098
0.836182,-0.500702974
0.835266,-0.49775743
0.834351,-0.47124946
0.833435,-0.491867306
0.831909,-0.474195005
0.831299,-0.465359337
0.830383,-0.462413792
0.828857,-0.488921762
0.828247,-0.456522704
0.827637,-0.435905823
0.826416,-0.45063258
0.825195,-0.462413792
0.823669,-0.424124611
0.822754,-0.435905823
0.821838,-0.432960279
0.820618,-0.418234487
0.819702,-0.409397854
0.818481,-0.418234487
0.817566,-0.394672062
0.81665,-0.391726518
0.81543,-0.394672062
0.814514,-0.400562186
0.813599,-0.385835429
0.812073,-0.38289085
0.811157,-0.391726518
0.810242,-0.38289085
0.809021,-0.371108673
0.808105,-0.38289085
0.80658,-0.368164093
0.805054,-0.350491792
0.804749,-0.344601669
0.803528,-0.368164093
0.802917,-0.332820456
0.801392,-0.321039244
0.799866,-0.341656124
0.79895,-0.341656124
0.798035,-0.318093699
0.797424,-0.323983823
0.795898,-0.326929367
0.794983,-0.306312487
0.793762,-0.303366943
0.792847,-0.318093699
0.792236,-0.294531275
0.790405,-0.282750062
0.789795,-0.285695607
0.788574,-0.303366943
0.787659,-0.279804518
0.786743,-0.268023306
0.785522,-0.273913429
0.784607,-0.282750062
0.783081,-0.268023306
0.781555,-0.288640186
0.78125,-0.276858974
0.780029,-0.27096885
0.779114,-0.268023306
0.777893,-0.294531275
0.776978,-0.259187638
0.776062,-0.253296549
0.774841,-0.282750062
0.773621,-0.276858974
0.77301,-0.241515336
0.771484,-0.265077761
0.770264,-0.259187638
0.769043,-0.250351004
0.768738,-0.244460881
0.767212,-0.247406425
0.766296,-0.253296549
0.765076,-0.229734124
0.76416,-0.241515336
0.763245,-0.250351004
0.762634,-0.235625213
0.761108,-0.220898456
0.759583,-0.250351004
0.758667,-0.229734124
0.757751,-0.215007367
0.756836,-0.238569792
0.75531,-0.232679668
0.754089,-0.220898456
0.753479,-0.220898456
0.752563,-0.217952912
0.751343,-0.22678858
0.750031,-0.220898456
0.748993,-0.241515336
0.747925,-0.220898456
0.746857,-0.212062788
0.745789,-0.217952912
0.744751,-0.232679668
0.743622,-0.212062788
0.742554,-0.203226155
0.741516,-0.203226155
0.740509,-0.197336031
0.739349,-0.188500363
0.73822,-0.197336031
0.737244,-0.194390487
0.736176,-0.176718186
0.735107,-0.188500363
0.73407,-0.197336031
0.732971,-0.176718186
0.731873,-0.185554819
0.730804,-0.176718186
0.729767,-0.197336031
0.728668,-0.176718186
0.727753,-0.194390487
0.726532,-0.194390487
0.725464,-0.197336031
0.724426,-0.188500363
0.723389,-0.197336031
0.72229,-0.203226155
0.721283,-0.185554819
0.720123,-0.203226155
0.719116,-0.215007367
0.718048,-0.194390487
0.71701,-0.215007367
0.715912,-0.223844
0.714874,-0.223844
0.713837,-0.200281576
0.712738,-0.22678858
0.71167,-0.212062788
0.710571,-0.200281576
0.709564,-0.194390487
0.708405,-0.22678858
0.707428,-0.203226155
0.706329,-0.191444942
0.705292,-0.200281576
0.704224,-0.200281576
0.703125,-0.188500363
0.702057,-0.194390487
0.700958,-0.197336031
0.699982,-0.191444942
0.698914,-0.176718186
0.697784,-0.217952912
0.696716,-0.194390487
0.695679,-0.170828062
0.694641,-0.188500363
0.693542,-0.194390487
0.692505,-0.173773606
0.691376,-0.182609274
0.690369,-0.191444942
0.689301,-0.197336031
0.688171,-0.170828062
0.687073,-0.209117244
0.686096,-0.197336031
0.684967,-0.188500363
0.683899,-0.200281576
0.682861,-0.215007367
0.681793,-0.215007367
0.680695,-0.191444942
0.679657,-0.215007367
0.678528,-0.209117244
0.677551,-0.200281576
0.676453,-0.209117244
0.675415,-0.212062788
0.674347,-0.220898456
0.673248,-0.217952912
0.672272,-0.247406425
0.671112,-0.223844
0.670105,-0.22678858
0.669006,-0.247406425
0.667908,-0.259187638
0.66687,-0.232679668
0.665802,-0.241515336
0.664734,-0.265077761
0.663635,-0.253296549
0.662567,-0.247406425
0.661499,-0.256242093
0.6604,-0.256242093
0.659393,-0.256242093
0.658295,-0.250351004
0.657196,-0.256242093
0.656158,-0.259187638
0.65509,-0.256242093
0.654053,-0.27096885
0.653015,-0.265077761
0.651947,-0.250351004
0.650879,-0.276858974
0.64978,-0.297476819
0.648682,-0.265077761
0.647644,-0.259187638
0.646606,-0.29158573
0.645538,-0.29158573
0.64444,-0.273913429
0.643402,-0.303366943
0.642303,-0.294531275
0.641205,-0.297476819
0.640167,-0.300421398
0.63916,-0.318093699
0.638,-0.318093699
0.636932,-0.300421398
0.635864,-0.323983823
0.634857,-0.341656124
0.633728,-0.332820456
0.63269,-0.350491792
0.631653,-0.350491792
0.630615,-0.335765035
0.629456,-0.356382881
0.628479,-0.385835429
0.62735,-0.376999761
0.626282,-0.374054217
0.625244,-0.391726518
0.624146,-0.400562186
0.623047,-0.391726518
0.621979,-0.409397854
0.621002,-0.424124611
0.619904,-0.418234487
0.618805,-0.418234487
0.617767,-0.444741491
0.616699,-0.441796912
0.615601,-0.435905823
0.614563,-0.438851368
0.613556,-0.465359337
0.612396,-0.447687036
0.611359,-0.456522704
0.61026,-0.474195005
0.609161,-0.494811885
0.608185,-0.480086094
0.607086,-0.485976217
0.606018,-0.491867306
0.604919,-0.49775743
0.603851,-0.488921762
0.602753,-0.521319854
0.601746,-0.515429731
0.600647,-0.51837431
0.599579,-0.536046611
0.59848,-0.56255458
0.597504,-0.541936735
0.596436,-0.556663491
0.595337,-0.565499159
0.594238,-0.583171461
0.593231,-0.571390248
0.592133,-0.612624974
0.591125,-0.60967943
0.589996,-0.621460642
0.588928,-0.621460642
0.587891,-0.656804279
0.586792,-0.665639947
0.585724,-0.653858735
0.584656,-0.680366704
0.583557,-0.703929129
0.582489,-0.67742116
0.581451,-0.709820218
0.580353,-0.718655886
0.579315,-0.733382642
0.578247,-0.730437098
0.577118,-0.765780735
0.57608,-0.768726279
0.575012,-0.753999523
0.573944,-0.78934316
0.572845,-0.80996004
0.571869,-0.804069917
0.570709,-0.812905585
0.569733,-0.848249222
0.568542,-0.845303677
0.567535,-0.836468009
0.566467,-0.88064828
0.56543,-0.874757191
0.564331,-0.877702735
0.563324,-0.892429492
0.562164,-0.927773129
0.561157,-0.913046372
0.560089,-0.910100828
0.55899,-0.951335554
0.557953,-0.96900882
0.556854,-0.971952434
0.555756,-0.977839663
0.554718,-1.01023872
0.55365,-1.019079214
0.552612,-1.007295106
0.551514,-1.066205994
0.550446,-1.063252729
0.549408,-1.069149608
0.548279,-1.110379508
0.54718,-1.110379508
0.546143,-1.110379508
0.545166,-1.139834952
0.544006,-1.169290396
0.542969,-1.178121238
0.54187,-1.166346782
0.540833,-1.204633068
0.539764,-1.242919354
0.538696,-1.245862968
0.537628,-1.26059069
0.53656,-1.28710252
0.535553,-1.295933362
0.534393,-1.301830242
0.533295,-1.334229299
0.532318,-1.366628357
0.531219,-1.369571971
0.530182,-1.399017764
0.529114,-1.422585979
0.528015,-1.431416822
0.526917,-1.440257315
0.525848,-1.481487216
0.524841,-1.496214938
0.523773,-1.490327709
0.522705,-1.537454489
0.521576,-1.546285332
0.520538,-1.555125825
0.519501,-1.575740775
0.518402,-1.616980327
0.517365,-1.631698398
0.516235,-1.637595277
0.515167,-1.664097455
0.51413,-1.684722057
0.513092,-1.687665671
0.511993,-1.725951957
0.510956,-1.755407401
0.509796,-1.770135123
0.508789,-1.776022351
0.50769,-1.817252251
0.506622,-1.840820467
0.505554,-1.834933238
0.504517,-1.867322645
0.503418,-1.899721703
0.50235,-1.905618583
0.501282,-1.923289919
0.500244,-1.964519819
0.499176,-1.985134769
0.498108,-1.973360312
0.49704,-2.023430706
0.495972,-2.038158428
0.494934,-2.046989271
0.493835,-2.061716992
0.492737,-2.114731001
0.491699,-2.117674615
0.490601,-2.126515108
0.489563,-2.170698274
0.488525,-2.191313224
0.487396,-2.191313224
0.486328,-2.217815402
0.48526,-2.247270846
0.484192,-2.27672629
0.483124,-2.264942182
0.482056,-2.312068962
0.480957,-2.329740298
0.479919,-2.341524406
0.478882,-2.353298862
0.477844,-2.3915948
0.476715,-2.394538414
0.475616,-2.415153364
0.474548,-2.435768314
0.473541,-2.462280144
0.472443,-2.468167372
0.471375,-2.497622816
0.470306,-2.512350538
0.469238,-2.50056643
0.46817,-2.532965488
0.467102,-2.562420932
0.466003,-2.565364546
0.464966,-2.583035882
0.463989,-2.61543494
0.462891,-2.627219047
0.461731,-2.61543494
0.460754,-2.633106276
0.459625,-2.677289441
0.458557,-2.662561719
0.457458,-2.659618105
0.456421,-2.700848006
0.455353,-2.700848006
0.454285,-2.694960777
0.453278,-2.736190678
0.452179,-2.739134292
0.45105,-2.739134292
0.450012,-2.745031171
0.448975,-2.789204686
0.447845,-2.789204686
0.446838,-2.780373843
0.44574,-2.800988793
0.444702,-2.824557009
0.443604,-2.809829287
0.442505,-2.806885673
0.441437,-2.862843295
0.44043,-2.851059187
0.439362,-2.842228345
0.438293,-2.865786909
0.437225,-2.865786909
0.436127,-2.854002801
0.435059,-2.874627403
0.43399,-2.898185967
0.432831,-2.889345473
0.431793,-2.892298739
0.430817,-2.901129581
0.429688,-2.915857303
0.42865,-2.880514631
0.427582,-2.889345473
0.426483,-2.918800917
0.425415,-2.898185967
0.424408,-2.895242353
0.423218,-2.912913689
0.42218,-2.883458245
0.421204,-2.868730523
0.420105,-2.909970075
0.419006,-2.895242353
0.417938,-2.880514631
0.41687,-2.877571017
0.415833,-2.892298739
0.414703,-2.877571017
0.413696,-2.856956067
0.412659,-2.883458245
0.411591,-2.883458245
0.410461,-2.851059187
0.409454,-2.859899681
0.408356,-2.845171959
0.407288,-2.839275079
0.406219,-2.830444237
0.405121,-2.833387851
0.404053,-2.836331465
0.402985,-2.798045179
0.402008,-2.821603743
0.400818,-2.803932407
0.399811,-2.792157951
0.398682,-2.77153335
0.397705,-2.789204686
0.396637,-2.777430229
0.395538,-2.750918399
0.394501,-2.745031171
0.393433,-2.759758893
0.392303,-2.718519342
0.391266,-2.712632113
0.390198,-2.736190678
0.389099,-2.706744885
0.388,-2.683176669
0.386963,-2.700848006
0.385925,-2.677289441
0.384827,-2.656674491
0.383789,-2.659618105
0.38269,-2.671392562
0.381622,-2.621322168
0.380554,-2.618378554
0.379517,-2.612491325
0.378448,-2.618378554
0.37738,-2.571251774
0.376343,-2.588932761
0.375214,-2.574205039
0.374146,-2.54769321
0.373077,-2.530021874
0.372009,-2.556533703
0.370941,-2.530021874
0.369812,-2.518237766
0.368835,-2.524134645
0.367798,-2.530021874
0.366669,-2.485838708
0.365631,-2.474064251
0.364532,-2.494679202
0.363464,-2.477007866
0.362396,-2.447552422
0.361328,-2.468167372
0.36026,-2.441665194
0.359192,-2.423993858
0.358185,-2.435768314
0.357056,-2.45343965
0.355927,-2.426937472
0.354858,-2.406322522
0.353882,-2.426937472
0.352722,-2.418096978
0.351685,-2.400425642
0.350616,-2.400425642
0.349609,-2.418096978
0.348511,-2.388651186
0.347412,-2.373923464
0.346344,-2.394538414
0.345306,-2.379810692
0.344208,-2.36508297
0.34314,-2.38569792
0.342102,-2.382754306
0.341064,-2.36508297
0.339935,-2.382754306
0.338867,-2.394538414
0.33783,-2.37097985
0.336731,-2.356252128
0.335693,-2.38569792
0.334625,-2.379810692
0.333527,-2.368026584
0.33252,-2.373923464
0.331421,-2.397482028
0.330292,-2.382754306
0.329285,-2.368026584
0.328217,-2.406322522
0.327179,-2.376867078
0.326019,-2.368026584
0.325012,-2.382754306
0.323853,-2.406322522
0.322815,-2.382754306
0.321808,-2.373923464
0.320709,-2.415153364
0.319672,-2.41220975
0.318604,-2.400425642
0.317505,-2.394538414
0.316498,-2.415153364
0.315369,-2.388651186
0.31427,-2.397482028
0.313263,-2.426937472
0.312195,-2.418096978
0.311035,-2.3915948
0.309998,-2.441665194
0.30896,-2.438721579
0.307892,-2.421040592
0.306824,-2.435768314
0.305725,-2.444608808
0.304657,-2.429881086
0.303589,-2.429881086
0.302521,-2.471110986
0.301483,-2.45343965
0.300415,-2.438721579
0.299377,-2.444608808
0.298248,-2.47995148
0.29715,-2.441665194
0.296082,-2.45343965
0.295074,-2.488791973
0.293945,-2.47995148
0.292938,-2.482895094
0.291809,-2.503510044
0.290741,-2.494679202
0.289642,-2.50056643
0.288666,-2.503510044
0.287598,-2.518237766
0.286469,-2.503510044
0.285461,-2.497622816
0.284393,-2.52118138
0.283325,-2.532965488
0.282227,-2.503510044
0.281189,-2.544749596
0.28009,-2.556533703
0.278992,-2.54769321
0.278015,-2.544749596
0.276886,-2.56830816
0.275787,-2.54769321
0.274719,-2.524134645
0.273712,-2.565364546
0.272614,-2.588932761
0.271484,-2.559477317
0.270477,-2.559477317
0.26944,-2.594819989
0.268372,-2.594819989
0.267242,-2.574205039
0.266174,-2.606604097
0.265106,-2.606604097
0.264038,-2.585979496
0.263,-2.600707218
0.261963,-2.624275433
0.260895,-2.618378554
0.259796,-2.612491325
0.258698,-2.641946769
0.25766,-2.650777612
0.256592,-2.627219047
0.255554,-2.63604989
0.254486,-2.656674491
0.253418,-2.659618105
0.252258,-2.641946769
0.251282,-2.674345827
0.250183,-2.665505333
0.249115,-2.656674491
0.248016,-2.677289441
0.246918,-2.677289441
0.24588,-2.653721226
0.244843,-2.671392562
0.243774,-2.70379162
0.242676,-2.686120284
0.241638,-2.653721226
0.240601,-2.700848006
0.239471,-2.712632113
0.238373,-2.668448948
0.237366,-2.692017163
0.236267,-2.712632113
0.235199,-2.686120284
0.234131,-2.692017163
0.233093,-2.709688499
0.231995,-2.706744885
0.230896,-2.686120284
0.229828,-2.706744885
0.22879,-2.730303449
0.227722,-2.706744885
0.226715,-2.697904391
0.225586,-2.733247063
0.224579,-2.750918399
0.22348,-2.706744885
0.222382,-2.739134292
0.221344,-2.750918399
0.220245,-2.727359835
0.219208,-2.739134292
0.21817,-2.750918399
0.217072,-2.727359835
0.215973,-2.718519342
0.214905,-2.745031171
0.213867,-2.750918399
0.212738,-2.733247063
0.2117,-2.745031171
0.210693,-2.753862014
0.209534,-2.756815279
0.208527,-2.747974785
0.207458,-2.762702507
0.20639,-2.759758893
0.205322,-2.730303449
0.204285,-2.745031171
0.203217,-2.783317457
0.202148,-2.736190678
0.201019,-2.742087557
0.199982,-2.783317457
0.198883,-2.756815279
0.197845,-2.733247063
0.196747,-2.750918399
0.195679,-2.759758893
0.194611,-2.753862014
0.193542,-2.747974785
0.192474,-2.765646121
0.191376,-2.733247063
0.190308,-2.715575727
0.18927,-2.742087557
0.188263,-2.747974785
0.187103,-2.715575727
0.186005,-2.715575727
0.184937,-2.733247063
0.183929,-2.721462956
0.182892,-2.706744885
0.181824,-2.730303449
0.180725,-2.706744885
0.179657,-2.692017163
0.178558,-2.709688499
0.177429,-2.724416221
0.176453,-2.683176669
0.175385,-2.671392562
0.174286,-2.680233055
0.173218,-2.683176669
0.17218,-2.656674491
0.171143,-2.677289441
0.170013,-2.668448948
0.169006,-2.656674491
0.167847,-2.63604989
0.166779,-2.656674491
0.165833,-2.63604989
0.164673,-2.612491325
0.163666,-2.624275433
0.162506,-2.618378554
0.161469,-2.585979496
0.1604,-2.594819989
0.159332,-2.597763604
0.158264,-2.574205039
0.157196,-2.556533703
0.156128,-2.580092268
0.15509,-2.571251774
0.154022,-2.544749596
0.152893,-2.580092268
0.151855,-2.565364546
0.150848,-2.532965488
0.14975,-2.515294152
0.148621,-2.538862367
0.147614,-2.535909102
0.146545,-2.488791973
0.145538,-2.52118138
0.144379,-2.524134645
0.143372,-2.482895094
0.142303,-2.471110986
0.141235,-2.494679202
0.140076,-2.468167372
0.139038,-2.462280144
0.138,-2.47995148
0.136902,-2.471110986
0.135834,-2.447552422
0.134766,-2.474064251
0.133728,-2.468167372
0.13266,-2.45933653
0.131592,-2.429881086
0.130493,-2.462280144
0.129425,-2.435768314
0.128357,-2.403369256
0.12735,-2.450496036
0.126312,-2.441665194
0.125183,-2.41220975
0.124115,-2.418096978
0.123077,-2.441665194
0.121979,-2.406322522
0.120911,-2.379810692
0.119812,-2.423993858
0.118805,-2.426937472
0.117676,-2.394538414
0.116577,-2.394538414
0.115509,-2.423993858
0.114471,-2.406322522
0.113373,-2.359195742
0.112366,-2.41220975
0.111267,-2.403369256
0.110138,-2.37097985
0.10907,-2.36508297
0.108002,-2.388651186
0.106995,-2.350355248
0.105927,-2.356252128
0.104828,-2.382754306
0.10376,-2.373923464
0.102661,-2.332683912
0.101654,-2.382754306
0.100555,-2.373923464
0.0994873,-2.347411634
0.0984497,-2.341524406
0.0974121,-2.373923464
0.096344,-2.347411634
0.0952148,-2.320909456
0.0941772,-2.341524406
0.0930481,-2.362139356
0.0920105,-2.329740298
0.0909424,-2.347411634
0.0898438,-2.347411634
0.0887756,-2.320909456
0.087738,-2.320909456
0.0866394,-2.359195742
0.0856018,-2.347411634
0.0845947,-2.31795619
0.0835266,-2.329740298
0.0823975,-2.350355248
0.0812988,-2.332683912
0.0802917,-2.309125348
0.0792236,-2.341524406
0.0780945,-2.326796684
0.0770569,-2.303228468
0.0759888,-2.335627526
0.0749207,-2.347411634
0.0738831,-2.320909456
0.0727539,-2.326796684
0.0717163,-2.368026584
0.0707092,-2.329740298
0.0696106,-2.320909456
0.068573,-2.350355248
0.0674744,-2.34446802
0.0663757,-2.309125348
0.0653687,-2.309125348
0.0643005,-2.329740298
0.0632019,-2.309125348
0.0621643,-2.306181734
0.0610657,-2.338580792
0.059967,-2.315012576
0.0588684,-2.285557132
0.0577698,-2.320909456
0.0567627,-2.338580792
0.0556946,-2.291454012
0.0546875,-2.312068962
0.0535583,-2.320909456
0.0525208,-2.329740298
0.0514221,-2.267885796
0.0503845,-2.306181734
0.0493073,-2.326796684
0.048233,-2.300284854
0.0471924,-2.29734124
0.0461182,-2.31795619
0.0450165,-2.315012576
0.0439636,-2.294397626
0.0429047,-2.335627526
0.0418427,-2.326796684
0.0407379,-2.29734124
0.039682,-2.320909456
0.0386047,-2.329740298
0.0375397,-2.309125348
0.0364716,-2.288510398
0.0354065,-2.329740298
0.0343323,-2.31795619
0.0332581,-2.288510398
0.0322083,-2.312068962
0.0311554,-2.338580792
0.0300568,-2.306181734
0.0289856,-2.312068962
0.0279388,-2.338580792
0.0268463,-2.312068962
0.0257843,-2.288510398
0.0247284,-2.306181734
0.0236511,-2.338580792
0.0225769,-2.312068962
0.0215057,-2.285557132
0.0204651,-2.338580792
0.0193634,-2.320909456
0.0183044,-2.288510398
0.0172485,-2.309125348
0.0161621,-2.335627526
0.0151001,-2.29734124
0.014032,-2.312068962
0.0129669,-2.320909456
0.0118927,-2.291454012
0.0108276,-2.285557132
0.00978394,-2.338580792
0.0086792,-2.338580792
0.00760803,-2.285557132
0.00656128,-2.326796684
0.00549622,-2.338580792
0.00440063,-2.29734124
0.00334778,-2.285557132
0.00229797,-2.332683912
0.00119934,-2.320909456
0.000137329,-2.288510398
