Figure 3 data,,,,,,,,,,,
Exp 1 (11/17),,,,Exp 3 (12/1),,,,Exp 6 (10/11),,,
300 mV/s,,,,300 mV/s,,,,300 mV/s,,,
WE Potential (V),Adjusted Potential (WE Potential + 0 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.2 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.9 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2)
-0.159821,-0.159821,-0.005256972,-5.256971559,-0.159821,-0.359821,-0.002615435,-2.61543494,-0.15976,-1.05976,-0.018594648,-18.59464805
-0.160919,-0.160919,-0.005284383,-5.284382734,-0.16095,-0.36095,-0.00255358,-2.553580438,-0.160889,-1.060889,-0.018659533,-18.65953332
-0.161957,-0.161957,-0.005267247,-5.267246539,-0.161926,-0.361926,-0.002633106,-2.633106276,-0.161957,-1.061957,-0.018854147,-18.85414662
-0.163025,-0.163025,-0.005222699,-5.222699168,-0.163025,-0.363025,-0.002653721,-2.653721226,-0.163025,-1.063025,-0.018932,-18.93200045
-0.164093,-0.164093,-0.005256972,-5.256971559,-0.164093,-0.364093,-0.002621322,-2.621322168,-0.164063,-1.064063,-0.018945012,-18.94501152
-0.1651,-0.1651,-0.005263822,-5.263821546,-0.165161,-0.365161,-0.002621322,-2.621322168,-0.165131,-1.065131,-0.019022865,-19.02286534
-0.166168,-0.166168,-0.005229549,-5.229549154,-0.166229,-0.366229,-0.00268612,-2.686120284,-0.166168,-1.066168,-0.019126656,-19.12665626
-0.167236,-0.167236,-0.00524326,-5.243260357,-0.167267,-0.367267,-0.002653721,-2.653721226,-0.167267,-1.067267,-0.019126656,-19.12665626
-0.168365,-0.168365,-0.005274108,-5.274107755,-0.168335,-0.368335,-0.002653721,-2.653721226,-0.168304,-1.068304,-0.01923049,-19.23048971
-0.169434,-0.169434,-0.00525011,-5.250110343,-0.169434,-0.369434,-0.002692017,-2.692017163,-0.169342,-1.069342,-0.019412134,-19.41213446
-0.170441,-0.170441,-0.005226124,-5.226124161,-0.170471,-0.370471,-0.002683177,-2.683176669,-0.170441,-1.070441,-0.01947702,-19.47701973
-0.171478,-0.171478,-0.00525011,-5.250110343,-0.17157,-0.37157,-0.002674346,-2.674345827,-0.17157,-1.07157,-0.019438072,-19.43807156
-0.172638,-0.172638,-0.005260397,-5.260396552,-0.172577,-0.372577,-0.002689064,-2.689063898,-0.172607,-1.072607,-0.019645696,-19.64569593
-0.173676,-0.173676,-0.005198713,-5.198712986,-0.173676,-0.373676,-0.002709688,-2.709688499,-0.173706,-1.073706,-0.019762498,-19.76249792
-0.174744,-0.174744,-0.005212413,-5.212412959,-0.174774,-0.374774,-0.002659618,-2.659618105,-0.174683,-1.074683,-0.019762498,-19.76249792
-0.175873,-0.175873,-0.005232974,-5.232974148,-0.175812,-0.375812,-0.002671393,-2.671392562,-0.175812,-1.075812,-0.019879257,-19.8792574
-0.17688,-0.17688,-0.005202138,-5.202137979,-0.176849,-0.376849,-0.002739134,-2.739134292,-0.17691,-1.07691,-0.020009028,-20.00902794
-0.17804,-0.17804,-0.005226124,-5.226124161,-0.177979,-0.377979,-0.002697904,-2.697904391,-0.177979,-1.077979,-0.020060945,-20.06094467
-0.179047,-0.179047,-0.005267247,-5.267246539,-0.179047,-0.379047,-0.002683177,-2.683176669,-0.178986,-1.078986,-0.02009985,-20.09985032
-0.180054,-0.180054,-0.005246685,-5.24668535,-0.180023,-0.380023,-0.002724416,-2.724416221,-0.180023,-1.080023,-0.020294506,-20.29450614
-0.181183,-0.181183,-0.005219274,-5.219274175,-0.181122,-0.381122,-0.002753862,-2.753862014,-0.181122,-1.081122,-0.020346423,-20.34642286
-0.182251,-0.182251,-0.005232974,-5.232974148,-0.18222,-0.38222,-0.002712632,-2.712632113,-0.182129,-1.082129,-0.020307475,-20.30747469
-0.183289,-0.183289,-0.00524326,-5.243260357,-0.183289,-0.383289,-0.002724416,-2.724416221,-0.183258,-1.083258,-0.020489162,-20.48916196
-0.184326,-0.184326,-0.005195277,-5.195276763,-0.184387,-0.384387,-0.002765646,-2.765646121,-0.184296,-1.084296,-0.02061889,-20.61888998
-0.185425,-0.185425,-0.005191852,-5.19185177,-0.185455,-0.385455,-0.002759759,-2.759758893,-0.185394,-1.085394,-0.020657838,-20.65783815
-0.186432,-0.186432,-0.005246685,-5.24668535,-0.186462,-0.386462,-0.002721463,-2.721462956,-0.186432,-1.086432,-0.020722723,-20.72272343
-0.187531,-0.187531,-0.005215849,-5.215849182,-0.187561,-0.387561,-0.002774487,-2.774486615,-0.1875,-1.0875,-0.020943316,-20.94331635
-0.188568,-0.188568,-0.005188427,-5.188426777,-0.188599,-0.388599,-0.002765646,-2.765646121,-0.188599,-1.088599,-0.021034139,-21.03413872
-0.189667,-0.189667,-0.005232974,-5.232974148,-0.189667,-0.389667,-0.002718519,-2.718519342,-0.189606,-1.089606,-0.020943316,-20.94331635
-0.190765,-0.190765,-0.005208988,-5.208987966,-0.190765,-0.390765,-0.002750918,-2.750918399,-0.190643,-1.090643,-0.021163909,-21.16390927
-0.191833,-0.191833,-0.005161016,-5.161015602,-0.191864,-0.391864,-0.002803932,-2.803932407,-0.191803,-1.091803,-0.021345554,-21.34555402
-0.19281,-0.19281,-0.005181577,-5.18157679,-0.192932,-0.392932,-0.002747975,-2.747974785,-0.192902,-1.092902,-0.021371534,-21.37153364
-0.193939,-0.193939,-0.005239835,-5.239835364,-0.19397,-0.39397,-0.002750918,-2.750918399,-0.193878,-1.093878,-0.021501262,-21.50126166
-0.195007,-0.195007,-0.005191852,-5.19185177,-0.194977,-0.394977,-0.002815717,-2.815716515,-0.194977,-1.094977,-0.021644001,-21.64400076
-0.196075,-0.196075,-0.005171291,-5.171290581,-0.196136,-0.396136,-0.002803932,-2.803932407,-0.196014,-1.096014,-0.021747834,-21.74783421
-0.197113,-0.197113,-0.005198713,-5.198712986,-0.197174,-0.397174,-0.002762703,-2.762702507,-0.197113,-1.097113,-0.021747834,-21.74783421
-0.198181,-0.198181,-0.005226124,-5.226124161,-0.198212,-0.398212,-0.002792158,-2.792157951,-0.198212,-1.098212,-0.021942448,-21.9424475
-0.19928,-0.19928,-0.005195277,-5.195276763,-0.199341,-0.399341,-0.002815717,-2.815716515,-0.19928,-1.09928,-0.022072218,-22.07221805
-0.200317,-0.200317,-0.005174716,-5.174715574,-0.200348,-0.400348,-0.002803932,-2.803932407,-0.200317,-1.100317,-0.022137103,-22.13710332
-0.201385,-0.201385,-0.005208988,-5.208987966,-0.201416,-0.401416,-0.002815717,-2.815716515,-0.201385,-1.101385,-0.022227926,-22.2279257
-0.202484,-0.202484,-0.005191852,-5.19185177,-0.202484,-0.402484,-0.002883458,-2.883458245,-0.202484,-1.102484,-0.022448519,-22.44851862
-0.203522,-0.203522,-0.005167866,-5.167865588,-0.203522,-0.403522,-0.002830444,-2.830444237,-0.203491,-1.103491,-0.022500435,-22.50043534
-0.204559,-0.204559,-0.005222699,-5.222699168,-0.204651,-0.404651,-0.002824557,-2.824557009,-0.20459,-1.10459,-0.022513404,-22.51340389
-0.205688,-0.205688,-0.005195277,-5.195276763,-0.205627,-0.405627,-0.002862843,-2.862843295,-0.205658,-1.105658,-0.022695049,-22.69504864
-0.206726,-0.206726,-0.005161016,-5.161015602,-0.206757,-0.406757,-0.002851059,-2.851059187,-0.206818,-1.106818,-0.022772902,-22.77290246
-0.207794,-0.207794,-0.005208988,-5.208987966,-0.207855,-0.407855,-0.002833388,-2.833387851,-0.207733,-1.107733,-0.022889704,-22.88970446
-0.208862,-0.208862,-0.005202138,-5.202137979,-0.208832,-0.408832,-0.0028599,-2.859899681,-0.208832,-1.108832,-0.023071392,-23.07139173
-0.209991,-0.209991,-0.005150729,-5.150729392,-0.209991,-0.409991,-0.002886402,-2.886401859,-0.20993,-1.10993,-0.023253036,-23.25303647
-0.210999,-0.210999,-0.005164441,-5.164440595,-0.210999,-0.410999,-0.002880515,-2.880514631,-0.210999,-1.110999,-0.023356827,-23.3568274
-0.212036,-0.212036,-0.005212413,-5.212412959,-0.212097,-0.412097,-0.0028599,-2.859899681,-0.212067,-1.112067,-0.023421713,-23.42171267
-0.213104,-0.213104,-0.005198713,-5.198712986,-0.213104,-0.413104,-0.002904073,-2.904073195,-0.213196,-1.113196,-0.023590431,-23.59043139
-0.214203,-0.214203,-0.005130168,-5.130168204,-0.214233,-0.414233,-0.002907017,-2.907016809,-0.214172,-1.114172,-0.023694222,-23.69422232
-0.215271,-0.215271,-0.005205563,-5.205562972,-0.215302,-0.415302,-0.002874627,-2.874627403,-0.21524,-1.11524,-0.023759108,-23.75910759
-0.216339,-0.216339,-0.005219274,-5.219274175,-0.2164,-0.4164,-0.00290113,-2.901129581,-0.216278,-1.116278,-0.023992669,-23.99266906
-0.217346,-0.217346,-0.005167866,-5.167865588,-0.217438,-0.417438,-0.002933529,-2.933528639,-0.217407,-1.117407,-0.024109471,-24.10947105
-0.218506,-0.218506,-0.005181577,-5.18157679,-0.218567,-0.418567,-0.002889345,-2.889345473,-0.218475,-1.118475,-0.024213262,-24.21326198
-0.219513,-0.219513,-0.005195277,-5.195276763,-0.219543,-0.419543,-0.002886402,-2.886401859,-0.219452,-1.119452,-0.024330064,-24.33006397
-0.220612,-0.220612,-0.005174716,-5.174715574,-0.220551,-0.420551,-0.002957087,-2.957087203,-0.220551,-1.120551,-0.024537646,-24.53764582
-0.221649,-0.221649,-0.005181577,-5.18157679,-0.22168,-0.42168,-0.002927641,-2.927641411,-0.221649,-1.121649,-0.024576594,-24.576594
-0.222687,-0.222687,-0.005198713,-5.198712986,-0.222748,-0.422748,-0.002886402,-2.886401859,-0.222687,-1.122687,-0.024758239,-24.75823874
-0.223846,-0.223846,-0.005188427,-5.188426777,-0.223755,-0.423755,-0.002939416,-2.939415867,-0.223755,-1.123755,-0.025004811,-25.00481129
-0.224884,-0.224884,-0.005171291,-5.171290581,-0.224884,-0.424884,-0.002974768,-2.974768191,-0.224792,-1.124792,-0.02514755,-25.14755038
-0.225922,-0.225922,-0.005164441,-5.164440595,-0.225952,-0.425952,-0.002939416,-2.939415867,-0.225922,-1.125922,-0.025160519,-25.16051893
-0.226959,-0.226959,-0.005188427,-5.188426777,-0.22702,-0.42702,-0.002942369,-2.942369133,-0.226929,-1.126929,-0.025368143,-25.3681433
-0.227997,-0.227997,-0.005178152,-5.178151797,-0.228088,-0.428088,-0.002971815,-2.971814925,-0.228058,-1.128058,-0.025484903,-25.48490278
-0.229126,-0.229126,-0.005150729,-5.150729392,-0.229126,-0.429126,-0.002965928,-2.965927697,-0.229065,-1.129065,-0.025601705,-25.60170477
-0.230133,-0.230133,-0.005215849,-5.215849182,-0.230225,-0.430225,-0.002948256,-2.948256361,-0.230133,-1.130133,-0.025679559,-25.6795586
-0.231262,-0.231262,-0.005198713,-5.198712986,-0.231262,-0.431262,-0.00300127,-3.001270369,-0.231232,-1.131232,-0.025874214,-25.87421442
-0.23233,-0.23233,-0.005140454,-5.140454413,-0.23233,-0.43233,-0.00299244,-2.992439527,-0.23233,-1.13233,-0.026029922,-26.02992206
-0.233368,-0.233368,-0.005185002,-5.185001784,-0.23349,-0.43349,-0.002974768,-2.974768191,-0.233429,-1.133429,-0.026133713,-26.13371299
-0.234436,-0.234436,-0.005208988,-5.208987966,-0.234467,-0.434467,-0.002983599,-2.983599033,-0.234406,-1.134406,-0.026380243,-26.38024301
-0.235565,-0.235565,-0.005150729,-5.150729392,-0.235443,-0.435443,-0.003063125,-3.063124871,-0.235535,-1.135535,-0.02656193,-26.56193028
-0.236542,-0.236542,-0.005181577,-5.18157679,-0.236603,-0.436603,-0.002986543,-2.986542647,-0.236511,-1.136511,-0.02656193,-26.56193028
-0.23764,-0.23764,-0.005215849,-5.215849182,-0.237701,-0.437701,-0.002980655,-2.980655419,-0.23764,-1.13764,-0.026743575,-26.74357503
-0.238708,-0.238708,-0.005174716,-5.174715574,-0.238739,-0.438739,-0.003057228,-3.057227991,-0.238647,-1.138647,-0.027003116,-27.00311612
-0.239807,-0.239807,-0.005161016,-5.161015602,-0.239807,-0.439807,-0.003033669,-3.033669427,-0.239777,-1.139777,-0.027171792,-27.17179232
-0.240906,-0.240906,-0.005174716,-5.174715574,-0.240875,-0.440875,-0.003013054,-3.013054477,-0.240784,-1.140784,-0.027197729,-27.19772942
-0.241943,-0.241943,-0.005215849,-5.215849182,-0.241913,-0.441913,-0.003021885,-3.021885319,-0.241913,-1.141913,-0.027366448,-27.36644814
-0.242981,-0.242981,-0.005116457,-5.116457001,-0.243042,-0.443042,-0.003060181,-3.060181256,-0.24295,-1.14295,-0.027612978,-27.61297816
-0.244019,-0.244019,-0.005150729,-5.150729392,-0.244019,-0.444019,-0.003030726,-3.030725813,-0.244019,-1.144019,-0.027703801,-27.70380053
-0.245056,-0.245056,-0.005205563,-5.205562972,-0.245117,-0.445117,-0.003018942,-3.018941705,-0.245117,-1.145117,-0.027794665,-27.79466542
-0.246155,-0.246155,-0.005161016,-5.161015602,-0.246155,-0.446155,-0.003077853,-3.077852592,-0.246185,-1.146185,-0.028028227,-28.0282269
-0.247284,-0.247284,-0.005143879,-5.143879406,-0.247253,-0.447253,-0.003069012,-3.069012099,-0.247223,-1.147223,-0.028106081,-28.10608072
-0.248352,-0.248352,-0.005181577,-5.18157679,-0.248352,-0.448352,-0.003036613,-3.036613041,-0.248322,-1.148322,-0.02824882,-28.24881982
-0.24939,-0.24939,-0.005174716,-5.174715574,-0.24939,-0.44939,-0.003063125,-3.063124871,-0.24939,-1.14939,-0.02849535,-28.49534984
-0.250427,-0.250427,-0.005123318,-5.123318217,-0.250458,-0.450458,-0.003098468,-3.098467543,-0.250427,-1.150427,-0.028651057,-28.65105748
-0.251526,-0.251526,-0.005157591,-5.157590608,-0.251556,-0.451556,-0.003048397,-3.048397149,-0.251526,-1.151526,-0.028676995,-28.67699459
-0.252563,-0.252563,-0.005188427,-5.188426777,-0.252563,-0.452563,-0.003048397,-3.048397149,-0.252533,-1.152533,-0.028897588,-28.89758751
-0.253632,-0.253632,-0.005154154,-5.154154386,-0.253662,-0.453662,-0.003101411,-3.101411157,-0.253601,-1.153601,-0.029196077,-29.19607677
-0.25473,-0.25473,-0.005123318,-5.123318217,-0.2547,-0.4547,-0.003086683,-3.086683435,-0.2547,-1.1547,-0.029222014,-29.22201387
-0.255707,-0.255707,-0.005181577,-5.18157679,-0.255768,-0.455768,-0.003039557,-3.039556655,-0.255707,-1.155707,-0.029325805,-29.3258048
-0.256805,-0.256805,-0.005178152,-5.178151797,-0.256897,-0.456897,-0.003107298,-3.107298385,-0.256805,-1.156805,-0.029611283,-29.61128299
-0.257935,-0.257935,-0.005143879,-5.143879406,-0.257965,-0.457965,-0.003113195,-3.113195264,-0.257904,-1.157904,-0.029728085,-29.72808498
-0.258942,-0.258942,-0.005185002,-5.185001784,-0.258972,-0.458972,-0.00309258,-3.092580314,-0.258972,-1.158972,-0.029831876,-29.83187591
-0.26004,-0.26004,-0.005164441,-5.164440595,-0.26004,-0.46004,-0.003104355,-3.104354771,-0.259979,-1.159979,-0.0300395,-30.03950028
-0.261108,-0.261108,-0.005143879,-5.143879406,-0.261139,-0.461139,-0.003142651,-3.142650708,-0.261078,-1.161078,-0.030221145,-30.22114503
-0.262177,-0.262177,-0.005150729,-5.150729392,-0.262177,-0.462177,-0.003148538,-3.148537937,-0.262115,-1.162115,-0.030260093,-30.2600932
-0.263184,-0.263184,-0.005222699,-5.222699168,-0.263245,-0.463245,-0.003127923,-3.127922986,-0.263184,-1.163184,-0.030428769,-30.4287694
-0.264313,-0.264313,-0.005185002,-5.185001784,-0.264374,-0.464374,-0.003177993,-3.17799338,-0.264221,-1.164221,-0.030753196,-30.75319576
-0.26535,-0.26535,-0.005116457,-5.116457001,-0.265411,-0.465411,-0.003163266,-3.163265658,-0.26535,-1.16535,-0.030869955,-30.86995524
-0.266449,-0.266449,-0.005147304,-5.147304399,-0.266449,-0.466449,-0.003151482,-3.151481551,-0.266418,-1.166418,-0.030882924,-30.88292379
-0.267487,-0.267487,-0.005191852,-5.19185177,-0.267517,-0.467517,-0.003157369,-3.157368779,-0.267517,-1.167517,-0.031246256,-31.2462558
-0.268585,-0.268585,-0.005123318,-5.123318217,-0.268555,-0.468555,-0.003198608,-3.19860833,-0.268555,-1.168555,-0.031427943,-31.42794307
-0.269592,-0.269592,-0.005154154,-5.154154386,-0.269623,-0.469623,-0.003163266,-3.163265658,-0.269653,-1.169653,-0.031492828,-31.49282835
-0.270691,-0.270691,-0.005205563,-5.205562972,-0.270691,-0.470691,-0.003151482,-3.151481551,-0.270721,-1.170721,-0.031674473,-31.67447309
-0.271759,-0.271759,-0.005195277,-5.195276763,-0.27179,-0.47179,-0.003236895,-3.236894617,-0.271729,-1.171729,-0.03197292,-31.97291984
-0.272888,-0.272888,-0.005140454,-5.140454413,-0.272888,-0.472888,-0.003180937,-3.180936994,-0.272858,-1.172858,-0.031921003,-31.92100312
-0.273895,-0.273895,-0.005232974,-5.232974148,-0.273895,-0.473895,-0.003163266,-3.163265658,-0.273834,-1.173834,-0.032167576,-32.16757566
-0.274963,-0.274963,-0.005154154,-5.154154386,-0.275024,-0.475024,-0.003201552,-3.201551945,-0.274902,-1.174902,-0.032453054,-32.45305385
-0.276001,-0.276001,-0.005161016,-5.161015602,-0.276093,-0.476093,-0.003231007,-3.231007388,-0.276031,-1.176031,-0.032556845,-32.55684478
-0.2771,-0.2771,-0.005174716,-5.174715574,-0.27713,-0.47713,-0.003189768,-3.189767837,-0.2771,-1.1771,-0.032660636,-32.6606357
-0.278229,-0.278229,-0.005178152,-5.178151797,-0.278168,-0.478168,-0.003192721,-3.192721102,-0.278137,-1.178137,-0.032907208,-32.90720824
-0.279297,-0.279297,-0.005157591,-5.157590608,-0.279236,-0.479236,-0.003231007,-3.231007388,-0.279236,-1.179236,-0.033114833,-33.11483261
-0.280334,-0.280334,-0.005126743,-5.12674321,-0.280334,-0.480334,-0.003228064,-3.228063774,-0.280365,-1.180365,-0.033257572,-33.25757171
-0.281342,-0.281342,-0.005178152,-5.178151797,-0.281433,-0.481433,-0.003210392,-3.210392438,-0.281403,-1.181403,-0.033400268,-33.40026828
-0.282471,-0.282471,-0.005167866,-5.167865588,-0.28241,-0.48241,-0.00325751,-3.257509567,-0.282379,-1.182379,-0.033737663,-33.7376632
-0.283478,-0.283478,-0.005137018,-5.13701819,-0.283508,-0.483508,-0.003281078,-3.281077782,-0.283447,-1.183447,-0.0337636,-33.7636003
-0.284546,-0.284546,-0.005171291,-5.171290581,-0.284546,-0.484546,-0.003231007,-3.231007388,-0.284485,-1.184485,-0.033854465,-33.85446519
-0.285645,-0.285645,-0.005164441,-5.164440595,-0.285675,-0.485675,-0.003225111,-3.225110509,-0.285614,-1.185614,-0.034334557,-34.33455669
-0.286682,-0.286682,-0.005137018,-5.13701819,-0.286713,-0.486713,-0.003284021,-3.284021396,-0.286682,-1.186682,-0.034490264,-34.49026433
-0.28775,-0.28775,-0.005188427,-5.188426777,-0.287781,-0.487781,-0.003275181,-3.275180903,-0.287781,-1.187781,-0.034529213,-34.52921251
-0.288818,-0.288818,-0.005212413,-5.212412959,-0.288879,-0.488879,-0.00325751,-3.257509567,-0.288788,-1.188788,-0.034736837,-34.73683688
-0.289856,-0.289856,-0.005164441,-5.164440595,-0.289886,-0.489886,-0.003295806,-3.295805504,-0.289856,-1.189856,-0.034970398,-34.97039835
-0.290985,-0.290985,-0.005171291,-5.171290581,-0.290955,-0.490955,-0.003322308,-3.322307683,-0.290863,-1.190863,-0.035165012,-35.16501165
-0.292023,-0.292023,-0.005226124,-5.226124161,-0.292053,-0.492053,-0.003304636,-3.304636347,-0.292023,-1.192023,-0.035359667,-35.35966746
-0.29306,-0.29306,-0.005219274,-5.219274175,-0.293091,-0.493091,-0.003322308,-3.322307683,-0.293091,-1.193091,-0.035554323,-35.55432328
-0.294128,-0.294128,-0.005202138,-5.202137979,-0.294189,-0.494189,-0.003345876,-3.345875898,-0.294098,-1.194098,-0.035800853,-35.8008533
-0.295258,-0.295258,-0.005171291,-5.171290581,-0.295319,-0.495319,-0.003319364,-3.319364068,-0.295166,-1.195166,-0.03585277,-35.85277003
-0.296295,-0.296295,-0.005222699,-5.222699168,-0.296295,-0.496295,-0.003325251,-3.325251297,-0.296234,-1.196234,-0.036242039,-36.24203915
-0.297394,-0.297394,-0.005212413,-5.212412959,-0.297394,-0.497394,-0.003395946,-3.395946292,-0.297363,-1.197363,-0.036670256,-36.67025644
-0.298462,-0.298462,-0.005188427,-5.188426777,-0.298431,-0.498431,-0.003378275,-3.378274956,-0.298401,-1.198401,-0.036540486,-36.54048589
-0.299469,-0.299469,-0.005219274,-5.219274175,-0.299561,-0.499561,-0.003322308,-3.322307683,-0.299469,-1.199469,-0.036761079,-36.76107881
-0.300598,-0.300598,-0.005222699,-5.222699168,-0.300537,-0.500537,-0.003384162,-3.384162184,-0.300476,-1.200476,-0.037202265,-37.20226465
-0.301636,-0.301636,-0.005191852,-5.19185177,-0.301636,-0.501636,-0.003416561,-3.416561242,-0.301666,-1.201666,-0.037280118,-37.28011847
-0.302673,-0.302673,-0.00523641,-5.23641037,-0.302704,-0.502704,-0.003363547,-3.363547234,-0.302704,-1.202704,-0.037500711,-37.50071139
-0.303711,-0.303711,-0.005239835,-5.239835364,-0.303772,-0.503772,-0.003384162,-3.384162184,-0.303772,-1.203772,-0.037773221,-37.77322104
-0.304779,-0.304779,-0.005219274,-5.219274175,-0.30481,-0.50481,-0.003431289,-3.431288964,-0.304779,-1.204779,-0.037993814,-37.99381396
-0.305878,-0.305878,-0.005202138,-5.202137979,-0.305908,-0.505908,-0.003425392,-3.425392084,-0.305939,-1.205939,-0.038201438,-38.20143833
-0.306946,-0.306946,-0.005270672,-5.270671532,-0.307007,-0.507007,-0.003390049,-3.390049412,-0.306915,-1.206915,-0.038512854,-38.51285362
-0.308044,-0.308044,-0.005232974,-5.232974148,-0.308044,-0.508044,-0.003434233,-3.434232578,-0.308014,-1.208014,-0.038668561,-38.66856127
-0.309113,-0.309113,-0.005195277,-5.195276763,-0.309082,-0.509082,-0.003475462,-3.475462478,-0.309052,-1.209052,-0.038824269,-38.82426891
-0.31015,-0.31015,-0.005229549,-5.229549154,-0.310242,-0.510242,-0.003451904,-3.451903914,-0.310181,-1.210181,-0.039005914,-39.00591366
-0.311218,-0.311218,-0.005219274,-5.219274175,-0.311249,-0.511249,-0.003422448,-3.42244847,-0.311249,-1.211249,-0.039511985,-39.51198478
-0.312347,-0.312347,-0.005181577,-5.18157679,-0.312317,-0.512317,-0.003487247,-3.487246586,-0.312286,-1.212286,-0.0398234,-39.82340007
-0.313416,-0.313416,-0.005226124,-5.226124161,-0.313416,-0.513416,-0.003460744,-3.460744408,-0.313385,-1.213385,-0.039758557,-39.75855732
-0.314392,-0.314392,-0.005267247,-5.267246539,-0.314484,-0.514484,-0.003443063,-3.44306342,-0.314453,-1.214453,-0.040031024,-40.03102444
-0.315521,-0.315521,-0.005202138,-5.202137979,-0.315521,-0.515521,-0.003493134,-3.493133814,-0.31546,-1.21546,-0.040563033,-40.56303266
-0.31662,-0.31662,-0.005205563,-5.205562972,-0.316559,-0.516559,-0.00349019,-3.4901902,-0.316559,-1.216559,-0.040653898,-40.65389755
-0.317627,-0.317627,-0.005260397,-5.260396552,-0.317719,-0.517719,-0.003466632,-3.466631636,-0.317627,-1.217627,-0.04074472,-40.74471992
-0.318817,-0.318817,-0.005229549,-5.229549154,-0.318726,-0.518726,-0.003522589,-3.522589258,-0.318695,-1.218695,-0.041133989,-41.13398904
-0.319794,-0.319794,-0.005232974,-5.232974148,-0.319794,-0.519794,-0.003563829,-3.56382881,-0.319733,-1.219733,-0.041367551,-41.36755051
-0.320831,-0.320831,-0.005208988,-5.208987966,-0.320892,-0.520892,-0.003540261,-3.540260594,-0.320831,-1.220831,-0.041653029,-41.65302871
-0.321869,-0.321869,-0.005239835,-5.239835364,-0.32196,-0.52196,-0.003525533,-3.525532872,-0.321838,-1.221838,-0.041964444,-41.964444
-0.322937,-0.322937,-0.00524326,-5.243260357,-0.322998,-0.522998,-0.003557932,-3.55793193,-0.322937,-1.222937,-0.042198048,-42.19804799
-0.324066,-0.324066,-0.005232974,-5.232974148,-0.324005,-0.524005,-0.003578557,-3.578556532,-0.324005,-1.224005,-0.042353756,-42.35375564
-0.325073,-0.325073,-0.005239835,-5.239835364,-0.325165,-0.525165,-0.003563829,-3.56382881,-0.325073,-1.225073,-0.04271713,-42.71713017
-0.326202,-0.326202,-0.005239835,-5.239835364,-0.326141,-0.526141,-0.003602115,-3.602115096,-0.326141,-1.226141,-0.043119368,-43.11936784
-0.32724,-0.32724,-0.005185002,-5.185001784,-0.327301,-0.527301,-0.003646298,-3.646298261,-0.32724,-1.22724,-0.043378739,-43.37873886
-0.328339,-0.328339,-0.005232974,-5.232974148,-0.328369,-0.528369,-0.003593275,-3.593274602,-0.328339,-1.228339,-0.043352802,-43.35280175
-0.329468,-0.329468,-0.005256972,-5.256971559,-0.329407,-0.529407,-0.003605059,-3.60505871,-0.329376,-1.229376,-0.043780977,-43.78097652
-0.330444,-0.330444,-0.005256972,-5.256971559,-0.330414,-0.530414,-0.003652185,-3.65218549,-0.330383,-1.230383,-0.044261025,-44.2610255
-0.331482,-0.331482,-0.005267247,-5.267246539,-0.331543,-0.531543,-0.003637458,-3.637457768,-0.331482,-1.231482,-0.04444301,-44.4430104
-0.332581,-0.332581,-0.005284383,-5.284382734,-0.332611,-0.532611,-0.003608002,-3.608002324,-0.332611,-1.232611,-0.044676444,-44.67644432
-0.333649,-0.333649,-0.005208988,-5.208987966,-0.333649,-0.533649,-0.003678697,-3.678697319,-0.333649,-1.233649,-0.045065926,-45.06592603
-0.334747,-0.334747,-0.00524326,-5.243260357,-0.334808,-0.534808,-0.003702256,-3.702255884,-0.334747,-1.234747,-0.04529936,-45.29935994
-0.335754,-0.335754,-0.005284383,-5.284382734,-0.335754,-0.535754,-0.003661016,-3.661016332,-0.335785,-1.235785,-0.045662479,-45.66247936
-0.336853,-0.336853,-0.005260397,-5.260396552,-0.336884,-0.536884,-0.003681641,-3.681640933,-0.336823,-1.236823,-0.046103835,-46.10383528
-0.337921,-0.337921,-0.005215849,-5.215849182,-0.337952,-0.537952,-0.003705199,-3.705199498,-0.33783,-1.23783,-0.046363206,-46.36320629
-0.338959,-0.338959,-0.005215849,-5.215849182,-0.33905,-0.53905,-0.003705199,-3.705199498,-0.338989,-1.238989,-0.046311332,-46.31133209
-0.340057,-0.340057,-0.005280958,-5.280957741,-0.340057,-0.540057,-0.003684585,-3.684584548,-0.340057,-1.240057,-0.046869192,-46.86919237
-0.341125,-0.341125,-0.00525011,-5.250110343,-0.341064,-0.541064,-0.003758214,-3.758213506,-0.341095,-1.241095,-0.047336485,-47.33648539
