"Figure 14 top (Exp. 2, 100 mV/s)",,,,,,,,,"Figure 14 bottom (Exp. 3, 700 mV/s)",,,,,,,,
E (V),iData (A),iRSModified (A),iRS (A),WE Area (m2),WE Area (cm^2),I [Data] (A),I [A = A(t)] (mA),I [A = A?] (mA),E (V),iData (A),iRSModified (A),iRS (A),A (m2),WE Area,I [Data],I [A = A(t)],I [A = A?]
-0.345306,-0.000233409,-0.000239036,-0.000270617,9.17E-05,0.917259059,-2.33E-01,-2.39E-01,-2.71E-01,-0.345306,-0.00128481,-0.001366894,-0.001366894,0.000104,1.04,-1.28E+00,-1.37E+00,-1.37E+00
-0.346375,-0.00023594,-0.000241883,-0.00027425,9.16E-05,0.915881681,-2.36E-01,-2.42E-01,-2.74E-01,-0.346375,-0.00129425,-0.001378508,-0.001378508,0.000104,1.04,-1.29E+00,-1.38E+00,-1.38E+00
-0.347443,-0.000238588,-0.000244726,-0.00027789,9.14E-05,0.914490126,-2.39E-01,-2.45E-01,-2.78E-01,-0.347443,-0.00129728,-0.001389987,-0.001389987,0.000104,1.04,-1.30E+00,-1.39E+00,-1.39E+00
-0.348511,-0.000240425,-0.000247564,-0.000281541,9.13E-05,0.913095315,-2.40E-01,-2.48E-01,-2.82E-01,-0.348511,-0.00131255,-0.001401338,-0.001401338,0.000104,1.04,-1.31E+00,-1.40E+00,-1.40E+00
-0.349579,-0.000242625,-0.000250398,-0.0002852,9.12E-05,0.911687901,-2.43E-01,-2.50E-01,-2.85E-01,-0.349579,-0.00131905,-0.001412556,-0.001412556,0.000104,1.04,-1.32E+00,-1.41E+00,-1.41E+00
-0.350647,-0.000245785,-0.000253226,-0.000288866,9.10E-05,0.910276133,-2.46E-01,-2.53E-01,-2.89E-01,-0.350647,-0.00133428,-0.001423635,-0.001423635,0.000104,1.04,-1.33E+00,-1.42E+00,-1.42E+00
-0.351715,-0.000248915,-0.000256049,-0.000292538,9.09E-05,0.908852047,-2.49E-01,-2.56E-01,-2.93E-01,-0.351715,-0.00134312,-0.001434573,-0.001434573,0.000104,1.04,-1.34E+00,-1.43E+00,-1.43E+00
-0.352783,-0.000252041,-0.000258862,-0.000296216,9.07E-05,0.907423816,-2.52E-01,-2.59E-01,-2.96E-01,-0.352783,-0.00134708,-0.001445363,-0.001445363,0.000104,1.04,-1.35E+00,-1.45E+00,-1.45E+00
-0.353851,-0.00025522,-0.000261666,-0.000299896,9.06E-05,0.905983567,-2.55E-01,-2.62E-01,-3.00E-01,-0.353851,-0.00136,-0.001456002,-0.001456002,0.000104,1.04,-1.36E+00,-1.46E+00,-1.46E+00
-0.354919,-0.000257053,-0.000264459,-0.000303579,9.05E-05,0.9045394,-2.57E-01,-2.64E-01,-3.04E-01,-0.354919,-0.00136346,-0.001466485,-0.001466485,0.000104,1.04,-1.36E+00,-1.47E+00,-1.47E+00
-0.355988,-0.000258841,-0.000267245,-0.000307266,9.03E-05,0.903083531,-2.59E-01,-2.67E-01,-3.07E-01,-0.355988,-0.00137565,-0.001476817,-0.001476817,0.000104,1.04,-1.38E+00,-1.48E+00,-1.48E+00
-0.357056,-0.000261788,-0.000270013,-0.00031095,9.02E-05,0.901622615,-2.62E-01,-2.70E-01,-3.11E-01,-0.357056,-0.00138144,-0.001486976,-0.001486976,0.000104,1.04,-1.38E+00,-1.49E+00,-1.49E+00
-0.358124,-0.00026317,-0.000272768,-0.000314631,9.00E-05,0.900151689,-2.63E-01,-2.73E-01,-3.15E-01,-0.358124,-0.00139168,-0.001496966,-0.001496966,0.000104,1.04,-1.39E+00,-1.50E+00,-1.50E+00
-0.359192,-0.000266421,-0.000275506,-0.000318309,8.99E-05,0.898677351,-2.66E-01,-2.76E-01,-3.18E-01,-0.359192,-0.00140155,-0.001506784,-0.001506784,0.000104,1.04,-1.40E+00,-1.51E+00,-1.51E+00
-0.36026,-0.000269191,-0.000278229,-0.000321982,8.97E-05,0.897191983,-2.69E-01,-2.78E-01,-3.22E-01,-0.36026,-0.00140267,-0.001516427,-0.001516427,0.000104,1.04,-1.40E+00,-1.52E+00,-1.52E+00
-0.361328,-0.000271164,-0.000280932,-0.000325649,8.96E-05,0.895703476,-2.71E-01,-2.81E-01,-3.26E-01,-0.361328,-0.00141542,-0.00152589,-0.00152589,0.000104,1.04,-1.42E+00,-1.53E+00,-1.53E+00
-0.362396,-0.000272838,-0.000283618,-0.000329308,8.94E-05,0.894204294,-2.73E-01,-2.84E-01,-3.29E-01,-0.362396,-0.00141944,-0.001535171,-0.001535171,0.000104,1.04,-1.42E+00,-1.54E+00,-1.54E+00
-0.363464,-0.000275058,-0.000286281,-0.000332958,8.93E-05,0.892702263,-2.75E-01,-2.86E-01,-3.33E-01,-0.363464,-0.00143429,-0.001544265,-0.001544265,0.000104,1.04,-1.43E+00,-1.54E+00,-1.54E+00
-0.364532,-0.000277467,-0.000288924,-0.000336597,8.91E-05,0.891189926,-2.77E-01,-2.89E-01,-3.37E-01,-0.364532,-0.00144168,-0.001553171,-0.001553171,0.000104,1.04,-1.44E+00,-1.55E+00,-1.55E+00
-0.365601,-0.00028104,-0.000291546,-0.000340228,8.90E-05,0.889675042,-2.81E-01,-2.92E-01,-3.40E-01,-0.365601,-0.00144397,-0.001561892,-0.001561892,0.000104,1.04,-1.44E+00,-1.56E+00,-1.56E+00
-0.366669,-0.000283514,-0.000294142,-0.000343842,8.88E-05,0.888148804,-2.84E-01,-2.94E-01,-3.44E-01,-0.366669,-0.00145708,-0.00157041,-0.00157041,0.000104,1.04,-1.46E+00,-1.57E+00,-1.57E+00
-0.367737,-0.000286788,-0.00029671,-0.00034744,8.87E-05,0.886621758,-2.87E-01,-2.97E-01,-3.47E-01,-0.367737,-0.00146242,-0.00157873,-0.00157873,0.000104,1.04,-1.46E+00,-1.58E+00,-1.58E+00
-0.368805,-0.000290023,-0.000299254,-0.000351022,8.85E-05,0.88508518,-2.90E-01,-2.99E-01,-3.51E-01,-0.368805,-0.00147765,-0.00158685,-0.00158685,0.000104,1.04,-1.48E+00,-1.59E+00,-1.59E+00
-0.369873,-0.000292023,-0.000301768,-0.000354586,8.84E-05,0.883546703,-2.92E-01,-3.02E-01,-3.55E-01,-0.369873,-0.00148611,-0.001594767,-0.001594767,0.000104,1.04,-1.49E+00,-1.59E+00,-1.59E+00
-0.370941,-0.000294008,-0.000304254,-0.00035813,8.82E-05,0.881999096,-2.94E-01,-3.04E-01,-3.58E-01,-0.370941,-0.00149324,-0.00160248,-0.00160248,0.000104,1.04,-1.49E+00,-1.60E+00,-1.60E+00
-0.372009,-0.000296959,-0.000306709,-0.000361653,8.80E-05,0.880449928,-2.97E-01,-3.07E-01,-3.62E-01,-0.372009,-0.0015078,-0.001609986,-0.001609986,0.000104,1.04,-1.51E+00,-1.61E+00,-1.61E+00
-0.373077,-0.000300608,-0.000309133,-0.000365153,8.79E-05,0.878892042,-3.01E-01,-3.09E-01,-3.65E-01,-0.373077,-0.00151263,-0.001617283,-0.001617283,0.000104,1.04,-1.51E+00,-1.62E+00,-1.62E+00
-0.374146,-0.000304439,-0.000311527,-0.000368632,8.77E-05,0.877332947,-3.04E-01,-3.12E-01,-3.69E-01,-0.374146,-0.00152746,-0.001624376,-0.001624376,0.000104,1.04,-1.53E+00,-1.62E+00,-1.62E+00
-0.375214,-0.000307175,-0.000313885,-0.000372082,8.76E-05,0.875764085,-3.07E-01,-3.14E-01,-3.72E-01,-0.375214,-0.00153193,-0.001631251,-0.001631251,0.000104,1.04,-1.53E+00,-1.63E+00,-1.63E+00
-0.376282,-0.000309273,-0.000316206,-0.000375506,8.74E-05,0.874195837,-3.09E-01,-3.16E-01,-3.76E-01,-0.376282,-0.00153483,-0.001637912,-0.001637912,0.000104,1.04,-1.53E+00,-1.64E+00,-1.64E+00
-0.37735,-0.000311512,-0.000318493,-0.0003789,8.73E-05,0.87261972,-3.12E-01,-3.18E-01,-3.79E-01,-0.37735,-0.00154869,-0.001644359,-0.001644359,0.000104,1.04,-1.55E+00,-1.64E+00,-1.64E+00
-0.378418,-0.000313402,-0.000320742,-0.000382265,8.71E-05,0.871043126,-3.13E-01,-3.21E-01,-3.82E-01,-0.378418,-0.00155031,-0.00165059,-0.00165059,0.000104,1.04,-1.55E+00,-1.65E+00,-1.65E+00
-0.379486,-0.000315462,-0.000322954,-0.000385598,8.69E-05,0.869459096,-3.15E-01,-3.23E-01,-3.86E-01,-0.379486,-0.00155816,-0.001656605,-0.001656605,0.000104,1.04,-1.56E+00,-1.66E+00,-1.66E+00
-0.380554,-0.000317345,-0.000325126,-0.000388898,8.68E-05,0.867874964,-3.17E-01,-3.25E-01,-3.89E-01,-0.380554,-0.00155918,-0.001662403,-0.001662403,0.000104,1.04,-1.56E+00,-1.66E+00,-1.66E+00
-0.381622,-0.00031906,-0.000327258,-0.000392163,8.66E-05,0.866283837,-3.19E-01,-3.27E-01,-3.92E-01,-0.381622,-0.00156558,-0.001667983,-0.001667983,0.000104,1.04,-1.57E+00,-1.67E+00,-1.67E+00
-0.38269,-0.000322315,-0.000329349,-0.000395393,8.65E-05,0.86469299,-3.22E-01,-3.29E-01,-3.95E-01,-0.38269,-0.00156593,-0.001673345,-0.001673345,0.000104,1.04,-1.57E+00,-1.67E+00,-1.67E+00
-0.383759,-0.000324861,-0.000331401,-0.000398589,8.63E-05,0.863095592,-3.25E-01,-3.31E-01,-3.99E-01,-0.383759,-0.0015675,-0.001678494,-0.001678494,0.000104,1.04,-1.57E+00,-1.68E+00,-1.68E+00
-0.384827,-0.000326997,-0.000333406,-0.000401743,8.61E-05,0.861497365,-3.27E-01,-3.33E-01,-4.02E-01,-0.384827,-0.00157877,-0.00168342,-0.00168342,0.000104,1.04,-1.58E+00,-1.68E+00,-1.68E+00
-0.385895,-0.000328895,-0.000335369,-0.000404857,8.60E-05,0.859894526,-3.29E-01,-3.35E-01,-4.05E-01,-0.385895,-0.00157603,-0.001688128,-0.001688128,0.000104,1.04,-1.58E+00,-1.69E+00,-1.69E+00
-0.386963,-0.000331297,-0.000337286,-0.000407931,8.58E-05,0.858292751,-3.31E-01,-3.37E-01,-4.08E-01,-0.386963,-0.00158559,-0.001692618,-0.001692618,0.000104,1.04,-1.59E+00,-1.69E+00,-1.69E+00
-0.388031,-0.000333695,-0.000339159,-0.000410961,8.57E-05,0.856685323,-3.34E-01,-3.39E-01,-4.11E-01,-0.388031,-0.00158646,-0.001696891,-0.001696891,0.000104,1.04,-1.59E+00,-1.70E+00,-1.70E+00
-0.389099,-0.000336263,-0.000340984,-0.000413949,8.55E-05,0.855079351,-3.36E-01,-3.41E-01,-4.14E-01,-0.389099,-0.00158791,-0.001700947,-0.001700947,0.000104,1.04,-1.59E+00,-1.70E+00,-1.70E+00
-0.390167,-0.000337952,-0.000342764,-0.000416891,8.53E-05,0.853468174,-3.38E-01,-3.43E-01,-4.17E-01,-0.390167,-0.00159566,-0.001704787,-0.001704787,0.000104,1.04,-1.60E+00,-1.70E+00,-1.70E+00
-0.391235,-0.000339789,-0.000344495,-0.000419787,8.52E-05,0.85185885,-3.40E-01,-3.44E-01,-4.20E-01,-0.391235,-0.00159913,-0.001708412,-0.001708412,0.000104,1.04,-1.60E+00,-1.71E+00,-1.71E+00
-0.392303,-0.000341721,-0.00034618,-0.000422637,8.50E-05,0.850244772,-3.42E-01,-3.46E-01,-4.23E-01,-0.392303,-0.00160845,-0.001711823,-0.001711823,0.000104,1.04,-1.61E+00,-1.71E+00,-1.71E+00
-0.393372,-0.000343323,-0.000347816,-0.00042544,8.49E-05,0.848632943,-3.43E-01,-3.48E-01,-4.25E-01,-0.393372,-0.00160959,-0.001715024,-0.001715024,0.000104,1.04,-1.61E+00,-1.72E+00,-1.72E+00
-0.39444,-0.000345345,-0.000349402,-0.000428192,8.47E-05,0.847015295,-3.45E-01,-3.49E-01,-4.28E-01,-0.39444,-0.00161294,-0.00171801,-0.00171801,0.000104,1.04,-1.61E+00,-1.72E+00,-1.72E+00
-0.395508,-0.000347368,-0.000350936,-0.000430893,8.45E-05,0.8454018,-3.47E-01,-3.51E-01,-4.31E-01,-0.395508,-0.00162303,-0.001720786,-0.001720786,0.000104,1.04,-1.62E+00,-1.72E+00,-1.72E+00
-0.396576,-0.000349121,-0.000352421,-0.000433543,8.44E-05,0.843784448,-3.49E-01,-3.52E-01,-4.34E-01,-0.396576,-0.00162626,-0.001723353,-0.001723353,0.000104,1.04,-1.63E+00,-1.72E+00,-1.72E+00
-0.397644,-0.000350511,-0.000353855,-0.000436141,8.42E-05,0.842170135,-3.51E-01,-3.54E-01,-4.36E-01,-0.397644,-0.0016383,-0.001725713,-0.001725713,0.000104,1.04,-1.64E+00,-1.73E+00,-1.73E+00
-0.398712,-0.000351362,-0.000355238,-0.000438685,8.41E-05,0.840552404,-3.51E-01,-3.55E-01,-4.39E-01,-0.398712,-0.00163813,-0.001727869,-0.001727869,0.000104,1.04,-1.64E+00,-1.73E+00,-1.73E+00
-0.39978,-0.000352926,-0.000356568,-0.000441175,8.39E-05,0.838938102,-3.53E-01,-3.57E-01,-4.41E-01,-0.39978,-0.00164266,-0.001729821,-0.001729821,0.000104,1.04,-1.64E+00,-1.73E+00,-1.73E+00
-0.400848,-0.000355476,-0.000357848,-0.000443611,8.37E-05,0.837320818,-3.55E-01,-3.58E-01,-4.44E-01,-0.400848,-0.00164988,-0.001731571,-0.001731571,0.000104,1.04,-1.65E+00,-1.73E+00,-1.73E+00
-0.401917,-0.000357055,-0.000359076,-0.000445993,8.36E-05,0.835707349,-3.57E-01,-3.59E-01,-4.46E-01,-0.401917,-0.00164705,-0.001733125,-0.001733125,0.000104,1.04,-1.65E+00,-1.73E+00,-1.73E+00
-0.402985,-0.000357823,-0.000360251,-0.000448316,8.34E-05,0.834089818,-3.58E-01,-3.60E-01,-4.48E-01,-0.402985,-0.00165723,-0.001734479,-0.001734479,0.000104,1.04,-1.66E+00,-1.73E+00,-1.73E+00
-0.404053,-0.000359076,-0.000361371,-0.000450582,8.32E-05,0.83247799,-3.59E-01,-3.61E-01,-4.51E-01,-0.404053,-0.0016574,-0.001735639,-0.001735639,0.000104,1.04,-1.66E+00,-1.74E+00,-1.74E+00
-0.405121,-0.000359976,-0.000362441,-0.000452791,8.31E-05,0.830864039,-3.60E-01,-3.62E-01,-4.53E-01,-0.405121,-0.0016653,-0.001736607,-0.001736607,0.000104,1.04,-1.67E+00,-1.74E+00,-1.74E+00
-0.406189,-0.000360736,-0.000363456,-0.000454941,8.29E-05,0.829254657,-3.61E-01,-3.63E-01,-4.55E-01,-0.406189,-0.00166804,-0.001737386,-0.001737386,0.000104,1.04,-1.67E+00,-1.74E+00,-1.74E+00
-0.407257,-0.000361698,-0.000364419,-0.000457032,8.28E-05,0.827643565,-3.62E-01,-3.64E-01,-4.57E-01,-0.407257,-0.0016688,-0.001737977,-0.001737977,0.000104,1.04,-1.67E+00,-1.74E+00,-1.74E+00
-0.408325,-0.000362844,-0.000365328,-0.000459064,8.26E-05,0.826037407,-3.63E-01,-3.65E-01,-4.59E-01,-0.408325,-0.00167765,-0.001738384,-0.001738384,0.000104,1.04,-1.68E+00,-1.74E+00,-1.74E+00
-0.409393,-0.000363756,-0.000366186,-0.000461036,8.24E-05,0.824429946,-3.64E-01,-3.66E-01,-4.61E-01,-0.409393,-0.00167512,-0.00173861,-0.00173861,0.000104,1.04,-1.68E+00,-1.74E+00,-1.74E+00
-0.410461,-0.000365309,-0.000366989,-0.000462948,8.23E-05,0.822827777,-3.65E-01,-3.67E-01,-4.63E-01,-0.410461,-0.00168443,-0.001738657,-0.001738657,0.000104,1.04,-1.68E+00,-1.74E+00,-1.74E+00
-0.41153,-0.000366278,-0.000367741,-0.000464801,8.21E-05,0.8212247,-3.66E-01,-3.68E-01,-4.65E-01,-0.41153,-0.00168485,-0.001738527,-0.001738527,0.000104,1.04,-1.68E+00,-1.74E+00,-1.74E+00
-0.412598,-0.000366193,-0.000368439,-0.000466591,8.20E-05,0.819625767,-3.66E-01,-3.68E-01,-4.67E-01,-0.412598,-0.00168653,-0.001738225,-0.001738225,0.000104,1.04,-1.69E+00,-1.74E+00,-1.74E+00
-0.413666,-0.000365815,-0.000369084,-0.00046832,8.18E-05,0.818027808,-3.66E-01,-3.69E-01,-4.68E-01,-0.413666,-0.0016912,-0.001737753,-0.001737753,0.000104,1.04,-1.69E+00,-1.74E+00,-1.74E+00
-0.414734,-0.000365981,-0.000369676,-0.000469988,8.16E-05,0.816435831,-3.66E-01,-3.70E-01,-4.70E-01,-0.414734,-0.00169123,-0.001737114,-0.001737114,0.000104,1.04,-1.69E+00,-1.74E+00,-1.74E+00
-0.415802,-0.000367298,-0.000370217,-0.000471594,8.15E-05,0.814843708,-3.67E-01,-3.70E-01,-4.72E-01,-0.415802,-0.0016982,-0.001736311,-0.001736311,0.000104,1.04,-1.70E+00,-1.74E+00,-1.74E+00
-0.41687,-0.000368373,-0.000370706,-0.000473138,8.13E-05,0.81325789,-3.68E-01,-3.71E-01,-4.73E-01,-0.41687,-0.00169656,-0.001735347,-0.001735347,0.000104,1.04,-1.70E+00,-1.74E+00,-1.74E+00
-0.417938,-0.000368432,-0.000371143,-0.000474621,8.12E-05,0.811672288,-3.68E-01,-3.71E-01,-4.75E-01,-0.417938,-0.00169987,-0.001734225,-0.001734225,0.000104,1.04,-1.70E+00,-1.73E+00,-1.73E+00
-0.419006,-0.000369344,-0.000371529,-0.000476042,8.10E-05,0.810093307,-3.69E-01,-3.72E-01,-4.76E-01,-0.419006,-0.00170567,-0.00173295,-0.00173295,0.000104,1.04,-1.71E+00,-1.73E+00,-1.73E+00
-0.420074,-0.000369611,-0.000371865,-0.000477401,8.09E-05,0.80851489,-3.70E-01,-3.72E-01,-4.77E-01,-0.420074,-0.00170211,-0.001731523,-0.001731523,0.000104,1.04,-1.70E+00,-1.73E+00,-1.73E+00
-0.421143,-0.000369837,-0.00037215,-0.0004787,8.07E-05,0.806943398,-3.70E-01,-3.72E-01,-4.79E-01,-0.421143,-0.00170612,-0.001729947,-0.001729947,0.000104,1.04,-1.71E+00,-1.73E+00,-1.73E+00
-0.422211,-0.000370154,-0.000372385,-0.000479935,8.05E-05,0.805371337,-3.70E-01,-3.72E-01,-4.80E-01,-0.422211,-0.00170343,-0.001728227,-0.001728227,0.000104,1.04,-1.70E+00,-1.73E+00,-1.73E+00
-0.423279,-0.000371122,-0.000372569,-0.00048111,8.04E-05,0.80380796,-3.71E-01,-3.73E-01,-4.81E-01,-0.423279,-0.00170357,-0.001726366,-0.001726366,0.000104,1.04,-1.70E+00,-1.73E+00,-1.73E+00
-0.424347,-0.000371928,-0.000372706,-0.000482223,8.02E-05,0.802245807,-3.72E-01,-3.73E-01,-4.82E-01,-0.424347,-0.00170608,-0.001724367,-0.001724367,0.000104,1.04,-1.71E+00,-1.72E+00,-1.72E+00
-0.425415,-0.000372021,-0.000372794,-0.000483275,8.01E-05,0.800691148,-3.72E-01,-3.73E-01,-4.83E-01,-0.425415,-0.00170324,-0.001722234,-0.001722234,0.000104,1.04,-1.70E+00,-1.72E+00,-1.72E+00
-0.426483,-0.000372198,-0.000372834,-0.000484266,7.99E-05,0.799138017,-3.72E-01,-3.73E-01,-4.84E-01,-0.426483,-0.00170805,-0.001719969,-0.001719969,0.000104,1.04,-1.71E+00,-1.72E+00,-1.72E+00
-0.427551,-0.0003724,-0.000372827,-0.000485197,7.98E-05,0.797592643,-3.72E-01,-3.73E-01,-4.85E-01,-0.427551,-0.00170049,-0.001717576,-0.001717576,0.000104,1.04,-1.70E+00,-1.72E+00,-1.72E+00
-0.428619,-0.000372255,-0.000372773,-0.000486068,7.96E-05,0.796049091,-3.72E-01,-3.73E-01,-4.86E-01,-0.428619,-0.00170433,-0.001715058,-0.001715058,0.000104,1.04,-1.70E+00,-1.72E+00,-1.72E+00
-0.429688,-0.000371741,-0.000372673,-0.00048688,7.95E-05,0.794513544,-3.72E-01,-3.73E-01,-4.87E-01,-0.429688,-0.00170185,-0.001712416,-0.001712416,0.000104,1.04,-1.70E+00,-1.71E+00,-1.71E+00
-0.430756,-0.000371914,-0.000372529,-0.000487632,7.93E-05,0.792978664,-3.72E-01,-3.73E-01,-4.88E-01,-0.430756,-0.0016983,-0.001709659,-0.001709659,0.000104,1.04,-1.70E+00,-1.71E+00,-1.71E+00
-0.431824,-0.00037253,-0.000372338,-0.000488325,7.91E-05,0.79145346,-3.73E-01,-3.72E-01,-4.88E-01,-0.431824,-0.00170535,-0.001706786,-0.001706786,0.000104,1.04,-1.71E+00,-1.71E+00,-1.71E+00
-0.432892,-0.000372615,-0.000372104,-0.000488959,7.90E-05,0.789930621,-3.73E-01,-3.72E-01,-4.89E-01,-0.432892,-0.00169632,-0.001703802,-0.001703802,0.000104,1.04,-1.70E+00,-1.70E+00,-1.70E+00
-0.43396,-0.000373512,-0.000371827,-0.000489536,7.88E-05,0.788416246,-3.74E-01,-3.72E-01,-4.90E-01,-0.43396,-0.00170189,-0.00170071,-0.00170071,0.000104,1.04,-1.70E+00,-1.70E+00,-1.70E+00
-0.435028,-0.000373658,-0.000371508,-0.000490056,7.87E-05,0.78690448,-3.74E-01,-3.72E-01,-4.90E-01,-0.435028,-0.00169736,-0.001697513,-0.001697513,0.000104,1.04,-1.70E+00,-1.70E+00,-1.70E+00
-0.436096,-0.000373475,-0.000371146,-0.000490519,7.85E-05,0.785401384,-3.73E-01,-3.71E-01,-4.91E-01,-0.436096,-0.0016946,-0.001694214,-0.001694214,0.000104,1.04,-1.69E+00,-1.69E+00,-1.69E+00
-0.437164,-0.00037428,-0.000370744,-0.000490926,7.84E-05,0.783901131,-3.74E-01,-3.71E-01,-4.91E-01,-0.437164,-0.0016965,-0.001690816,-0.001690816,0.000104,1.04,-1.70E+00,-1.69E+00,-1.69E+00
-0.438232,-0.000374646,-0.000370301,-0.000491278,7.82E-05,0.782409739,-3.75E-01,-3.70E-01,-4.91E-01,-0.438232,-0.00169279,-0.001687323,-0.001687323,0.000104,1.04,-1.69E+00,-1.69E+00,-1.69E+00
-0.439301,-0.000374129,-0.00036982,-0.000491575,7.81E-05,0.780921406,-3.74E-01,-3.70E-01,-4.92E-01,-0.439301,-0.00170131,-0.001683734,-0.001683734,0.000104,1.04,-1.70E+00,-1.68E+00,-1.68E+00
-0.440369,-0.000373615,-0.000369299,-0.000491818,7.79E-05,0.779440729,-3.74E-01,-3.69E-01,-4.92E-01,-0.440369,-0.00169408,-0.00168006,-0.00168006,0.000104,1.04,-1.69E+00,-1.68E+00,-1.68E+00
-0.441437,-0.000372689,-0.000368741,-0.000492008,7.78E-05,0.7779647,-3.73E-01,-3.69E-01,-4.92E-01,-0.441437,-0.00169545,-0.001676299,-0.001676299,0.000104,1.04,-1.70E+00,-1.68E+00,-1.68E+00
-0.442505,-0.000372785,-0.000368146,-0.000492145,7.76E-05,0.776497877,-3.73E-01,-3.68E-01,-4.92E-01,-0.442505,-0.00169714,-0.001672455,-0.001672455,0.000104,1.04,-1.70E+00,-1.67E+00,-1.67E+00
-0.443573,-0.000372439,-0.000367515,-0.000492231,7.75E-05,0.775034503,-3.72E-01,-3.68E-01,-4.92E-01,-0.443573,-0.00168958,-0.001668531,-0.001668531,0.000104,1.04,-1.69E+00,-1.67E+00,-1.67E+00
-0.444641,-0.000371883,-0.000366848,-0.000492265,7.74E-05,0.773580482,-3.72E-01,-3.67E-01,-4.92E-01,-0.444641,-0.00169437,-0.001664531,-0.001664531,0.000104,1.04,-1.69E+00,-1.66E+00,-1.66E+00
-0.445709,-0.000371131,-0.000366149,-0.000492249,7.72E-05,0.772130081,-3.71E-01,-3.66E-01,-4.92E-01,-0.445709,-0.00169147,-0.001660456,-0.001660456,0.000104,1.04,-1.69E+00,-1.66E+00,-1.66E+00
-0.446777,-0.000370041,-0.000365414,-0.000492184,7.71E-05,0.770689168,-3.70E-01,-3.65E-01,-4.92E-01,-0.446777,-0.0016892,-0.00165631,-0.00165631,0.000104,1.04,-1.69E+00,-1.66E+00,-1.66E+00
-0.447845,-0.000369054,-0.000364648,-0.000492071,7.69E-05,0.769252033,-3.69E-01,-3.65E-01,-4.92E-01,-0.447845,-0.00169081,-0.001652096,-0.001652096,0.000104,1.04,-1.69E+00,-1.65E+00,-1.65E+00
-0.448914,-0.000367733,-0.000363849,-0.00049191,7.68E-05,0.767824508,-3.68E-01,-3.64E-01,-4.92E-01,-0.448914,-0.00168693,-0.001647812,-0.001647812,0.000104,1.04,-1.69E+00,-1.65E+00,-1.65E+00
-0.449982,-0.000366662,-0.00036302,-0.000491702,7.66E-05,0.766399573,-3.67E-01,-3.63E-01,-4.92E-01,-0.449982,-0.0016893,-0.001643469,-0.001643469,0.000104,1.04,-1.69E+00,-1.64E+00,-1.64E+00
-0.45105,-0.0003663,-0.000362159,-0.000491448,7.65E-05,0.76498569,-3.66E-01,-3.62E-01,-4.91E-01,-0.45105,-0.00168056,-0.001639067,-0.001639067,0.000104,1.04,-1.68E+00,-1.64E+00,-1.64E+00
-0.452118,-0.000366071,-0.000361271,-0.000491149,7.64E-05,0.763575858,-3.66E-01,-3.61E-01,-4.91E-01,-0.452118,-0.00168658,-0.001634607,-0.001634607,0.000104,1.04,-1.69E+00,-1.63E+00,-1.63E+00
-0.453186,-0.000364777,-0.000360354,-0.000490806,7.62E-05,0.762175841,-3.65E-01,-3.60E-01,-4.91E-01,-0.453186,-0.00168464,-0.001630092,-0.001630092,0.000104,1.04,-1.68E+00,-1.63E+00,-1.63E+00
-0.454254,-0.000363979,-0.00035941,-0.00049042,7.61E-05,0.760779987,-3.64E-01,-3.59E-01,-4.90E-01,-0.454254,-0.00168098,-0.001625526,-0.001625526,0.000104,1.04,-1.68E+00,-1.63E+00,-1.63E+00
-0.455322,-0.000363082,-0.000358439,-0.000489992,7.59E-05,0.759394031,-3.63E-01,-3.58E-01,-4.90E-01,-0.455322,-0.00168233,-0.00162091,-0.00162091,0.000104,1.04,-1.68E+00,-1.62E+00,-1.62E+00
-0.45639,-0.000362288,-0.000357443,-0.000489522,7.58E-05,0.75801234,-3.62E-01,-3.57E-01,-4.90E-01,-0.45639,-0.00167103,-0.001616247,-0.001616247,0.000104,1.04,-1.67E+00,-1.62E+00,-1.62E+00
-0.457458,-0.000361733,-0.00035642,-0.000489012,7.57E-05,0.756640616,-3.62E-01,-3.56E-01,-4.89E-01,-0.457458,-0.00167554,-0.001611539,-0.001611539,0.000104,1.04,-1.68E+00,-1.61E+00,-1.61E+00
-0.458527,-0.000361068,-0.000355375,-0.000488462,7.55E-05,0.755273248,-3.61E-01,-3.55E-01,-4.88E-01,-0.458527,-0.0016679,-0.001606785,-0.001606785,0.000104,1.04,-1.67E+00,-1.61E+00,-1.61E+00
-0.459595,-0.000360342,-0.000354306,-0.000487874,7.54E-05,0.753914634,-3.60E-01,-3.54E-01,-4.88E-01,-0.459595,-0.00166437,-0.001601995,-0.001601995,0.000104,1.04,-1.66E+00,-1.60E+00,-1.60E+00
-0.460663,-0.000359828,-0.000353215,-0.000487248,7.53E-05,0.752561726,-3.60E-01,-3.53E-01,-4.87E-01,-0.460663,-0.00166174,-0.001597168,-0.001597168,0.000104,1.04,-1.66E+00,-1.60E+00,-1.60E+00
-0.461731,-0.000357764,-0.000352102,-0.000486586,7.51E-05,0.75121889,-3.58E-01,-3.52E-01,-4.87E-01,-0.461731,-0.00165141,-0.001592306,-0.001592306,0.000104,1.04,-1.65E+00,-1.59E+00,-1.59E+00
-0.462799,-0.000355617,-0.000350969,-0.000485888,7.50E-05,0.749880553,-3.56E-01,-3.51E-01,-4.86E-01,-0.462799,-0.00165195,-0.00158741,-0.00158741,0.000104,1.04,-1.65E+00,-1.59E+00,-1.59E+00
