"Figure 14 top (Exp. 2, 100 mV/s)",,,,,,,,,"Figure 14 bottom (Exp. 3, 700 mV/s)",,,,,,,,
E (V),iData (A),iRSModified (A),iRS (A),WE Area (m2),WE Area (cm^2),I [Data] (A),I [A = A(t)] (mA),I [A = A?] (mA),E (V),iData (A),iRSModified (A),iRS (A),A (m2),WE Area,I [Data],I [A = A(t)],I [A = A?]
-0.463867,-0.000354948,-0.000349816,-0.000485155,7.49E-05,0.748552323,-3.55E-01,-3.50E-01,-4.85E-01,-0.463867,-0.00164045,-0.001582484,-0.001582484,0.000104,1.04,-1.64E+00,-1.58E+00,-1.58E+00
-0.464935,-0.00035412,-0.000348644,-0.000484388,7.47E-05,0.747228642,-3.54E-01,-3.49E-01,-4.84E-01,-0.464935,-0.00163998,-0.001577529,-0.001577529,0.000104,1.04,-1.64E+00,-1.58E+00,-1.58E+00
-0.466003,-0.000352973,-0.000347453,-0.000483589,7.46E-05,0.745915093,-3.53E-01,-3.47E-01,-4.84E-01,-0.466003,-0.00163445,-0.001572547,-0.001572547,0.000104,1.04,-1.63E+00,-1.57E+00,-1.57E+00
-0.467072,-0.000351971,-0.000346245,-0.000482756,7.45E-05,0.744606137,-3.52E-01,-3.46E-01,-4.83E-01,-0.467072,-0.00162517,-0.001567536,-0.001567536,0.000104,1.04,-1.63E+00,-1.57E+00,-1.57E+00
-0.46814,-0.000350255,-0.00034502,-0.000481893,7.43E-05,0.743306111,-3.50E-01,-3.45E-01,-4.82E-01,-0.46814,-0.00162557,-0.001562507,-0.001562507,0.000104,1.04,-1.63E+00,-1.56E+00,-1.56E+00
-0.469208,-0.000348904,-0.00034378,-0.000481001,7.42E-05,0.74201193,-3.49E-01,-3.44E-01,-4.81E-01,-0.469208,-0.00161431,-0.001557457,-0.001557457,0.000104,1.04,-1.61E+00,-1.56E+00,-1.56E+00
-0.470276,-0.000346829,-0.000342523,-0.000480079,7.41E-05,0.740727901,-3.47E-01,-3.43E-01,-4.80E-01,-0.470276,-0.0016142,-0.001552388,-0.001552388,0.000104,1.04,-1.61E+00,-1.55E+00,-1.55E+00
-0.471344,-0.000344564,-0.000341253,-0.000479128,7.39E-05,0.739448521,-3.45E-01,-3.41E-01,-4.79E-01,-0.471344,-0.00161176,-0.001547301,-0.001547301,0.000104,1.04,-1.61E+00,-1.55E+00,-1.55E+00
-0.472412,-0.000342644,-0.000339969,-0.00047815,7.38E-05,0.738179287,-3.43E-01,-3.40E-01,-4.78E-01,-0.472412,-0.00160375,-0.0015422,-0.0015422,0.000104,1.04,-1.60E+00,-1.54E+00,-1.54E+00
-0.47348,-0.000342024,-0.000338673,-0.000477146,7.37E-05,0.736914712,-3.42E-01,-3.39E-01,-4.77E-01,-0.47348,-0.00160251,-0.001537084,-0.001537084,0.000104,1.04,-1.60E+00,-1.54E+00,-1.54E+00
-0.474548,-0.00034104,-0.000337363,-0.000476116,7.36E-05,0.735660271,-3.41E-01,-3.37E-01,-4.76E-01,-0.474548,-0.00159149,-0.001531957,-0.001531957,0.000104,1.04,-1.59E+00,-1.53E+00,-1.53E+00
-0.475616,-0.000339996,-0.000336042,-0.000475062,7.34E-05,0.734410494,-3.40E-01,-3.36E-01,-4.75E-01,-0.475616,-0.001595,-0.001526819,-0.001526819,0.000104,1.04,-1.59E+00,-1.53E+00,-1.53E+00
-0.476685,-0.000338671,-0.000334709,-0.000473982,7.33E-05,0.733170829,-3.39E-01,-3.35E-01,-4.74E-01,-0.476685,-0.00158878,-0.001521668,-0.001521668,0.000104,1.04,-1.59E+00,-1.52E+00,-1.52E+00
-0.477753,-0.000337187,-0.000333368,-0.000472881,7.32E-05,0.73193467,-3.37E-01,-3.33E-01,-4.73E-01,-0.477753,-0.00158443,-0.001516514,-0.001516514,0.000104,1.04,-1.58E+00,-1.52E+00,-1.52E+00
-0.478821,-0.000336636,-0.000332015,-0.000471757,7.31E-05,0.730709753,-3.37E-01,-3.32E-01,-4.72E-01,-0.478821,-0.00158511,-0.001511355,-0.001511355,0.000104,1.04,-1.59E+00,-1.51E+00,-1.51E+00
-0.479889,-0.000335474,-0.000330655,-0.000470612,7.29E-05,0.729489482,-3.35E-01,-3.31E-01,-4.71E-01,-0.479889,-0.00157481,-0.001506191,-0.001506191,0.000104,1.04,-1.57E+00,-1.51E+00,-1.51E+00
-0.480957,-0.000333152,-0.000329285,-0.000469447,7.28E-05,0.728279261,-3.33E-01,-3.29E-01,-4.69E-01,-0.480957,-0.00157709,-0.001501024,-0.001501024,0.000104,1.04,-1.58E+00,-1.50E+00,-1.50E+00
-0.482025,-0.000331429,-0.000327909,-0.000468262,7.27E-05,0.727073665,-3.31E-01,-3.28E-01,-4.68E-01,-0.482025,-0.00156844,-0.001495856,-0.001495856,0.000104,1.04,-1.57E+00,-1.50E+00,-1.50E+00
-0.483093,-0.00032932,-0.000326524,-0.000467058,7.26E-05,0.725878075,-3.29E-01,-3.27E-01,-4.67E-01,-0.483093,-0.0015646,-0.001490687,-0.001490687,0.000104,1.04,-1.56E+00,-1.49E+00,-1.49E+00
-0.484161,-0.000327779,-0.000325134,-0.000465835,7.25E-05,0.724687082,-3.28E-01,-3.25E-01,-4.66E-01,-0.484161,-0.00156035,-0.001485519,-0.001485519,0.000104,1.04,-1.56E+00,-1.49E+00,-1.49E+00
-0.485229,-0.000326211,-0.000323737,-0.000464596,7.24E-05,0.723506047,-3.26E-01,-3.24E-01,-4.65E-01,-0.485229,-0.00154937,-0.001480354,-0.001480354,0.000104,1.04,-1.55E+00,-1.48E+00,-1.48E+00
-0.486298,-0.000324515,-0.000322335,-0.000463339,7.22E-05,0.722329577,-3.25E-01,-3.22E-01,-4.63E-01,-0.486298,-0.00154824,-0.001475187,-0.001475187,0.000104,1.04,-1.55E+00,-1.48E+00,-1.48E+00
-0.487366,-0.000323979,-0.000320928,-0.000462067,7.21E-05,0.721161918,-3.24E-01,-3.21E-01,-4.62E-01,-0.487366,-0.00153928,-0.00147003,-0.00147003,0.000104,1.04,-1.54E+00,-1.47E+00,-1.47E+00
-0.488434,-0.000322025,-0.000319517,-0.00046078,7.20E-05,0.719999878,-3.22E-01,-3.20E-01,-4.61E-01,-0.488434,-0.00153783,-0.001464878,-0.001464878,0.000104,1.04,-1.54E+00,-1.46E+00,-1.46E+00
-0.489502,-0.00031913,-0.000318101,-0.000459479,7.19E-05,0.718847683,-3.19E-01,-3.18E-01,-4.59E-01,-0.489502,-0.00153376,-0.001459733,-0.001459733,0.000104,1.04,-1.53E+00,-1.46E+00,-1.46E+00
-0.49057,-0.000317381,-0.000316683,-0.000458164,7.18E-05,0.717699968,-3.17E-01,-3.17E-01,-4.58E-01,-0.49057,-0.00152949,-0.001454596,-0.001454596,0.000104,1.04,-1.53E+00,-1.45E+00,-1.45E+00
-0.491638,-0.000315233,-0.000315261,-0.000456837,7.17E-05,0.71656203,-3.15E-01,-3.15E-01,-4.57E-01,-0.491638,-0.00153134,-0.001449468,-0.001449468,0.000104,1.04,-1.53E+00,-1.45E+00,-1.45E+00
-0.492706,-0.00031315,-0.000313838,-0.000455497,7.15E-05,0.715428521,-3.13E-01,-3.14E-01,-4.55E-01,-0.492706,-0.0015214,-0.00144435,-0.00144435,0.000104,1.04,-1.52E+00,-1.44E+00,-1.44E+00
-0.493774,-0.000311412,-0.000312412,-0.000454145,7.14E-05,0.71430472,-3.11E-01,-3.12E-01,-4.54E-01,-0.493774,-0.00152443,-0.001439242,-0.001439242,0.000104,1.04,-1.52E+00,-1.44E+00,-1.44E+00
-0.494843,-0.000310133,-0.000310985,-0.000452782,7.13E-05,0.713185292,-3.10E-01,-3.11E-01,-4.53E-01,-0.494843,-0.00151432,-0.001434141,-0.001434141,0.000104,1.04,-1.51E+00,-1.43E+00,-1.43E+00
-0.495911,-0.000309146,-0.000309556,-0.000451409,7.12E-05,0.712074462,-3.09E-01,-3.10E-01,-4.51E-01,-0.495911,-0.00150278,-0.001429057,-0.001429057,0.000104,1.04,-1.50E+00,-1.43E+00,-1.43E+00
-0.496979,-0.000307574,-0.000308128,-0.000450027,7.11E-05,0.710968987,-3.08E-01,-3.08E-01,-4.50E-01,-0.496979,-0.00149481,-0.001423987,-0.001423987,0.000104,1.04,-1.49E+00,-1.42E+00,-1.42E+00
-0.498047,-0.000305651,-0.000306698,-0.000448636,7.10E-05,0.709873071,-3.06E-01,-3.07E-01,-4.49E-01,-0.498047,-0.00147878,-0.001418931,-0.001418931,0.000104,1.04,-1.48E+00,-1.42E+00,-1.42E+00
-0.499115,-0.000304417,-0.00030527,-0.000447236,7.09E-05,0.708781406,-3.04E-01,-3.05E-01,-4.47E-01,-0.499115,-0.00147961,-0.00141389,-0.00141389,0.000104,1.04,-1.48E+00,-1.41E+00,-1.41E+00
-0.500183,-0.000303062,-0.000303842,-0.000445829,7.08E-05,0.707699217,-3.03E-01,-3.04E-01,-4.46E-01,-0.500183,-0.00146991,-0.001408864,-0.001408864,0.000104,1.04,-1.47E+00,-1.41E+00,-1.41E+00
-0.501251,-0.000302025,-0.000302415,-0.000444414,7.07E-05,0.706621212,-3.02E-01,-3.02E-01,-4.44E-01,-0.501251,-0.00146365,-0.001403854,-0.001403854,0.000104,1.04,-1.46E+00,-1.40E+00,-1.40E+00
-0.502319,-0.000301747,-0.000300989,-0.000442993,7.06E-05,0.7055526,-3.02E-01,-3.01E-01,-4.43E-01,-0.502319,-0.00145795,-0.001398862,-0.001398862,0.000104,1.04,-1.46E+00,-1.40E+00,-1.40E+00
-0.503387,-0.000300327,-0.000299565,-0.000441566,7.04E-05,0.7044881,-3.00E-01,-3.00E-01,-4.42E-01,-0.503387,-0.001447,-0.001393887,-0.001393887,0.000104,1.04,-1.45E+00,-1.39E+00,-1.39E+00
-0.504456,-0.000298915,-0.000298142,-0.000440131,7.03E-05,0.703432907,-2.99E-01,-2.98E-01,-4.40E-01,-0.504456,-0.00144664,-0.001388926,-0.001388926,0.000104,1.04,-1.45E+00,-1.39E+00,-1.39E+00
-0.505524,-0.00029814,-0.000296722,-0.000438693,7.02E-05,0.702380774,-2.98E-01,-2.97E-01,-4.39E-01,-0.505524,-0.00143606,-0.001383988,-0.001383988,0.000104,1.04,-1.44E+00,-1.38E+00,-1.38E+00
-0.506592,-0.000296952,-0.000295304,-0.000437251,7.01E-05,0.701338843,-2.97E-01,-2.95E-01,-4.37E-01,-0.506592,-0.00143359,-0.001379069,-0.001379069,0.000104,1.04,-1.43E+00,-1.38E+00,-1.38E+00
-0.50766,-0.000295502,-0.000293891,-0.000435804,7.00E-05,0.700300877,-2.96E-01,-2.94E-01,-4.36E-01,-0.50766,-0.00142579,-0.001374171,-0.001374171,0.000104,1.04,-1.43E+00,-1.37E+00,-1.37E+00
-0.508728,-0.000294579,-0.000292479,-0.000434354,6.99E-05,0.699272039,-2.95E-01,-2.92E-01,-4.34E-01,-0.508728,-0.00141303,-0.001369293,-0.001369293,0.000104,1.04,-1.41E+00,-1.37E+00,-1.37E+00
-0.509796,-0.000293167,-0.000291072,-0.0004329,6.98E-05,0.698247086,-2.93E-01,-2.91E-01,-4.33E-01,-0.509796,-0.00141379,-0.001364436,-0.001364436,0.000104,1.04,-1.41E+00,-1.36E+00,-1.36E+00
-0.510864,-0.000292183,-0.000289668,-0.000431444,6.97E-05,0.697231169,-2.92E-01,-2.90E-01,-4.31E-01,-0.510864,-0.00140534,-0.0013596,-0.0013596,0.000104,1.04,-1.41E+00,-1.36E+00,-1.36E+00
-0.511932,-0.000290445,-0.000288269,-0.000429986,6.96E-05,0.696219056,-2.90E-01,-2.88E-01,-4.30E-01,-0.511932,-0.00140878,-0.001354786,-0.001354786,0.000104,1.04,-1.41E+00,-1.35E+00,-1.35E+00
-0.513,-0.000288934,-0.000286873,-0.000428525,6.95E-05,0.695215885,-2.89E-01,-2.87E-01,-4.29E-01,-0.513,-0.00140449,-0.001349994,-0.001349994,0.000104,1.04,-1.40E+00,-1.35E+00,-1.35E+00
-0.514069,-0.000287875,-0.000285481,-0.000427063,6.94E-05,0.694216437,-2.88E-01,-2.85E-01,-4.27E-01,-0.514069,-0.00140276,-0.00134522,-0.00134522,0.000104,1.04,-1.40E+00,-1.35E+00,-1.35E+00
-0.515137,-0.000286774,-0.000284095,-0.0004256,6.93E-05,0.693224909,-2.87E-01,-2.84E-01,-4.26E-01,-0.515137,-0.00140331,-0.001340474,-0.001340474,0.000104,1.04,-1.40E+00,-1.34E+00,-1.34E+00
-0.516205,-0.000285138,-0.000282714,-0.000424137,6.92E-05,0.692237951,-2.85E-01,-2.83E-01,-4.24E-01,-0.516205,-0.00139258,-0.001335751,-0.001335751,0.000104,1.04,-1.39E+00,-1.34E+00,-1.34E+00
-0.517273,-0.000284249,-0.000281337,-0.000422673,6.91E-05,0.691259744,-2.84E-01,-2.81E-01,-4.23E-01,-0.517273,-0.00139127,-0.001331052,-0.001331052,0.000104,1.04,-1.39E+00,-1.33E+00,-1.33E+00
-0.518341,-0.000282868,-0.000279967,-0.00042121,6.90E-05,0.690285094,-2.83E-01,-2.80E-01,-4.21E-01,-0.518341,-0.00137818,-0.001326376,-0.001326376,0.000104,1.04,-1.38E+00,-1.33E+00,-1.33E+00
-0.519409,-0.000280853,-0.000278601,-0.000419747,6.89E-05,0.689319096,-2.81E-01,-2.79E-01,-4.20E-01,-0.519409,-0.00137035,-0.001321725,-0.001321725,0.000104,1.04,-1.37E+00,-1.32E+00,-1.32E+00
-0.520477,-0.000279888,-0.000277242,-0.000418285,6.88E-05,0.688356568,-2.80E-01,-2.77E-01,-4.18E-01,-0.520477,-0.00136547,-0.001317099,-0.001317099,0.000104,1.04,-1.37E+00,-1.32E+00,-1.32E+00
-0.521545,-0.000279428,-0.000275888,-0.000416825,6.87E-05,0.687402595,-2.79E-01,-2.76E-01,-4.17E-01,-0.521545,-0.0013547,-0.001312497,-0.001312497,0.000104,1.04,-1.35E+00,-1.31E+00,-1.31E+00
-0.522614,-0.000278183,-0.000274541,-0.000415364,6.86E-05,0.686452007,-2.78E-01,-2.75E-01,-4.15E-01,-0.522614,-0.00135799,-0.001307916,-0.001307916,0.000104,1.04,-1.36E+00,-1.31E+00,-1.31E+00
-0.523682,-0.000277051,-0.000273199,-0.000413906,6.86E-05,0.685508994,-2.77E-01,-2.73E-01,-4.14E-01,-0.523682,-0.00135051,-0.001303364,-0.001303364,0.000104,1.04,-1.35E+00,-1.30E+00,-1.30E+00
-0.52475,-0.000276041,-0.000271864,-0.000412451,6.85E-05,0.684570164,-2.76E-01,-2.72E-01,-4.12E-01,-0.52475,-0.00134602,-0.001298838,-0.001298838,0.000104,1.04,-1.35E+00,-1.30E+00,-1.30E+00
-0.525818,-0.000274508,-0.000270536,-0.000410998,6.84E-05,0.683639694,-2.75E-01,-2.71E-01,-4.11E-01,-0.525818,-0.00134304,-0.001294338,-0.001294338,0.000104,1.04,-1.34E+00,-1.29E+00,-1.29E+00
-0.526886,-0.000272978,-0.000269214,-0.000409548,6.83E-05,0.682712434,-2.73E-01,-2.69E-01,-4.10E-01,-0.526886,-0.00133538,-0.001289863,-0.001289863,0.000104,1.04,-1.34E+00,-1.29E+00,-1.29E+00
-0.527954,-0.000271479,-0.000267899,-0.0004081,6.82E-05,0.681793435,-2.71E-01,-2.68E-01,-4.08E-01,-0.527954,-0.00133317,-0.001285415,-0.001285415,0.000104,1.04,-1.33E+00,-1.29E+00,-1.29E+00
-0.529022,-0.000270514,-0.000266592,-0.000406656,6.81E-05,0.680877559,-2.71E-01,-2.67E-01,-4.07E-01,-0.529022,-0.00132187,-0.001280992,-0.001280992,0.000104,1.04,-1.32E+00,-1.28E+00,-1.28E+00
-0.53009,-0.000269402,-0.00026529,-0.000405215,6.80E-05,0.679969845,-2.69E-01,-2.65E-01,-4.05E-01,-0.53009,-0.00131852,-0.001276596,-0.001276596,0.000104,1.04,-1.32E+00,-1.28E+00,-1.28E+00
-0.531158,-0.00026694,-0.000263997,-0.000403778,6.79E-05,0.679065167,-2.67E-01,-2.64E-01,-4.04E-01,-0.531158,-0.00131129,-0.001272225,-0.001272225,0.000104,1.04,-1.31E+00,-1.27E+00,-1.27E+00
-0.532227,-0.000265467,-0.000262709,-0.000402343,6.78E-05,0.678168552,-2.65E-01,-2.63E-01,-4.02E-01,-0.532227,-0.00130257,-0.001267878,-0.001267878,0.000104,1.04,-1.30E+00,-1.27E+00,-1.27E+00
-0.533295,-0.000263217,-0.00026143,-0.000400914,6.77E-05,0.677274054,-2.63E-01,-2.61E-01,-4.01E-01,-0.533295,-0.00130257,-0.001263561,-0.001263561,0.000104,1.04,-1.30E+00,-1.26E+00,-1.26E+00
-0.534363,-0.000260979,-0.000260157,-0.000399489,6.76E-05,0.676388359,-2.61E-01,-2.60E-01,-3.99E-01,-0.534363,-0.00129107,-0.00125927,-0.00125927,0.000104,1.04,-1.29E+00,-1.26E+00,-1.26E+00
-0.535431,-0.000259032,-0.000258894,-0.000398069,6.76E-05,0.675505526,-2.59E-01,-2.59E-01,-3.98E-01,-0.535431,-0.00129365,-0.001255006,-0.001255006,0.000104,1.04,-1.29E+00,-1.26E+00,-1.26E+00
-0.536499,-0.000258432,-0.000257636,-0.000396654,6.75E-05,0.674630563,-2.58E-01,-2.58E-01,-3.97E-01,-0.536499,-0.00128901,-0.001250769,-0.001250769,0.000104,1.04,-1.29E+00,-1.25E+00,-1.25E+00
-0.537567,-0.000257349,-0.000256387,-0.000395243,6.74E-05,0.673758376,-2.57E-01,-2.56E-01,-3.95E-01,-0.537567,-0.00128681,-0.001246559,-0.001246559,0.000104,1.04,-1.29E+00,-1.25E+00,-1.25E+00
-0.538635,-0.000256328,-0.000255145,-0.000393837,6.73E-05,0.672893961,-2.56E-01,-2.55E-01,-3.94E-01,-0.538635,-0.00128328,-0.001242376,-0.001242376,0.000104,1.04,-1.28E+00,-1.24E+00,-1.24E+00
-0.539703,-0.00025407,-0.000253912,-0.000392437,6.72E-05,0.672032235,-2.54E-01,-2.54E-01,-3.92E-01,-0.539703,-0.00127253,-0.001238219,-0.001238219,0.000104,1.04,-1.27E+00,-1.24E+00,-1.24E+00
-0.540771,-0.000252344,-0.000252685,-0.000391042,6.71E-05,0.671178186,-2.52E-01,-2.53E-01,-3.91E-01,-0.540771,-0.00127037,-0.001234089,-0.001234089,0.000104,1.04,-1.27E+00,-1.23E+00,-1.23E+00
-0.54184,-0.000250973,-0.000251467,-0.000389652,6.70E-05,0.670326741,-2.51E-01,-2.51E-01,-3.90E-01,-0.54184,-0.00126506,-0.001229982,-0.001229982,0.000104,1.04,-1.27E+00,-1.23E+00,-1.23E+00
-0.542908,-0.000250176,-0.000250256,-0.000388268,6.69E-05,0.669482089,-2.50E-01,-2.50E-01,-3.88E-01,-0.542908,-0.00125933,-0.001225906,-0.001225906,0.000104,1.04,-1.26E+00,-1.23E+00,-1.23E+00
-0.543976,-0.00025042,-0.000249054,-0.00038689,6.69E-05,0.668640748,-2.50E-01,-2.49E-01,-3.87E-01,-0.543976,-0.00125481,-0.001221857,-0.001221857,0.000104,1.04,-1.25E+00,-1.22E+00,-1.22E+00
-0.545044,-0.000249664,-0.000247859,-0.000385518,6.68E-05,0.667806895,-2.50E-01,-2.48E-01,-3.86E-01,-0.545044,-0.00124264,-0.001217834,-0.001217834,0.000104,1.04,-1.24E+00,-1.22E+00,-1.22E+00
-0.546112,-0.000248396,-0.000246673,-0.000384153,6.67E-05,0.666975478,-2.48E-01,-2.47E-01,-3.84E-01,-0.546112,-0.00124305,-0.001213839,-0.001213839,0.000104,1.04,-1.24E+00,-1.21E+00,-1.21E+00
-0.54718,-0.000247447,-0.000245494,-0.000382794,6.66E-05,0.666151455,-2.47E-01,-2.45E-01,-3.83E-01,-0.54718,-0.0012345,-0.00120987,-0.00120987,0.000104,1.04,-1.23E+00,-1.21E+00,-1.21E+00
-0.548248,-0.000246634,-0.000244324,-0.000381441,6.65E-05,0.665329784,-2.47E-01,-2.44E-01,-3.81E-01,-0.548248,-0.00122556,-0.001205927,-0.001205927,0.000104,1.04,-1.23E+00,-1.21E+00,-1.21E+00
-0.549316,-0.000244755,-0.000243161,-0.000380094,6.65E-05,0.664515415,-2.45E-01,-2.43E-01,-3.80E-01,-0.549316,-0.00121887,-0.001202012,-0.001202012,0.000104,1.04,-1.22E+00,-1.20E+00,-1.20E+00
-0.550385,-0.000243275,-0.000242007,-0.000378753,6.64E-05,0.663703315,-2.43E-01,-2.42E-01,-3.79E-01,-0.550385,-0.00120812,-0.001198119,-0.001198119,0.000104,1.04,-1.21E+00,-1.20E+00,-1.20E+00
-0.551453,-0.000241302,-0.00024086,-0.000377419,6.63E-05,0.662897674,-2.41E-01,-2.41E-01,-3.77E-01,-0.551453,-0.00120453,-0.001194256,-0.001194256,0.000104,1.04,-1.20E+00,-1.19E+00,-1.19E+00
-0.552521,-0.000240398,-0.000239722,-0.000376093,6.62E-05,0.662094977,-2.40E-01,-2.40E-01,-3.76E-01,-0.552521,-0.00119385,-0.00119042,-0.00119042,0.000104,1.04,-1.19E+00,-1.19E+00,-1.19E+00
-0.553589,-0.000238872,-0.000238592,-0.000374773,6.61E-05,0.661299402,-2.39E-01,-2.39E-01,-3.75E-01,-0.553589,-0.00119183,-0.00118661,-0.00118661,0.000104,1.04,-1.19E+00,-1.19E+00,-1.19E+00
-0.554657,-0.00023704,-0.00023747,-0.00037346,6.61E-05,0.660505934,-2.37E-01,-2.37E-01,-3.73E-01,-0.554657,-0.00118437,-0.001182827,-0.001182827,0.000104,1.04,-1.18E+00,-1.18E+00,-1.18E+00
-0.555725,-0.000235904,-0.000236356,-0.000372154,6.60E-05,0.6597195,-2.36E-01,-2.36E-01,-3.72E-01,-0.555725,-0.0011773,-0.00117907,-0.00117907,0.000104,1.04,-1.18E+00,-1.18E+00,-1.18E+00
-0.556793,-0.000233692,-0.000235251,-0.000370856,6.59E-05,0.658935092,-2.34E-01,-2.35E-01,-3.71E-01,-0.556793,-0.00117684,-0.001175338,-0.001175338,0.000104,1.04,-1.18E+00,-1.18E+00,-1.18E+00
-0.557861,-0.000231932,-0.000234153,-0.000369564,6.58E-05,0.658157631,-2.32E-01,-2.34E-01,-3.70E-01,-0.557861,-0.00116514,-0.001171633,-0.001171633,0.000104,1.04,-1.17E+00,-1.17E+00,-1.17E+00
-0.558929,-0.000231107,-0.000233063,-0.000368279,6.57E-05,0.657382119,-2.31E-01,-2.33E-01,-3.68E-01,-0.558929,-0.00116764,-0.001167954,-0.001167954,0.000104,1.04,-1.17E+00,-1.17E+00,-1.17E+00
-0.559998,-0.000230582,-0.000231981,-0.000367001,6.57E-05,0.656613467,-2.31E-01,-2.32E-01,-3.67E-01,-0.559998,-0.00116046,-0.001164297,-0.001164297,0.000104,1.04,-1.16E+00,-1.16E+00,-1.16E+00
-0.561066,-0.00022864,-0.000230908,-0.000365731,6.56E-05,0.65584597,-2.29E-01,-2.31E-01,-3.66E-01,-0.561066,-0.00115593,-0.001160669,-0.001160669,0.000104,1.04,-1.16E+00,-1.16E+00,-1.16E+00
-0.562134,-0.00022697,-0.000229841,-0.000364468,6.55E-05,0.655085968,-2.27E-01,-2.30E-01,-3.64E-01,-0.562134,-0.00115233,-0.001157067,-0.001157067,0.000104,1.04,-1.15E+00,-1.16E+00,-1.16E+00
-0.563202,-0.000225808,-0.000228784,-0.000363213,6.54E-05,0.654327761,-2.26E-01,-2.29E-01,-3.63E-01,-0.563202,-0.00114392,-0.00115349,-0.00115349,0.000104,1.04,-1.14E+00,-1.15E+00,-1.15E+00
-0.56427,-0.000225029,-0.000227735,-0.000361965,6.54E-05,0.653576247,-2.25E-01,-2.28E-01,-3.62E-01,-0.56427,-0.00114614,-0.001149939,-0.001149939,0.000104,1.04,-1.15E+00,-1.15E+00,-1.15E+00
-0.565338,-0.000223845,-0.000226693,-0.000360725,6.53E-05,0.652826453,-2.24E-01,-2.27E-01,-3.61E-01,-0.565338,-0.00114064,-0.001146413,-0.001146413,0.000104,1.04,-1.14E+00,-1.15E+00,-1.15E+00
-0.566406,-0.00022258,-0.000225659,-0.000359492,6.52E-05,0.65208327,-2.23E-01,-2.26E-01,-3.59E-01,-0.566406,-0.00113432,-0.001142912,-0.001142912,0.000104,1.04,-1.13E+00,-1.14E+00,-1.14E+00
-0.567474,-0.000221373,-0.000224634,-0.000358266,6.51E-05,0.651341732,-2.21E-01,-2.25E-01,-3.58E-01,-0.567474,-0.0011317,-0.001139435,-0.001139435,0.000104,1.04,-1.13E+00,-1.14E+00,-1.14E+00
-0.568542,-0.000220416,-0.000223616,-0.000357049,6.51E-05,0.650606724,-2.20E-01,-2.24E-01,-3.57E-01,-0.568542,-0.00112109,-0.001135984,-0.001135984,0.000104,1.04,-1.12E+00,-1.14E+00,-1.14E+00
-0.569611,-0.000219648,-0.000222606,-0.000355837,6.50E-05,0.64987329,-2.20E-01,-2.23E-01,-3.56E-01,-0.569611,-0.00112171,-0.001132554,-0.001132554,0.000104,1.04,-1.12E+00,-1.13E+00,-1.13E+00
-0.570679,-0.00022003,-0.000221603,-0.000354634,6.49E-05,0.649145626,-2.20E-01,-2.22E-01,-3.55E-01,-0.570679,-0.00111594,-0.001129152,-0.001129152,0.000104,1.04,-1.12E+00,-1.13E+00,-1.13E+00
-0.571747,-0.000219478,-0.000220609,-0.000353439,6.48E-05,0.648420147,-2.19E-01,-2.21E-01,-3.53E-01,-0.571747,-0.00111527,-0.001125774,-0.001125774,0.000104,1.04,-1.12E+00,-1.13E+00,-1.13E+00
-0.572815,-0.00021771,-0.000219622,-0.000352251,6.48E-05,0.647701041,-2.18E-01,-2.20E-01,-3.52E-01,-0.572815,-0.00111235,-0.00112242,-0.00112242,0.000104,1.04,-1.11E+00,-1.12E+00,-1.12E+00
-0.573883,-0.00021662,-0.000218643,-0.000351071,6.47E-05,0.646983368,-2.17E-01,-2.19E-01,-3.51E-01,-0.573883,-0.00110684,-0.001119091,-0.001119091,0.000104,1.04,-1.11E+00,-1.12E+00,-1.12E+00
-0.574951,-0.000214689,-0.000217672,-0.000349899,6.46E-05,0.646271991,-2.15E-01,-2.18E-01,-3.50E-01,-0.574951,-0.00110507,-0.001115785,-0.001115785,0.000104,1.04,-1.11E+00,-1.12E+00,-1.12E+00
-0.576019,-0.000213697,-0.000216709,-0.000348734,6.46E-05,0.645561977,-2.14E-01,-2.17E-01,-3.49E-01,-0.576019,-0.0010976,-0.001112504,-0.001112504,0.000104,1.04,-1.10E+00,-1.11E+00,-1.11E+00
-0.577087,-0.000212892,-0.000215752,-0.000347577,6.45E-05,0.644858185,-2.13E-01,-2.16E-01,-3.48E-01,-0.577087,-0.00110059,-0.001109246,-0.001109246,0.000104,1.04,-1.10E+00,-1.11E+00,-1.11E+00
-0.578156,-0.000212125,-0.000214803,-0.000346426,6.44E-05,0.644155688,-2.12E-01,-2.15E-01,-3.46E-01,-0.578156,-0.00109125,-0.001106008,-0.001106008,0.000104,1.04,-1.09E+00,-1.11E+00,-1.11E+00
-0.579224,-0.000210921,-0.000213862,-0.000345284,6.43E-05,0.643458686,-2.11E-01,-2.14E-01,-3.45E-01,-0.579224,-0.00108497,-0.001102797,-0.001102797,0.000104,1.04,-1.08E+00,-1.10E+00,-1.10E+00
-0.580292,-0.000209604,-0.000212929,-0.000344149,6.43E-05,0.642763568,-2.10E-01,-2.13E-01,-3.44E-01,-0.580292,-0.00108346,-0.001099609,-0.001099609,0.000104,1.04,-1.08E+00,-1.10E+00,-1.10E+00
-0.58136,-0.000208199,-0.000212002,-0.000343022,6.42E-05,0.642074526,-2.08E-01,-2.12E-01,-3.43E-01,-0.58136,-0.00107424,-0.001096443,-0.001096443,0.000104,1.04,-1.07E+00,-1.10E+00,-1.10E+00
