Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range;Cutoffs
206.391517478912;-0.149383544921875;0;1;-0.0399993896484375;100 mA;
206.401517478886;-0.174957275390625;0.00999999997475243;2;-0.0399932861328125;100 mA;
206.411517478861;-0.191680908203125;0.0199999999495049;3;-0.039996337890625;100 mA;
206.421517478836;-0.2041015625;0.0299999999242573;4;-0.0399993896484375;100 mA;
206.431517478811;-0.214019775390625;0.0399999998990097;5;-0.0400054931640625;100 mA;
206.441517478785;-0.2222900390625;0.0499999998737621;6;-0.0399932861328125;100 mA;
206.45151747876;-0.22943115234375;0.0599999998485146;7;-0.0399993896484375;100 mA;
206.461517478735;-0.23577880859375;0.069999999823267;8;-0.0399932861328125;100 mA;
206.47151747871;-0.24151611328125;0.0799999997980194;9;-0.039996337890625;100 mA;
206.481517478684;-0.24676513671875;0.0899999997727718;10;-0.039996337890625;100 mA;
206.491517478659;-0.25164794921875;0.0999999997475243;11;-0.039996337890625;100 mA;
206.501517478634;-0.256256103515625;0.109999999722277;12;-0.0399993896484375;100 mA;
206.511517478609;-0.260589599609375;0.119999999697029;13;-0.039996337890625;100 mA;
206.521517478583;-0.26470947265625;0.129999999671782;14;-0.039996337890625;100 mA;
206.531517478558;-0.2686767578125;0.139999999646534;15;-0.0399993896484375;100 mA;
206.541517478533;-0.272491455078125;0.149999999621286;16;-0.039996337890625;100 mA;
206.551517478508;-0.276153564453125;0.159999999596039;17;-0.0399932861328125;100 mA;
206.561517478482;-0.27972412109375;0.169999999570791;18;-0.039990234375;100 mA;
206.571517478457;-0.283172607421875;0.179999999545544;19;-0.0399993896484375;100 mA;
206.581517478432;-0.2864990234375;0.189999999520296;20;-0.039990234375;100 mA;
206.591517478407;-0.28973388671875;0.199999999495049;21;-0.0399871826171875;100 mA;
206.601517478381;-0.292877197265625;0.209999999469801;22;-0.039996337890625;100 mA;
206.611517478356;-0.295928955078125;0.219999999444553;23;-0.0399932861328125;100 mA;
206.621517478331;-0.29888916015625;0.229999999419306;24;-0.0399932861328125;100 mA;
206.631517478306;-0.301788330078125;0.239999999394058;25;-0.039990234375;100 mA;
206.64151747828;-0.304595947265625;0.249999999368811;26;-0.0399932861328125;100 mA;
206.651517478255;-0.307342529296875;0.259999999343563;27;-0.039996337890625;100 mA;
206.66151747823;-0.310028076171875;0.269999999318316;28;-0.04000244140625;100 mA;
206.671517478205;-0.3126220703125;0.279999999293068;29;-0.0399993896484375;100 mA;
206.681517478179;-0.315185546875;0.28999999926782;30;-0.0399932861328125;100 mA;
206.691517478154;-0.317657470703125;0.299999999242573;31;-0.039990234375;100 mA;
206.701517478129;-0.320098876953125;0.309999999217325;32;-0.04000244140625;100 mA;
206.711517478104;-0.322479248046875;0.319999999192078;33;-0.0399932861328125;100 mA;
206.721517478078;-0.324798583984375;0.32999999916683;34;-0.039996337890625;100 mA;
206.731517478053;-0.327117919921875;0.339999999141583;35;-0.0399993896484375;100 mA;
206.741517478028;-0.329315185546875;0.349999999116335;36;-0.039996337890625;100 mA;
206.751517478003;-0.331512451171875;0.359999999091087;37;-0.0399932861328125;100 mA;
206.761517477977;-0.33367919921875;0.36999999906584;38;-0.0399932861328125;100 mA;
206.771517477952;-0.335784912109375;0.379999999040592;39;-0.039996337890625;100 mA;
206.781517477927;-0.337890625;0.389999999015345;40;-0.039996337890625;100 mA;
206.791517477902;-0.339935302734375;0.399999998990097;41;-0.039996337890625;100 mA;
206.801517477876;-0.341949462890625;0.40999999896485;42;-0.039990234375;100 mA;
206.811517477851;-0.34393310546875;0.419999998939602;43;-0.039996337890625;100 mA;
206.821517477826;-0.345855712890625;0.429999998914354;44;-0.0399932861328125;100 mA;
206.831517477801;-0.347808837890625;0.439999998889107;45;-0.039996337890625;100 mA;
206.841517477775;-0.349700927734375;0.449999998863859;46;-0.0399932861328125;100 mA;
206.85151747775;-0.3515625;0.459999998838612;47;-0.039990234375;100 mA;
206.861517477725;-0.3533935546875;0.469999998813364;48;-0.0399932861328125;100 mA;
206.8715174777;-0.355224609375;0.479999998788116;49;-0.039990234375;100 mA;
206.881517477674;-0.357025146484375;0.489999998762869;50;-0.0399932861328125;100 mA;
206.891517477649;-0.358795166015625;0.499999998737621;51;-0.0399932861328125;100 mA;
206.901517477624;-0.36053466796875;0.509999998712374;52;-0.0399932861328125;100 mA;
206.911517477599;-0.362274169921875;0.519999998687126;53;-0.039996337890625;100 mA;
206.921517477573;-0.364013671875;0.529999998661879;54;-0.039990234375;100 mA;
206.931517477548;-0.36572265625;0.539999998636631;55;-0.039996337890625;100 mA;
206.941517477523;-0.36737060546875;0.549999998611383;56;-0.0399932861328125;100 mA;
206.951517477498;-0.369049072265625;0.559999998586136;57;-0.0399932861328125;100 mA;
206.961517477472;-0.370697021484375;0.569999998560888;58;-0.04000244140625;100 mA;
