Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range
292.471069261582;-0.163238525390625;0;1;-0.02398681640625;100 mA
292.481069261556;-0.173065185546875;0.00999999997475243;2;-0.02398681640625;100 mA
292.491069261531;-0.180206298828125;0.0199999999495049;3;-0.02398681640625;100 mA
292.501069261506;-0.1859130859375;0.0299999999242573;4;-0.0239837646484375;100 mA
292.511069261481;-0.190673828125;0.0399999998990097;5;-0.02398681640625;100 mA
292.521069261455;-0.19482421875;0.0499999998737621;6;-0.02398681640625;100 mA
292.53106926143;-0.198486328125;0.0599999998485146;7;-0.02398681640625;100 mA
292.541069261405;-0.2017822265625;0.069999999823267;8;-0.0239898681640625;100 mA
292.55106926138;-0.20477294921875;0.0799999997980194;9;-0.02398681640625;100 mA
292.561069261354;-0.20751953125;0.0899999997727718;10;-0.0239837646484375;100 mA
292.571069261329;-0.210113525390625;0.0999999997475243;11;-0.023980712890625;100 mA
292.581069261304;-0.212493896484375;0.109999999722277;12;-0.02398681640625;100 mA
292.591069261279;-0.214752197265625;0.119999999697029;13;-0.0239837646484375;100 mA
292.601069261253;-0.216888427734375;0.129999999671782;14;-0.0239898681640625;100 mA
292.611069261228;-0.218902587890625;0.139999999646534;15;-0.0239898681640625;100 mA
292.621069261203;-0.2208251953125;0.149999999621286;16;-0.02398681640625;100 mA
292.631069261178;-0.222625732421875;0.159999999596039;17;-0.02398681640625;100 mA
292.641069261152;-0.224395751953125;0.169999999570791;18;-0.02398681640625;100 mA
292.651069261127;-0.22607421875;0.179999999545544;19;-0.0239898681640625;100 mA
292.661069261102;-0.227691650390625;0.189999999520296;20;-0.023992919921875;100 mA
292.671069261077;-0.229278564453125;0.199999999495049;21;-0.02398681640625;100 mA
292.681069261051;-0.23077392578125;0.209999999469801;22;-0.02398681640625;100 mA
292.691069261026;-0.23223876953125;0.219999999444553;23;-0.02398681640625;100 mA
292.701069261001;-0.233642578125;0.229999999419306;24;-0.02398681640625;100 mA
292.711069260976;-0.235015869140625;0.239999999394058;25;-0.0239837646484375;100 mA
292.72106926095;-0.236358642578125;0.249999999368811;26;-0.0239898681640625;100 mA
292.731069260925;-0.237640380859375;0.259999999343563;27;-0.023992919921875;100 mA
292.7410692609;-0.238922119140625;0.269999999318316;28;-0.0239898681640625;100 mA
292.751069260875;-0.240142822265625;0.279999999293068;29;-0.0239837646484375;100 mA
292.761069260849;-0.241363525390625;0.28999999926782;30;-0.0239837646484375;100 mA
292.771069260824;-0.2425537109375;0.299999999242573;31;-0.0239898681640625;100 mA
292.781069260799;-0.243682861328125;0.309999999217325;32;-0.0239837646484375;100 mA
292.791069260774;-0.244842529296875;0.319999999192078;33;-0.023980712890625;100 mA
292.801069260748;-0.24591064453125;0.32999999916683;34;-0.02398681640625;100 mA
292.811069260723;-0.24700927734375;0.339999999141583;35;-0.02398681640625;100 mA
292.821069260698;-0.248077392578125;0.349999999116335;36;-0.0239898681640625;100 mA
292.831069260673;-0.249114990234375;0.359999999091087;37;-0.02398681640625;100 mA
292.841069260647;-0.2501220703125;0.36999999906584;38;-0.0239898681640625;100 mA
292.851069260622;-0.251129150390625;0.379999999040592;39;-0.02398681640625;100 mA
292.861069260597;-0.25213623046875;0.389999999015345;40;-0.02398681640625;100 mA
292.871069260572;-0.25311279296875;0.399999998990097;41;-0.0239898681640625;100 mA
292.881069260546;-0.2540283203125;0.40999999896485;42;-0.0239837646484375;100 mA
292.891069260521;-0.2550048828125;0.419999998939602;43;-0.0239837646484375;100 mA
292.901069260496;-0.25592041015625;0.429999998914354;44;-0.02398681640625;100 mA
292.911069260471;-0.2568359375;0.439999998889107;45;-0.0239898681640625;100 mA
292.921069260445;-0.25775146484375;0.449999998863859;46;-0.0239837646484375;100 mA
292.93106926042;-0.258636474609375;0.459999998838612;47;-0.0239837646484375;100 mA
292.941069260395;-0.259521484375;0.469999998813364;48;-0.023980712890625;100 mA
292.95106926037;-0.2603759765625;0.479999998788116;49;-0.0239898681640625;100 mA
292.961069260344;-0.26123046875;0.489999998762869;50;-0.023992919921875;100 mA
292.971069260319;-0.2620849609375;0.499999998737621;51;-0.02398681640625;100 mA
292.981069260294;-0.262908935546875;0.509999998712374;52;-0.0239837646484375;100 mA
292.991069260269;-0.26373291015625;0.519999998687126;53;-0.02398681640625;100 mA
293.001069260243;-0.264556884765625;0.529999998661879;54;-0.02398681640625;100 mA
293.011069260218;-0.265350341796875;0.539999998636631;55;-0.0239837646484375;100 mA
293.021069260193;-0.266143798828125;0.549999998611383;56;-0.02398681640625;100 mA
293.031069260168;-0.266937255859375;0.559999998586136;57;-0.02398681640625;100 mA
293.041069260142;-0.267730712890625;0.569999998560888;58;-0.0239837646484375;100 mA
293.051069260117;-0.26849365234375;0.579999998535641;59;-0.0239898681640625;100 mA
293.061069260092;-0.269256591796875;0.589999998510393;60;-0.02398681640625;100 mA
293.071069260067;-0.27001953125;0.599999998485146;61;-0.0239837646484375;100 mA
293.081069260041;-0.270751953125;0.609999998459898;62;-0.0239898681640625;100 mA
293.091069260016;-0.271514892578125;0.61999999843465;63;-0.0239898681640625;100 mA
293.101069259991;-0.272247314453125;0.629999998409403;64;-0.0239898681640625;100 mA
293.111069259966;-0.272979736328125;0.639999998384155;65;-0.0239898681640625;100 mA
293.12106925994;-0.27374267578125;0.649999998358908;66;-0.0239898681640625;100 mA
293.131069259915;-0.274444580078125;0.65999999833366;67;-0.02398681640625;100 mA
293.14106925989;-0.275146484375;0.669999998308413;68;-0.023974609375;100 mA
293.151069259865;-0.275848388671875;0.679999998283165;69;-0.023992919921875;100 mA
293.161069259839;-0.27655029296875;0.689999998257917;70;-0.0239837646484375;100 mA
293.171069259814;-0.27728271484375;0.69999999823267;71;-0.0239837646484375;100 mA
293.181069259789;-0.2779541015625;0.709999998207422;72;-0.02398681640625;100 mA
293.191069259764;-0.278656005859375;0.719999998182175;73;-0.02398681640625;100 mA
293.201069259738;-0.279327392578125;0.729999998156927;74;-0.0239837646484375;100 mA
293.211069259713;-0.279998779296875;0.73999999813168;75;-0.0239837646484375;100 mA
293.221069259688;-0.28070068359375;0.749999998106432;76;-0.02398681640625;100 mA
293.231069259663;-0.281341552734375;0.759999998081184;77;-0.02398681640625;100 mA
293.241069259637;-0.282012939453125;0.769999998055937;78;-0.02398681640625;100 mA
293.251069259612;-0.28265380859375;0.779999998030689;79;-0.0239837646484375;100 mA
293.261069259587;-0.2833251953125;0.789999998005442;80;-0.02398681640625;100 mA
293.271069259562;-0.28399658203125;0.799999997980194;81;-0.0239898681640625;100 mA
293.281069259536;-0.28460693359375;0.809999997954947;82;-0.0239837646484375;100 mA
293.291069259511;-0.2852783203125;0.819999997929699;83;-0.02398681640625;100 mA
293.301069259486;-0.285919189453125;0.829999997904451;84;-0.0239837646484375;100 mA
293.311069259461;-0.28656005859375;0.839999997879204;85;-0.023980712890625;100 mA
293.321069259435;-0.287200927734375;0.849999997853956;86;-0.0239837646484375;100 mA
293.33106925941;-0.287811279296875;0.859999997828709;87;-0.02398681640625;100 mA
293.341069259385;-0.288482666015625;0.869999997803461;88;-0.0239837646484375;100 mA
