Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range
222.471013438315;-0.197113037109375;0;1;-0.02198486328125;100 mA
222.481013438289;-0.206787109375;0.00999999997475243;2;-0.02198486328125;100 mA
222.491013438264;-0.21380615234375;0.0199999999495049;3;-0.02198486328125;100 mA
222.501013438239;-0.219390869140625;0.0299999999242573;4;-0.021990966796875;100 mA
222.511013438214;-0.22406005859375;0.0399999998990097;5;-0.021990966796875;100 mA
222.521013438188;-0.228118896484375;0.0499999998737621;6;-0.02198486328125;100 mA
222.531013438163;-0.231689453125;0.0599999998485146;7;-0.021990966796875;100 mA
222.541013438138;-0.23492431640625;0.069999999823267;8;-0.021990966796875;100 mA
222.551013438113;-0.23785400390625;0.0799999997980194;9;-0.0219818115234375;100 mA
222.561013438087;-0.24053955078125;0.0899999997727718;10;-0.02198486328125;100 mA
222.571013438062;-0.243072509765625;0.0999999997475243;11;-0.0219879150390625;100 mA
222.581013438037;-0.245391845703125;0.109999999722277;12;-0.0219879150390625;100 mA
222.591013438012;-0.247589111328125;0.119999999697029;13;-0.02198486328125;100 mA
222.601013437986;-0.249664306640625;0.129999999671782;14;-0.02198486328125;100 mA
222.611013437961;-0.2515869140625;0.139999999646534;15;-0.0219940185546875;100 mA
222.621013437936;-0.25347900390625;0.149999999621286;16;-0.0219879150390625;100 mA
222.631013437911;-0.2552490234375;0.159999999596039;17;-0.02198486328125;100 mA
222.641013437885;-0.2569580078125;0.169999999570791;18;-0.0219879150390625;100 mA
222.65101343786;-0.25860595703125;0.179999999545544;19;-0.02198486328125;100 mA
222.661013437835;-0.260162353515625;0.189999999520296;20;-0.0219879150390625;100 mA
222.67101343781;-0.261688232421875;0.199999999495049;21;-0.0219879150390625;100 mA
222.681013437784;-0.26312255859375;0.209999999469801;22;-0.02198486328125;100 mA
222.691013437759;-0.264556884765625;0.219999999444553;23;-0.0219879150390625;100 mA
222.701013437734;-0.265899658203125;0.229999999419306;24;-0.021990966796875;100 mA
222.711013437709;-0.2672119140625;0.239999999394058;25;-0.021990966796875;100 mA
222.721013437683;-0.26849365234375;0.249999999368811;26;-0.021990966796875;100 mA
222.731013437658;-0.269744873046875;0.259999999343563;27;-0.02198486328125;100 mA
222.741013437633;-0.270965576171875;0.269999999318316;28;-0.0219879150390625;100 mA
222.751013437608;-0.27215576171875;0.279999999293068;29;-0.021990966796875;100 mA
222.761013437583;-0.2733154296875;0.28999999926782;30;-0.02198486328125;100 mA
222.771013437557;-0.274444580078125;0.299999999242573;31;-0.02198486328125;100 mA
222.781013437532;-0.275543212890625;0.309999999217325;32;-0.02198486328125;100 mA
222.791013437507;-0.276641845703125;0.319999999192078;33;-0.02198486328125;100 mA
222.801013437482;-0.277679443359375;0.32999999916683;34;-0.0219818115234375;100 mA
222.811013437456;-0.278717041015625;0.339999999141583;35;-0.0219879150390625;100 mA
222.821013437431;-0.279754638671875;0.349999999116335;36;-0.021990966796875;100 mA
222.831013437406;-0.280731201171875;0.359999999091087;37;-0.0219879150390625;100 mA
222.841013437381;-0.28167724609375;0.36999999906584;38;-0.0219879150390625;100 mA
222.851013437355;-0.28265380859375;0.379999999040592;39;-0.02198486328125;100 mA
222.86101343733;-0.2835693359375;0.389999999015345;40;-0.021990966796875;100 mA
222.871013437305;-0.284515380859375;0.399999998990097;41;-0.021990966796875;100 mA
222.88101343728;-0.285400390625;0.40999999896485;42;-0.0219879150390625;100 mA
222.891013437254;-0.28631591796875;0.419999998939602;43;-0.02198486328125;100 mA
222.901013437229;-0.287200927734375;0.429999998914354;44;-0.0219940185546875;100 mA
222.911013437204;-0.288055419921875;0.439999998889107;45;-0.0219879150390625;100 mA
222.921013437179;-0.2889404296875;0.449999998863859;46;-0.021990966796875;100 mA
222.931013437153;-0.289764404296875;0.459999998838612;47;-0.0219879150390625;100 mA
222.941013437128;-0.29058837890625;0.469999998813364;48;-0.02198486328125;100 mA
222.951013437103;-0.291412353515625;0.479999998788116;49;-0.021990966796875;100 mA
222.961013437078;-0.292205810546875;0.489999998762869;50;-0.0219879150390625;100 mA
222.971013437052;-0.29302978515625;0.499999998737621;51;-0.0219879150390625;100 mA
222.981013437027;-0.293792724609375;0.509999998712374;52;-0.021990966796875;100 mA
222.991013437002;-0.294586181640625;0.519999998687126;53;-0.021990966796875;100 mA
223.001013436977;-0.29534912109375;0.529999998661879;54;-0.02198486328125;100 mA
223.011013436951;-0.296112060546875;0.539999998636631;55;-0.0219879150390625;100 mA
223.021013436926;-0.296875;0.549999998611383;56;-0.0219879150390625;100 mA
223.031013436901;-0.297576904296875;0.559999998586136;57;-0.02198486328125;100 mA
223.041013436876;-0.29833984375;0.569999998560888;58;-0.021990966796875;100 mA
223.05101343685;-0.299041748046875;0.579999998535641;59;-0.021990966796875;100 mA
223.061013436825;-0.29974365234375;0.589999998510393;60;-0.0219879150390625;100 mA
223.0710134368;-0.30047607421875;0.599999998485146;61;-0.021990966796875;100 mA
223.081013436775;-0.301177978515625;0.609999998459898;62;-0.021990966796875;100 mA
223.091013436749;-0.3018798828125;0.61999999843465;63;-0.02198486328125;100 mA
223.101013436724;-0.302581787109375;0.629999998409403;64;-0.0219879150390625;100 mA
223.111013436699;-0.303253173828125;0.639999998384155;65;-0.02198486328125;100 mA
223.121013436674;-0.303955078125;0.649999998358908;66;-0.0219940185546875;100 mA
223.131013436648;-0.304595947265625;0.65999999833366;67;-0.0219879150390625;100 mA
223.141013436623;-0.305267333984375;0.669999998308413;68;-0.0219818115234375;100 mA
223.151013436598;-0.305938720703125;0.679999998283165;69;-0.0219818115234375;100 mA
223.161013436573;-0.30657958984375;0.689999998257917;70;-0.0219879150390625;100 mA
223.171013436547;-0.3072509765625;0.69999999823267;71;-0.021990966796875;100 mA
223.181013436522;-0.307891845703125;0.709999998207422;72;-0.021990966796875;100 mA
223.191013436497;-0.30853271484375;0.719999998182175;73;-0.021990966796875;100 mA
223.201013436472;-0.309173583984375;0.729999998156927;74;-0.021990966796875;100 mA
223.211013436446;-0.309783935546875;0.73999999813168;75;-0.02198486328125;100 mA
223.221013436421;-0.3104248046875;0.749999998106432;76;-0.02198486328125;100 mA
223.231013436396;-0.31103515625;0.759999998081184;77;-0.0219879150390625;100 mA
223.241013436371;-0.311676025390625;0.769999998055937;78;-0.021990966796875;100 mA
223.251013436345;-0.312286376953125;0.779999998030689;79;-0.021990966796875;100 mA
223.26101343632;-0.3128662109375;0.789999998005442;80;-0.02198486328125;100 mA
223.271013436295;-0.313507080078125;0.799999997980194;81;-0.021990966796875;100 mA
223.28101343627;-0.3140869140625;0.809999997954947;82;-0.0219879150390625;100 mA
223.291013436244;-0.314697265625;0.819999997929699;83;-0.021990966796875;100 mA
223.301013436219;-0.315277099609375;0.829999997904451;84;-0.021990966796875;100 mA
223.311013436194;-0.31585693359375;0.839999997879204;85;-0.021990966796875;100 mA
223.321013436169;-0.31646728515625;0.849999997853956;86;-0.0219879150390625;100 mA
223.331013436143;-0.3170166015625;0.859999997828709;87;-0.0219879150390625;100 mA
223.341013436118;-0.317626953125;0.869999997803461;88;-0.0219879150390625;100 mA
223.351013436093;-0.31817626953125;0.879999997778214;89;-0.02198486328125;100 mA
223.361013436068;-0.318756103515625;0.889999997752966;90;-0.02198486328125;100 mA
223.371013436042;-0.3193359375;0.899999997727718;91;-0.0219879150390625;100 mA
223.381013436017;-0.31988525390625;0.909999997702471;92;-0.0219879150390625;100 mA
223.391013435992;-0.320465087890625;0.919999997677223;93;-0.021990966796875;100 mA
223.401013435967;-0.321014404296875;0.929999997651976;94;-0.0219940185546875;100 mA
223.411013435941;-0.321563720703125;0.939999997626728;95;-0.0219879150390625;100 mA
223.421013435916;-0.3221435546875;0.949999997601481;96;-0.0219879150390625;100 mA
223.431013435891;-0.322662353515625;0.959999997576233;97;-0.0219879150390625;100 mA
223.441013435866;-0.3232421875;0.969999997550985;98;-0.02198486328125;100 mA
223.45101343584;-0.32379150390625;0.979999997525738;99;-0.02198486328125;100 mA
223.461013435815;-0.324310302734375;0.98999999750049;100;-0.02198486328125;100 mA
223.47101343579;-0.324859619140625;0.999999997475243;101;-0.0219879150390625;100 mA
223.481013435765;-0.325408935546875;1.00999999745;102;-0.0219879150390625;100 mA
223.491013435739;-0.325927734375;1.01999999742475;103;-0.0219818115234375;100 mA
223.501013435714;-0.32647705078125;1.0299999973995;104;-0.02198486328125;100 mA
