Time (s);WE(1).Potential (V);WE(1).Current (A);Corrected time (s);Index;Current range
0.547231998618372;-0.3997802734375;-0.0227020263671875;0;1;1 A
0.557231998593124;-0.39971923828125;-0.0191009521484375;0.00999999997475243;2;1 A
0.567231998567877;-0.3997802734375;-0.0167816162109375;0.0199999999495049;3;1 A
0.577231998542629;-0.3997802734375;-0.0151580810546875;0.0299999999242573;4;1 A
0.587231998517382;-0.399688720703125;-0.0139190673828125;0.0399999998990097;5;1 A
0.597231998492134;-0.399749755859375;-0.012957763671875;0.0499999998737621;6;1 A
0.607231998466887;-0.399688720703125;-0.01217041015625;0.0599999998485146;7;1 A
0.617231998441639;-0.39971923828125;-0.01151123046875;0.069999999823267;8;1 A
0.627231998416391;-0.399749755859375;-0.010955810546875;0.0799999997980194;9;1 A
0.637231998391144;-0.39971923828125;-0.010479736328125;0.0899999997727718;10;1 A
0.647231998365896;-0.39971923828125;-0.01007080078125;0.0999999997475243;11;1 A
0.657231998340649;-0.3997802734375;-0.00971069335937499;0.109999999722277;12;1 A
0.667231998315401;-0.399810791015625;-0.00938720703125;0.119999999697029;13;1 A
0.677231998290154;-0.399749755859375;-0.00909423828125;0.129999999671782;14;1 A
0.687231998264906;-0.39971923828125;-0.00882568359374999;0.139999999646534;15;1 A
0.697231998239658;-0.3997802734375;-0.00859680175781249;0.149999999621286;16;1 A
0.707231998214411;-0.39971923828125;-0.0083770751953125;0.159999999596039;17;1 A
0.717231998189163;-0.399749755859375;-0.0081756591796875;0.169999999570791;18;1 A
0.727231998163916;-0.399688720703125;-0.0080078125;0.179999999545544;19;1 A
0.737231998138668;-0.399810791015625;-0.00783691406250001;0.189999999520296;20;1 A
0.747231998113421;-0.3997802734375;-0.00769653320312499;0.199999999495049;21;1 A
0.757231998088173;-0.399749755859375;-0.00754699707031251;0.209999999469801;22;1 A
0.767231998062925;-0.399749755859375;-0.0074188232421875;0.219999999444553;23;1 A
0.777231998037678;-0.399688720703125;-0.007293701171875;0.229999999419306;24;1 A
0.78723199801243;-0.399749755859375;-0.0071685791015625;0.239999999394058;25;1 A
0.797231997987183;-0.399749755859375;-0.00706787109375;0.249999999368811;26;1 A
0.807231997961935;-0.3997802734375;-0.00696716308593751;0.259999999343563;27;1 A
0.817231997936688;-0.399810791015625;-0.0068695068359375;0.269999999318316;28;1 A
0.82723199791144;-0.39971923828125;-0.006793212890625;0.279999999293068;29;1 A
0.837231997886192;-0.399749755859375;-0.00670166015625;0.28999999926782;30;1 A
0.847231997860945;-0.39971923828125;-0.00664367675781249;0.299999999242573;31;1 A
0.857231997835697;-0.399749755859375;-0.00657043457031251;0.309999999217325;32;1 A
0.86723199781045;-0.3997802734375;-0.0065032958984375;0.319999999192078;33;1 A
0.877231997785202;-0.399810791015625;-0.00644836425781251;0.32999999916683;34;1 A
0.887231997759955;-0.3997802734375;-0.006390380859375;0.339999999141583;35;1 A
0.897231997734707;-0.399749755859375;-0.0063446044921875;0.349999999116335;36;1 A
0.907231997709459;-0.39971923828125;-0.00629577636718751;0.359999999091087;37;1 A
0.917231997684212;-0.399749755859375;-0.00623779296875;0.36999999906584;38;1 A
0.927231997658964;-0.399658203125;-0.00620117187499999;0.379999999040592;39;1 A
0.937231997633717;-0.399749755859375;-0.00614318847656251;0.389999999015345;40;1 A
0.947231997608469;-0.3997802734375;-0.006103515625;0.399999998990097;41;1 A
0.957231997583222;-0.399749755859375;-0.00605163574218751;0.40999999896485;42;1 A
0.967231997557974;-0.39971923828125;-0.00600280761718749;0.419999998939602;43;1 A
0.977231997532726;-0.399749755859375;-0.0059661865234375;0.429999998914354;44;1 A
0.987231997507479;-0.39971923828125;-0.00592651367187499;0.439999998889107;45;1 A
0.997231997482231;-0.399749755859375;-0.00589904785156251;0.449999998863859;46;1 A
1.00723199745698;-0.39971923828125;-0.00586853027343751;0.459999998838612;47;1 A
1.01723199743174;-0.399688720703125;-0.00583496093749999;0.469999998813364;48;1 A
1.02723199740649;-0.399749755859375;-0.005810546875;0.479999998788116;49;1 A
1.03723199738124;-0.3997802734375;-0.005780029296875;0.489999998762869;50;1 A
1.04723199735599;-0.39971923828125;-0.00576171875000001;0.499999998737621;51;1 A
1.05723199733075;-0.39971923828125;-0.00574340820312499;0.509999998712374;52;1 A
1.0672319973055;-0.399749755859375;-0.0057220458984375;0.519999998687126;53;1 A
1.07723199728025;-0.39971923828125;-0.00571289062499999;0.529999998661879;54;1 A
1.087231997255;-0.3997802734375;-0.0056915283203125;0.539999998636631;55;1 A
1.09723199722976;-0.39971923828125;-0.00568237304687499;0.549999998611383;56;1 A
1.10723199720451;-0.399749755859375;-0.005657958984375;0.559999998586136;57;1 A
1.11723199717926;-0.399749755859375;-0.00563659667968749;0.569999998560888;58;1 A
1.12723199715401;-0.399658203125;-0.0056304931640625;0.579999998535641;59;1 A
1.13723199712877;-0.3997802734375;-0.0056121826171875;0.589999998510393;60;1 A
1.14723199710352;-0.399688720703125;-0.0056121826171875;0.599999998485146;61;1 A
1.15723199707827;-0.39971923828125;-0.00559387207031251;0.609999998459898;62;1 A
1.16723199705302;-0.399749755859375;-0.0055877685546875;0.61999999843465;63;1 A
1.17723199702777;-0.39971923828125;-0.0055816650390625;0.629999998409403;64;1 A
1.18723199700253;-0.3997802734375;-0.00557556152343749;0.639999998384155;65;1 A
1.19723199697728;-0.399749755859375;-0.00557556152343749;0.649999998358908;66;1 A
1.20723199695203;-0.39971923828125;-0.00556640625;0.65999999833366;67;1 A
1.21723199692678;-0.399688720703125;-0.00555419921875;0.669999998308413;68;1 A
1.22723199690154;-0.39971923828125;-0.0055572509765625;0.679999998283165;69;1 A
1.23723199687629;-0.399749755859375;-0.0055419921875;0.689999998257917;70;1 A
1.24723199685104;-0.39971923828125;-0.00554504394531249;0.69999999823267;71;1 A
1.25723199682579;-0.39971923828125;-0.00553283691406251;0.709999998207422;72;1 A
1.26723199680055;-0.399810791015625;-0.00551757812500001;0.719999998182175;73;1 A
1.2772319967753;-0.399658203125;-0.00551757812500001;0.729999998156927;74;1 A
1.28723199675005;-0.39971923828125;-0.00550231933593751;0.73999999813168;75;1 A
1.2972319967248;-0.399749755859375;-0.00550537109375;0.749999998106432;76;1 A
1.30723199669956;-0.3997802734375;-0.0054962158203125;0.759999998081184;77;1 A
1.31723199667431;-0.399749755859375;-0.00548400878906249;0.769999998055937;78;1 A
1.32723199664906;-0.39971923828125;-0.0054962158203125;0.779999998030689;79;1 A
1.33723199662381;-0.399810791015625;-0.00548400878906249;0.789999998005442;80;1 A
1.34723199659857;-0.399749755859375;-0.0054931640625;0.799999997980194;81;1 A
1.35723199657332;-0.39971923828125;-0.0054931640625;0.809999997954947;82;1 A
1.36723199654807;-0.39971923828125;-0.0054901123046875;0.819999997929699;83;1 A
1.37723199652282;-0.399749755859375;-0.0054962158203125;0.829999997904451;84;1 A
1.38723199649758;-0.39984130859375;-0.0054931640625;0.839999997879204;85;1 A
1.39723199647233;-0.399688720703125;-0.0054962158203125;0.849999997853956;86;1 A
1.40723199644708;-0.399749755859375;-0.0054962158203125;0.859999997828709;87;1 A
1.41723199642183;-0.3997802734375;-0.0054901123046875;0.869999997803461;88;1 A
1.42723199639659;-0.399749755859375;-0.00549926757812499;0.879999997778214;89;1 A
1.43723199637134;-0.399810791015625;-0.0054931640625;0.889999997752966;90;1 A
1.44723199634609;-0.399749755859375;-0.00550231933593751;0.899999997727718;91;1 A
1.45723199632084;-0.399810791015625;-0.00549926757812499;0.909999997702471;92;1 A
1.4672319962956;-0.3997802734375;-0.0054962158203125;0.919999997677223;93;1 A
1.47723199627035;-0.399810791015625;-0.00550537109375;0.929999997651976;94;1 A
1.4872319962451;-0.3997802734375;-0.00550537109375;0.939999997626728;95;1 A
1.49723199621985;-0.39971923828125;-0.00550537109375;0.949999997601481;96;1 A
1.50723199619461;-0.3997802734375;-0.00550231933593751;0.959999997576233;97;1 A
1.51723199616936;-0.399749755859375;-0.00549926757812499;0.969999997550985;98;1 A
1.52723199614411;-0.3997802734375;-0.00550537109375;0.979999997525738;99;1 A
1.53723199611886;-0.399810791015625;-0.0054962158203125;0.98999999750049;100;1 A
1.54723199609361;-0.399749755859375;-0.0054962158203125;0.999999997475243;101;1 A
1.55723199606837;-0.399749755859375;-0.00548706054687501;1.00999999745;102;1 A
1.56723199604312;-0.399749755859375;-0.0054779052734375;1.01999999742475;103;1 A
1.57723199601787;-0.399810791015625;-0.00546874999999999;1.0299999973995;104;1 A
1.58723199599262;-0.3997802734375;-0.00545349121093749;1.03999999737425;105;1 A
1.59723199596738;-0.39971923828125;-0.0054473876953125;1.049999997349;106;1 A
1.60723199594213;-0.3997802734375;-0.00543212890625;1.05999999732376;107;1 A
1.61723199591688;-0.39971923828125;-0.005419921875;1.06999999729851;108;1 A
1.62723199589163;-0.399749755859375;-0.0054168701171875;1.07999999727326;109;1 A
1.63723199586639;-0.399749755859375;-0.0054046630859375;1.08999999724801;110;1 A
1.64723199584114;-0.39971923828125;-0.0054046630859375;1.09999999722277;111;1 A
1.65723199581589;-0.39984130859375;-0.005389404296875;1.10999999719752;112;1 A
1.66723199579064;-0.399688720703125;-0.00538024902343751;1.11999999717227;113;1 A
1.6772319957654;-0.3997802734375;-0.00538024902343751;1.12999999714702;114;1 A
1.68723199574015;-0.39971923828125;-0.0053680419921875;1.13999999712178;115;1 A
1.6972319957149;-0.39971923828125;-0.00536499023437501;1.14999999709653;116;1 A
1.70723199568965;-0.39971923828125;-0.00535888671875;1.15999999707128;117;1 A
1.71723199566441;-0.3997802734375;-0.00534973144531251;1.16999999704603;118;1 A
1.72723199563916;-0.39971923828125;-0.005352783203125;1.17999999702079;119;1 A
1.73723199561391;-0.39971923828125;-0.00533447265625001;1.18999999699554;120;1 A
1.74723199558866;-0.399749755859375;-0.0053375244140625;1.19999999697029;121;1 A
1.75723199556342;-0.3997802734375;-0.00533447265625001;1.20999999694504;122;1 A
1.76723199553817;-0.399749755859375;-0.005328369140625;1.2199999969198;123;1 A
1.77723199551292;-0.39984130859375;-0.00533447265625001;1.22999999689455;124;1 A
1.78723199548767;-0.399810791015625;-0.005328369140625;1.2399999968693;125;1 A
1.79723199546243;-0.399749755859375;-0.005328369140625;1.24999999684405;126;1 A
1.80723199543718;-0.39971923828125;-0.0053253173828125;1.25999999681881;127;1 A
1.81723199541193;-0.39971923828125;-0.0053070068359375;1.26999999679356;128;1 A
1.82723199538668;-0.39971923828125;-0.00530395507812501;1.27999999676831;129;1 A
1.83723199536144;-0.39971923828125;-0.00528869628906251;1.28999999674306;130;1 A
1.84723199533619;-0.399749755859375;-0.0052825927734375;1.29999999671782;131;1 A
1.85723199531094;-0.399749755859375;-0.00527343750000001;1.30999999669257;132;1 A
1.86723199528569;-0.399749755859375;-0.0052642822265625;1.31999999666732;133;1 A
1.87723199526044;-0.399749755859375;-0.00527038574218749;1.32999999664207;134;1 A
1.8872319952352;-0.399749755859375;-0.005267333984375;1.33999999661683;135;1 A
1.89723199520995;-0.399749755859375;-0.005267333984375;1.34999999659158;136;1 A
1.9072319951847;-0.399810791015625;-0.00526123046875;1.35999999656633;137;1 A
1.91723199515945;-0.399749755859375;-0.00526123046875;1.36999999654108;138;1 A
1.92723199513421;-0.39971923828125;-0.00526123046875;1.37999999651583;139;1 A
1.93723199510896;-0.399749755859375;-0.0052520751953125;1.38999999649059;140;1 A
1.94723199508371;-0.399688720703125;-0.0052520751953125;1.39999999646534;141;1 A
1.95723199505846;-0.39971923828125;-0.0052520751953125;1.40999999644009;142;1 A
1.96723199503322;-0.399658203125;-0.00523986816406249;1.41999999641484;143;1 A
1.97723199500797;-0.39971923828125;-0.00523986816406249;1.4299999963896;144;1 A
1.98723199498272;-0.39971923828125;-0.00522460937499999;1.43999999636435;145;1 A
1.99723199495747;-0.399749755859375;-0.00522460937499999;1.4499999963391;146;1 A
2.00723199493223;-0.399810791015625;-0.00521240234375001;1.45999999631385;147;1 A
2.01723199490698;-0.399688720703125;-0.0052001953125;1.46999999628861;148;1 A
2.02723199488173;-0.3997802734375;-0.0052001953125;1.47999999626336;149;1 A
2.03723199485648;-0.399749755859375;-0.00519714355468751;1.48999999623811;150;1 A
2.04723199483124;-0.3997802734375;-0.005206298828125;1.49999999621286;151;1 A
2.05723199480599;-0.3997802734375;-0.00520935058593749;1.50999999618762;152;1 A
2.06723199478074;-0.399688720703125;-0.00520935058593749;1.51999999616237;153;1 A
2.07723199475549;-0.3997802734375;-0.00522460937499999;1.52999999613712;154;1 A
2.08723199473025;-0.3997802734375;-0.0052215576171875;1.53999999611187;155;1 A
2.097231994705;-0.39971923828125;-0.00522766113281251;1.54999999608663;156;1 A
2.10723199467975;-0.399810791015625;-0.00522766113281251;1.55999999606138;157;1 A
2.1172319946545;-0.399749755859375;-0.005230712890625;1.56999999603613;158;1 A
2.12723199462926;-0.3997802734375;-0.00523681640625;1.57999999601088;159;1 A
2.13723199460401;-0.399749755859375;-0.0052337646484375;1.58999999598564;160;1 A
2.14723199457876;-0.399749755859375;-0.00523986816406249;1.59999999596039;161;1 A
2.15723199455351;-0.3997802734375;-0.00524291992187501;1.60999999593514;162;1 A
2.16723199452827;-0.39971923828125;-0.00523986816406249;1.61999999590989;163;1 A
2.17723199450302;-0.3997802734375;-0.00525512695312499;1.62999999588465;164;1 A
2.18723199447777;-0.3997802734375;-0.00525512695312499;1.6399999958594;165;1 A
2.19723199445252;-0.399749755859375;-0.00527038574218749;1.64999999583415;166;1 A
2.20723199442727;-0.399658203125;-0.00527343750000001;1.6599999958089;167;1 A
2.21723199440203;-0.39971923828125;-0.00527038574218749;1.66999999578366;168;1 A
2.22723199437678;-0.39971923828125;-0.005279541015625;1.67999999575841;169;1 A
2.23723199435153;-0.399749755859375;-0.0052825927734375;1.68999999573316;170;1 A
2.24723199432628;-0.399749755859375;-0.005291748046875;1.69999999570791;171;1 A
