Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range
432.471187908115;-0.218170166015625;0;1;-0.0279815673828125;100 mA
432.48118790809;-0.2275390625;0.00999999997475243;2;-0.027978515625;100 mA
432.491187908065;-0.23443603515625;0.0199999999495049;3;-0.0279815673828125;100 mA
432.501187908039;-0.239990234375;0.0299999999242573;4;-0.0279754638671875;100 mA
432.511187908014;-0.24468994140625;0.0399999998990097;5;-0.027978515625;100 mA
432.521187907989;-0.248779296875;0.0499999998737621;6;-0.027978515625;100 mA
432.531187907964;-0.25244140625;0.0599999998485146;7;-0.0279815673828125;100 mA
432.541187907938;-0.2557373046875;0.069999999823267;8;-0.0279815673828125;100 mA
432.551187907913;-0.258758544921875;0.0799999997980194;9;-0.027978515625;100 mA
432.561187907888;-0.261566162109375;0.0899999997727718;10;-0.0279815673828125;100 mA
432.571187907863;-0.26416015625;0.0999999997475243;11;-0.0279815673828125;100 mA
432.581187907837;-0.2666015625;0.109999999722277;12;-0.027978515625;100 mA
432.591187907812;-0.268890380859375;0.119999999697029;13;-0.0279815673828125;100 mA
432.601187907787;-0.271087646484375;0.129999999671782;14;-0.0279815673828125;100 mA
432.611187907762;-0.27313232421875;0.139999999646534;15;-0.0279815673828125;100 mA
432.621187907736;-0.275115966796875;0.149999999621286;16;-0.0279815673828125;100 mA
432.631187907711;-0.27703857421875;0.159999999596039;17;-0.027978515625;100 mA
432.641187907686;-0.278839111328125;0.169999999570791;18;-0.027978515625;100 mA
432.651187907661;-0.28057861328125;0.179999999545544;19;-0.0279815673828125;100 mA
432.661187907636;-0.282257080078125;0.189999999520296;20;-0.0279815673828125;100 mA
432.67118790761;-0.28387451171875;0.199999999495049;21;-0.027984619140625;100 mA
432.681187907585;-0.28546142578125;0.209999999469801;22;-0.0279815673828125;100 mA
432.69118790756;-0.2869873046875;0.219999999444553;23;-0.027984619140625;100 mA
432.701187907535;-0.288482666015625;0.229999999419306;24;-0.027984619140625;100 mA
432.711187907509;-0.2899169921875;0.239999999394058;25;-0.027978515625;100 mA
432.721187907484;-0.29132080078125;0.249999999368811;26;-0.0279815673828125;100 mA
432.731187907459;-0.292724609375;0.259999999343563;27;-0.0279815673828125;100 mA
432.741187907434;-0.294036865234375;0.269999999318316;28;-0.027978515625;100 mA
432.751187907408;-0.29534912109375;0.279999999293068;29;-0.027978515625;100 mA
432.761187907383;-0.296630859375;0.28999999926782;30;-0.0279815673828125;100 mA
432.771187907358;-0.297882080078125;0.299999999242573;31;-0.0279815673828125;100 mA
432.781187907333;-0.299102783203125;0.309999999217325;32;-0.0279815673828125;100 mA
432.791187907307;-0.30029296875;0.319999999192078;33;-0.0279754638671875;100 mA
432.801187907282;-0.301483154296875;0.32999999916683;34;-0.027978515625;100 mA
432.811187907257;-0.302642822265625;0.339999999141583;35;-0.027984619140625;100 mA
432.821187907232;-0.30377197265625;0.349999999116335;36;-0.0279754638671875;100 mA
432.831187907206;-0.304931640625;0.359999999091087;37;-0.0279815673828125;100 mA
432.841187907181;-0.305999755859375;0.36999999906584;38;-0.0279815673828125;100 mA
432.851187907156;-0.307098388671875;0.379999999040592;39;-0.027978515625;100 mA
432.861187907131;-0.30816650390625;0.389999999015345;40;-0.027984619140625;100 mA
432.871187907105;-0.309234619140625;0.399999998990097;41;-0.027978515625;100 mA
432.88118790708;-0.310272216796875;0.40999999896485;42;-0.0279876708984375;100 mA
432.891187907055;-0.311279296875;0.419999998939602;43;-0.0279815673828125;100 mA
432.90118790703;-0.31231689453125;0.429999998914354;44;-0.027978515625;100 mA
432.911187907004;-0.313323974609375;0.439999998889107;45;-0.027978515625;100 mA
432.921187906979;-0.314300537109375;0.449999998863859;46;-0.027978515625;100 mA
432.931187906954;-0.315277099609375;0.459999998838612;47;-0.0279815673828125;100 mA
432.941187906929;-0.31622314453125;0.469999998813364;48;-0.027978515625;100 mA
432.951187906903;-0.31719970703125;0.479999998788116;49;-0.0279815673828125;100 mA
432.961187906878;-0.318145751953125;0.489999998762869;50;-0.0279815673828125;100 mA
432.971187906853;-0.319061279296875;0.499999998737621;51;-0.027984619140625;100 mA
432.981187906828;-0.32000732421875;0.509999998712374;52;-0.0279815673828125;100 mA
432.991187906802;-0.320892333984375;0.519999998687126;53;-0.027978515625;100 mA
433.001187906777;-0.321807861328125;0.529999998661879;54;-0.0279754638671875;100 mA
433.011187906752;-0.322723388671875;0.539999998636631;55;-0.027978515625;100 mA
433.021187906727;-0.3236083984375;0.549999998611383;56;-0.027978515625;100 mA
433.031187906701;-0.324493408203125;0.559999998586136;57;-0.027978515625;100 mA
433.041187906676;-0.325347900390625;0.569999998560888;58;-0.0279815673828125;100 mA
433.051187906651;-0.32623291015625;0.579999998535641;59;-0.027978515625;100 mA
433.061187906626;-0.32708740234375;0.589999998510393;60;-0.027984619140625;100 mA
433.0711879066;-0.32794189453125;0.599999998485146;61;-0.027978515625;100 mA
433.081187906575;-0.32879638671875;0.609999998459898;62;-0.027978515625;100 mA
433.09118790655;-0.329620361328125;0.61999999843465;63;-0.027978515625;100 mA
433.101187906525;-0.330474853515625;0.629999998409403;64;-0.0279815673828125;100 mA
433.111187906499;-0.331298828125;0.639999998384155;65;-0.027978515625;100 mA
433.121187906474;-0.332122802734375;0.649999998358908;66;-0.0279815673828125;100 mA
433.131187906449;-0.33294677734375;0.65999999833366;67;-0.0279815673828125;100 mA
433.141187906424;-0.333740234375;0.669999998308413;68;-0.027978515625;100 mA
433.151187906398;-0.334564208984375;0.679999998283165;69;-0.027984619140625;100 mA
433.161187906373;-0.335357666015625;0.689999998257917;70;-0.027978515625;100 mA
433.171187906348;-0.336151123046875;0.69999999823267;71;-0.027984619140625;100 mA
433.181187906323;-0.33697509765625;0.709999998207422;72;-0.0279876708984375;100 mA
433.191187906297;-0.337738037109375;0.719999998182175;73;-0.0279815673828125;100 mA
433.201187906272;-0.33856201171875;0.729999998156927;74;-0.027978515625;100 mA
433.211187906247;-0.339324951171875;0.73999999813168;75;-0.027978515625;100 mA
433.221187906222;-0.340118408203125;0.749999998106432;76;-0.0279754638671875;100 mA
433.231187906196;-0.340911865234375;0.759999998081184;77;-0.027978515625;100 mA
433.241187906171;-0.3416748046875;0.769999998055937;78;-0.027978515625;100 mA
433.251187906146;-0.342437744140625;0.779999998030689;79;-0.0279815673828125;100 mA
433.261187906121;-0.34320068359375;0.789999998005442;80;-0.027978515625;100 mA
433.271187906095;-0.34393310546875;0.799999997980194;81;-0.027978515625;100 mA
433.28118790607;-0.3447265625;0.809999997954947;82;-0.0279815673828125;100 mA
433.291187906045;-0.345458984375;0.819999997929699;83;-0.027978515625;100 mA
433.30118790602;-0.346221923828125;0.829999997904451;84;-0.0279754638671875;100 mA
433.311187905994;-0.34698486328125;0.839999997879204;85;-0.027984619140625;100 mA
433.321187905969;-0.34771728515625;0.849999997853956;86;-0.027978515625;100 mA
433.331187905944;-0.3485107421875;0.859999997828709;87;-0.0279815673828125;100 mA
433.341187905919;-0.349212646484375;0.869999997803461;88;-0.027978515625;100 mA
433.351187905893;-0.3499755859375;0.879999997778214;89;-0.0279815673828125;100 mA
433.361187905868;-0.350738525390625;0.889999997752966;90;-0.027978515625;100 mA
433.371187905843;-0.351470947265625;0.899999997727718;91;-0.0279815673828125;100 mA
433.381187905818;-0.35223388671875;0.909999997702471;92;-0.0279876708984375;100 mA
433.391187905792;-0.352935791015625;0.919999997677223;93;-0.0279754638671875;100 mA
433.401187905767;-0.35369873046875;0.929999997651976;94;-0.027984619140625;100 mA
433.411187905742;-0.35443115234375;0.939999997626728;95;-0.027972412109375;100 mA
433.421187905717;-0.35516357421875;0.949999997601481;96;-0.027978515625;100 mA
433.431187905691;-0.35589599609375;0.959999997576233;97;-0.0279876708984375;100 mA
433.441187905666;-0.35662841796875;0.969999997550985;98;-0.0279754638671875;100 mA
433.451187905641;-0.35736083984375;0.979999997525738;99;-0.027978515625;100 mA
433.461187905616;-0.35809326171875;0.98999999750049;100;-0.0279754638671875;100 mA
433.47118790559;-0.358795166015625;0.999999997475243;101;-0.0279754638671875;100 mA
433.481187905565;-0.359527587890625;1.00999999745;102;-0.0279754638671875;100 mA
433.49118790554;-0.360260009765625;1.01999999742475;103;-0.0279754638671875;100 mA
433.501187905515;-0.360992431640625;1.0299999973995;104;-0.027984619140625;100 mA
433.511187905489;-0.3616943359375;1.03999999737425;105;-0.027978515625;100 mA
433.521187905464;-0.3624267578125;1.049999997349;106;-0.0279754638671875;100 mA
433.531187905439;-0.3631591796875;1.05999999732376;107;-0.0279815673828125;100 mA
433.541187905414;-0.363861083984375;1.06999999729851;108;-0.027978515625;100 mA
433.551187905388;-0.3646240234375;1.07999999727326;109;-0.0279815673828125;100 mA
433.561187905363;-0.365325927734375;1.08999999724801;110;-0.0279754638671875;100 mA
433.571187905338;-0.36602783203125;1.09999999722277;111;-0.027984619140625;100 mA
433.581187905313;-0.366790771484375;1.10999999719752;112;-0.027984619140625;100 mA
433.591187905287;-0.36749267578125;1.11999999717227;113;-0.027984619140625;100 mA
433.601187905262;-0.36822509765625;1.12999999714702;114;-0.027978515625;100 mA
433.611187905237;-0.36895751953125;1.13999999712178;115;-0.027978515625;100 mA
433.621187905212;-0.369659423828125;1.14999999709653;116;-0.027978515625;100 mA
433.631187905186;-0.370391845703125;1.15999999707128;117;-0.027978515625;100 mA
433.641187905161;-0.371124267578125;1.16999999704603;118;-0.0279754638671875;100 mA
433.651187905136;-0.371856689453125;1.17999999702079;119;-0.0279815673828125;100 mA
433.661187905111;-0.372589111328125;1.18999999699554;120;-0.0279815673828125;100 mA
433.671187905086;-0.373291015625;1.19999999697029;121;-0.0279815673828125;100 mA
433.68118790506;-0.374053955078125;1.20999999694504;122;-0.027984619140625;100 mA
433.691187905035;-0.374755859375;1.2199999969198;123;-0.027978515625;100 mA
433.70118790501;-0.37548828125;1.22999999689455;124;-0.0279815673828125;100 mA
433.711187904985;-0.376220703125;1.2399999968693;125;-0.027978515625;100 mA
433.721187904959;-0.376922607421875;1.24999999684405;126;-0.0279754638671875;100 mA
433.731187904934;-0.377685546875;1.25999999681881;127;-0.0279815673828125;100 mA
433.741187904909;-0.378387451171875;1.26999999679356;128;-0.027978515625;100 mA
