Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range
152.470961615048;-0.18096923828125;0;1;-0.019989013671875;100 mA
152.480961615023;-0.190673828125;0.00999999997475243;2;-0.019989013671875;100 mA
152.490961614997;-0.197662353515625;0.0199999999495049;3;-0.0199920654296875;100 mA
152.500961614972;-0.203216552734375;0.0299999999242573;4;-0.0199981689453125;100 mA
152.510961614947;-0.20782470703125;0.0399999998990097;5;-0.019989013671875;100 mA
152.520961614922;-0.21185302734375;0.0499999998737621;6;-0.0199951171875;100 mA
152.530961614896;-0.215362548828125;0.0599999998485146;7;-0.0199920654296875;100 mA
152.540961614871;-0.218536376953125;0.069999999823267;8;-0.019989013671875;100 mA
152.550961614846;-0.221435546875;0.0799999997980194;9;-0.0199951171875;100 mA
152.560961614821;-0.22406005859375;0.0899999997727718;10;-0.0199951171875;100 mA
152.570961614795;-0.226531982421875;0.0999999997475243;11;-0.019989013671875;100 mA
152.58096161477;-0.22882080078125;0.109999999722277;12;-0.019989013671875;100 mA
152.590961614745;-0.230987548828125;0.119999999697029;13;-0.0199920654296875;100 mA
152.60096161472;-0.2330322265625;0.129999999671782;14;-0.0199951171875;100 mA
152.610961614694;-0.23492431640625;0.139999999646534;15;-0.0199920654296875;100 mA
152.620961614669;-0.23675537109375;0.149999999621286;16;-0.0199920654296875;100 mA
152.630961614644;-0.23846435546875;0.159999999596039;17;-0.0199920654296875;100 mA
152.640961614619;-0.240142822265625;0.169999999570791;18;-0.0199920654296875;100 mA
152.650961614593;-0.241729736328125;0.179999999545544;19;-0.0199920654296875;100 mA
152.660961614568;-0.243255615234375;0.189999999520296;20;-0.0199951171875;100 mA
152.670961614543;-0.2447509765625;0.199999999495049;21;-0.019989013671875;100 mA
152.680961614518;-0.24615478515625;0.209999999469801;22;-0.0199981689453125;100 mA
152.690961614492;-0.24749755859375;0.219999999444553;23;-0.019989013671875;100 mA
152.700961614467;-0.24884033203125;0.229999999419306;24;-0.0199981689453125;100 mA
152.710961614442;-0.2501220703125;0.239999999394058;25;-0.0199951171875;100 mA
152.720961614417;-0.251373291015625;0.249999999368811;26;-0.0199951171875;100 mA
152.730961614391;-0.2525634765625;0.259999999343563;27;-0.0199951171875;100 mA
152.740961614366;-0.253753662109375;0.269999999318316;28;-0.0199981689453125;100 mA
152.750961614341;-0.254913330078125;0.279999999293068;29;-0.0199920654296875;100 mA
152.760961614316;-0.2559814453125;0.28999999926782;30;-0.0199951171875;100 mA
152.77096161429;-0.257110595703125;0.299999999242573;31;-0.0199951171875;100 mA
152.780961614265;-0.258148193359375;0.309999999217325;32;-0.0199920654296875;100 mA
152.79096161424;-0.259185791015625;0.319999999192078;33;-0.0199920654296875;100 mA
152.800961614215;-0.260223388671875;0.32999999916683;34;-0.0199951171875;100 mA
152.810961614189;-0.261199951171875;0.339999999141583;35;-0.019989013671875;100 mA
152.820961614164;-0.262176513671875;0.349999999116335;36;-0.019989013671875;100 mA
152.830961614139;-0.26312255859375;0.359999999091087;37;-0.0199920654296875;100 mA
152.840961614114;-0.2640380859375;0.36999999906584;38;-0.0199951171875;100 mA
152.850961614088;-0.264984130859375;0.379999999040592;39;-0.019989013671875;100 mA
152.860961614063;-0.265838623046875;0.389999999015345;40;-0.0199920654296875;100 mA
152.870961614038;-0.266754150390625;0.399999998990097;41;-0.0199859619140625;100 mA
152.880961614013;-0.267608642578125;0.40999999896485;42;-0.0199951171875;100 mA
152.890961613987;-0.268463134765625;0.419999998939602;43;-0.0199920654296875;100 mA
152.900961613962;-0.269317626953125;0.429999998914354;44;-0.019989013671875;100 mA
152.910961613937;-0.270111083984375;0.439999998889107;45;-0.019989013671875;100 mA
152.920961613912;-0.27093505859375;0.449999998863859;46;-0.0199920654296875;100 mA
152.930961613886;-0.271728515625;0.459999998838612;47;-0.0199951171875;100 mA
